Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3142,1.3,0.001155,
0.002,-0.3167,1.3,-0.003288,
0.004,-0.3149,1.2,-0.001155,
0.006,-0.3167,1.2,-0.000533,
0.008,-0.3179,1.2,-0.003822,
0.01,-0.3191,1.2,-0.0032,
0.012,-0.3252,1.2,-0.004888,
0.014,-0.324,1.1,0.001066,
0.016,-0.3307,0.7,-0.0032,
0.018,-0.357,0.5,-0.012533,
0.02,-0.3972,0.4,-0.020533,
0.022,-0.4607,0.5,-0.031999,
0.024,-0.5456,0.5,-0.039644,
0.026,-0.6408,0.6,-0.049422,
0.028,-0.7488,0.7,-0.053688,
0.03,-0.877,0.7,-0.063999,
0.032,-1.0094,0.8,-0.070488,
0.034,-1.1504,0.9,-0.073244,
0.036,-1.3042,1,-0.076977,
0.038,-1.4605,1,-0.079733,
0.04,-1.6253,1,-0.084622,
0.042,-1.795,1.1,-0.084177,
0.044,-1.9628,1.1,-0.090044,
0.046,-2.1343,1.1,-0.086222,
0.048,-2.3138,1.2,-0.088977,
0.05,-2.4883,1.1,-0.091111,
0.052,-2.6647,1.1,-0.088977,
0.054,-2.8521,1.1,-0.090044,
0.056,-3.0382,1,-0.0976,
0.058,-3.2305,1,-0.096,
0.06,-3.4301,0.9,-0.098755,
0.062,-3.6358,0.9,-0.104177,
0.064,-3.8524,0.9,-0.111733,
0.066,-4.0752,0.9,-0.112799,
0.068,-4.3066,0.9,-0.115644,
0.07,-4.5519,0.9,-0.124266,
0.072,-4.8022,0.8,-0.129155,
0.074,-5.0591,0.7,-0.132355,
0.076,-5.3332,0.8,-0.137866,
0.078,-5.6133,0.8,-0.140533,
0.08,-5.9081,0.7,-0.147022,
0.082,-6.2121,0.8,-0.152444,
0.084,-6.5276,0.8,-0.157866,
0.086,-6.8505,0.8,-0.164977,
0.088,-7.1831,0.8,-0.168177,
0.09,-7.5286,0.8,-0.172,
0.092,-7.8808,0.8,-0.177422,
0.094,-8.2464,0.7,-0.186133,
0.096,-8.6205,0.8,-0.188266,
0.098,-9.0069,0.9,-0.193155,
0.1,-9.4036,0.9,-0.196977,
0.102,-9.8113,0.9,-0.206133,
0.104,-10.2251,0.9,-0.208266,
0.106,-10.6542,0.9,-0.215911,
0.108,-11.0888,0.9,-0.217066,
0.11,-11.5386,0.9,-0.228977,
0.112,-11.9921,0.9,-0.230044,
0.114,-12.4547,0.9,-0.231644,
0.116,-12.9247,0.9,-0.238666,
0.118,-13.3983,0.9,-0.235999,
0.12,-13.8793,0.8,-0.239288,
0.122,-14.3609,0.8,-0.241955,
0.124,-14.8418,0.8,-0.241955,
0.126,-15.3387,0.7,-0.247999,
0.128,-15.8318,0.7,-0.250133,
0.13,-16.3384,0.7,-0.255022,
0.132,-16.8554,0.6,-0.259377,
0.134,-17.3791,0.7,-0.2632,
0.136,-17.9149,0.7,-0.269066,
0.138,-18.46,0.6,-0.272888,
0.14,-19.0191,0.7,-0.2816,
0.142,-19.5879,0.7,-0.2848,
0.144,-20.1702,0.7,-0.290844,
0.146,-20.7659,0.8,-0.300533,
0.148,-21.3732,0.8,-0.304888,
0.15,-21.9982,0.9,-0.3136,
0.152,-22.6348,0.9,-0.317422,
0.154,-23.2818,1.1,-0.323377,
0.156,-23.9257,1.1,-0.322311,
0.158,-24.5611,1.1,-0.317422,
0.16,-25.1971,1.1,-0.315822,
0.162,-25.8214,1,-0.311377,
0.164,-26.4373,0.9,-0.311466,
0.166,-27.0519,0.8,-0.307022,
0.168,-27.6641,0.7,-0.305422,
0.17,-28.2769,0.6,-0.306577,
0.172,-28.9001,0.5,-0.314133,
0.174,-29.5336,0.6,-0.3152,
0.176,-30.1775,0.3,-0.324444,
0.178,-30.8398,0.4,-0.333688,
0.18,-31.527,0.4,-0.3472,
0.182,-32.2411,0.3,-0.361333,
0.184,-32.9821,0.4,-0.374933,
0.186,-33.7462,0.5,-0.385155,
0.188,-34.5257,0.6,-0.390666,
0.19,-35.31,0.6,-0.393866,
0.192,-36.101,0.7,-0.395022,
0.194,-36.8926,0.6,-0.394933,
0.196,-37.6873,0.7,-0.398755,
0.198,-38.4789,0.7,-0.397155,
0.2,-39.2876,0.6,-0.404711,
0.202,-40.1049,0.7,-0.410666,
0.204,-40.9331,0.7,-0.417155,
0.206,-41.7766,0.7,-0.424266,
0.208,-42.6336,0.8,-0.427555,
0.21,-43.5082,0.9,-0.433511,
0.212,-44.3847,0.9,-0.437333,
0.214,-45.2587,0.9,-0.434577,
0.216,-46.1333,0.9,-0.436177,
0.218,-46.9988,0.9,-0.431822,
0.22,-47.8667,0.8,-0.433955,
0.222,-48.7365,0.9,-0.437333,
0.224,-49.6178,0.9,-0.441599,
0.226,-50.5096,0.7,-0.444888,
0.228,-51.4171,0.8,-0.454044,
0.23,-52.3412,0.9,-0.462755,
0.232,-53.2799,0.8,-0.473599,
0.234,-54.2223,0.8,-0.471999,
0.236,-55.1659,0.7,-0.470933,
0.238,-56.1059,0.6,-0.471999,
0.24,-57.0476,0.6,-0.469777,
0.242,-57.9992,0.6,-0.475822,
0.244,-58.9702,0.6,-0.487111,
0.246,-59.9578,0.6,-0.494222,
0.248,-60.9704,0.7,-0.506222,
0.25,-62.0031,0.8,-0.519199,
0.252,-63.0468,0,-0.521955,
0.254,-64.0642,-2.7,-0.501244,
0.256,-65.0451,0.3,-0.485066,
0.258,-65.8562,5.8,-0.438311,
0.26,-66.6314,-2.6,-0.3744,
0.262,-67.2253,12.9,-0.2784,
0.264,-67.644,0.3,-0.188266,
0.266,-67.8765,1,-0.096533,
0.268,-67.954,0.4,-0.021688,
0.27,-67.9076,-1.7,0.037422,
0.272,-67.7599,-1.3,0.083022,
0.274,-67.5384,-2.8,0.116088,
0.276,-67.271,-3,0.137866,
0.278,-66.9738,-3.9,0.150311,
0.28,-66.6656,-4.6,0.152977,
0.282,-66.372,-4.9,0.145422,
0.284,-66.1114,-5.3,0.126399,
0.286,-65.8813,-5.6,0.109511,
0.288,-65.7091,-5.8,0.081422,
0.29,-65.5901,-5.9,0.052622,
0.292,-65.5309,-5.8,0.023911,
0.294,-65.5395,-5.3,-0.009244,
0.296,-65.6023,-5.6,-0.036355,
0.298,-65.711,-5.7,-0.060799,
0.3,-65.8605,-5.7,-0.0792,
0.302,-66.0491,-5.8,-0.096,
0.304,-66.2719,-5.9,-0.114488,
0.306,-66.5313,-6.1,-0.134044,
0.308,-66.8249,-6.3,-0.148711,
0.31,-67.1337,-6.6,-0.156266,
0.312,-67.4499,-6.9,-0.1568,
0.314,-67.7733,-7.2,-0.162133,
0.316,-68.0877,-7.7,-0.1584,
0.318,-68.3959,-8.2,-0.152977,
0.32,-68.698,-8.7,-0.147555,
0.322,-68.9818,-9.4,-0.139377,
0.324,-69.2498,-10.2,-0.138933,
0.326,-69.5067,-11,-0.126933,
0.328,-69.7497,-11.8,-0.120444,
0.33,-69.9883,-12.5,-0.118222,
0.332,-70.2172,-19.4,-0.111199,
0.334,-70.4211,-25.9,-0.099288,
0.336,-70.5187,-29.9,-0.060177,
0.338,-70.5608,-30.8,-0.010844,
0.34,-70.5169,-26.6,0.029244,
0.342,-70.4259,-21.4,0.048888,
0.344,-70.3216,-17.1,0.049866,
0.346,-70.2141,-15,0.051022,
0.348,-70.1214,-12.6,0.046666,
0.35,-70.0481,-12.4,0.038044,
0.352,-69.9828,-11.9,0.030933,
0.354,-69.9261,-11.7,0.026577,
0.356,-69.8754,-11.6,0.022755,
0.358,-69.8247,-11.4,0.024444,
0.36,-69.7741,-11.1,0.023822,
0.362,-69.7216,-10.7,0.026044,
0.364,-69.6618,-10.5,0.026577,
0.366,-69.5928,-10.1,0.035822,
0.368,-69.5153,-10,0.039555,
0.37,-69.4298,-9.6,0.042933,
0.372,-69.3383,-9.4,0.047733,
0.374,-69.2357,-9.1,0.052088,
0.376,-69.1204,-8.9,0.060177,
0.378,-68.9928,-8.7,0.066222,
0.38,-68.8506,-8.4,0.074311,
0.382,-68.6938,-8.1,0.0808,
0.384,-68.5198,-7.9,0.088977,
0.386,-68.3324,-7.5,0.093866,
0.388,-68.1335,-7.1,0.100355,
0.39,-67.9284,-6.8,0.103022,
0.392,-67.7105,-6.4,0.109066,
0.394,-67.4847,-5.9,0.111199,
0.396,-67.2533,-5.4,0.117777,
0.398,-67.0208,-5,0.116088,
0.4,-66.7754,-4.6,0.121511,
0.402,-66.5295,-4,0.123644,
0.404,-66.2731,-3.6,0.125866,
0.406,-66.018,-3.1,0.127466,
0.408,-65.7586,-2.5,0.130222,
0.41,-65.4986,-2.1,0.128533,
0.412,-65.23,-1.5,0.138933,
0.414,-65.039,-3.5,0.117155,
0.416,-64.8504,-3.5,0.087911,
0.418,-64.724,-3.4,0.054311,
0.42,-64.6532,-3.4,0.028266,
0.422,-64.6404,-3,0.004888,
0.424,-64.6642,-2.6,-0.014666,
0.426,-64.7173,-2.5,-0.028177,
0.428,-64.7961,-2.6,-0.041777,
0.43,-64.8931,-2.7,-0.051555,
0.432,-65.0109,-2.6,-0.062399,
0.434,-65.1391,-2.7,-0.069511,
