Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3216,1.2,-0.005955,
0.002,-0.3197,1.2,0.001155,
0.004,-0.3258,1.2,-0.0016,
0.006,-0.3338,0.9,-0.004355,
0.008,-0.3551,0.4,-0.013511,
0.01,-0.3973,0.3,-0.022844,
0.012,-0.4601,0.3,-0.032533,
0.014,-0.5553,0.2,-0.048266,
0.016,-0.6719,0.3,-0.059111,
0.018,-0.8105,0.2,-0.071644,
0.02,-0.974,0.3,-0.082933,
0.022,-1.159,0.2,-0.0928,
0.024,-1.3641,0.3,-0.106399,
0.026,-1.5966,0.3,-0.116088,
0.028,-1.8432,0.3,-0.124799,
0.03,-2.113,0.4,-0.137866,
0.032,-2.4065,0.4,-0.148088,
0.034,-2.7166,0.5,-0.1568,
0.036,-3.0425,0.5,-0.169244,
0.038,-3.3929,0.5,-0.1736,
0.04,-3.7554,0.5,-0.183377,
0.042,-4.1375,0.5,-0.191022,
0.044,-4.5409,0.5,-0.202844,
0.046,-4.9578,0.5,-0.211022,
0.048,-5.3954,0.4,-0.219733,
0.05,-5.8501,0.4,-0.226755,
0.052,-6.3238,0.4,-0.238755,
0.054,-6.8145,0.4,-0.248444,
0.056,-7.3278,0.4,-0.257688,
0.058,-7.8558,0.2,-0.267466,
0.06,-8.4124,0.3,-0.2832,
0.062,-8.991,0.2,-0.290222,
0.064,-9.5995,0.2,-0.304355,
0.066,-10.238,0.1,-0.323911,
0.068,-10.9032,0.1,-0.338488,
0.07,-11.5972,0.2,-0.353688,
0.072,-12.3186,0.3,-0.364,
0.074,-13.0645,0.2,-0.374311,
0.076,-13.8256,0.3,-0.382488,
0.078,-14.5959,0.4,-0.385777,
0.08,-15.3777,0.2,-0.392266,
0.082,-16.1736,0.1,-0.401955,
0.084,-16.9897,0.1,-0.409066,
0.086,-17.832,0,-0.425422,
0.088,-18.6944,0.1,-0.436177,
0.09,-19.5885,0.1,-0.449155,
0.092,-20.512,0.2,-0.463822,
0.094,-21.4788,0.4,-0.489866,
0.096,-22.4816,0.4,-0.506755,
0.098,-23.5198,0.5,-0.523555,
0.1,-24.5672,0.7,-0.524088,
0.102,-25.6084,0.8,-0.518666,
0.104,-26.6308,0.7,-0.510044,
0.106,-27.6476,0.5,-0.503466,
0.108,-28.6633,0.4,-0.509511,
0.11,-29.6868,0.3,-0.513777,
0.112,-30.7348,0.2,-0.528444,
0.114,-31.8237,0.1,-0.554488,
0.116,-32.9571,0.2,-0.572977,
0.118,-34.132,0.1,-0.592977,
0.12,-35.3301,0.2,-0.598933,
0.122,-36.5386,0.1,-0.604355,
0.124,-37.7453,0,-0.605511,
0.126,-38.969,0,-0.615733,
0.128,-40.2227,0,-0.630933,
0.13,-41.5087,0,-0.646666,
0.132,-42.846,0,-0.674933,
0.134,-44.2126,0,-0.685777,
0.136,-45.5944,0,-0.6912,
0.138,-46.9726,0,-0.6896,
0.14,-48.3526,0.2,-0.6912,
0.142,-49.7655,0.1,-0.708533,
0.144,-51.2121,0.2,-0.728088,
0.146,-52.7013,0.3,-0.748622,
0.148,-54.2284,0.3,-0.767111,
0.15,-55.7439,0.3,-0.755733,
0.152,-57.2582,0.3,-0.756266,
0.154,-58.7957,0.3,-0.769866,
0.156,-60.3759,0.2,-0.792622,
0.158,-62.0049,0.3,-0.818133,
0.16,-63.6694,-19.6,-0.829599,
0.162,-65.263,-0.6,-0.796444,
0.164,-66.502,18.8,-0.700977,
0.166,-67.7013,5.8,-0.576177,
0.168,-68.6205,-11.4,-0.424266,
0.17,-69.2333,13.1,-0.276711,
0.172,-69.5879,-1.9,-0.148088,
0.174,-69.7112,1.1,-0.038488,
0.176,-69.6575,-2.5,0.0472,
0.178,-69.4512,-1.7,0.118311,
0.18,-69.1436,-4.8,0.166577,
0.182,-68.7731,-5.2,0.189866,
