Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1629,1.1,0.000622,
0.002,-0.169,0.9,0.000622,
0.004,-0.1709,1.1,-0.001688,
0.006,-0.1727,1.1,-0.002133,
0.008,-0.1709,1.1,-0.000533,
0.01,-0.1727,1.1,0.001066,
0.012,-0.1819,1.1,-0.003288,
0.014,-0.194,1.1,-0.005955,
0.016,-0.194,1.1,-0.001688,
0.018,-0.2001,1,-0.003288,
0.02,-0.2159,0.5,-0.011911,
0.022,-0.2526,0.2,-0.019555,
0.024,-0.3148,0.1,-0.0352,
0.026,-0.4033,0,-0.048266,
0.028,-0.5315,0,-0.065688,
0.03,-0.6792,0,-0.079733,
0.032,-0.8672,0,-0.098755,
0.034,-1.0741,0,-0.110133,
0.036,-1.3109,0,-0.123644,
0.038,-1.5746,0.1,-0.134044,
0.04,-1.8627,0.2,-0.150311,
0.042,-2.1685,0.3,-0.1536,
0.044,-2.4938,0.4,-0.165511,
0.046,-2.8356,0.4,-0.174133,
0.048,-3.1963,0.5,-0.182311,
0.05,-3.571,0.6,-0.192533,
0.052,-3.9623,0.6,-0.198044,
0.054,-4.3651,0.6,-0.205599,
0.056,-4.782,0.7,-0.211022,
0.058,-5.2141,0.7,-0.216444,
0.06,-5.6597,0.7,-0.223555,
0.062,-6.1138,0.6,-0.230044,
0.064,-6.5831,0.6,-0.234311,
0.066,-7.0659,0.5,-0.242488,
0.068,-7.5579,0.5,-0.248533,
0.07,-8.0651,0.5,-0.256622,
0.072,-8.59,0.5,-0.264266,
0.074,-9.1368,0.4,-0.275555,
0.076,-9.7039,0.4,-0.285422,
0.078,-10.2935,0.3,-0.2984,
0.08,-10.9075,0.4,-0.310933,
0.082,-11.5459,0.4,-0.323911,
0.084,-12.2033,0.3,-0.329866,
0.086,-12.8826,0.3,-0.340711,
0.088,-13.5778,0.3,-0.348355,
0.09,-14.2876,0.3,-0.355911,
0.092,-14.9974,0.2,-0.356977,
0.094,-15.725,0.2,-0.366755,
0.096,-16.4635,0.2,-0.370577,
0.098,-17.2228,0.1,-0.379288,
0.1,-18.0046,0.1,-0.391644,
0.102,-18.8079,0.2,-0.402044,
0.104,-19.6349,0.3,-0.416088,
0.106,-20.4851,0.3,-0.428622,
0.108,-21.3658,0.4,-0.443199,
0.11,-22.2759,0.5,-0.458488,
0.112,-23.2231,0.8,-0.473066,
0.114,-24.1747,0.8,-0.473599,
0.116,-25.125,0.9,-0.475288,
