Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3082,1.2,0.001066,
0.002,-0.3124,1.1,-0.004355,
0.004,-0.3094,1.1,0.001066,
0.006,-0.31,1.1,0,
0.008,-0.3124,1.2,-0.002666,
0.01,-0.3118,1.2,-0.000533,
0.012,-0.3143,1.2,-0.002222,
0.014,-0.3143,1.1,-0.002755,
0.016,-0.313,1.1,-0.002133,
0.018,-0.3143,1.1,-0.000533,
0.02,-0.3149,1.2,0,
0.022,-0.3161,1.2,0,
0.024,-0.3198,1.2,-0.004355,
0.026,-0.3173,1.1,0.001066,
0.028,-0.321,1.2,-0.002755,
0.03,-0.3246,1,-0.0032,
0.032,-0.3436,0.7,-0.012,
0.034,-0.3704,0.7,-0.015733,
0.036,-0.4137,0.7,-0.018933,
0.038,-0.473,0.8,-0.028799,
0.04,-0.5389,0.8,-0.033688,
0.042,-0.6091,0.9,-0.033155,
0.044,-0.6927,1,-0.040711,
0.046,-0.7763,1,-0.043911,
0.048,-0.8624,1.1,-0.0456,
0.05,-0.9502,1.2,-0.046044,
0.052,-1.0394,1.1,-0.047822,
0.054,-1.1248,1.2,-0.043377,
0.056,-1.2096,1.3,-0.042844,
0.058,-1.2945,1.3,-0.038488,
0.06,-1.3732,1.3,-0.039555,
0.062,-1.4532,1.2,-0.042844,
0.064,-1.5252,1.2,-0.037955,
0.066,-1.6033,1.2,-0.036888,
0.068,-1.6723,1.2,-0.037422,
0.07,-1.7449,1.2,-0.034133,
0.072,-1.8176,1.2,-0.034222,
0.074,-1.8871,1.1,-0.0352,
0.076,-1.9634,1.1,-0.039555,
0.078,-2.044,1,-0.039022,
0.08,-2.1252,1.1,-0.040177,
0.082,-2.2094,1,-0.043377,
0.084,-2.3052,1.1,-0.045511,
0.086,-2.3974,1,-0.0456,
0.088,-2.4981,1,-0.049955,
0.09,-2.6012,1.1,-0.050933,
0.092,-2.7129,1,-0.054222,
0.094,-2.8289,1,-0.054755,
0.096,-2.9437,1,-0.058133,
0.098,-3.0718,1,-0.063466,
0.1,-3.2,1.1,-0.067288,
0.102,-3.3209,1,-0.062399,
0.104,-3.457,1.1,-0.068977,
0.106,-3.5906,1.1,-0.067288,
0.108,-3.7292,1.1,-0.070577,
0.11,-3.8683,1.1,-0.071022,
0.112,-4.0118,1.1,-0.071111,
0.114,-4.1576,1.1,-0.074844,
0.116,-4.3066,1.1,-0.074933,
0.118,-4.4604,1,-0.078666,
0.12,-4.6111,1,-0.074844,
0.122,-4.768,1.1,-0.0776,
0.124,-4.9279,1.1,-0.079733,
0.126,-5.0878,1.1,-0.078666,
0.128,-5.2532,1.1,-0.084088,
