Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3094,1.2,0.0016,
0.002,-0.3106,1.2,-0.003288,
0.004,-0.31,1.2,0.000533,
0.006,-0.3087,1.2,0.000622,
0.008,-0.3081,1.2,0.001155,
0.01,-0.3118,1.2,0.000533,
0.012,-0.3124,1.2,0,
0.014,-0.3094,1.2,0.000533,
0.016,-0.313,1.2,-0.000533,
0.018,-0.3124,1.2,0.0016,
0.02,-0.313,1.2,-0.000533,
0.022,-0.3167,1.2,-0.003822,
0.024,-0.3161,1.2,0.001066,
0.026,-0.3167,1.2,-0.002222,
0.028,-0.3161,1.1,-0.001066,
0.03,-0.3179,1.2,-0.0016,
0.032,-0.3167,1.2,0.001066,
0.034,-0.3185,1.1,0.0016,
0.036,-0.3271,0.9,-0.003288,
0.038,-0.3429,0.7,-0.009155,
0.04,-0.3753,0.7,-0.019022,
0.042,-0.4174,0.7,-0.024444,
0.044,-0.4723,0.8,-0.027111,
0.046,-0.5321,0.9,-0.029244,
0.048,-0.5987,0.9,-0.030933,
0.05,-0.6725,1,-0.037422,
0.052,-0.7482,1.1,-0.036355,
0.054,-0.8245,1.1,-0.040177,
0.056,-0.902,1.2,-0.035822,
0.058,-0.9789,1.3,-0.035288,
0.06,-1.054,1.3,-0.039111,
0.062,-1.1211,1.3,-0.032533,
0.064,-1.1931,1.3,-0.035733,
0.066,-1.253,1.3,-0.028266,
0.068,-1.3189,1.3,-0.029866,
0.07,-1.3787,1.3,-0.033066,
0.072,-1.4336,1.3,-0.027111,
0.074,-1.4879,1.2,-0.026577,
0.076,-1.5386,1.2,-0.027644,
0.078,-1.5929,1.2,-0.022755,
0.08,-1.6466,1.2,-0.026577,
0.082,-1.7034,1.1,-0.027644,
0.084,-1.7614,1.1,-0.028266,
0.086,-1.8181,1.1,-0.026577,
0.088,-1.8853,1.1,-0.035822,
0.09,-1.9488,1,-0.037511,
0.092,-2.019,1.1,-0.036977,
0.094,-2.0965,1,-0.0456,
0.096,-2.174,1,-0.042844,
0.098,-2.2564,1,-0.044533,
0.1,-2.3394,1.1,-0.043377,
0.102,-2.4236,1.1,-0.041244,
0.104,-2.5213,1,-0.046666,
0.106,-2.6153,1.1,-0.049955,
0.108,-2.7117,1.1,-0.048266,
0.11,-2.8106,1.1,-0.0472,
0.112,-2.9082,1.2,-0.049333,
0.114,-3.0089,1.1,-0.051466,
0.116,-3.1176,1.1,-0.051022,
0.118,-3.2244,1.1,-0.054222,
0.12,-3.3269,1.1,-0.053688,
