Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3112,1.2,0.001066,
0.002,-0.3143,1.2,0.000533,
0.004,-0.3124,1.1,-0.000533,
0.006,-0.3118,1.2,-0.002133,
0.008,-0.3118,1.1,0.001066,
0.01,-0.3112,1.2,0,
0.012,-0.3155,1.2,-0.003288,
0.014,-0.3179,1.2,-0.004888,
0.016,-0.3137,1.2,0.002666,
0.018,-0.3167,1.2,-0.002133,
0.02,-0.3191,1.1,-0.0032,
0.022,-0.3204,1.2,-0.002222,
0.024,-0.3198,1.2,-0.002755,
0.026,-0.3222,1.2,-0.002133,
0.028,-0.3252,1.1,-0.005422,
0.03,-0.3283,0.9,-0.004888,
0.032,-0.3497,0.6,-0.015733,
0.034,-0.3826,0.6,-0.017333,
0.036,-0.429,0.7,-0.026044,
0.038,-0.4858,0.7,-0.030399,
0.04,-0.5584,0.8,-0.035822,
0.042,-0.6347,0.8,-0.039644,
0.044,-0.7183,0.9,-0.043911,
0.046,-0.8068,1,-0.044444,
0.048,-0.8941,1.1,-0.041777,
0.05,-0.9832,1.2,-0.043377,
0.052,-1.076,1.2,-0.044,
0.054,-1.1614,1.2,-0.043377,
0.056,-1.2432,1.3,-0.038488,
0.058,-1.3293,1.2,-0.041244,
0.06,-1.4111,1.3,-0.039111,
0.062,-1.4867,1.3,-0.034666,
0.064,-1.5667,1.2,-0.037955,
0.066,-1.6375,1.2,-0.034755,
0.068,-1.7138,1.2,-0.039644,
0.07,-1.7834,1.1,-0.039111,
0.072,-1.8493,1.1,-0.031999,
0.074,-1.9219,1.1,-0.033066,
0.076,-1.9976,1.1,-0.034133,
0.078,-2.0843,1,-0.044,
0.08,-2.1636,1,-0.042844,
0.082,-2.2509,1,-0.043911,
0.084,-2.3418,1,-0.046044,
0.086,-2.4426,1,-0.049955,
0.088,-2.5475,1,-0.053155,
0.09,-2.6525,1,-0.054755,
0.092,-2.7636,1,-0.055911,
0.094,-2.8777,1,-0.055288,
0.096,-3.0053,1,-0.061866,
0.098,-3.1237,1,-0.062399,
0.1,-3.2543,1,-0.0656,
0.102,-3.3849,1.1,-0.068355,
0.104,-3.5149,1.1,-0.067733,
0.106,-3.6504,1.1,-0.067822,
0.108,-3.7884,1.1,-0.067288,
0.11,-3.9269,1.1,-0.067288,
0.112,-4.0685,1.1,-0.067822,
0.114,-4.215,1.1,-0.070488,
0.116,-4.3646,1.1,-0.073866,
0.118,-4.5147,1.1,-0.074311,
0.12,-4.6716,1.1,-0.074933,
0.122,-4.8266,1.1,-0.076533,
0.124,-4.9853,1.1,-0.079733,
0.126,-5.1501,1.1,-0.080888,
0.128,-5.3161,1.1,-0.083555,
0.13,-5.4815,1,-0.084622,
0.132,-5.6536,1.1,-0.084088,
0.134,-5.8257,1,-0.085688,
0.136,-6.0027,1.1,-0.086222,
0.138,-6.1834,1,-0.088977,
0.14,-6.3659,1,-0.091111,
0.142,-6.5514,1,-0.0944,
0.144,-6.7407,1,-0.093333,
0.146,-6.9366,1,-0.097688,
0.148,-7.1288,1,-0.096533,
0.15,-7.329,1,-0.0976,
0.152,-7.5329,1,-0.103644,
0.154,-7.7374,1,-0.102577,
0.156,-7.9473,1,-0.104711,
0.158,-8.1603,1,-0.107377,
0.16,-8.3776,1,-0.110133,
0.162,-8.601,1,-0.112799,
0.164,-8.825,1.1,-0.110666,
0.166,-9.0551,1,-0.112799,
0.168,-9.2877,1,-0.114488,
0.17,-9.5245,1,-0.119911,
0.172,-9.7637,1,-0.120444,
0.174,-10.0054,1,-0.120444,
0.176,-10.2477,1,-0.120444,
0.178,-10.4986,1,-0.126399,
0.18,-10.7537,1,-0.127999,
0.182,-11.007,1,-0.126933,
0.184,-11.2701,1,-0.130755,
0.186,-11.5301,1,-0.128088,
0.188,-11.798,1,-0.132888,
0.19,-12.0702,1,-0.136177,
0.192,-12.3425,1,-0.137866,
0.194,-12.6153,1,-0.131822,
0.196,-12.8954,1,-0.137777,
0.198,-13.1805,1,-0.141066,
0.2,-13.4564,1,-0.139466,
0.202,-13.7414,1,-0.142666,
0.204,-14.0276,0.9,-0.1416,
0.206,-14.3145,1,-0.1432,
0.208,-14.6038,1,-0.146488,
0.21,-14.8962,0.9,-0.145955,
0.212,-15.1873,0.8,-0.145955,
0.214,-15.4833,1,-0.148088,
0.216,-15.78,1,-0.148711,
0.218,-16.0809,0.9,-0.148711,
0.22,-16.3873,0.9,-0.153066,
0.222,-16.6979,0.9,-0.155111,
0.224,-17.0098,0.9,-0.155111,
0.226,-17.3278,0.8,-0.158933,
0.228,-17.6452,0.9,-0.1584,
0.23,-17.9748,1,-0.162755,
0.232,-18.3007,0.9,-0.163822,
0.234,-18.6321,0.9,-0.165422,
0.236,-18.9672,1,-0.168711,
0.238,-19.3017,1,-0.167111,
0.24,-19.6398,1,-0.169777,
