Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1617,1.1,0.002755,
0.002,-0.1672,1.3,0.000533,
0.004,-0.1654,1.1,-0.001688,
0.006,-0.1678,1.2,-0.001066,
0.008,-0.1666,1.1,0.001066,
0.01,-0.1678,1.2,0,
0.012,-0.1672,1.1,0.003822,
0.014,-0.1733,1.2,-0.003288,
0.016,-0.1727,1.2,-0.0016,
0.018,-0.1733,1.1,-0.002755,
0.02,-0.18,1.2,-0.003822,
0.022,-0.1861,1.1,-0.0032,
0.024,-0.1922,1.2,-0.002133,
0.026,-0.1922,1.1,-0.002133,
0.028,-0.1971,1,-0.004888,
0.03,-0.2063,0.9,-0.007111,
0.032,-0.2282,0.4,-0.014666,
0.034,-0.2751,0.3,-0.026488,
0.036,-0.3453,0.3,-0.036355,
0.038,-0.4314,0.3,-0.047733,
0.04,-0.5461,0.3,-0.059644,
0.042,-0.681,0.4,-0.066222,
0.044,-0.8336,0.4,-0.078666,
0.046,-1.0021,0.5,-0.087377,
0.048,-1.19,0.6,-0.0944,
0.05,-1.3841,0.6,-0.100355,
0.052,-1.5941,0.8,-0.103644,
0.054,-1.8218,0.9,-0.112355,
0.056,-2.0458,0.9,-0.114488,
0.058,-2.2765,1,-0.115022,
0.06,-2.5169,1,-0.120444,
0.062,-2.7617,1.1,-0.126399,
0.064,-2.9991,1.1,-0.122577,
0.066,-3.2439,1.1,-0.125333,
0.068,-3.4837,1.1,-0.118755,
0.07,-3.7328,1,-0.124799,
0.072,-3.9806,1,-0.124266,
0.074,-4.2339,1,-0.127022,
0.076,-4.4927,0.9,-0.131288,
0.078,-4.7606,0.9,-0.135111,
0.08,-5.0292,0.9,-0.137333,
0.082,-5.3142,0.8,-0.1416,
0.084,-5.6078,0.7,-0.149244,
0.086,-5.9075,0.8,-0.153066,
0.088,-6.2218,0.7,-0.159555,
0.09,-6.5465,0.7,-0.162755,
0.092,-6.8828,0.7,-0.167644,
0.094,-7.2276,0.7,-0.173066,
0.096,-7.5841,0.6,-0.179555,
0.098,-7.9527,0.7,-0.184444,
0.1,-8.3305,0.7,-0.1888,
0.102,-8.7273,0.6,-0.198577,
0.104,-9.1356,0.7,-0.206133,
0.106,-9.5519,0.7,-0.211644,
0.108,-9.9791,0.7,-0.214311,
0.11,-10.4259,0.8,-0.224622,
0.112,-10.8788,0.8,-0.228977,
0.114,-11.342,0.8,-0.231644,
0.116,-11.8181,0.8,-0.236533,
0.118,-12.3039,0.8,-0.244088,
0.12,-12.7928,0.9,-0.241422,
0.122,-13.2897,0.8,-0.244711,
0.124,-13.7932,0.8,-0.253955,
0.126,-14.2906,0.8,-0.248444,
0.128,-14.7991,0.7,-0.255555,
0.13,-15.305,0.7,-0.256088,
0.132,-15.8165,0.7,-0.256088,
0.134,-16.3359,0.7,-0.259822,
0.136,-16.8627,0.6,-0.2648,
0.138,-17.3991,0.6,-0.270133,
0.14,-17.946,0.6,-0.275555,
0.142,-18.5051,0.6,-0.282133,
0.144,-19.0733,0.6,-0.285866,
0.146,-19.6568,0.6,-0.293511,
0.148,-20.2495,0.6,-0.297866,
0.15,-20.8556,0.7,-0.303288,
0.152,-21.4824,0.8,-0.316266,
0.154,-22.122,0.9,-0.323822,
0.156,-22.7684,1,-0.324977,
0.158,-23.4294,1,-0.329333,
0.16,-24.0904,1.1,-0.333066,
0.162,-24.7441,1,-0.3304,
0.164,-25.3905,1,-0.324977,
0.166,-26.0271,1,-0.316888,
0.168,-26.6625,0.9,-0.318488,
0.17,-27.2905,0.8,-0.3136,
0.172,-27.9186,0.8,-0.314133,
0.174,-28.5484,0.7,-0.3152,
0.176,-29.1863,0.5,-0.320088,
0.178,-29.8247,0.5,-0.320088,
0.18,-30.4869,0.3,-0.329866,
0.182,-31.1705,0.3,-0.346133,
0.184,-31.881,0.3,-0.3576,
0.186,-32.6067,0.3,-0.365688,
0.188,-33.3672,0.4,-0.382488,
0.19,-34.1521,0.4,-0.391733,
0.192,-34.94,0.5,-0.3976,
0.194,-35.7347,0.6,-0.398755,
0.196,-36.5367,0.6,-0.401955,
0.198,-37.3369,0.5,-0.400355,
0.2,-38.1419,0.5,-0.402488,
0.202,-38.9543,0.5,-0.407377,
0.204,-39.7795,0.5,-0.412266,
0.206,-40.6133,0.7,-0.415111,
0.208,-41.4623,0.7,-0.424266,
0.21,-42.329,0.7,-0.430844,
0.212,-43.2152,0.8,-0.441066,
0.214,-44.1014,0.9,-0.442666,
0.216,-44.9901,0.8,-0.443288,
0.218,-45.8769,0.9,-0.443199,
0.22,-46.7571,0.8,-0.439999,
0.222,-47.6329,0.9,-0.438933,
0.224,-48.5124,0.8,-0.441066,
0.226,-49.4011,0.8,-0.445955,
0.228,-50.2995,0.8,-0.449688,
0.23,-51.2102,0.8,-0.452444,
0.232,-52.1416,0.7,-0.464444,
0.234,-53.0821,0.7,-0.472533,
0.236,-54.0276,0.8,-0.472533,
0.238,-54.9791,0.8,-0.473599,
0.24,-55.9245,0.7,-0.472533,
0.242,-56.8724,0.5,-0.474133,
0.244,-57.8288,0.5,-0.477955,
0.246,-58.806,0.6,-0.492088,
0.248,-59.7984,0.6,-0.499644,
0.25,-60.8153,0.6,-0.508355,
0.252,-61.8523,0.8,-0.518666,
0.254,-62.9082,0.4,-0.527911,
0.256,-63.9385,-13.8,-0.507822,
0.258,-64.9315,0,-0.493688,
0.26,-65.7585,3.7,-0.379733,
0.262,-66.5624,-1.6,-0.387377,
0.264,-67.1837,13.5,-0.289155,
0.266,-67.6189,0.7,-0.196977,
0.268,-67.8697,0.8,-0.106311,
0.27,-67.9613,0,-0.027644,
0.272,-67.9308,-2,0.029244,
0.274,-67.7916,-1.4,0.078666,
0.276,-67.578,-2.2,0.115555,
0.278,-67.3155,-2.8,0.135111,
0.28,-67.0207,-4,0.149777,
