Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3173,1.2,-0.000533,
0.002,-0.3185,1.2,0.001155,
0.004,-0.3216,1.2,0.000533,
0.006,-0.3198,1.2,-0.001688,
0.008,-0.3185,1.1,-0.000533,
0.01,-0.3216,1.1,-0.000533,
0.012,-0.324,1.1,-0.003733,
0.014,-0.3228,1.1,-0.001066,
0.016,-0.3228,1.2,-0.003288,
0.018,-0.3265,1.2,-0.004888,
0.02,-0.3252,1.2,-0.000533,
0.022,-0.3246,1.2,-0.0016,
0.024,-0.3216,1.1,0.004355,
0.026,-0.3289,1.2,-0.002133,
0.028,-0.3283,1.1,0,
0.03,-0.3332,1,-0.004888,
0.032,-0.3442,0.6,-0.007644,
0.034,-0.3729,0.6,-0.015733,
0.036,-0.4125,0.6,-0.016266,
0.038,-0.4723,0.8,-0.028711,
0.04,-0.5389,0.8,-0.034222,
0.042,-0.6121,0.8,-0.039022,
0.044,-0.6939,0.9,-0.043911,
0.046,-0.7714,1,-0.039555,
0.048,-0.8599,1.1,-0.043377,
0.05,-0.949,1.2,-0.046133,
0.052,-1.0363,1.2,-0.0456,
0.054,-1.1218,1.2,-0.045066,
0.056,-1.2066,1.3,-0.041777,
0.058,-1.2872,1.3,-0.041777,
0.06,-1.3677,1.3,-0.040622,
0.062,-1.4489,1.2,-0.039644,
0.064,-1.5197,1.3,-0.034133,
0.066,-1.596,1.2,-0.036355,
0.068,-1.6711,1.2,-0.035288,
0.07,-1.748,1.2,-0.036355,
0.072,-1.8231,1.1,-0.039111,
0.074,-1.8987,1.1,-0.040088,
0.076,-1.9756,1.1,-0.040622,
0.078,-2.0519,1.1,-0.041777,
0.08,-2.1404,1,-0.042311,
0.082,-2.2271,1,-0.042844,
0.084,-2.3211,1.1,-0.0472,
0.086,-2.412,1,-0.040622,
0.088,-2.5189,1,-0.052711,
0.09,-2.6177,1,-0.053688,
0.092,-2.7325,1,-0.057511,
0.094,-2.8436,1,-0.056444,
0.096,-2.9571,1,-0.059111,
0.098,-3.0755,1,-0.059644,
0.1,-3.2006,1,-0.060711,
0.102,-3.3288,1,-0.065688,
0.104,-3.4582,1,-0.063999,
0.106,-3.5986,1,-0.067288,
0.108,-3.7335,1.1,-0.068977,
0.11,-3.8738,1.1,-0.071555,
0.112,-4.0197,1,-0.073244,
0.114,-4.1619,1.1,-0.071555,
0.116,-4.3108,1.1,-0.073777,
0.118,-4.4622,1,-0.078133,
0.12,-4.6148,1,-0.076533,
0.122,-4.7704,1.1,-0.080266,
0.124,-4.9255,1.1,-0.078133,
0.126,-5.0897,1.1,-0.079288,
0.128,-5.249,1,-0.080355,
0.13,-5.4174,1,-0.083555,
0.132,-5.5853,1,-0.086311,
0.134,-5.7543,1,-0.088444,
0.136,-5.9295,1,-0.088444,
0.138,-6.1108,1,-0.090044,
0.14,-6.289,1,-0.090577,
0.142,-6.477,1,-0.0944,
0.144,-6.6662,1.1,-0.095466,
0.146,-6.856,1,-0.094933,
0.148,-7.0483,1,-0.095555,
0.15,-7.2509,1,-0.099822,
0.152,-7.4487,1,-0.099288,
0.154,-7.6531,1,-0.100888,
0.156,-7.8643,1,-0.105777,
0.158,-8.0804,1,-0.107466,
0.16,-8.2934,1,-0.107466,
0.162,-8.5174,1,-0.113422,
0.164,-8.742,1,-0.115022,
0.166,-8.969,1,-0.112799,
0.168,-9.204,1,-0.117688,
0.17,-9.4384,1.1,-0.116622,
0.172,-9.674,1.1,-0.117155,
0.174,-9.9139,1,-0.121511,
0.176,-10.155,1,-0.119377,
0.178,-10.4015,1,-0.124711,
0.18,-10.6524,1,-0.126933,
0.182,-10.9039,1,-0.124799,
0.184,-11.1547,1,-0.125333,
0.186,-11.4159,1,-0.126933,
0.188,-11.6827,1,-0.134577,
0.19,-11.9506,1,-0.136711,
0.192,-12.2222,1,-0.137244,
0.194,-12.4944,1,-0.133955,
0.196,-12.7746,1,-0.142666,
0.198,-13.0541,1,-0.141066,
0.2,-13.3379,1,-0.1416,
0.202,-13.6236,1,-0.146488,
0.204,-13.9105,1,-0.147111,
0.206,-14.1985,0.9,-0.143733,
0.208,-14.4878,0.9,-0.1464,
0.21,-14.7808,0.9,-0.147555,
0.212,-15.0762,1,-0.147022,
0.214,-15.3704,0.9,-0.149155,
0.216,-15.6664,0.9,-0.149155,
0.218,-15.971,0.9,-0.154044,
0.22,-16.275,0.9,-0.153066,
0.222,-16.5814,0.9,-0.152533,
0.224,-16.8951,0.9,-0.159022,
0.226,-17.2088,0.9,-0.159555,
0.228,-17.5256,0.9,-0.161688,
0.23,-17.846,0.9,-0.161155,
0.232,-18.1725,0.9,-0.164888,
0.234,-18.4985,1,-0.165511,
0.236,-18.8299,0.9,-0.164977,
0.238,-19.165,1,-0.167111,
0.24,-19.5025,1,-0.167111,
0.242,-19.84,0.9,-0.170311,
0.244,-20.1855,1,-0.172,
0.246,-20.5303,1,-0.173066,
0.248,-20.8813,1,-0.177955,
0.25,-21.2328,1,-0.177955,
0.252,-21.5814,1,-0.174222,
0.254,-21.9402,1.1,-0.1768,
0.256,-22.2985,1.1,-0.180088,
0.258,-22.6556,1,-0.178488,
0.26,-23.0157,1,-0.181244,
0.262,-23.3776,1.1,-0.182844,
0.264,-23.7365,1,-0.179022,
0.266,-24.0936,1,-0.177422,
0.268,-24.4445,0.9,-0.175733,
0.27,-24.8101,1,-0.182311,
0.272,-25.1678,0.9,-0.185066,
0.274,-25.5163,0.9,-0.175822,
0.276,-25.8788,0.8,-0.179555,
0.278,-26.2322,0.8,-0.178488,
0.28,-26.5954,0.8,-0.180711,
0.282,-26.9616,0.8,-0.181244,
0.284,-27.3284,0.7,-0.182311,
0.286,-27.6995,0.7,-0.184977,
0.288,-28.0761,0.7,-0.186666,
0.29,-28.4551,0.7,-0.189333,
0.292,-28.8397,0.7,-0.193155,
0.294,-29.2376,0.7,-0.199111,
0.296,-29.6331,0.7,-0.2024,
0.298,-30.0366,0.7,-0.201866,
0.3,-30.454,0.7,-0.211555,
0.302,-30.8752,0.7,-0.213777,
0.304,-31.2994,0.8,-0.215999,
0.306,-31.7413,0.8,-0.222488,
0.308,-32.1844,0.8,-0.221955,
0.31,-32.6403,0.9,-0.224088,
0.312,-33.1023,1,-0.229422,
0.314,-33.5644,0.9,-0.232799,
0.316,-34.0319,1,-0.232177,
0.318,-34.4939,1,-0.232177,
0.32,-34.9584,1,-0.231644,
0.322,-35.4199,1.1,-0.227911,
0.324,-35.8782,1,-0.231111,
0.326,-36.3311,0.9,-0.226755,
0.328,-36.787,1,-0.227288,
0.33,-37.2387,0.9,-0.226755,
0.332,-37.6952,0.8,-0.230577,
0.334,-38.1493,0.8,-0.227822,
0.336,-38.6077,0.8,-0.228355,
0.338,-39.0728,0.8,-0.234933,
0.34,-39.5416,0.9,-0.237688,
0.342,-40.0164,0.8,-0.239288,
0.344,-40.4986,0.8,-0.243644,
0.346,-40.9844,0.8,-0.243555,
0.348,-41.4764,0.8,-0.243644,
0.35,-41.975,0.9,-0.245777,
0.352,-42.4847,0.9,-0.252266,
0.354,-43.0004,1,-0.257155,
0.356,-43.5119,0.9,-0.258222,
0.358,-44.0289,1,-0.257777,
0.36,-44.544,1,-0.257688,
0.362,-45.0555,1,-0.258311,
0.364,-45.5645,1,-0.253333,
0.366,-46.076,1,-0.252266,
0.368,-46.5838,1,-0.253955,
0.37,-47.0916,1.1,-0.254399,
0.372,-47.5964,1,-0.254488,
0.374,-48.1036,1,-0.253955,
0.376,-48.6138,1,-0.254933,
0.378,-49.129,1,-0.257155,
0.38,-49.6514,1,-0.260355,
0.382,-50.1788,0.9,-0.263733,
0.384,-50.7128,0.9,-0.268,
0.386,-51.2493,0.9,-0.270133,
0.388,-51.798,0.9,-0.274488,
0.39,-52.351,0.9,-0.281066,
0.392,-52.9058,1,-0.280444,
0.394,-53.471,0.9,-0.2816,
0.396,-54.0356,1,-0.279466,
0.398,-54.5995,0.9,-0.281511,
0.4,-55.1647,0.9,-0.285333,
0.402,-55.7275,0.8,-0.281066,
0.404,-56.2969,0.9,-0.2864,
0.406,-56.8639,0.9,-0.283733,
0.408,-57.4334,0.9,-0.2848,
0.41,-58.0114,0.9,-0.288622,
0.412,-58.5931,0.9,-0.293511,
0.414,-59.1814,1,-0.295644,
0.416,-59.7765,1,-0.297244,
0.418,-60.3692,1,-0.297333,
