Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3015,1.2,0.0016,
0.002,-0.3021,1.2,0,
0.004,-0.3051,1.2,-0.002133,
0.006,-0.3051,1.2,0,
0.008,-0.3045,1.2,-0.000533,
0.01,-0.3045,1.2,-0.0016,
0.012,-0.3057,1.2,-0.000533,
0.014,-0.3027,1.3,0.0016,
0.016,-0.3057,1.2,-0.000533,
0.018,-0.307,1.2,0.001066,
0.02,-0.3063,1.2,0,
0.022,-0.3143,1.2,-0.002755,
0.024,-0.3118,1.2,-0.001066,
0.026,-0.3137,1.2,-0.003288,
0.028,-0.3143,1.2,-0.002222,
0.03,-0.3179,1,-0.002666,
0.032,-0.3344,0.6,-0.009244,
0.034,-0.3625,0.7,-0.015199,
0.036,-0.4034,0.7,-0.021688,
0.038,-0.462,0.8,-0.029866,
0.04,-0.5285,0.9,-0.035288,
0.042,-0.6036,0.9,-0.039644,
0.044,-0.6793,1,-0.041777,
0.046,-0.769,1,-0.045066,
0.048,-0.8532,1.1,-0.044444,
0.05,-0.9466,1.2,-0.0488,
0.052,-1.0308,1.2,-0.046044,
0.054,-1.1212,1.3,-0.045066,
0.056,-1.2072,1.2,-0.043911,
0.058,-1.2939,1.4,-0.041777,
0.06,-1.3787,1.4,-0.041244,
0.062,-1.4593,1.3,-0.039644,
0.064,-1.5344,1.4,-0.039644,
0.066,-1.6119,1.3,-0.038488,
0.068,-1.6833,1.3,-0.038488,
0.07,-1.7553,1.2,-0.035288,
0.072,-1.8273,1.2,-0.0336,
0.074,-1.8981,1.2,-0.035733,
0.076,-1.9696,1.1,-0.035822,
0.078,-2.0526,1.1,-0.042933,
0.08,-2.1313,1.1,-0.038488,
0.082,-2.2161,1.1,-0.041244,
0.084,-2.3132,1.1,-0.0456,
0.086,-2.4084,1.1,-0.053155,
0.088,-2.5036,1,-0.051022,
0.09,-2.6098,1.1,-0.049866,
0.092,-2.7172,1.1,-0.052088,
0.094,-2.832,1.1,-0.057511,
0.096,-2.9467,1,-0.053155,
0.098,-3.0694,1,-0.059644,
0.1,-3.197,1.1,-0.061866,
0.102,-3.33,1.1,-0.067288,
0.104,-3.4631,1.1,-0.066222,
0.106,-3.601,1.1,-0.071022,
0.108,-3.742,1.1,-0.073777,
0.11,-3.8818,1.1,-0.072177,
