Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3307,-5.2,0.318,-0.010311,
0.005,-0.2245,-4.4,8.807,0.0336,
0.01,-0.1513,-5.5,-18.371,-0.014044,
0.015,-0.1617,-5.2,2.936,0.006488,
0.02,-0.1654,-4.8,-5.024,-0.005955,
0.025,-0.1623,-5.1,0.081,0.000533,
0.03,-0.166,-5.1,-3.851,-0.003822,
0.035,-0.1641,-5.1,3.223,0.001688,
0.04,-0.1635,-5.1,-1.534,0.001155,
0.045,-0.1654,-5.2,2.003,0.000533,
0.05,-0.1696,-5.1,-1.495,-0.0016,
0.055,-0.1672,-5.2,-1.221,-0.001066,
0.06,-0.1764,-5.2,-1.509,-0.004888,
0.065,-0.1872,-5.2,0.898,0,
0.07,-0.1958,-5.2,-1.872,-0.002755,
0.075,-0.2056,-5.3,3.141,-0.001155,
0.08,-0.2471,-5.4,-0.426,-0.013066,
0.085,-0.3368,-5.4,1.688,-0.020088,
0.09,-0.457,-5.3,-0.69,-0.024977,
0.095,-0.6041,-5.3,0.062,-0.028177,
0.1,-0.7683,-5.2,-2.353,-0.034222,
0.105,-0.9343,-5.1,-0.193,-0.030399,
0.11,-1.1034,-5.1,3.013,-0.032533,
0.115,-1.2584,-5.1,3.152,-0.027644,
0.12,-1.411,-5.2,-3.648,-0.031999,
0.125,-1.5618,-5.2,0.934,-0.029333,
0.13,-1.7217,-5.2,1.467,-0.031466,
0.135,-1.8834,-5.2,-2.827,-0.033066,
0.14,-2.069,-5.2,-3.73,-0.041244,
0.145,-2.2502,-5.2,-2.38,-0.035822,
0.15,-2.4516,-5.2,-5.909,-0.044444,
0.155,-2.6549,-5.2,1.766,-0.036355,
0.16,-2.8789,-5.2,-1.506,-0.048266,
0.165,-3.0943,-5.2,-0.501,-0.039555,
0.17,-3.3293,-5.3,-7.324,-0.052622,
0.175,-3.5649,-5.2,2.328,-0.044444,
0.18,-3.8213,-5.2,-0.827,-0.050488,
0.185,-4.0776,-5.2,1.647,-0.049866,
0.19,-4.3413,-5.2,-4.052,-0.052622,
0.195,-4.6123,-5.2,3.927,-0.052088,
0.2,-4.8967,-5.2,-1.694,-0.058577,
0.205,-5.1793,-5.2,4.514,-0.054222,
0.21,-5.4735,-5.3,0.766,-0.059111,
0.215,-5.7695,-5.2,0.561,-0.058044,
0.22,-6.0802,-5.2,-3.293,-0.065688,
0.225,-6.3884,-5.3,1.347,-0.059644,
0.23,-6.7131,-5.3,-2.946,-0.067822,
0.235,-7.0397,-5.2,1.488,-0.064622,
0.24,-7.3754,-5.2,-4.525,-0.069511,
0.245,-7.7202,-5.2,1.177,-0.067822,
0.25,-8.0785,-5.2,-0.939,-0.073244,
0.255,-8.438,-5.2,2.767,-0.070044,
0.26,-8.8127,-5.2,-1.743,-0.078666,
0.265,-9.1844,-5.2,1.372,-0.074311,
0.27,-9.5604,-5.2,-0.998,-0.074844,
0.275,-9.9455,-5.2,4.178,-0.074844,
0.28,-10.3459,-5.2,-0.949,-0.082933,
0.285,-10.7469,-5.2,0.659,-0.077511,
0.29,-11.162,-5.2,-1.587,-0.082488,
0.295,-11.5813,-5.2,4.814,-0.079733,
0.3,-12.011,-5.2,-1.702,-0.085244,
0.305,-12.4419,-5.2,0.857,-0.083022,
0.31,-12.8758,-5.2,-5.748,-0.091111,
0.315,-13.3055,-5.3,1.935,-0.084088,
0.32,-13.7511,-5.2,1.035,-0.086311,
0.325,-14.2003,-5.3,5.692,-0.085688,
0.33,-14.6514,-5.3,-2.336,-0.090133,
0.335,-15.1006,-5.2,0.04,-0.088977,
0.34,-15.551,-5.3,0.424,-0.087911,
0.345,-16.01,-5.3,2.158,-0.090577,
0.35,-16.4751,-5.2,-0.653,-0.0928,
0.355,-16.9457,-5.3,-2.04,-0.095555,
0.36,-17.4181,-5.3,-0.325,-0.094933,
0.365,-17.8923,-5.3,1.038,-0.0944,
0.37,-18.3684,-5.3,0.713,-0.093333,
0.375,-18.8487,-5.3,0.675,-0.096533,
0.38,-19.3279,-5.3,2.529,-0.097688,
0.385,-19.8027,-5.3,-0.703,-0.094933,
0.39,-20.2806,-5.4,-1.098,-0.097066,
0.395,-20.7549,-5.3,-2.601,-0.0944,
0.4,-21.2346,-5.3,-3.561,-0.097688,
0.405,-21.7113,-5.3,5.327,-0.094933,
0.41,-22.1996,-5.3,-3.58,-0.098755,
0.415,-22.6872,-5.3,-0.645,-0.0976,
0.42,-23.1792,-5.3,-1.416,-0.099822,
0.425,-23.6638,-5.3,7.966,-0.093333,
0.43,-24.1496,-5.3,1.348,-0.097066,
0.435,-24.6343,-5.3,7.159,-0.094933,
0.44,-25.1201,-5.4,0.549,-0.097688,
0.445,-25.6059,-5.4,-1.565,-0.0976,
0.45,-26.0942,-5.4,2.789,-0.0976,
0.455,-26.5935,-5.4,-0.012,-0.103644,
0.46,-27.083,-5.3,1.414,-0.097688,
0.465,-27.5725,-5.4,6.281,-0.094933,
0.47,-28.0669,-5.4,-0.264,-0.100355,
0.475,-28.5698,-5.4,-0.342,-0.100888,
0.48,-29.0825,-5.3,-1.041,-0.104711,
0.485,-29.5928,-5.4,4.622,-0.099822,
0.49,-30.1097,-5.4,-5.58,-0.104711,
0.495,-30.6273,-5.3,1.883,-0.101422,
0.5,-31.1559,-5.3,-0.486,-0.105244,
0.505,-31.6826,-5.3,-2.982,-0.103111,
0.51,-32.2167,-5.3,-1.61,-0.111822,
0.515,-32.7422,-5.3,-6.487,-0.110133,
0.52,-33.2683,-5.3,-1.195,-0.105244,
0.525,-33.7834,-5.3,1.436,-0.098666,
0.53,-34.3035,-5.3,-4.822,-0.105333,
0.535,-34.8223,-5.3,-2.938,-0.103644,
0.54,-35.3429,-5.3,-2.218,-0.103111,
0.545,-35.8653,-5.3,4.303,-0.103022,
0.55,-36.3902,-5.3,0.888,-0.106844,
0.555,-36.9109,-5.3,0.536,-0.104711,
0.56,-37.4291,-5.3,1.953,-0.102044,
0.565,-37.9515,-5.3,0.248,-0.103644,
0.57,-38.4642,-5.2,-1.747,-0.101422,
0.575,-38.9806,-5.2,1.067,-0.106399,
0.58,-39.4847,-5.2,-1.158,-0.100355,
0.585,-39.9864,-5.2,-2.282,-0.099822,
0.59,-40.4863,-5.2,5.395,-0.098222,
0.595,-40.9838,-5.2,-0.856,-0.100444,
0.6,-41.4812,-5.2,2.041,-0.097155,
0.605,-41.9774,-5.2,1.687,-0.097688,
0.61,-42.4724,-5.2,-3.132,-0.097155,
0.615,-42.9643,-5.2,-0.589,-0.100355,
0.62,-43.4471,-5.2,-0.035,-0.099822,
0.625,-43.9189,-5.2,0.66,-0.093244,
0.63,-44.3907,-5.2,7.714,-0.090044,
0.635,-44.8625,-5.2,3.194,-0.089511,
0.64,-45.3313,-5.2,2.471,-0.092266,
0.645,-45.7878,-5.2,-4.849,-0.093866,
0.65,-46.2444,-5.3,-2.408,-0.095466,
0.655,-46.6942,-5.2,-2.537,-0.091644,
0.66,-47.1465,-5.2,0.185,-0.088977,
0.665,-47.5945,-5.2,-0.802,-0.089511,
0.67,-48.0382,-5.2,2.582,-0.086844,
0.675,-48.4874,-5.2,1.293,-0.088444,
0.68,-48.936,-5.2,-0.93,-0.090044,
0.685,-49.3767,-5.2,1.922,-0.087377,
0.69,-49.81,-5.2,-3.767,-0.087822,
0.695,-50.2422,-5.3,-7.445,-0.087377,
0.7,-50.6706,-5.2,-1.506,-0.085155,
0.705,-51.0887,-5.2,-0.989,-0.081333,
0.71,-51.508,-5.2,1.514,-0.079733,
0.715,-51.9182,-5.2,0.505,-0.082488,
0.72,-52.3241,-5.2,0.525,-0.081955,
0.725,-52.7226,-5.2,-0.869,-0.076444,
0.73,-53.123,-5.2,5.483,-0.0792,
0.735,-53.521,-5.2,-1.02,-0.081955,
0.74,-53.9177,-5.2,1.187,-0.079733,
0.745,-54.3053,-5.2,0.495,-0.078133,
0.75,-54.6886,-5.2,4.665,-0.073244,
0.755,-55.067,-5.3,-0.5,-0.076533,
0.76,-55.4381,-5.3,-0.101,-0.069955,
0.765,-55.8037,-5.2,-0.185,-0.074311,
0.77,-56.1577,-5.2,0.095,-0.072177,
0.775,-56.5032,-5.2,-1.832,-0.071111,
0.78,-56.8346,-5.2,2.397,-0.065155,
0.785,-57.1623,-5.3,-0.645,-0.063466,
0.79,-57.487,-5.2,1.994,-0.062311,
0.795,-57.7953,-5.2,1.965,-0.057511,
0.8,-58.0992,-5.3,-0.179,-0.059111,
0.805,-58.3983,-5.2,0.369,-0.058044,
0.81,-58.6955,-5.3,1.99,-0.056888,
0.815,-58.9873,-5.2,0,-0.058577,
0.82,-59.2699,-5.2,3.772,-0.058044,
0.825,-59.5415,-5.2,0.061,-0.054222,
0.83,-59.8058,-5.2,-1.131,-0.052622,
0.835,-60.0621,-5.2,0.195,-0.051555,
0.84,-60.3087,-5.2,2.796,-0.048266,
0.845,-60.5474,-5.3,-1.367,-0.0472,
0.85,-60.7805,-5.2,1.411,-0.042844,
0.855,-61.01,-5.2,3.749,-0.0456,
0.86,-61.2261,-5.3,2.902,-0.041777,
0.865,-61.4293,-5.3,3.786,-0.039022,
0.87,-61.6368,-5.3,2.04,-0.042844,
0.875,-61.8321,-5.3,-1.838,-0.036355,
0.88,-62.0238,-5.3,2.323,-0.036355,
0.885,-62.2081,-5.2,-0.955,-0.039022,
0.89,-62.3815,-5.2,1.57,-0.034755,
0.895,-62.545,-5.2,-3.715,-0.040622,
0.9,-62.6958,-5.3,-0.27,-0.032533,
0.905,-62.8435,-5.2,-1.677,-0.032533,
0.91,-62.9857,-5.3,4.734,-0.027111,
0.915,-63.1255,-5.3,-1.182,-0.029333,
0.92,-63.2549,-5.4,-0.542,-0.023911,
0.925,-63.3745,-5.7,1.09,-0.023288,
0.93,-63.474,-6.5,0.822,-0.016266,
0.935,-63.5564,-6.6,-6.524,-0.018488,
0.94,-63.6162,-6.2,1.715,-0.013066,
0.945,-63.6766,-6.5,-2.307,-0.011377,
0.95,-63.7401,-6.6,0.58,-0.011911,
0.955,-63.8121,-6.7,-0.634,-0.017866,
0.96,-63.8762,-6.7,-2.487,-0.012444,
0.965,-63.9452,-6.6,2.392,-0.012533,
0.97,-64.0026,-6.6,4.928,-0.008711,
0.975,-64.0569,-6.6,-3.967,-0.013599,
0.98,-64.0904,-6.6,1.418,-0.006488,
0.985,-64.1179,-6.6,-1.734,-0.006488,
0.99,-64.1277,-6.6,-0.82,-0.001066,
0.995,-64.1332,-6.5,3.416,0,
1,-64.1411,-6.5,-4.134,-0.008177,
1.005,-64.1796,-6.7,0.02,-0.014666,
1.01,-64.2919,-6.6,-1.608,-0.029333,
1.015,-64.5036,-6.6,-0.572,-0.047733,
1.02,-64.8131,-6.6,-6.447,-0.069422,
1.025,-65.2123,-6.7,-0.25,-0.088444,
1.03,-65.6896,-6.8,-2.646,-0.102044,
1.035,-66.237,-7.2,-1.667,-0.116088,
1.04,-66.8279,-7.4,0.282,-0.122133,
1.045,-67.4474,-7.3,2.253,-0.124799,
1.05,-68.076,-8,0.087,-0.126933,
1.055,-68.7071,-9,0.11,-0.123111,
1.06,-69.3205,-10.5,-0.345,-0.122044,
1.065,-69.8931,-11.9,1.754,-0.109066,
1.07,-70.4106,-20.1,5.313,-0.093244,
1.075,-70.6969,-32.7,15.807,-0.027111,
1.08,-70.7146,-33,5.999,0.008088,
1.085,-70.6969,-31.3,-1.354,0,
1.09,-70.7085,-32.2,5.162,0.002133,
1.095,-70.7286,-33.6,-1.93,-0.006488,
1.1,-70.7317,-34,-3.693,0,
1.105,-70.7256,-33.9,-1.71,-0.002222,
1.11,-70.7079,-33.2,2.197,0.005955,
1.115,-70.6597,-29.7,4.952,0.015733,
1.12,-70.5577,-23.7,2.962,0.024444,
1.125,-70.4216,-17.8,-2.928,0.026044,
1.13,-70.2617,-13.6,2.378,0.033066,
1.135,-70.0511,-11.6,3.995,0.045066,
1.14,-69.7173,-10.7,3.091,0.075377,
1.145,-69.2339,-9.9,6.639,0.110666,
1.15,-68.6156,-9.1,5.202,0.135644,
1.155,-67.9186,-8.2,-1.641,0.1432,
1.16,-67.1947,-7.3,1.414,0.144266,
1.165,-66.4885,-6.5,-1.193,0.136711,
1.17,-65.8513,-6.3,-3.913,0.120977,
1.175,-65.3264,-6.4,-4.846,0.094933,
1.18,-64.9224,-6.7,-5.001,0.072622,
1.185,-64.6398,-6.6,-4.376,0.044977,
1.19,-64.4658,-6.5,-6.358,0.023377,
1.195,-64.3877,-6.5,-2.611,0.010311,
