Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1551,-5.2,0.519,0.000533,
0.005,-0.1514,-5.2,4.127,0.003822,
0.01,-0.1575,-5.1,2.239,-0.002666,
0.015,-0.152,-5.2,-0.991,0.003822,
0.02,-0.1563,-5.1,0.418,-0.000533,
0.025,-0.1575,-5.1,2.877,0,
0.03,-0.1581,-5.2,0.01,-0.0016,
0.035,-0.1575,-5.1,0.074,0,
0.04,-0.1581,-5.2,-3.758,-0.001066,
0.045,-0.1599,-5.1,2.271,0.001155,
0.05,-0.1593,-5.2,3.986,0.000533,
0.055,-0.1599,-5.2,-0.283,0.002755,
0.06,-0.1685,-5.1,-3.544,-0.005955,
0.065,-0.1703,-5.2,3.721,0.003288,
0.07,-0.18,-5.2,-5.57,-0.005866,
0.075,-0.1788,-5.2,1.473,0.000533,
0.08,-0.194,-5.3,-4.162,-0.004888,
0.085,-0.2545,-5.5,1.285,-0.016888,
0.09,-0.3881,-5.5,-5.69,-0.032533,
0.095,-0.5602,-5.3,1.295,-0.0336,
0.1,-0.7604,-5.1,2.043,-0.041244,
0.105,-0.9496,-5.1,4.166,-0.035733,
0.11,-1.1364,-5,-3.513,-0.034755,
0.115,-1.3049,-5.1,0.743,-0.033155,
0.12,-1.4514,-5.1,-2.324,-0.029866,
0.125,-1.5917,-5.2,0.406,-0.029244,
0.13,-1.7272,-5.2,1.034,-0.024888,
0.135,-1.8786,-5.3,1.329,-0.026577,
0.14,-2.0532,-5.3,-0.77,-0.036888,
0.145,-2.2387,-5.3,2.077,-0.035288,
0.15,-2.4462,-5.2,-5.687,-0.043911,
0.155,-2.6574,-5.2,1.85,-0.042311,
0.16,-2.8875,-5.2,0.373,-0.052088,
0.165,-3.1127,-5.2,5.317,-0.046044,
0.17,-3.3502,-5.2,-0.061,-0.051022,
0.175,-3.5851,-5.2,1.204,-0.047733,
0.18,-3.8342,-5.3,-3.144,-0.051555,
0.185,-4.0838,-5.2,2.455,-0.049955,
0.19,-4.3444,-5.2,0.733,-0.055822,
0.195,-4.6105,-5.3,1.617,-0.055822,
0.2,-4.8919,-5.2,1.57,-0.057511,
0.205,-5.1788,-5.2,1.573,-0.058044,
0.21,-5.4711,-5.2,1.135,-0.063999,
0.215,-5.761,-5.2,4.034,-0.058577,
0.22,-6.0693,-5.2,-0.412,-0.063999,
0.225,-6.3812,-5.2,-1.088,-0.064088,
0.23,-6.704,-5.2,-1.536,-0.0656,
0.235,-7.0324,-5.3,1.981,-0.0656,
0.24,-7.3669,-5.2,-1.01,-0.068355,
0.245,-7.7148,-5.2,1.731,-0.069422,
0.25,-8.0694,-5.3,-1.559,-0.073244,
0.255,-8.4313,-5.2,-2.785,-0.072711,
0.26,-8.8036,-5.2,-0.838,-0.076444,
0.265,-9.1772,-5.3,-0.304,-0.076,
0.27,-9.5599,-5.2,-1.564,-0.077066,
0.275,-9.9517,-5.2,2.355,-0.078133,
0.28,-10.3491,-5.3,-0.98,-0.0776,
0.285,-10.7568,-5.2,2.536,-0.078133,
0.29,-11.1749,-5.2,-2.381,-0.086311,
0.295,-11.5856,-5.2,2.102,-0.083022,
0.3,-12.008,-5.3,-0.991,-0.087377,
0.305,-12.4328,-5.3,-0.333,-0.085155,
0.31,-12.8625,-5.3,-5.266,-0.088444,
0.315,-13.3032,-5.3,-2.31,-0.090133,
0.32,-13.7438,-5.3,-2.381,-0.087822,
0.325,-14.1924,-5.3,1.584,-0.089511,
0.33,-14.6459,-5.3,-2.439,-0.090577,
0.335,-15.1025,-5.3,3.98,-0.090044,
0.34,-15.5566,-5.3,0.336,-0.090666,
0.345,-16.018,-5.3,0.118,-0.093333,
0.35,-16.4831,-5.3,1.383,-0.091111,
0.355,-16.9531,-5.3,1.687,-0.093866,
0.36,-17.4206,-5.3,-0.68,-0.0928,
0.365,-17.89,-5.3,-1.052,-0.093333,
0.37,-18.3611,-5.3,-1.117,-0.092711,
0.375,-18.8409,-5.3,-2.655,-0.095466,
0.38,-19.32,-5.3,1.792,-0.097066,
0.385,-19.7991,-5.3,-1.67,-0.097066,
0.39,-20.2801,-5.3,-0.506,-0.098755,
0.395,-20.7635,-5.3,-0.309,-0.096,
0.4,-21.2475,-5.3,0.507,-0.098755,
0.405,-21.7327,-5.3,1.305,-0.0976,
0.41,-22.2137,-5.3,0.012,-0.093333,
0.415,-22.6977,-5.3,3.694,-0.093866,
0.42,-23.1835,-5.3,-5.29,-0.098755,
0.425,-23.6614,-5.3,-4.407,-0.096533,
0.43,-24.1345,-5.4,-4.916,-0.096088,
0.435,-24.6191,-5.3,2.584,-0.093333,
0.44,-25.1122,-5.4,-1.448,-0.101422,
0.445,-25.6011,-5.5,-1.514,-0.098133,
0.45,-26.0967,-5.4,-0.816,-0.100888,
0.455,-26.596,-5.4,0.463,-0.100888,
0.46,-27.0965,-5.4,-0.686,-0.101422,
0.465,-27.5927,-5.3,2.008,-0.098222,
0.47,-28.0895,-5.3,0.225,-0.101422,
0.475,-28.5912,-5.4,-0.665,-0.100888,
0.48,-29.0948,-5.3,2.175,-0.099288,
0.485,-29.602,-5.3,-3.143,-0.102577,
0.49,-30.1061,-5.3,-0.684,-0.101422,
0.495,-30.6237,-5.4,2.931,-0.102488,
0.5,-31.148,-5.3,0.305,-0.104711,
0.505,-31.6754,-5.3,1.201,-0.105866,
0.51,-32.2094,-5.3,2.553,-0.107911,
0.515,-32.7374,-5.3,-2.829,-0.108533,
0.52,-33.2678,-5.3,-1.377,-0.107466,
0.525,-33.7902,-5.3,0.153,-0.105244,
0.53,-34.3151,-5.3,-4.367,-0.109066,
0.535,-34.8278,-5.3,-2.979,-0.105244,
0.54,-35.3423,-5.3,-1.709,-0.101955,
0.545,-35.8605,-5.4,-0.573,-0.107377,
0.55,-36.3738,-5.4,-1.327,-0.104088,
0.555,-36.8945,-5.4,-0.267,-0.106399,
0.56,-37.4163,-5.3,1.044,-0.105244,
0.565,-37.9357,-5.3,0.586,-0.101955,
0.57,-38.4551,-5.2,1.857,-0.102488,
0.575,-38.9727,-5.2,2.833,-0.100888,
0.58,-39.4866,-5.2,4.1,-0.099288,
0.585,-39.9957,-5.3,0,-0.102577,
0.59,-40.4955,-5.2,-1.431,-0.100888,
0.595,-40.9936,-5.2,0.816,-0.100355,
0.6,-41.4874,-5.2,2.95,-0.096622,
0.605,-41.9805,-5.2,-1.221,-0.101422,
0.61,-42.4694,-5.2,-3.582,-0.098222,
0.615,-42.9528,-5.2,2.612,-0.095466,
0.62,-43.4387,-5.2,1.745,-0.096622,
0.625,-43.9172,-5.2,1.208,-0.093866,
0.63,-44.3939,-5.2,4.349,-0.0928,
0.635,-44.8705,-5.2,0.686,-0.0944,
0.64,-45.3362,-5.2,0.265,-0.091644,
0.645,-45.8019,-5.2,-0.516,-0.093244,
0.65,-46.2597,-5.2,0.439,-0.091111,
0.655,-46.7089,-5.2,0.239,-0.090044,
0.66,-47.1581,-5.3,0.663,-0.089511,
0.665,-47.6037,-5.2,-4.268,-0.089511,
0.67,-48.0438,-5.2,0.035,-0.086844,
0.675,-48.4911,-5.2,-1.99,-0.090577,
0.68,-48.9379,-5.2,0.858,-0.089511,
0.685,-49.3817,-5.2,-1.433,-0.088977,
0.69,-49.8156,-5.2,1.033,-0.083022,
0.695,-50.252,-5.2,0.946,-0.086755,
0.7,-50.6762,-5.2,3.71,-0.077066,
0.705,-51.1035,-5.2,-0.57,-0.082488,
0.71,-51.5215,-5.2,4.395,-0.0792,
0.715,-51.9396,-5.2,0.73,-0.0824,
0.72,-52.3492,-5.2,0.224,-0.078133,
0.725,-52.7441,-5.2,1.3,-0.079733,
0.73,-53.142,-5.2,2.607,-0.076444,
0.735,-53.5345,-5.2,-0.273,-0.076,
0.74,-53.9239,-5.2,1.151,-0.076,
0.745,-54.3054,-5.2,1.116,-0.076533,
0.75,-54.6874,-5.2,3.272,-0.075911,
