Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1544,-5.1,-1.867,-0.001066,
0.005,-0.1526,-5,3.033,0.0032,
0.01,-0.1562,-5.2,-2.644,-0.004266,
0.015,-0.155,-5.1,-0.218,0,
0.02,-0.1544,-5.1,-1.494,0,
0.025,-0.1538,-5.2,-3.169,-0.002133,
0.03,-0.1568,-5.2,-2.903,-0.002133,
0.035,-0.1568,-5,1.931,0.001688,
0.04,-0.1593,-5.1,-2.892,-0.003288,
0.045,-0.1568,-5.1,-1.11,0,
0.05,-0.1605,-5.1,1.095,-0.001066,
0.055,-0.1587,-5.1,0.92,0.0016,
0.06,-0.1678,-5.1,-3.507,-0.005422,
0.065,-0.1752,-5.2,1.523,-0.001688,
0.07,-0.1758,-5.1,-0.191,-0.001688,
0.075,-0.1776,-5.1,3.791,0.002133,
0.08,-0.1921,-5.2,-3.348,-0.006488,
0.085,-0.2514,-5.5,-2.421,-0.020088,
0.09,-0.3783,-5.4,-1.237,-0.031466,
0.095,-0.5541,-5.3,0.841,-0.035822,
0.1,-0.7561,-5.2,-0.712,-0.043377,
0.105,-0.9533,-5,3.224,-0.035822,
0.11,-1.1437,-5,-1.794,-0.039644,
0.115,-1.3066,-5,1.442,-0.030311,
0.12,-1.4531,-5,-1.709,-0.029777,
0.125,-1.5862,-5.2,-1.249,-0.027644,
0.13,-1.7199,-5.2,0.04,-0.032622,
0.135,-1.8682,-5.2,4.38,-0.032533,
0.14,-2.0299,-5.2,4.967,-0.033066,
0.145,-2.2252,-5.2,1.144,-0.039022,
0.15,-2.4358,-5.2,-1.915,-0.0488,
0.155,-2.6567,-5.2,5.092,-0.042311,
0.16,-2.8923,-5.1,2.416,-0.047733,
0.165,-3.1304,-5.2,3.263,-0.0456,
0.17,-3.3745,-5.1,2.939,-0.046666,
0.175,-3.6101,-5.1,-0.606,-0.043911,
0.18,-3.8561,-5.2,-4.345,-0.055377,
0.185,-4.0966,-5.2,5.402,-0.0456,
0.19,-4.3474,-5.2,-0.494,-0.051555,
0.195,-4.605,-5.2,2.343,-0.052088,
0.2,-4.8803,-5.2,-3.019,-0.057511,
0.205,-5.1641,-5.1,3.222,-0.054844,
0.21,-5.4638,-5.1,1.308,-0.061866,
0.215,-5.7677,-5.2,2.811,-0.059644,
0.22,-6.0839,-5.2,-5.158,-0.068355,
0.225,-6.4,-5.1,1.897,-0.062399,
0.23,-6.7241,-5.1,-0.969,-0.066666,
0.235,-7.0482,-5.1,2.603,-0.062933,
0.24,-7.3839,-5.2,-2.027,-0.069422,
0.245,-7.7245,-5.2,0.345,-0.067822,
0.25,-8.0803,-5.2,1.105,-0.072711,
0.255,-8.441,-5.2,3.279,-0.071022,
0.26,-8.814,-5.2,-2.057,-0.078666,
0.265,-9.1948,-5.2,-0.154,-0.076444,
0.27,-9.5787,-5.2,-1.813,-0.077511,
0.275,-9.97,-5.2,1.432,-0.0776,
0.28,-10.3716,-5.2,-1.253,-0.080888,
0.285,-10.7695,-5.1,4.045,-0.079733,
0.29,-11.176,-5.3,-5.939,-0.087288,
0.295,-11.5831,-5.2,3.233,-0.0792,
0.3,-12.0116,-5.2,-2.048,-0.086844,
0.305,-12.434,-5.1,9.958,-0.0776,
0.31,-12.8734,-5.2,-3.352,-0.089511,
0.315,-13.3153,-5.2,8.474,-0.085688,
0.32,-13.7633,-5.2,1.705,-0.0928,
0.325,-14.2107,-5.2,2.144,-0.087911,
0.33,-14.6618,-5.2,-3.013,-0.0912,
0.335,-15.1189,-5.3,1.298,-0.088444,
0.34,-15.5773,-5.3,0.716,-0.090666,
0.345,-16.0387,-5.3,-2.095,-0.093333,
0.35,-16.5014,-5.2,0.645,-0.093333,
0.355,-16.9573,-5.2,0.09,-0.091733,
0.36,-17.4218,-5.3,-3.972,-0.098222,
0.365,-17.8905,-5.2,1.145,-0.0944,
0.37,-18.3654,-5.2,-1.854,-0.095555,
0.375,-18.8463,-5.3,-0.089,-0.0976,
0.38,-19.3285,-5.2,0.389,-0.097688,
0.385,-19.8082,-5.2,0.143,-0.093866,
0.39,-20.2916,-5.2,-2.342,-0.0976,
0.395,-20.772,-5.3,-1.215,-0.093866,
0.4,-21.2566,-5.2,-0.178,-0.097155,
0.405,-21.7418,-5.2,-3.993,-0.100355,
0.41,-22.2228,-5.3,-3.439,-0.098222,
0.415,-22.6983,-5.2,2.568,-0.0912,
0.42,-23.1701,-5.3,0.034,-0.090666,
0.425,-23.651,-5.3,1.099,-0.093866,
0.43,-24.1362,-5.3,-0.373,-0.0976,
0.435,-24.6282,-5.3,4.639,-0.098222,
0.44,-25.1213,-5.3,-1.959,-0.100888,
0.445,-25.6133,-5.3,1.837,-0.098222,
0.45,-26.1138,-5.3,1.975,-0.101511,
0.455,-26.6112,-5.3,-0.02,-0.099822,
0.46,-27.1099,-5.3,-0.457,-0.097688,
0.465,-27.6067,-5.3,1.822,-0.097155,
0.47,-28.1047,-5.3,1.215,-0.100355,
0.475,-28.6034,-5.3,1.762,-0.099288,
0.48,-29.1027,-5.3,-1.812,-0.100355,
0.485,-29.6074,-5.3,-1.861,-0.101955,
0.49,-30.1128,-5.3,2.345,-0.097688,
0.495,-30.6365,-5.3,1.066,-0.104177,
0.5,-31.1583,-5.3,-0.225,-0.104177,
0.505,-31.693,-5.3,-0.701,-0.109599,
0.51,-32.2228,-5.2,3.806,-0.102577,
0.515,-32.7544,-5.2,-2.068,-0.104711,
0.52,-33.2866,-5.2,2.027,-0.108444,
0.525,-33.8103,-5.2,7.995,-0.101955,
0.53,-34.3285,-5.2,-1.279,-0.100888,
0.535,-34.8449,-5.2,2.599,-0.099288,
0.54,-35.3588,-5.3,-3.074,-0.102577,
