Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3246,-5.1,2.878,0,
0.005,-0.2373,-4.2,9.406,0.029866,
0.01,-0.1446,-6,-17.818,-0.010844,
0.015,-0.1629,-5.2,4.144,0.007111,
0.02,-0.1636,-4.6,-1.762,0,
0.025,-0.1629,-5,-0.291,-0.000533,
0.03,-0.166,-5,0.481,-0.003288,
0.035,-0.1617,-5.1,-2.972,0.002755,
0.04,-0.1642,-5.1,-1.001,0.000533,
0.045,-0.166,-5.2,3.06,0.003288,
0.05,-0.1697,-5.1,-2.844,-0.003822,
0.055,-0.1691,-5.1,0.542,-0.001155,
0.06,-0.1745,-5.2,-6.366,-0.005955,
0.065,-0.1824,-5.2,-1.634,0.000533,
0.07,-0.1952,-5.1,0.242,-0.0016,
0.075,-0.2031,-5.3,1.43,-0.001066,
0.08,-0.2471,-5.4,-4.491,-0.013066,
0.085,-0.3356,-5.4,0.114,-0.017955,
0.09,-0.4564,-5.3,-1.091,-0.027644,
0.095,-0.6072,-5.3,-3.611,-0.029866,
0.1,-0.7695,-5.2,-1.32,-0.034666,
0.105,-0.9374,-5.1,0.482,-0.033066,
0.11,-1.0985,-5.1,-0.858,-0.028711,
0.115,-1.2499,-5.1,0.603,-0.028266,
0.12,-1.4006,-5.1,0.147,-0.031466,
0.125,-1.5465,-5.2,-0.438,-0.029244,
0.13,-1.7022,-5.2,-2.186,-0.031466,
0.135,-1.8676,-5.2,-2.211,-0.031466,
0.14,-2.0513,-5.2,3.169,-0.036355,
0.145,-2.2472,-5.2,-0.69,-0.040711,
0.15,-2.4511,-5.2,-2.848,-0.042311,
0.155,-2.661,-5.2,4.271,-0.041244,
0.16,-2.8795,-5.2,-3.461,-0.047733,
0.165,-3.1017,-5.2,-0.536,-0.044533,
0.17,-3.3385,-5.2,-4.934,-0.051555,
0.175,-3.5778,-5.2,-0.2,-0.049955,
0.18,-3.8231,-5.2,-3.528,-0.049333,
0.185,-4.0734,-5.2,-3.347,-0.048266,
0.19,-4.337,-5.2,-1.509,-0.059111,
0.195,-4.6001,-5.2,1.695,-0.050488,
0.2,-4.8821,-5.2,-1.891,-0.058577,
0.205,-5.1671,-5.2,-2.068,-0.057511,
0.21,-5.4631,-5.2,0.142,-0.059111,
0.215,-5.7616,-5.2,-0.431,-0.059644,
0.22,-6.0741,-5.2,-1.983,-0.066222,
0.225,-6.3884,-5.2,-0.353,-0.062399,
0.23,-6.7125,-5.2,1.664,-0.065066,
0.235,-7.0372,-5.2,-0.53,-0.063999,
0.24,-7.3662,-5.2,-1.317,-0.067288,
0.245,-7.7019,-5.3,-2.764,-0.066755,
0.25,-8.0516,-5.2,2.044,-0.069955,
0.255,-8.4148,-5.2,1.557,-0.071644,
0.26,-8.792,-5.2,0.441,-0.077066,
0.265,-9.1735,-5.2,0.969,-0.076533,
0.27,-9.5617,-5.2,0.512,-0.078133,
0.275,-9.9547,-5.2,0.151,-0.078133,
0.28,-10.36,-5.2,-1.756,-0.084622,
0.285,-10.764,-5.2,-1.777,-0.0808,
0.29,-11.1797,-5.2,-4.558,-0.087911,
0.295,-11.5856,-5.2,1.366,-0.0776,
0.3,-12.0061,-5.2,-2.891,-0.085155,
0.305,-12.4321,-5.3,-1.514,-0.084088,
0.31,-12.8618,-5.3,-4.638,-0.089511,
0.315,-13.2933,-5.2,0.97,-0.082933,
0.32,-13.7358,-5.2,1.696,-0.086755,
0.325,-14.1845,-5.2,-0.221,-0.088977,
0.33,-14.6392,-5.3,-4.658,-0.096088,
0.335,-15.0914,-5.2,1.202,-0.091111,
0.34,-15.5529,-5.3,1.398,-0.093866,
0.345,-16.0192,-5.3,-1.848,-0.0928,
0.35,-16.4885,-5.3,1.351,-0.094933,
0.355,-16.9524,-5.3,0.426,-0.091644,
0.36,-17.4254,-5.2,0.393,-0.096,
0.365,-17.8966,-5.2,2.357,-0.093333,
0.37,-18.3672,-5.3,-2.761,-0.0944,
0.375,-18.8433,-5.3,-0.628,-0.096088,
0.38,-19.3139,-5.2,0.673,-0.0928,
0.385,-19.7795,-5.3,-0.891,-0.092711,
0.39,-20.2538,-5.3,1.744,-0.092266,
0.395,-20.7354,-5.3,-6.432,-0.096622,
0.4,-21.223,-5.3,1.466,-0.0976,
0.405,-21.7083,-5.2,2.824,-0.0928,
0.41,-22.2026,-5.3,2.556,-0.098133,
0.415,-22.697,-5.3,1.003,-0.093866,
0.42,-23.189,-5.3,-1.186,-0.100977,
0.425,-23.6705,-5.3,-1.17,-0.0944,
0.43,-24.1564,-5.3,2.326,-0.095466,
0.435,-24.6379,-5.4,7.007,-0.097066,
0.44,-25.1183,-5.3,0.397,-0.096533,
0.445,-25.5938,-5.3,0.966,-0.093866,
0.45,-26.0772,-5.4,-0.911,-0.096622,
0.455,-26.5715,-5.3,-0.206,-0.0976,
0.46,-27.0733,-5.4,-1.64,-0.103111,
0.465,-27.575,-5.3,-0.856,-0.100444,
0.47,-28.0791,-5.4,0.443,-0.103111,
0.475,-28.5894,-5.3,-0.956,-0.102044,
0.48,-29.1002,-5.3,1.842,-0.101422,
0.485,-29.6056,-5.3,1.207,-0.100355,
0.49,-30.1207,-5.3,-1.486,-0.104177,
0.495,-30.6322,-5.3,-1.433,-0.103111,
0.5,-31.1486,-5.2,4.443,-0.099288,
0.505,-31.668,-5.3,-4.513,-0.103644,
0.51,-32.1935,-5.3,-1.393,-0.105777,
0.515,-32.7202,-5.2,-2.075,-0.105244,
0.52,-33.2543,-5.2,1.439,-0.104711,
0.525,-33.7767,-5.3,0.939,-0.102488,
0.53,-34.3065,-5.3,-0.298,-0.103644,
0.535,-34.8326,-5.3,0.154,-0.103022,
0.54,-35.3539,-5.2,2.114,-0.105244,
0.545,-35.8702,-5.3,3.969,-0.103022,
0.55,-36.3866,-5.3,-1.071,-0.101955,
0.555,-36.9054,-5.3,1.717,-0.102577,
0.56,-37.4181,-5.2,1.784,-0.100888,
0.565,-37.932,-5.3,-0.373,-0.101955,
0.57,-38.4429,-5.3,0.854,-0.102044,
0.575,-38.9568,-5.2,1.118,-0.104177,
0.58,-39.4707,-5.2,2.05,-0.102488,
0.585,-39.9804,-5.2,2.838,-0.099822,
0.59,-40.4882,-5.2,1.977,-0.100977,
0.595,-40.9929,-5.2,-2.8,-0.100355,
0.6,-41.4928,-5.2,-5.281,-0.101422,
0.605,-41.9817,-5.2,-4.073,-0.101422,
0.61,-42.4688,-5.2,-0.2,-0.096622,
0.615,-42.9522,-5.2,3.472,-0.097688,
0.62,-43.4295,-5.2,-1.102,-0.095555,
0.625,-43.9031,-5.2,4.415,-0.091733,
0.63,-44.3688,-5.2,6.231,-0.088977,
0.635,-44.8473,-5.2,-0.905,-0.093866,
0.64,-45.3179,-5.2,-4.281,-0.097688,
0.645,-45.7836,-5.2,1.981,-0.092266,
0.65,-46.2444,-5.2,0.291,-0.090044,
0.655,-46.7028,-5.2,0.236,-0.091733,
0.66,-47.1575,-5.2,-0.17,-0.088977,
0.665,-47.6049,-5.2,1.185,-0.090666,
0.67,-48.048,-5.2,5.01,-0.086311,
0.675,-48.4899,-5.2,-0.519,-0.089511,
0.68,-48.9312,-5.2,-2.658,-0.089511,
0.685,-49.3706,-5.2,-2.383,-0.091111,
0.69,-49.7991,-5.2,1.608,-0.084088,
0.695,-50.2275,-5.2,-1.114,-0.086755,
0.7,-50.6554,-5.2,-1.122,-0.089511,
0.705,-51.0772,-5.2,1.261,-0.082488,
0.71,-51.4983,-5.2,2.019,-0.084622,
0.715,-51.9194,-5.2,-2.156,-0.086755,
0.72,-52.3265,-5.2,-1.811,-0.080266,
0.725,-52.7324,-5.2,-0.533,-0.0792,
0.73,-53.1316,-5.2,0.218,-0.075377,
0.735,-53.5326,-5.2,2.311,-0.0792,
0.74,-53.9165,-5.2,4.252,-0.072711,
0.745,-54.3004,-5.3,2.867,-0.074311,
0.75,-54.6807,-5.2,1.435,-0.070577,
0.755,-55.0548,-5.2,-1.641,-0.075377,
0.76,-55.4247,-5.2,-0.11,-0.073244,
0.765,-55.7872,-5.2,0.419,-0.070488,
0.77,-56.1364,-5.2,-0.362,-0.068355,
0.775,-56.48,-5.2,2.522,-0.067822,
0.78,-56.8163,-5.3,-0.575,-0.067288,
0.785,-57.1508,-5.2,2.116,-0.064622,
0.79,-57.4791,-5.2,-1.504,-0.063466,
0.795,-57.8014,-5.2,1.183,-0.061866,
0.8,-58.1145,-5.2,0.516,-0.060711,
0.805,-58.4203,-5.2,0.092,-0.060799,
0.81,-58.7163,-5.2,-0.945,-0.059644,
0.815,-59.0062,-5.2,0.999,-0.059111,
0.82,-59.2797,-5.2,1.933,-0.051022,
0.825,-59.5458,-5.2,1.61,-0.051555,
0.83,-59.8064,-5.3,-1.56,-0.049866,
0.835,-60.0597,-5.2,1.639,-0.049333,
0.84,-60.3057,-5.2,1.179,-0.045066,
0.845,-60.5535,-5.2,-6.06,-0.053155,
0.85,-60.7836,-5.2,3.246,-0.045066,
0.855,-61.0131,-5.2,2.417,-0.044533,
0.86,-61.2279,-5.2,4.387,-0.038488,
0.865,-61.4415,-5.2,1.885,-0.040088,
0.87,-61.6436,-5.2,-2.252,-0.040711,
0.875,-61.8383,-5.2,-1.194,-0.039644,
0.88,-62.0177,-5.2,0.423,-0.034133,
0.885,-62.1953,-5.2,0.816,-0.037422,
0.89,-62.365,-5.2,2.838,-0.035822,
0.895,-62.5322,-5.2,2.822,-0.0336,
0.9,-62.6921,-5.3,-0.869,-0.0336,
0.905,-62.8472,-5.2,-3.76,-0.029866,
0.91,-62.9949,-5.3,-1.546,-0.028266,
0.915,-63.1365,-5.2,-1.495,-0.031999,
0.92,-63.2616,-5.4,2.936,-0.022755,
0.925,-63.38,-5.7,-1.772,-0.023288,
0.93,-63.4795,-6.5,3.157,-0.0168,
0.935,-63.5643,-6.5,0.243,-0.0168,
0.94,-63.6278,-6.5,1.508,-0.010844,
0.945,-63.7047,-6.5,2.812,-0.0184,
0.95,-63.7731,-6.6,1.624,-0.014666,
0.955,-63.8439,-6.6,-3.661,-0.0168,
0.96,-63.9092,-6.7,5.187,-0.009777,
0.965,-63.9702,-6.6,-1.002,-0.013511,
0.97,-64.0184,-6.5,0.794,-0.007555,
0.975,-64.0618,-6.6,-1.342,-0.008711,
0.98,-64.0892,-6.6,0.791,-0.001066,
0.985,-64.11,-6.6,0.62,-0.003288,
0.99,-64.1191,-6.5,1.995,-0.0016,
0.995,-64.1246,-6.5,5.147,0.000622,
1,-64.132,-6.5,-5.886,-0.005422,
1.005,-64.1692,-6.7,-2.521,-0.010844,
1.01,-64.2925,-6.6,-4.301,-0.033688,
1.015,-64.5037,-6.6,-2.351,-0.048888,
1.02,-64.8149,-6.6,-3.766,-0.065066,
1.025,-65.2141,-6.7,-4.8,-0.088444,
1.03,-65.6878,-6.8,-1.264,-0.100444,
1.035,-66.2279,-7.2,-0.826,-0.110666,
1.04,-66.8181,-7.3,-0.332,-0.120977,
1.045,-67.4321,-7.3,-1.963,-0.123111,
1.05,-68.0626,-7.9,1.076,-0.126933,
1.055,-68.6882,-9.1,4.033,-0.120444,
1.06,-69.2992,-10.4,1.826,-0.120444,
1.065,-69.8754,-11.9,3.25,-0.110666,
1.07,-70.396,-19.8,4.044,-0.094933,
1.075,-70.6975,-32.7,14.09,-0.030933,
1.08,-70.7183,-33.4,3.84,0.005422,
1.085,-70.7,-31.4,-1.995,-0.001688,
1.09,-70.7134,-32.1,2.467,-0.002755,
1.095,-70.728,-33.4,1.79,-0.0016,
1.1,-70.7323,-33.9,1.372,0.001066,
1.105,-70.7244,-33.8,0.251,-0.001688,
1.11,-70.7079,-33.1,2.444,0.005955,
1.115,-70.6603,-29.8,0.112,0.014666,
1.12,-70.562,-24,-1.552,0.022222,
1.125,-70.4308,-18.2,0.762,0.027111,
1.13,-70.2709,-13.8,2.154,0.034666,
1.135,-70.0554,-11.6,2.559,0.053155,
1.14,-69.7271,-10.8,4.656,0.078044,
1.145,-69.2516,-9.9,6.18,0.104711,
