Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1569,-5.1,0.453,-0.000533,
0.005,-0.1551,-5.1,-1.071,0.001066,
0.01,-0.1581,-5.2,-2.386,-0.0032,
0.015,-0.1532,-5.1,0.503,0.001688,
0.02,-0.1563,-5.2,-2.249,0,
0.025,-0.1587,-5.1,1.154,-0.000533,
0.03,-0.1581,-5.1,1.632,0.000533,
0.035,-0.1581,-5.1,2.754,0.003822,
0.04,-0.1593,-5.1,-3.206,0.001155,
0.045,-0.1581,-5.1,4.5,0.001688,
0.05,-0.16,-5.1,-2.372,0.000533,
0.055,-0.1624,-5.1,4.181,0.002133,
0.06,-0.1679,-5.1,-5.953,-0.004355,
0.065,-0.1746,-5.1,1.078,-0.001066,
0.07,-0.1783,-5.2,-2.835,-0.000533,
0.075,-0.1801,-5.1,1.847,0,
0.08,-0.1946,-5.3,-4.568,-0.005422,
0.085,-0.2606,-5.5,-6.735,-0.021688,
0.09,-0.3942,-5.4,-4.828,-0.028711,
0.095,-0.5737,-5.2,5.414,-0.034222,
0.1,-0.7769,-5.1,-2.162,-0.043377,
0.105,-0.9686,-5,5.7,-0.033155,
0.11,-1.1553,-5,0.42,-0.037955,
0.115,-1.3104,-5,4.358,-0.026044,
0.12,-1.4556,-5.1,-3.05,-0.025511,
0.125,-1.593,-5.2,2.051,-0.029866,
0.13,-1.7346,-5.2,-5.859,-0.030933,
0.135,-1.8908,-5.2,-0.735,-0.031999,
0.14,-2.0605,-5.2,-2.072,-0.035288,
0.145,-2.246,-5.2,2.721,-0.034133,
0.15,-2.4493,-5.2,-2.926,-0.041244,
0.155,-2.658,-5.1,0.769,-0.040088,
0.16,-2.8808,-5.2,-2.829,-0.048266,
0.165,-3.1072,-5.2,1.49,-0.043377,
0.17,-3.3453,-5.1,-0.135,-0.045066,
0.175,-3.59,-5.2,1.996,-0.049333,
0.18,-3.8464,-5.2,0.984,-0.051555,
0.185,-4.0936,-5.2,2.3,-0.046133,
0.19,-4.356,-5.2,-2.269,-0.052088,
0.195,-4.6289,-5.1,2.487,-0.053777,
0.2,-4.9108,-5.2,-3.524,-0.063999,
0.205,-5.1904,-5.2,2.242,-0.057511,
0.21,-5.4852,-5.2,-4.768,-0.062399,
0.215,-5.7849,-5.2,0.555,-0.062399,
0.22,-6.0937,-5.2,-3.908,-0.064533,
0.225,-6.4062,-5.2,2.93,-0.063466,
0.23,-6.7297,-5.2,-4.226,-0.066755,
0.235,-7.0556,-5.2,2.593,-0.064533,
0.24,-7.3931,-5.2,-5.161,-0.072711,
0.245,-7.7355,-5.2,2.169,-0.069422,
0.25,-8.0902,-5.2,-1.656,-0.071111,
