Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1508,-5.1,-0.857,0.0032,
0.005,-0.1563,-5.1,-4.034,-0.003288,
0.01,-0.1563,-5,2.817,0,
0.015,-0.1563,-5.2,-0.547,0.000533,
0.02,-0.1557,-5.1,0.263,0,
0.025,-0.1581,-5.1,-0.674,-0.0016,
0.03,-0.1563,-5.1,0.35,0,
0.035,-0.1563,-5.2,-0.344,0.002133,
0.04,-0.1593,-5.1,-2.89,-0.002666,
0.045,-0.1563,-5.2,0.025,0.001066,
0.05,-0.1593,-5.1,-0.409,-0.000533,
0.055,-0.1599,-5.1,-1.898,-0.000533,
0.06,-0.1673,-5.1,-5.001,-0.004888,
0.065,-0.1727,-5.1,-0.614,0.000622,
0.07,-0.1752,-5.1,-0.846,-0.0016,
0.075,-0.1782,-5.1,0.303,0.001066,
0.08,-0.1928,-5.2,-1.376,-0.004888,
0.085,-0.2489,-5.5,-1.24,-0.015733,
0.09,-0.3789,-5.4,0.279,-0.031466,
0.095,-0.5578,-5.3,1.834,-0.040177,
0.1,-0.7549,-5.1,0.796,-0.040088,
0.105,-0.949,-5.1,3.67,-0.033066,
0.11,-1.1407,-4.9,1.406,-0.034755,
0.115,-1.303,-5,-2.012,-0.028711,
0.12,-1.4507,-5,1.822,-0.026044,
0.125,-1.5905,-5.1,2.901,-0.027111,
0.13,-1.726,-5.2,-3.014,-0.029866,
0.135,-1.8725,-5.2,1.151,-0.024977,
0.14,-2.0422,-5.2,1.783,-0.034222,
0.145,-2.232,-5.2,-0.601,-0.039111,
0.15,-2.4377,-5.2,-2.503,-0.045066,
0.155,-2.6519,-5.2,-1.306,-0.042311,
0.16,-2.8844,-5.1,-5.312,-0.051466,
0.165,-3.1188,-5.2,0.264,-0.0488,
0.17,-3.3569,-5.1,-5.121,-0.052711,
0.175,-3.5955,-5.2,-2.185,-0.0488,
0.18,-3.8451,-5.1,1.214,-0.050933,
0.185,-4.0899,-5.1,7.256,-0.049422,
0.19,-4.3475,-5.1,1.946,-0.051555,
0.195,-4.6032,-5.2,-0.762,-0.050488,
0.2,-4.8821,-5.2,4.216,-0.053688,
0.205,-5.169,-5.2,1.128,-0.055377,
0.21,-5.4656,-5.2,-1.198,-0.060711,
0.215,-5.7671,-5.2,-2.37,-0.059644,
0.22,-6.0796,-5.2,-2.306,-0.063999,
0.225,-6.3946,-5.2,0.491,-0.060799,
0.23,-6.7174,-5.2,1.685,-0.064533,
0.235,-7.0415,-5.2,0.478,-0.061777,
0.24,-7.3778,-5.2,-0.765,-0.069955,
0.245,-7.7184,-5.2,0.099,-0.068888,
0.25,-8.07,-5.2,-1.779,-0.070577,
0.255,-8.4301,-5.2,-1.576,-0.069422,
0.26,-8.8085,-5.1,-3.094,-0.0776,
0.265,-9.1857,-5.2,1.36,-0.075377,
0.27,-9.5708,-5.1,-0.535,-0.075911,
0.275,-9.9621,-5.1,0.149,-0.074933,
0.28,-10.3612,-5.1,-1.487,-0.080266,
0.285,-10.7604,-5.2,1.822,-0.076444,
0.29,-11.1687,-5.1,0.44,-0.085155,
0.295,-11.585,-5.2,0.28,-0.085155,
0.3,-12.0092,-5.2,-2.53,-0.090044,
0.305,-12.4346,-5.2,2.075,-0.085155,
0.31,-12.8686,-5.2,0.406,-0.088444,
0.315,-13.3062,-5.2,3.551,-0.084622,
0.32,-13.7511,-5.2,0.789,-0.090044,
0.325,-14.1997,-5.2,-6.084,-0.089511,
0.33,-14.6526,-5.2,-1.42,-0.090044,
0.335,-15.1134,-5.2,-0.182,-0.091111,
0.34,-15.573,-5.3,-1.891,-0.094933,
0.345,-16.0314,-5.3,0.972,-0.090044,
0.35,-16.4947,-5.2,3.4,-0.090133,
0.355,-16.9518,-5.2,-0.116,-0.090044,
0.36,-17.4236,-5.2,1.1,-0.095466,
0.365,-17.8954,-5.2,3.296,-0.091644,
0.37,-18.3697,-5.2,-0.052,-0.0944,
0.375,-18.8457,-5.2,-0.379,-0.095466,
0.38,-19.3243,-5.2,1.942,-0.0944,
0.385,-19.8016,-5.2,-1.855,-0.095555,
0.39,-20.2819,-5.2,-1.818,-0.097688,
0.395,-20.7629,-5.2,-0.277,-0.096088,
0.4,-21.2475,-5.2,0.177,-0.099822,
0.405,-21.7303,-5.2,-2.603,-0.100444,
0.41,-22.2106,-5.2,1.829,-0.096533,
0.415,-22.6818,-5.2,3.307,-0.088977,
0.42,-23.1652,-5.3,3.268,-0.095466,
0.425,-23.6486,-5.3,-2.873,-0.097155,
0.43,-24.1332,-5.3,3.136,-0.095466,
0.435,-24.6246,-5.3,4.504,-0.095022,
0.44,-25.1165,-5.3,-6.737,-0.101422,
0.445,-25.606,-5.3,4.759,-0.096533,
0.45,-26.0985,-5.3,1.778,-0.098133,
0.455,-26.5954,-5.3,1.845,-0.098755,
0.46,-27.0946,-5.3,1.406,-0.099822,
0.465,-27.5872,-5.3,0.997,-0.097688,
0.47,-28.0865,-5.3,1.304,-0.100977,
0.475,-28.5833,-5.3,-0.278,-0.098755,
0.48,-29.085,-5.3,-1.939,-0.100355,
0.485,-29.5922,-5.3,-1.126,-0.100888,
0.49,-30.0988,-5.3,-1.381,-0.099822,
0.495,-30.62,-5.2,-0.909,-0.104711,
0.5,-31.1474,-5.2,-1.398,-0.108533,
0.505,-31.6778,-5.2,0.837,-0.108533,
0.51,-32.2082,-5.2,-0.184,-0.106399,
0.515,-32.7343,-5.2,-0.697,-0.105777,
0.52,-33.261,-5.2,-1.083,-0.103644,
0.525,-33.7884,-5.2,2.178,-0.105777,
0.53,-34.3108,-5.2,1.997,-0.103555,
0.535,-34.8327,-5.2,-2.795,-0.107999,
0.54,-35.3411,-5.3,2.595,-0.099288,
0.545,-35.8581,-5.2,4.419,-0.102044,
0.55,-36.3763,-5.2,-0.899,-0.104711,
0.555,-36.8932,-5.2,-1.013,-0.103555,
0.56,-37.412,-5.2,0.657,-0.102488,
0.565,-37.9339,-5.3,-3.035,-0.104711,
0.57,-38.4533,-5.2,1.456,-0.103644,
0.575,-38.969,-5.2,2.903,-0.101955,
0.58,-39.4829,-5.2,-2.885,-0.103022,
0.585,-39.9859,-5.2,0.836,-0.099822,
0.59,-40.4864,-5.2,2.117,-0.095555,
0.595,-40.9838,-5.1,1.728,-0.094933,
0.6,-41.4764,-5.2,2.64,-0.097688,
0.605,-41.9689,-5.1,-1.627,-0.099288,
0.61,-42.4554,-5.2,1.766,-0.095022,
0.615,-42.9455,-5.2,-1.09,-0.097688,
0.62,-43.4264,-5.2,-1.52,-0.096533,
0.625,-43.9068,-5.2,1.106,-0.0928,
0.63,-44.3822,-5.2,1.015,-0.093244,
0.635,-44.851,-5.2,3.178,-0.088444,
0.64,-45.3222,-5.1,1.195,-0.0928,
0.645,-45.7842,-5.2,1.127,-0.091111,
0.65,-46.2408,-5.2,1.273,-0.088977,
0.655,-46.6997,-5.1,1.534,-0.091111,
0.66,-47.1441,-5.2,1.678,-0.086311,
0.665,-47.5921,-5.2,-0.807,-0.0928,
0.67,-48.034,-5.2,-0.218,-0.088444,
0.675,-48.4801,-5.1,-0.665,-0.090577,
0.68,-48.9233,-5.2,-0.286,-0.090133,
0.685,-49.3652,-5.2,0.016,-0.090133,
0.69,-49.7997,-5.2,-0.377,-0.086222,
0.695,-50.2355,-5.2,-0.478,-0.086755,
0.7,-50.6658,-5.2,0.245,-0.083555,
0.705,-51.0894,-5.2,-0.219,-0.081422,
0.71,-51.5057,-5.2,2.893,-0.078133,
0.715,-51.9219,-5.2,-1.194,-0.083555,
0.72,-52.3315,-5.2,1.474,-0.085244,
0.725,-52.7319,-5.1,-2.507,-0.084177,
0.73,-53.1219,-5.2,1.589,-0.073777,
0.735,-53.5143,-5.2,-2.223,-0.076444,
0.74,-53.9031,-5.2,0.456,-0.077066,
0.745,-54.2937,-5.2,-3.09,-0.078666,
0.75,-54.6709,-5.2,-1.536,-0.074311,
0.755,-55.0524,-5.2,-1.663,-0.074844,
0.76,-55.4229,-5.2,0.715,-0.072711,
0.765,-55.7842,-5.2,3.154,-0.066133,
0.77,-56.148,-5.2,-1.647,-0.072177,
0.775,-56.4953,-5.2,1.969,-0.066755,
0.78,-56.8346,-5.2,-2.946,-0.066133,
0.785,-57.163,-5.2,2.008,-0.062933,
0.79,-57.4859,-5.2,1,-0.062399,
0.795,-57.8002,-5.2,1.302,-0.060177,
0.8,-58.1072,-5.2,-1.81,-0.060711,
0.805,-58.4106,-5.2,0.104,-0.059199,
0.81,-58.7035,-5.2,0.047,-0.058044,
0.815,-58.9843,-5.2,-1.33,-0.058577,
0.82,-59.2504,-5.2,0.246,-0.050488,
0.825,-59.5165,-5.2,5.043,-0.049866,
0.83,-59.7796,-5.2,2.285,-0.052088,
0.835,-60.0396,-5.2,-0.473,-0.051022,
0.84,-60.2947,-5.2,1.404,-0.049866,
0.845,-60.5437,-5.2,-1.437,-0.049333,
0.85,-60.7836,-5.2,3.339,-0.046133,
0.855,-61.0143,-5.2,1.985,-0.048266,
0.86,-61.231,-5.2,1.682,-0.040177,
0.865,-61.4458,-5.2,-1.964,-0.044977,
0.87,-61.643,-5.2,-0.146,-0.039644,
0.875,-61.8395,-5.2,7.88,-0.034666,
0.88,-62.0238,-5.2,1.952,-0.033066,
0.885,-62.2069,-5.2,3.279,-0.036888,
0.89,-62.3772,-5.2,-0.977,-0.031999,
0.895,-62.5451,-5.2,0.68,-0.035288,
0.9,-62.7019,-5.2,-1.715,-0.030844,
0.905,-62.8551,-5.2,0.904,-0.035733,
0.91,-62.9931,-5.2,3.737,-0.027111,
0.915,-63.1316,-5.2,0.645,-0.025511,
0.92,-63.2592,-5.4,3.527,-0.023911,
0.925,-63.3825,-5.6,0.91,-0.021688,
0.93,-63.4862,-6.5,-2.879,-0.016266,
0.935,-63.5686,-6.4,-3.282,-0.016266,
0.94,-63.634,-6.3,3.194,-0.012,
0.945,-63.6999,-6.5,1.197,-0.015199,
0.95,-63.7646,-6.6,1.08,-0.013066,
0.955,-63.8329,-6.5,0.244,-0.014666,
0.96,-63.8976,-6.7,2.518,-0.010311,
