Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.2911,-5.2,7.845,0.026044,
0.005,-0.2038,-4.2,9.752,0.034666,
0.01,-0.1557,-4.1,-12.415,-0.017955,
0.015,-0.1557,-5.6,4.005,0.008088,
0.02,-0.1612,-5,-2.396,0.000533,
0.025,-0.1612,-5.2,0.119,-0.001155,
0.03,-0.163,-5.2,-0.822,-0.002755,
0.035,-0.1612,-5.2,3.62,-0.000622,
0.04,-0.1624,-5.2,0.247,0.000533,
0.045,-0.1624,-5.2,1.248,-0.001688,
0.05,-0.1648,-5.2,-4.306,-0.002666,
0.055,-0.1654,-5.1,2.525,0,
0.06,-0.1728,-5.3,-3.421,-0.001688,
0.065,-0.1843,-5.1,3.392,-0.001155,
0.07,-0.1904,-5.2,1.509,-0.001155,
0.075,-0.2007,-5.3,-3.233,-0.004266,
0.08,-0.2447,-5.5,-7.326,-0.013066,
0.085,-0.3362,-5.4,-3.271,-0.023288,
0.09,-0.4595,-5.3,0.112,-0.024977,
0.095,-0.6121,-5.2,4.25,-0.031466,
0.1,-0.7781,-5.3,-7.31,-0.0352,
0.105,-0.9496,-5.2,1.892,-0.029777,
0.11,-1.1187,-5.1,0.813,-0.029866,
0.115,-1.275,-5.1,3.911,-0.027733,
0.12,-1.43,-5.2,-1.119,-0.029866,
0.125,-1.5795,-5.2,0.72,-0.030399,
0.13,-1.7284,-5.3,-2.84,-0.032533,
0.135,-1.8902,-5.3,-0.153,-0.033066,
0.14,-2.0654,-5.3,-5.072,-0.038577,
0.145,-2.2582,-5.3,-0.394,-0.039022,
0.15,-2.4627,-5.3,-2.646,-0.039022,
0.155,-2.6812,-5.3,0.172,-0.043911,
0.16,-2.904,-5.2,-5.528,-0.048266,
0.165,-3.1274,-5.2,0.517,-0.044,
0.17,-3.3593,-5.2,-4.659,-0.048266,
0.175,-3.5992,-5.2,3.728,-0.047733,
0.18,-3.8506,-5.2,-5.503,-0.053688,
0.185,-4.1003,-5.2,0.732,-0.049955,
0.19,-4.3627,-5.3,-4.014,-0.055288,
0.195,-4.6325,-5.2,-0.296,-0.058044,
0.2,-4.9108,-5.2,-5.342,-0.057511,
0.205,-5.1983,-5.2,4.394,-0.057511,
0.21,-5.4931,-5.2,-3.78,-0.061333,
0.215,-5.7983,-5.2,-1.24,-0.064088,
0.22,-6.1077,-5.3,-2.113,-0.066133,
0.225,-6.4214,-5.2,2.957,-0.0656,
0.23,-6.74,-5.2,-3.842,-0.067822,
0.235,-7.0666,-5.2,1.841,-0.067288,
0.24,-7.4017,-5.3,-5.617,-0.071111,
0.245,-7.7441,-5.3,0.546,-0.071111,
0.25,-8.0975,-5.3,-4.438,-0.073777,
0.255,-8.4643,-5.2,2.376,-0.074311,
0.26,-8.8396,-5.2,-3.912,-0.077511,
0.265,-9.2199,-5.2,2.394,-0.076533,
0.27,-9.6001,-5.3,-0.837,-0.074844,
0.275,-9.9859,-5.2,1.046,-0.078133,
0.28,-10.3832,-5.3,-0.607,-0.0808,
0.285,-10.7854,-5.2,1.739,-0.0808,
0.29,-11.2005,-5.3,-0.946,-0.080888,
0.295,-11.621,-5.2,3.237,-0.083022,
0.3,-12.0513,-5.3,2.684,-0.085155,
0.305,-12.4804,-5.3,0.688,-0.085155,
0.31,-12.9107,-5.3,-1.077,-0.085155,
0.315,-13.3526,-5.3,4.007,-0.087377,
0.32,-13.7933,-5.4,-5.148,-0.092266,
0.325,-14.2419,-5.4,1.284,-0.090666,
0.33,-14.6929,-5.3,-2.348,-0.091644,
0.335,-15.1482,-5.3,-0.15,-0.093244,
0.34,-15.5956,-5.3,-1.75,-0.089511,
0.345,-16.0534,-5.3,2.046,-0.090577,
0.35,-16.5154,-5.4,-2.806,-0.092711,
0.355,-16.9878,-5.3,-0.749,-0.096533,
0.36,-17.4603,-5.3,0.23,-0.095555,
0.365,-17.9363,-5.3,-0.038,-0.0944,
0.37,-18.4173,-5.3,-3.079,-0.098755,
0.375,-18.8927,-5.3,-0.768,-0.092711,
0.38,-19.3707,-5.4,-5.532,-0.095022,
0.385,-19.8486,-5.3,-1.608,-0.096622,
0.39,-20.3277,-5.3,1.387,-0.096622,
0.395,-20.8032,-5.2,5.488,-0.093333,
0.4,-21.2792,-5.3,-4.17,-0.095466,
0.405,-21.7596,-5.3,-0.148,-0.098222,
0.41,-22.2381,-5.3,0.668,-0.0928,
0.415,-22.7319,-5.3,-2.87,-0.098222,
0.42,-23.2226,-5.3,2.24,-0.098755,
0.425,-23.7127,-5.4,0.425,-0.099822,
0.43,-24.1991,-5.4,0.707,-0.097066,
0.435,-24.6838,-5.4,0.829,-0.0944,
0.44,-25.172,-5.4,0.882,-0.096,
0.445,-25.6615,-5.4,2.364,-0.0976,
0.45,-26.1474,-5.4,-3.217,-0.097688,
0.455,-26.6412,-5.4,2.584,-0.099822,
0.46,-27.1325,-5.4,-0.653,-0.098755,
0.465,-27.6214,-5.4,2.977,-0.099288,
0.47,-28.1121,-5.4,1.896,-0.100888,
0.475,-28.6108,-5.4,0.978,-0.100355,
0.48,-29.1229,-5.3,0.708,-0.101511,
0.485,-29.6386,-5.4,2.298,-0.101955,
0.49,-30.1574,-5.4,-1.936,-0.105244,
0.495,-30.6823,-5.4,2.751,-0.107377,
0.5,-31.2048,-5.4,-2.141,-0.103644,
0.505,-31.7382,-5.3,-0.138,-0.108533,
0.51,-32.2637,-5.3,-2.508,-0.104711,
0.515,-32.7905,-5.3,-1.747,-0.104711,
0.52,-33.3135,-5.3,-0.213,-0.103644,
0.525,-33.8335,-5.3,1.18,-0.103022,
0.53,-34.3481,-5.3,-1.858,-0.102577,
0.535,-34.8644,-5.4,0.431,-0.100888,
0.54,-35.3887,-5.3,1.993,-0.103022,
0.545,-35.91,-5.3,0.758,-0.103111,
0.55,-36.433,-5.3,-0.279,-0.101955,
0.555,-36.9585,-5.3,0.349,-0.105777,
0.56,-37.4767,-5.3,-0.219,-0.103555,
0.565,-37.9955,-5.3,2.176,-0.101422,
0.57,-38.5107,-5.3,-0.26,-0.102044,
0.575,-39.024,-5.3,-3.037,-0.103644,
0.58,-39.5281,-5.2,1.241,-0.099288,
0.585,-40.0311,-5.3,-0.76,-0.100977,
0.59,-40.5303,-5.2,-0.061,-0.097066,
0.595,-41.0308,-5.2,3.592,-0.101422,
0.6,-41.527,-5.2,0.819,-0.096533,
0.605,-42.0263,-5.2,1.161,-0.098222,
0.61,-42.5231,-5.2,-2.432,-0.099822,
0.615,-43.0114,-5.2,-1.818,-0.101422,
0.62,-43.493,-5.2,7.542,-0.092266,
0.625,-43.9715,-5.2,-2.247,-0.097688,
0.63,-44.439,-5.2,1.022,-0.0944,
0.635,-44.9102,-5.3,1.563,-0.093866,
0.64,-45.3771,-5.2,1.387,-0.092711,
0.645,-45.8331,-5.3,-4.629,-0.093866,
0.65,-46.2865,-5.2,-0.802,-0.089511,
0.655,-46.7419,-5.2,-3.857,-0.090666,
0.66,-47.1948,-5.2,0.074,-0.093333,
0.665,-47.6427,-5.2,0.188,-0.089511,
0.67,-48.0907,-5.2,3.95,-0.087288,
0.675,-48.5424,-5.2,-1.611,-0.092266,
0.68,-48.9867,-5.2,2.778,-0.088977,
0.685,-49.4238,-5.3,-4.492,-0.088977,
0.69,-49.862,-5.2,1.506,-0.087377,
0.695,-50.2886,-5.3,-0.668,-0.0824,
0.7,-50.7153,-5.2,0.949,-0.084088,
0.705,-51.1382,-5.2,-4.136,-0.085155,
0.71,-51.5557,-5.2,3.699,-0.084088,
0.715,-51.9659,-5.2,-4.592,-0.082488,
0.72,-52.3699,-5.2,0.56,-0.078133,
0.725,-52.7679,-5.2,2.967,-0.074311,
0.73,-53.1744,-5.2,4.581,-0.078666,
0.735,-53.5687,-5.3,-0.598,-0.080355,
0.74,-53.9574,-5.2,1.674,-0.075377,
0.745,-54.3505,-5.3,-0.194,-0.078666,
0.75,-54.735,-5.2,0.52,-0.078133,
0.755,-55.1116,-5.2,-0.281,-0.0776,
0.76,-55.4797,-5.3,-0.8,-0.073244,
0.765,-55.8379,-5.3,1.542,-0.069422,
0.77,-56.1926,-5.3,1.932,-0.068355,
0.775,-56.5356,-5.3,2.292,-0.066755,
0.78,-56.8713,-5.3,2.225,-0.066755,
0.785,-57.1996,-5.3,0.14,-0.065066,
0.79,-57.5225,-5.3,1.116,-0.061866,
0.795,-57.8362,-5.3,0.67,-0.061777,
0.8,-58.1353,-5.3,-0.671,-0.056444,
0.805,-58.4319,-5.3,-1.54,-0.055822,
0.81,-58.7237,-5.3,-0.02,-0.055377,
0.815,-59.0167,-5.3,-0.142,-0.057511,
0.82,-59.298,-5.2,0.966,-0.053155,
0.825,-59.5715,-5.3,-1.517,-0.054844,
