Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0.85,-60.8062,-5.2,1.684,-0.044533,
0.855,-61.0387,-5.2,-4.284,-0.046666,
0.86,-61.2591,-5.2,-1.255,-0.042844,
0.865,-61.4733,-5.2,1.325,-0.041777,
0.87,-61.6643,-5.2,-0.824,-0.036888,
0.875,-61.8566,-5.3,0.887,-0.031999,
0.88,-62.047,-5.2,-1.401,-0.038488,
0.885,-62.2259,-5.3,-3.398,-0.035822,
0.89,-62.3937,-5.2,0.73,-0.031466,
0.895,-62.5603,-5.2,-4.596,-0.029244,
0.9,-62.7209,-5.2,0.399,-0.032622,
0.905,-62.8698,-5.3,-3.683,-0.029866,
0.91,-63.0138,-5.3,-2.201,-0.032533,
0.915,-63.1457,-5.3,-4.264,-0.026577,
0.92,-63.2769,-5.4,4.756,-0.021688,
0.925,-63.3923,-5.7,-0.396,-0.020622,
0.93,-63.4887,-6.5,3.785,-0.017333,
0.935,-63.5699,-6.5,-3.584,-0.017422,
0.94,-63.6394,-6.4,2.622,-0.009688,
0.945,-63.7188,-6.5,-5.88,-0.011911,
0.95,-63.7914,-6.5,4.006,-0.010311,
0.955,-63.8567,-6.6,-5.282,-0.010844,
0.96,-63.9172,-6.7,7.329,-0.006577,
0.965,-63.9678,-6.7,-3.093,-0.011377,
0.97,-64.0166,-6.6,0.279,-0.009155,
0.975,-64.0569,-6.6,-1.896,-0.010844,
0.98,-64.0881,-6.5,0.264,-0.006044,
0.985,-64.1058,-6.5,-3.5,-0.001155,
0.99,-64.1228,-6.5,7.946,0,
0.995,-64.132,-6.5,-2.294,-0.004888,
1,-64.132,-6.6,1.683,-0.002133,
1.005,-64.1772,-6.6,-1.673,-0.012,
1.01,-64.3102,-6.6,-3.934,-0.030933,
1.015,-64.5354,-6.6,-3.466,-0.052622,
1.02,-64.851,-6.7,-2.235,-0.069955,
1.025,-65.2611,-6.7,-2.249,-0.088977,
1.03,-65.7403,-6.9,-1.355,-0.100977,
1.035,-66.2896,-7.2,0.188,-0.112355,
1.04,-66.8853,-7.2,1.537,-0.120444,
1.045,-67.5036,-7.3,2.836,-0.124266,
1.05,-68.1377,-8.1,0.495,-0.126933,
1.055,-68.7701,-9.2,3.99,-0.126488,
1.06,-69.3774,-10.7,3.524,-0.119377,
1.065,-69.9493,-12.1,5.326,-0.109599,
1.07,-70.4522,-21.4,7.755,-0.088444,
1.075,-70.714,-33.5,13.559,-0.026577,
1.08,-70.7122,-32.9,3.494,0.008177,
1.085,-70.7,-31.7,-6.272,0.0016,
1.09,-70.7165,-32.3,2.517,-0.003288,
1.095,-70.7293,-33.7,2.113,-0.0016,
1.1,-70.7348,-34.4,-3.513,-0.004355,
1.105,-70.7531,-35.7,-5.768,-0.005955,
1.11,-70.7812,-37.5,0.102,-0.002222,
1.115,-70.7897,-37.7,5.79,0,
1.12,-70.7909,-37.4,-0.296,-0.003733,
1.125,-70.7903,-36.9,-1.184,-0.0016,
1.13,-70.7879,-36.6,1.771,0.004355,
1.135,-70.7915,-36.6,0.46,-0.002133,
1.14,-70.7928,-36.9,1.277,-0.001688,
1.145,-70.7879,-37,2.681,0.004355,
1.15,-70.7922,-37,0.377,0,
1.155,-70.7922,-36.7,-1.857,-0.001688,
1.16,-70.7934,-36.5,-0.074,-0.001688,
1.165,-70.7922,-36.4,-1.957,-0.002222,
1.17,-70.7934,-36.5,0.161,-0.001066,
1.175,-70.7915,-36.6,-0.116,0.001155,
1.18,-70.794,-36.6,1.943,0,
1.185,-70.7934,-36.4,-3.144,-0.003288,
1.19,-70.794,-36.4,1.341,-0.000533,
1.195,-70.7928,-36.5,1.001,0.000533,
1.2,-70.7928,-36.6,1.27,0.000533,
1.205,-70.7928,-36.7,0.132,0.000533,
1.21,-70.7934,-36.7,0.682,0,
1.215,-70.794,-36.6,-0.353,-0.000533,
1.22,-70.794,-36.5,-0.455,-0.001066,
1.225,-70.7934,-36.3,1.655,0.002133,
1.23,-70.7964,-36.4,4.621,0.002222,
1.235,-70.7934,-36.5,-3.331,0.001066,
1.24,-70.794,-36.6,3.864,0.0032,
1.245,-70.7946,-36.6,1.594,0.002133,
1.25,-70.7958,-36.6,0.866,0.002755,
1.255,-70.7983,-36.5,6.151,0.003733,
1.26,-70.7958,-36.5,7.95,0.005955,
1.265,-70.7958,-36.6,0.851,0.002755,
1.27,-70.8007,-36.7,0.493,-0.000533,
1.275,-70.8007,-36.7,-0.98,-0.001066,
1.28,-70.8007,-36.7,3.938,0.001066,
1.285,-70.7995,-36.6,2.764,0.001066,
1.29,-70.7995,-36.7,-2.816,0.0016,
1.295,-70.8031,-36.6,1.625,-0.000533,
1.3,-70.8031,-36.6,-0.248,-0.001066,
1.305,-70.797,-36.8,-0.328,0.005422,
1.31,-70.8031,-36.8,-0.97,0,
1.315,-70.805,-36.8,1.558,0,
1.32,-70.805,-36.8,-1.674,-0.004355,
1.325,-70.8062,-36.8,-0.863,-0.001066,
1.33,-70.8031,-36.8,1.626,0.001688,
1.335,-70.805,-36.9,0.464,0.000533,
1.34,-70.8031,-36.9,-0.837,0.001155,
1.345,-70.805,-36.9,-1.068,0.000533,
1.35,-70.8056,-36.9,0.17,0,
1.355,-70.8056,-36.8,-1.826,-0.000533,
1.36,-70.8056,-36.9,-0.144,-0.000533,
1.365,-70.8056,-36.9,5.341,0.006488,
1.37,-70.8068,-36.8,0.045,-0.001066,
1.375,-70.8062,-36.9,-1.301,-0.001066,
1.38,-70.8062,-36.9,5.38,0.004888,
1.385,-70.805,-36.9,1.089,0.001066,
1.39,-70.8062,-36.9,1.843,0.000533,
1.395,-70.805,-36.9,0.255,0.000533,
1.4,-70.805,-36.9,-0.055,0.0032,
1.405,-70.8062,-36.9,3.976,0.003822,
1.41,-70.8068,-37,1.857,-0.001066,
1.415,-70.8068,-36.9,1.18,-0.000533,
1.42,-70.8068,-36.9,1.587,0.002755,
1.425,-70.805,-36.9,1.094,0.000533,
1.43,-70.8111,-36.9,-3.848,-0.001688,
1.435,-70.805,-36.9,-0.465,0,
1.44,-70.8099,-36.9,0.703,-0.002755,
1.445,-70.8099,-36.9,-2.642,-0.003822,
1.45,-70.8092,-36.9,1.739,0.001688,
1.455,-70.8086,-36.9,3.979,0.002222,
1.46,-70.8147,-37,1.063,-0.002666,
1.465,-70.8099,-37,0.317,-0.001688,
1.47,-70.8105,-37,3.365,0.001066,
1.475,-70.8099,-37,9.285,0.0016,
1.48,-70.8135,-36.9,0.308,-0.002133,
1.485,-70.8086,-36.9,6.761,0.007644,
1.49,-70.805,-37,-0.198,0.004355,
1.495,-70.8123,-36.9,-0.352,-0.000533,
1.5,-70.8117,-37,1.963,0,
1.505,-70.8117,-37,3.802,0.002666,
1.51,-70.8153,-36.9,-1.021,-0.001066,
1.515,-70.8092,-36.9,-1.595,0.001688,
1.52,-70.8111,-37,1.875,0.001066,
1.525,-70.8111,-37.1,2.056,0,
1.53,-70.8166,-37,-0.033,-0.004888,
1.535,-70.8147,-37.1,-1.298,-0.002666,
1.54,-70.8123,-37,-0.818,0.0016,
1.545,-70.816,-37,2.3,-0.003288,
1.55,-70.8172,-37,-0.149,-0.002222,
1.555,-70.8172,-37,0.427,-0.001688,
1.56,-70.816,-37.1,-0.504,-0.000622,
1.565,-70.8172,-37.1,1.076,0,
1.57,-70.8172,-37.1,-1.918,-0.004355,
1.575,-70.816,-37.1,-5.019,-0.002222,
1.58,-70.8129,-37.2,1.527,0.003288,
1.585,-70.8172,-37.2,-2.956,-0.003822,
1.59,-70.8166,-37.2,-1.144,0.000533,
1.595,-70.8166,-37.2,-0.966,0.000533,
1.6,-70.8105,-36.9,5.208,0.005422,
1.605,-70.7989,-36.4,2.024,0.002133,
1.61,-70.7702,-34.2,5.175,0.008622,
1.615,-70.6988,-29.6,2.925,0.019466,
1.62,-70.5987,-24.1,-0.046,0.022755,
1.625,-70.4723,-18.7,0.678,0.028799,
1.63,-70.31,-14.5,2.677,0.037422,
1.635,-70.0683,-13.1,6.526,0.059644,
1.64,-69.6984,-12.1,10.574,0.089511,
1.645,-69.1808,-11.1,6.112,0.113955,
1.65,-68.5418,-10.3,3.515,0.135644,
1.655,-67.8319,-9.4,2.187,0.143822,
1.66,-67.0977,-8.5,-0.68,0.145955,
1.665,-66.3982,-7.5,-1.406,0.136711,
1.67,-65.7775,-6.7,-2.107,0.118844,
1.675,-65.2709,-6.2,-2.533,0.095466,
1.68,-64.8827,-6.3,-0.237,0.071644,
1.685,-64.6184,-6.6,-5.554,0.044,
1.69,-64.4598,-6.7,-5.36,0.021688,
1.695,-64.3987,-6.7,0.197,0.006488,
1.7,-64.3993,-6.4,8.033,0.004355,
1.705,-64.3987,-6.4,0.01,-0.0016,
1.71,-64.3975,-6.4,0.128,0.002133,
1.715,-64.3975,-6.4,1.975,0.003822,
1.72,-64.3963,-6.4,1.205,0.002666,
1.725,-64.3987,-6.5,1.184,0.001688,
1.73,-64.3975,-6.4,0.982,0,
1.735,-64.3969,-6.4,2.648,0.002133,
1.74,-64.3963,-6.4,-0.942,0,
1.745,-64.3975,-6.4,-0.997,0.001066,
1.75,-64.3993,-6.5,0.266,0.001688,
1.755,-64.3999,-6.5,-0.008,-0.000533,
1.76,-64.3969,-6.4,0.262,0.002666,
1.765,-64.3963,-6.4,-3.425,0.000533,
1.77,-64.3981,-6.5,1.373,0,
1.775,-64.3969,-6.5,0.185,0.000533,
1.78,-64.3987,-6.4,1.55,0.002755,
1.785,-64.4006,-6.4,-0.88,-0.001688,
1.79,-64.3993,-6.4,-0.647,0.000533,
1.795,-64.4006,-6.4,-1.41,0,
1.8,-64.3999,-6.5,-4.283,0,
1.805,-64.3969,-6.4,-2.99,0.000533,
1.81,-64.3975,-6.5,4.553,0.002755,
1.815,-64.3963,-6.4,-3.203,0.003822,
1.82,-64.3957,-6.4,4.275,0.003733,
1.825,-64.3981,-6.4,0.27,-0.000533,
1.83,-64.3957,-6.4,3.04,0.002666,
1.835,-64.3963,-6.4,4.45,0.004355,
1.84,-64.4018,-6.4,-0.632,-0.003822,
1.845,-64.3981,-6.4,1.357,0,
1.85,-64.3993,-6.5,0.737,0,
1.855,-64.3969,-6.5,0.139,0.0016,
1.86,-64.3975,-6.4,2.781,0.003822,
1.865,-64.3975,-6.4,3.543,0.003288,
1.87,-64.4012,-6.4,4.122,-0.001155,
1.875,-64.3993,-6.4,0.742,0.000533,
1.88,-64.4012,-6.4,-3.407,-0.001688,
1.885,-64.3987,-6.4,-2.365,0.001066,
1.89,-64.3963,-6.4,-3.274,0.000533,
1.895,-64.3975,-6.4,-3.785,0.002755,
1.9,-64.3987,-6.4,-3.873,-0.001066,
1.905,-64.3987,-6.4,1.127,0.002222,
1.91,-64.4006,-6.4,-3.429,-0.001155,
1.915,-64.3987,-6.4,-3.196,-0.000533,
1.92,-64.3957,-6.4,-3.884,0.0032,
1.925,-64.3975,-6.4,-1.48,0.002133,
1.93,-64.3993,-6.5,0.219,0.002222,
1.935,-64.3993,-6.5,-3.176,-0.001066,
1.94,-64.4006,-6.4,0.702,0,
1.945,-64.3975,-6.4,-3.433,0.001066,
1.95,-64.3975,-6.4,2.811,0.001066,
1.955,-64.3981,-6.4,-0.249,0,
1.96,-64.3975,-6.4,1.766,-0.001066,
1.965,-64.3957,-6.4,1.967,0.0032,
1.97,-64.3993,-6.5,-1.844,-0.0016,
1.975,-64.3969,-6.4,-0.105,0.003288,
1.98,-64.3963,-6.4,-1.59,0.0016,
1.985,-64.3951,-6.4,2.626,0.004888,
1.99,-64.3987,-6.4,3.804,0.000533,
1.995,-64.3993,-6.4,-1.117,0,
2,-64.3951,-6.4,3.663,0.002133,
2.005,-64.3987,-6.4,-1.542,-0.0016,
2.01,-64.3975,-6.4,-2.212,0,
2.015,-64.4012,-6.4,0.215,-0.002755,
2.02,-64.3987,-6.5,-4.397,-0.002666,
2.025,-64.3963,-6.4,4.24,0.001066,
2.03,-64.3963,-6.5,-0.625,0.0016,
2.035,-64.3987,-6.4,0.045,-0.0016,
2.04,-64.3975,-6.4,0.561,0,
2.045,-64.3987,-6.4,-0.965,0.001688,
2.05,-64.4006,-6.5,-4.465,-0.004888,
2.055,-64.3993,-6.4,-4.463,-0.002666,
2.06,-64.3987,-6.4,-3.472,-0.000533,
2.065,-64.3975,-6.4,-2.152,0.000533,
2.07,-64.3969,-6.4,-1.151,0.000533,
2.075,-64.3975,-6.4,-1.981,0.002133,
2.08,-64.3975,-6.5,-2.979,-0.000533,
2.085,-64.3951,-6.5,5.72,0.005422,
2.09,-64.3957,-6.4,0.982,0.002133,
2.095,-64.3951,-6.4,-2.039,0.001066,
2.1,-64.3969,-6.5,0.519,0.002133,
2.105,-64.3987,-6.4,-2.646,-0.002133,
2.11,-64.3975,-6.5,-1.064,0.000533,
2.115,-64.3975,-6.4,2.369,0.001066,
2.12,-64.3951,-6.4,-2.884,0,
2.125,-64.3975,-6.4,-4.619,-0.001066,
2.13,-64.3987,-6.5,-3.212,-0.000533,
2.135,-64.3981,-6.5,-4.056,-0.001066,
2.14,-64.3999,-6.5,0.158,-0.001066,
2.145,-64.3951,-6.4,0.891,0.002666,
2.15,-64.3957,-6.4,-1.931,0.000533,
2.155,-64.3951,-6.4,1.501,0.001066,
2.16,-64.3951,-6.5,-5.633,0.000533,
2.165,-64.3975,-6.4,0.309,-0.0016,
2.17,-64.4006,-6.4,-4.67,-0.004888,
2.175,-64.3957,-6.4,1.636,0.003733,
2.18,-64.3951,-6.4,-4.21,0,
2.185,-64.3957,-6.4,2.311,0,
2.19,-64.4006,-6.4,2.477,-0.002222,
2.195,-64.3981,-6.5,-1.363,0,
2.2,-64.4067,-6.5,-4.053,-0.009244,
2.205,-64.4201,-6.5,0.908,-0.005955,
2.21,-64.4781,-6.6,-4.548,-0.017955,
2.215,-64.6343,-6.7,-6.492,-0.042844,
2.22,-64.9023,-6.8,-4.926,-0.065155,
2.225,-65.2764,-7,-1.136,-0.084088,
2.23,-65.7409,-7.3,-4.075,-0.102577,
2.235,-66.2914,-7.1,-2.578,-0.115022,
2.24,-66.8987,-7.4,-2.992,-0.123111,
2.245,-67.5317,-8.1,-0.643,-0.127022,
2.25,-68.1786,-9.3,-0.837,-0.132355,
2.255,-68.8067,-10.6,2.321,-0.122044,
2.26,-69.414,-12.1,-0.129,-0.117777,
2.265,-69.9786,-13.4,2.752,-0.109066,
2.27,-70.4735,-22.4,4.586,-0.089511,
2.275,-70.7281,-34.6,9.813,-0.023911,
2.28,-70.7262,-33.8,6.094,0.008711,
2.285,-70.714,-32.4,-6.062,-0.0032,
2.29,-70.7299,-33.3,3.611,-0.003822,
2.295,-70.7458,-34.6,-1.008,-0.003822,
2.3,-70.7531,-35.3,-0.735,-0.002222,
2.305,-70.769,-36.7,-6.472,-0.009244,
2.31,-70.7928,-38.3,-4.595,-0.005422,
2.315,-70.7995,-38.5,-1.028,0,
2.32,-70.8013,-38.2,1.319,-0.002133,
2.325,-70.7983,-37.7,3.603,0.0032,
2.33,-70.7976,-37.3,-1.508,-0.0016,
2.335,-70.797,-37.3,3.47,0.006577,
2.34,-70.8044,-37.5,-0.932,-0.004355,
2.345,-70.8031,-37.8,4.586,0.001688,
2.35,-70.805,-37.7,1.69,-0.001688,
2.355,-70.805,-37.5,-2.564,-0.004355,
2.36,-70.7995,-37.3,-4.314,0,
2.365,-70.8044,-37.3,6.821,0.000533,
2.37,-70.805,-37.3,-1.967,-0.000533,
2.375,-70.8025,-37.4,0.769,0.002222,
2.38,-70.8031,-37.3,1.773,0.002755,
2.385,-70.805,-37.2,0.885,0,
2.39,-70.805,-37.1,1.894,0,
2.395,-70.8044,-37.3,0.292,0.001066,
2.4,-70.8056,-37.4,-1.246,-0.000533,
2.405,-70.8056,-37.5,-0.231,-0.000533,
2.41,-70.8056,-37.4,-0.616,-0.001066,
2.415,-70.805,-37.3,-0.209,0,
2.42,-70.805,-37.2,1.027,0.000533,
2.425,-70.805,-37.1,3.947,0.005422,
2.43,-70.805,-37.1,-0.055,0,
2.435,-70.805,-37.2,-0.223,0,
2.44,-70.8056,-37.3,-0.055,-0.000533,
2.445,-70.8099,-37.3,-0.112,-0.002755,
2.45,-70.8068,-37.2,0.154,-0.000533,
2.455,-70.8062,-37.2,-1.041,-0.0016,
2.46,-70.8056,-37.2,2.559,0.002666,
2.465,-70.8056,-37.2,4.215,0.004355,
2.47,-70.8092,-37.3,-4.904,-0.002666,
2.475,-70.8111,-37.4,-6.333,-0.000533,
2.48,-70.8062,-37.4,4.191,0.003288,
2.485,-70.8056,-37.3,-0.188,0.0032,
2.49,-70.8099,-37.2,0.411,-0.001155,
2.495,-70.8111,-37.2,-0.399,0,
2.5,-70.8099,-37.2,-1.167,0,
2.505,-70.8135,-37.2,-5.187,-0.0032,
2.51,-70.8147,-37.3,2.777,-0.001066,
2.515,-70.8062,-37.3,-1.028,0.003288,
2.52,-70.8099,-37.3,5.483,0.003733,
2.525,-70.8129,-37.3,2.089,0.000533,
2.53,-70.8153,-37.4,-2.669,-0.0048,
2.535,-70.8147,-37.4,-2.205,-0.001066,
2.54,-70.8135,-37.4,0.082,0.001066,
2.545,-70.8129,-37.4,1.202,-0.000533,
2.55,-70.8135,-37.4,5.026,0.002755,
2.555,-70.8129,-37.4,-0.057,0.002755,
2.56,-70.816,-37.4,0.837,0.000533,
2.565,-70.816,-37.4,5.518,0,
2.57,-70.8141,-37.3,2.861,0.002222,
2.575,-70.8111,-37.3,3.801,0.005422,
2.58,-70.8166,-37.4,-1.049,-0.001155,
2.585,-70.8166,-37.4,3.189,-0.001155,
2.59,-70.816,-37.5,4.062,-0.001155,
2.595,-70.8166,-37.5,0.765,-0.002755,
2.6,-70.8172,-37.5,-4.039,-0.002755,
2.605,-70.8141,-37.4,-0.35,0.001688,
2.61,-70.8166,-37.4,0.24,0,
2.615,-70.816,-37.5,-0.017,-0.001688,
2.62,-70.8166,-37.5,1.594,0.000533,
2.625,-70.816,-37.5,-1.974,-0.003288,
2.63,-70.8147,-37.4,-0.649,0.002222,
2.635,-70.8172,-37.4,-0.244,0,
2.64,-70.8172,-37.4,1.012,-0.002222,
2.645,-70.8172,-37.4,-0.376,-0.000533,
2.65,-70.816,-37.5,0.762,0.001066,
2.655,-70.8166,-37.5,0.865,0.001066,
2.66,-70.8166,-37.5,1.061,0.000533,
2.665,-70.8172,-37.5,0.379,-0.000533,
2.67,-70.8172,-37.5,1.321,0.001066,
2.675,-70.8172,-37.5,1.266,0.003822,
2.68,-70.8172,-37.5,-0.679,0,
2.685,-70.8166,-37.5,0.573,0.000533,
