Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3283,-5.1,-0.805,-0.004355,
0.005,-0.2245,-4.3,11.877,0.034222,
0.01,-0.1477,-5.6,-17.628,-0.014133,
0.015,-0.1617,-5.2,4.552,0.005422,
0.02,-0.163,-4.7,3.058,0.0016,
0.025,-0.1623,-5,-0.428,0.000622,
0.03,-0.166,-5.1,-2.272,-0.002666,
0.035,-0.1611,-5.1,3.07,0.002755,
0.04,-0.1654,-5.1,2.422,0.0016,
0.045,-0.166,-5.1,0.928,0.001066,
0.05,-0.1654,-5.1,-2.823,-0.000533,
0.055,-0.1666,-5.1,0.704,0.002755,
0.06,-0.1764,-5.2,-2.032,-0.002755,
0.065,-0.1873,-5.2,2.387,-0.001688,
0.07,-0.197,-5.2,-3.827,-0.005955,
0.075,-0.205,-5.2,3.326,-0.001066,
0.08,-0.2508,-5.4,-7.107,-0.013599,
0.085,-0.338,-5.4,-1.058,-0.020622,
0.09,-0.4619,-5.2,-1.029,-0.026577,
0.095,-0.6121,-5.2,2.845,-0.030933,
0.1,-0.7775,-5.1,1.447,-0.031999,
0.105,-0.9466,-5.1,1.172,-0.030933,
0.11,-1.115,-5.1,-4.484,-0.033066,
0.115,-1.2658,-5,4.185,-0.026044,
0.12,-1.4147,-5.1,1.22,-0.027644,
0.125,-1.5606,-5.1,1.115,-0.024977,
0.13,-1.715,-5.1,-3.452,-0.033688,
0.135,-1.8706,-5.2,-1.502,-0.034666,
0.14,-2.0409,-5.2,-0.711,-0.037955,
0.145,-2.2277,-5.2,3.643,-0.035288,
0.15,-2.4352,-5.2,-3.511,-0.046133,
0.155,-2.6464,-5.2,2.581,-0.040177,
0.16,-2.8777,-5.1,0.812,-0.046666,
0.165,-3.106,-5.1,4.046,-0.043466,
0.17,-3.3465,-5.2,-4.125,-0.052088,
0.175,-3.582,-5.2,2.474,-0.044444,
0.18,-3.8353,-5.2,-1.157,-0.053155,
0.185,-4.0783,-5.2,-1.217,-0.049955,
0.19,-4.3401,-5.1,0.176,-0.052622,
0.195,-4.6081,-5.1,4.243,-0.052088,
0.2,-4.8888,-5.2,-0.76,-0.059111,
0.205,-5.1757,-5.2,0.287,-0.055911,
0.21,-5.4705,-5.2,-1.9,-0.059199,
0.215,-5.7732,-5.2,3.38,-0.059644,
0.22,-6.0845,-5.2,-3.275,-0.064533,
0.225,-6.397,-5.2,2.177,-0.061333,
0.23,-6.7199,-5.2,0.54,-0.066222,
0.235,-7.0458,-5.2,-0.317,-0.062399,
0.24,-7.3864,-5.2,-0.875,-0.069511,
0.245,-7.7269,-5.2,2.029,-0.069422,
0.25,-8.0742,-5.2,0.63,-0.069955,
0.255,-8.4295,-5.2,0.434,-0.072177,
0.26,-8.7987,-5.2,-2.218,-0.075911,
0.265,-9.1796,-5.2,0.528,-0.075466,
0.27,-9.5653,-5.2,-3.095,-0.0792,
0.275,-9.9596,-5.2,-0.256,-0.078133,
0.28,-10.3643,-5.2,-1.597,-0.081422,
0.285,-10.7708,-5.2,0.854,-0.081422,
0.29,-11.1828,-5.2,-2.79,-0.084088,
0.295,-11.5954,-5.2,-0.368,-0.083555,
0.3,-12.0232,-5.2,-1.381,-0.087377,
0.305,-12.4474,-5.2,-1.789,-0.085155,
0.31,-12.8759,-5.2,2.842,-0.081955,
0.315,-13.3159,-5.3,6.361,-0.085155,
0.32,-13.7609,-5.2,-0.323,-0.087911,
0.325,-14.2034,-5.2,-1.981,-0.088444,
0.33,-14.6502,-5.2,-0.355,-0.088977,
0.335,-15.1018,-5.3,0.515,-0.088977,
0.34,-15.5633,-5.3,4.237,-0.0928,
0.345,-16.0296,-5.2,-0.868,-0.0928,
0.35,-16.4995,-5.2,0.325,-0.094933,
0.355,-16.9652,-5.2,0.306,-0.093866,
0.36,-17.4364,-5.2,-0.081,-0.095466,
0.365,-17.9088,-5.3,1.34,-0.095466,
0.37,-18.3831,-5.3,-1.659,-0.094933,
0.375,-18.8591,-5.3,0.159,-0.096533,
0.38,-19.334,-5.2,-0.071,-0.097155,
0.385,-19.8058,-5.2,1.438,-0.095466,
0.39,-20.2758,-5.3,-3.927,-0.0944,
0.395,-20.7506,-5.3,-0.595,-0.093866,
0.4,-21.2346,-5.3,-2.021,-0.0976,
0.405,-21.7223,-5.3,-1.79,-0.097688,
0.41,-22.2136,-5.2,-0.496,-0.100888,
0.415,-22.6989,-5.2,6.141,-0.0912,
0.42,-23.1908,-5.3,0.461,-0.097066,
0.425,-23.676,-5.3,-0.04,-0.0944,
0.43,-24.1625,-5.3,-1.573,-0.100355,
0.435,-24.6477,-5.4,-4.428,-0.098755,
0.44,-25.1348,-5.4,-4.583,-0.102577,
0.445,-25.6164,-5.4,0.404,-0.095555,
0.45,-26.1059,-5.3,1.547,-0.099911,
0.455,-26.5862,-5.3,-1.503,-0.096533,
0.46,-27.0781,-5.3,-1.644,-0.100888,
0.465,-27.578,-5.3,2.632,-0.099822,
0.47,-28.0816,-5.4,0.089,-0.102577,
0.475,-28.5906,-5.3,-0.343,-0.100355,
0.48,-29.1076,-5.2,-1.514,-0.102044,
0.485,-29.6215,-5.3,-2.833,-0.104177,
0.49,-30.1317,-5.3,-0.013,-0.103555,
0.495,-30.6487,-5.3,2.316,-0.105244,
0.5,-31.1638,-5.3,-1.657,-0.102488,
0.505,-31.6875,-5.3,-0.482,-0.106844,
0.51,-32.2155,-5.3,-1.53,-0.106933,
0.515,-32.7385,-5.3,-1.085,-0.101422,
0.52,-33.2641,-5.2,-2.067,-0.102044,
0.525,-33.7914,-5.3,-2.73,-0.106844,
0.53,-34.3157,-5.3,-0.871,-0.104177,
0.535,-34.8345,-5.2,-1.993,-0.100888,
0.54,-35.3521,-5.2,2.447,-0.100977,
0.545,-35.8751,-5.3,-0.624,-0.105777,
0.55,-36.3933,-5.3,4.601,-0.102488,
