Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1538,-5.1,-5.172,-0.002755,
0.005,-0.152,-5.1,-0.415,0.004266,
0.01,-0.1562,-5.1,0.312,-0.002133,
0.015,-0.1514,-5.1,0.047,0.0048,
0.02,-0.1587,-5.1,-2.882,-0.004355,
0.025,-0.1568,-5.1,-0.58,-0.0016,
0.03,-0.1575,-5.1,-0.491,-0.001155,
0.035,-0.1605,-5.1,-3.167,-0.002133,
0.04,-0.1599,-5.1,-0.141,-0.0016,
0.045,-0.1587,-5.1,3.191,0.0016,
0.05,-0.1648,-5.1,-3.796,-0.005955,
0.055,-0.1587,-5.1,0.661,0.005422,
0.06,-0.1678,-5.1,-8.436,-0.005422,
0.065,-0.1752,-5.1,2.16,-0.001688,
0.07,-0.177,-5.2,-2.91,-0.002755,
0.075,-0.1788,-5.2,1.825,0.001066,
0.08,-0.1928,-5.2,-1.878,-0.006044,
0.085,-0.252,-5.6,-1.318,-0.018488,
0.09,-0.3832,-5.4,-3.324,-0.030933,
0.095,-0.5571,-5.3,1.109,-0.034666,
0.1,-0.7567,-5.1,-1.63,-0.039555,
0.105,-0.9563,-5,3.796,-0.039022,
0.11,-1.1425,-5,-2.606,-0.035822,
0.115,-1.3042,-5,1.415,-0.029866,
0.12,-1.4586,-5,-0.13,-0.033066,
0.125,-1.5935,-5.1,2.298,-0.028177,
0.13,-1.7333,-5.2,0.078,-0.029333,
0.135,-1.8853,-5.2,-1.659,-0.032622,
0.14,-2.0556,-5.2,-2.534,-0.036977,
0.145,-2.2393,-5.2,5.715,-0.036355,
0.15,-2.448,-5.2,-3.275,-0.0472,
0.155,-2.6567,-5.2,1.275,-0.038488,
0.16,-2.8954,-5.1,-6.628,-0.052088,
0.165,-3.1304,-5.1,-0.832,-0.051555,
0.17,-3.369,-5.2,-1.54,-0.050933,
0.175,-3.6083,-5.1,2.87,-0.047733,
0.18,-3.8543,-5.2,-3.949,-0.055911,
0.185,-4.0953,-5.2,3.346,-0.045511,
0.19,-4.3566,-5.2,-2.167,-0.055377,
0.195,-4.6221,-5.2,0.866,-0.052088,
0.2,-4.9004,-5.1,-3.171,-0.056444,
0.205,-5.1787,-5.2,1.697,-0.055822,
0.21,-5.4711,-5.2,0.514,-0.061333,
0.215,-5.7647,-5.2,0.683,-0.059733,
0.22,-6.0747,-5.2,-4.286,-0.065066,
0.225,-6.3933,-5.1,1.732,-0.062399,
0.23,-6.7162,-5.2,-2.372,-0.066222,
0.235,-7.0452,-5.2,1.643,-0.063466,
0.24,-7.3833,-5.2,-2.084,-0.068888,
0.245,-7.7282,-5.3,0.012,-0.070044,
0.25,-8.0834,-5.2,-0.606,-0.071644,
0.255,-8.4465,-5.2,0.241,-0.073244,
0.26,-8.817,-5.2,-1.968,-0.076444,
0.265,-9.1979,-5.2,-1.241,-0.076533,
0.27,-9.583,-5.2,0.863,-0.075911,
0.275,-9.9724,-5.2,3.07,-0.074311,
0.28,-10.3734,-5.2,-0.686,-0.079733,
0.285,-10.7775,-5.2,3.392,-0.0792,
0.29,-11.1827,-5.2,-3.478,-0.084622,
0.295,-11.5886,-5.2,1.89,-0.080266,
0.3,-12.0128,-5.2,-0.138,-0.086222,
0.305,-12.4407,-5.2,5.156,-0.082488,
0.31,-12.8765,-5.2,-4.719,-0.0912,
0.315,-13.3165,-5.2,4.082,-0.087822,
0.32,-13.7633,-5.2,4.655,-0.090577,
0.325,-14.2125,-5.2,5.428,-0.086222,
0.33,-14.6685,-5.3,-6.418,-0.094933,
0.335,-15.1232,-5.3,4.304,-0.090044,
0.34,-15.5864,-5.2,-2.524,-0.096,
0.345,-16.0454,-5.2,2.37,-0.091644,
0.35,-16.5117,-5.2,-2.099,-0.092177,
0.355,-16.9786,-5.2,0.902,-0.093777,
0.36,-17.4346,-5.2,-1.029,-0.093333,
0.365,-17.8942,-5.2,1.884,-0.090044,
0.37,-18.3666,-5.3,-1.083,-0.092266,
0.375,-18.8445,-5.2,-0.391,-0.096622,
0.38,-19.3248,-5.2,-0.651,-0.095466,
0.385,-19.804,-5.2,0.947,-0.095555,
0.39,-20.2898,-5.2,-1.135,-0.100355,
0.395,-20.7732,-5.2,1.486,-0.096,
0.4,-21.2584,-5.2,-2.258,-0.095466,
0.405,-21.7449,-5.3,-0.64,-0.097155,
0.41,-22.2332,-5.2,0.792,-0.098222,
0.415,-22.7111,-5.2,5.253,-0.092266,
