Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3051,-5.2,-6.453,0.007022,
0.005,-0.2037,-4.5,11.29,0.037422,
0.01,-0.1568,-4.4,-14.088,-0.017333,
0.015,-0.1568,-5.5,4.774,0.009244,
0.02,-0.1648,-5,-0.928,-0.000533,
0.025,-0.1629,-5.2,1.423,0.000533,
0.03,-0.1648,-5.2,-0.422,-0.001688,
0.035,-0.1648,-5.2,4.274,0,
0.04,-0.1672,-5.2,-1.947,-0.002133,
0.045,-0.166,-5.2,0.843,-0.000533,
0.05,-0.1697,-5.2,-1.973,-0.001688,
0.055,-0.1672,-5.1,0.217,0.000533,
0.06,-0.1782,-5.2,-0.738,-0.004888,
0.065,-0.1866,-5.2,1.576,-0.002133,
0.07,-0.1952,-5.3,-0.522,-0.001066,
0.075,-0.2062,-5.3,2.502,-0.002222,
0.08,-0.2526,-5.4,-4.952,-0.013599,
0.085,-0.3398,-5.4,2.049,-0.0168,
0.09,-0.4625,-5.4,-4.286,-0.027644,
0.095,-0.6066,-5.3,-0.665,-0.030399,
0.1,-0.7701,-5.2,1.544,-0.030311,
0.105,-0.9416,-5.1,1.84,-0.0336,
0.11,-1.1083,-5.2,0.764,-0.035288,
0.115,-1.2621,-5.2,3.132,-0.029333,
0.12,-1.4153,-5.2,-1.379,-0.027644,
0.125,-1.5715,-5.2,-1.749,-0.033066,
0.13,-1.7253,-5.2,-1.266,-0.031999,
0.135,-1.8846,-5.3,3.363,-0.031999,
0.14,-2.0616,-5.3,-4.032,-0.0352,
0.145,-2.2515,-5.2,0.765,-0.036888,
0.15,-2.4553,-5.2,-3.307,-0.039555,
0.155,-2.6671,-5.2,6.6,-0.040177,
0.16,-2.8868,-5.3,-4.622,-0.042844,
0.165,-3.1108,-5.2,-2.383,-0.044977,
0.17,-3.3428,-5.3,-2.498,-0.050488,
0.175,-3.5802,-5.2,3.575,-0.046133,
0.18,-3.8353,-5.3,-7.16,-0.053688,
0.185,-4.088,-5.3,3.055,-0.0488,
0.19,-4.3541,-5.2,-5.002,-0.054222,
0.195,-4.6288,-5.3,3.385,-0.054844,
