Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1532,-5.2,-0.263,0.002666,
0.005,-0.1556,-5.1,3.657,0.0016,
0.01,-0.1568,-5.2,0.646,-0.0016,
0.015,-0.1556,-5.1,2.275,0.0016,
0.02,-0.1574,-5.2,-1.522,0,
0.025,-0.1556,-5.2,2.828,0.003288,
0.03,-0.1593,-5.2,-1.781,-0.002755,
0.035,-0.1574,-5.2,1.769,0.003822,
0.04,-0.1599,-5.2,0.618,-0.002222,
0.045,-0.1593,-5.1,-1.546,0.000533,
0.05,-0.1617,-5.1,1.002,0,
0.055,-0.1611,-5.2,2.641,0.002133,
0.06,-0.1684,-5.2,-6.091,-0.005422,
0.065,-0.1715,-5.1,2.323,0.002133,
0.07,-0.177,-5.2,-1.774,0.0016,
0.075,-0.18,-5.2,4.668,0.000533,
0.08,-0.194,-5.3,-5.278,-0.006044,
0.085,-0.2532,-5.6,-2.326,-0.017422,
0.09,-0.3917,-5.5,-1.329,-0.035288,
0.095,-0.5614,-5.3,-0.001,-0.033688,
0.1,-0.7579,-5.2,-1.062,-0.039555,
0.105,-0.9575,-5.1,2.361,-0.039555,
0.11,-1.14,-5,0.669,-0.034755,
0.115,-1.3011,-5,2.816,-0.028177,
0.12,-1.4513,-5.1,-2.547,-0.029333,
0.125,-1.5886,-5.2,1.405,-0.025511,
0.13,-1.7339,-5.2,-0.364,-0.031999,
0.135,-1.8816,-5.2,-0.179,-0.030933,
0.14,-2.0531,-5.2,0.927,-0.036355,
0.145,-2.2362,-5.2,1.056,-0.039111,
0.15,-2.4388,-5.2,-0.935,-0.041244,
0.155,-2.6592,-5.2,0.123,-0.045066,
0.16,-2.8874,-5.2,-4.962,-0.048266,
0.165,-3.1243,-5.2,0.844,-0.046666,
0.17,-3.358,-5.2,-4.069,-0.049333,
0.175,-3.5948,-5.2,-0.816,-0.046044,
0.18,-3.8469,-5.2,0.698,-0.054222,
0.185,-4.0947,-5.2,3.88,-0.047733,
0.19,-4.3547,-5.2,0.22,-0.053688,
0.195,-4.6184,-5.2,0.729,-0.051022,
0.2,-4.8955,-5.2,-1.203,-0.060799,
0.205,-5.1732,-5.2,0.368,-0.053155,
0.21,-5.4698,-5.2,-1.89,-0.063466,
0.215,-5.7652,-5.2,4.005,-0.058577,
0.22,-6.071,-5.2,-4.029,-0.063999,
0.225,-6.3817,-5.2,1.954,-0.061333,
0.23,-6.704,-5.2,-2.82,-0.065688,
0.235,-7.0317,-5.2,-0.857,-0.065066,
0.24,-7.3711,-5.2,1.762,-0.069422,
0.245,-7.7202,-5.2,-0.333,-0.072177,
0.25,-8.0773,-5.2,0.164,-0.073244,
0.255,-8.4422,-5.3,3.507,-0.071555,
0.26,-8.8158,-5.2,-2.929,-0.078133,
0.265,-9.1942,-5.2,2.087,-0.073244,
0.27,-9.5781,-5.2,1.302,-0.076444,
0.275,-9.9657,-5.2,0.209,-0.075466,
0.28,-10.3655,-5.2,-0.658,-0.081955,
0.285,-10.7634,-5.2,2.32,-0.0776,
0.29,-11.1724,-5.2,1.351,-0.079822,
0.295,-11.5917,-5.2,3.481,-0.083022,
0.3,-12.0152,-5.2,1.834,-0.085155,
0.305,-12.4358,-5.2,7.388,-0.080355,
0.31,-12.8667,-5.2,-0.569,-0.084622,
0.315,-13.3055,-5.3,3.419,-0.088444,
0.32,-13.7511,-5.3,-2.161,-0.087911,
0.325,-14.1936,-5.3,3.253,-0.084622,
0.33,-14.6514,-5.3,-1.771,-0.090666,
0.335,-15.1109,-5.3,2.765,-0.089511,
0.34,-15.5748,-5.2,1.298,-0.0928,
0.345,-16.0387,-5.3,-1.576,-0.095466,
0.35,-16.4995,-5.3,-1.191,-0.095466,
0.355,-16.9621,-5.3,-3.088,-0.0944,
0.36,-17.4303,-5.3,0.033,-0.092266,
0.365,-17.8972,-5.2,1.191,-0.091644,
0.37,-18.3599,-5.3,-1.765,-0.0912,
0.375,-18.8304,-5.3,-3.597,-0.0944,
0.38,-19.3077,-5.3,2.09,-0.096,
0.385,-19.7838,-5.3,2.451,-0.0944,
0.39,-20.266,-5.3,-0.398,-0.096622,
0.395,-20.7518,-5.3,-1.514,-0.096,
0.4,-21.245,-5.3,1.51,-0.098755,
0.405,-21.7308,-5.3,-1.689,-0.098222,
0.41,-22.2222,-5.2,-0.216,-0.099288,
0.415,-22.7043,-5.2,1.062,-0.096,
0.42,-23.1877,-5.3,0.579,-0.097066,
0.425,-23.6638,-5.2,2.422,-0.093866,
0.43,-24.1368,-5.3,0.928,-0.091111,
0.435,-24.6141,-5.4,0.59,-0.095466,
0.44,-25.1018,-5.4,-0.664,-0.103644,
0.445,-25.5913,-5.4,2.055,-0.099288,
0.45,-26.0863,-5.4,0.793,-0.101422,
0.455,-26.5892,-5.3,-0.643,-0.099822,
0.46,-27.0934,-5.3,-3.163,-0.101511,
0.465,-27.5951,-5.3,3.936,-0.099822,
0.47,-28.0974,-5.4,-0.903,-0.101422,
0.475,-28.6022,-5.3,0.336,-0.101511,
0.48,-29.1063,-5.3,1.053,-0.099822,
0.485,-29.6111,-5.3,2.12,-0.099288,
0.49,-30.1183,-5.3,0.309,-0.099822,
0.495,-30.6279,-5.3,1.749,-0.097066,
0.5,-31.1473,-5.3,-1.009,-0.101955,
0.505,-31.6728,-5.3,-2.712,-0.101422,
0.51,-32.2106,-5.3,1.788,-0.107466,
0.515,-32.7422,-5.3,-4.648,-0.107466,
0.52,-33.2738,-5.2,1.67,-0.103111,
0.525,-33.8005,-5.3,-3.051,-0.105244,
0.53,-34.3218,-5.3,1.594,-0.101511,
0.535,-34.8448,-5.2,0.751,-0.101955,
0.54,-35.3575,-5.3,0.032,-0.102488,
0.545,-35.8757,-5.3,2.447,-0.102488,
0.55,-36.3878,-5.3,0.018,-0.104711,
0.555,-36.9036,-5.3,-2.014,-0.106399,
0.56,-37.4181,-5.3,-3.543,-0.104177,
0.565,-37.9369,-5.2,1.566,-0.102044,
0.57,-38.4563,-5.2,-0.125,-0.104177,
0.575,-38.9757,-5.2,1.323,-0.103644,
0.58,-39.4896,-5.3,1.4,-0.100888,
0.585,-40.0005,-5.2,1.1,-0.100888,
0.59,-40.5058,-5.2,-2.422,-0.101422,
0.595,-41.0039,-5.2,0.553,-0.099288,
0.6,-41.4971,-5.2,-1.422,-0.097688,
0.605,-41.9902,-5.2,-4.476,-0.099822,
0.61,-42.4755,-5.2,-2.542,-0.099911,
0.615,-42.9552,-5.2,0.053,-0.093333,
0.62,-43.4368,-5.2,4.268,-0.092266,
0.625,-43.9183,-5.2,-2.879,-0.098222,
0.63,-44.3889,-5.2,0.621,-0.0928,
0.635,-44.8625,-5.2,0.606,-0.091111,
0.64,-45.3362,-5.2,1.1,-0.0944,
0.645,-45.8013,-5.2,-2.279,-0.093866,
0.65,-46.2621,-5.3,0.902,-0.0912,
0.655,-46.718,-5.2,-0.42,-0.091111,
0.66,-47.1678,-5.2,2.768,-0.085688,
0.665,-47.614,-5.2,1.426,-0.088977,
0.67,-48.0571,-5.2,1.411,-0.086222,
0.675,-48.4972,-5.2,1.225,-0.087377,
0.68,-48.936,-5.2,3.224,-0.085155,
0.685,-49.3755,-5.2,-0.535,-0.087377,
0.69,-49.8076,-5.2,2.729,-0.085155,
0.695,-50.241,-5.2,-0.852,-0.086311,
0.7,-50.6719,-5.2,2.554,-0.082488,
