Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1526,-5.1,-0.895,-0.001066,
0.005,-0.1556,-5.1,-1.068,0.001066,
0.01,-0.1562,-5.2,-4.801,-0.002133,
0.015,-0.1568,-5.1,2.617,-0.001066,
0.02,-0.155,-5.2,-1.258,0.0016,
0.025,-0.155,-5.1,1.212,0.002222,
0.03,-0.1568,-5.2,-5.253,-0.0016,
0.035,-0.1593,-5.1,-0.558,-0.002222,
0.04,-0.1562,-5.2,-3.523,0.001155,
0.045,-0.1593,-5.2,2.333,-0.0016,
0.05,-0.1593,-5.2,0.279,0.001066,
0.055,-0.1587,-5.1,4.898,0.004355,
0.06,-0.1672,-5.2,-7.428,-0.005955,
0.065,-0.1721,-5.2,6.054,0.002133,
0.07,-0.1752,-5.1,1.653,0.0016,
0.075,-0.1776,-5.1,6.076,0.000533,
0.08,-0.1813,-5.2,-2.256,-0.003288,
0.085,-0.1886,-5.2,1.475,-0.0016,
0.09,-0.244,-5.9,-9.114,-0.021155,
0.095,-0.4021,-5.6,-3.459,-0.037955,
0.1,-0.631,-5.3,-3.861,-0.048266,
0.105,-0.888,-5.1,4.272,-0.049955,
0.11,-1.129,-5,-3.206,-0.043911,
0.115,-1.3463,-4.9,4.279,-0.041777,
0.12,-1.5233,-5,0.339,-0.031999,
0.125,-1.6698,-5,7.085,-0.024444,
0.13,-1.7992,-5.2,0.1,-0.022222,
0.135,-1.9286,-5.2,4.092,-0.024444,
0.14,-2.0787,-5.3,-3.533,-0.031999,
0.145,-2.2454,-5.3,0.216,-0.038044,
0.15,-2.4328,-5.3,-3.699,-0.039644,
0.155,-2.6458,-5.2,6,-0.041244,
0.16,-2.8753,-5.2,-2.737,-0.0456,
0.165,-3.1206,-5.2,4.649,-0.0456,
0.17,-3.3715,-5.2,-2.489,-0.0456,
0.175,-3.6235,-5.1,4.122,-0.044444,
0.18,-3.8787,-5.2,-4.518,-0.051022,
0.185,-4.1198,-5.1,2.16,-0.047733,
0.19,-4.3676,-5.2,-1.864,-0.048888,
0.195,-4.6318,-5.2,6.169,-0.0488,
0.2,-4.9053,-5.2,-2.005,-0.056977,
0.205,-5.1903,-5.2,6.936,-0.055288,
0.21,-5.4906,-5.2,-5.11,-0.062933,
0.215,-5.7927,-5.2,1.804,-0.063466,
0.22,-6.1022,-5.2,-4.136,-0.063999,
0.225,-6.4202,-5.1,4.548,-0.061333,
0.23,-6.7431,-5.2,-2.39,-0.063555,
0.235,-7.0751,-5.2,0.174,-0.066755,
0.24,-7.4089,-5.2,-1.717,-0.069955,
0.245,-7.7459,-5.2,4.203,-0.066222,
0.25,-8.1005,-5.2,-4.02,-0.072177,
0.255,-8.4655,-5.2,1.187,-0.073777,
0.26,-8.8353,-5.2,-4.174,-0.073777,
0.265,-9.2168,-5.2,2.086,-0.075911,
0.27,-9.605,-5.3,-0.88,-0.080266,
0.275,-9.9901,-5.2,6.384,-0.073777,
0.28,-10.3893,-5.3,-2.332,-0.084088,
0.285,-10.7958,-5.2,-0.542,-0.084088,
0.29,-11.2023,-5.2,-2.322,-0.080355,
0.295,-11.6228,-5.2,-2.148,-0.085688,
0.3,-12.047,-5.2,-5.16,-0.086755,
0.305,-12.4718,-5.2,6.543,-0.081333,
0.31,-12.9046,-5.3,-6.166,-0.085244,
0.315,-13.3483,-5.2,2.171,-0.084622,
0.32,-13.792,-5.3,-0.746,-0.088977,
0.325,-14.2369,-5.3,1.27,-0.083466,
0.33,-14.6929,-5.3,1.692,-0.088977,
0.335,-15.147,-5.2,0.849,-0.087377,
0.34,-15.6084,-5.3,-2.147,-0.093866,
0.345,-16.0637,-5.2,-0.416,-0.088977,
0.35,-16.5258,-5.3,-0.613,-0.092266,
0.355,-16.9902,-5.3,-0.02,-0.095466,
0.36,-17.4566,-5.3,-0.32,-0.095022,
0.365,-17.929,-5.2,-1.289,-0.0944,
0.37,-18.4026,-5.3,1.08,-0.094933,
0.375,-18.8836,-5.3,1.803,-0.097688,
0.38,-19.3615,-5.3,-0.507,-0.096622,
0.385,-19.8388,-5.3,-3.545,-0.096622,
0.39,-20.3234,-5.2,-0.744,-0.100888,
0.395,-20.8007,-5.2,3.523,-0.093866,
0.4,-21.2877,-5.3,-1.17,-0.097066,
0.405,-21.7681,-5.2,0.591,-0.095466,
0.41,-22.2509,-5.2,-3.656,-0.097688,
0.415,-22.7276,-5.3,0.048,-0.095555,
0.42,-23.2109,-5.3,1.933,-0.098666,
0.425,-23.6992,-5.3,1.529,-0.097066,
0.43,-24.1832,-5.3,1.778,-0.095466,
0.435,-24.674,-5.3,2.495,-0.099288,
0.44,-25.1647,-5.4,-1.148,-0.098755,
0.445,-25.6548,-5.4,-2.628,-0.100888,
0.45,-26.1467,-5.4,-1.955,-0.098666,
0.455,-26.6442,-5.3,2.631,-0.099288,
0.46,-27.1373,-5.4,-1.66,-0.0976,
0.465,-27.6329,-5.3,1.03,-0.100888,
0.47,-28.1255,-5.3,0.327,-0.096533,
0.475,-28.6254,-5.3,1.091,-0.098755,
0.48,-29.1301,-5.4,-2.064,-0.103022,
0.485,-29.6398,-5.3,-0.886,-0.106311,
0.49,-30.1525,-5.3,-0.733,-0.103111,
0.495,-30.6762,-5.3,-4.669,-0.106933,
0.5,-31.198,-5.3,1.214,-0.105244,
0.505,-31.7315,-5.2,1.854,-0.109599,
0.51,-32.2625,-5.3,-3.257,-0.103644,
0.515,-32.7892,-5.2,0.286,-0.103644,
0.52,-33.3196,-5.3,3.279,-0.105244,
0.525,-33.8414,-5.3,-2.44,-0.108977,
0.53,-34.3596,-5.3,2.81,-0.100355,
0.535,-34.8735,-5.3,-1.081,-0.104088,
0.54,-35.3875,-5.3,-0.406,-0.104177,
0.545,-35.9063,-5.3,0.362,-0.102044,
0.55,-36.4281,-5.3,2.035,-0.102488,
0.555,-36.95,-5.3,-0.851,-0.102044,
0.56,-37.4736,-5.2,0.088,-0.104711,
0.565,-37.9961,-5.3,-0.646,-0.104711,
0.57,-38.5131,-5.2,-1.779,-0.104177,
0.575,-39.027,-5.2,-2.018,-0.102577,
0.58,-39.536,-5.2,2.631,-0.100888,
0.585,-40.0383,-5.2,-0.561,-0.100355,
0.59,-40.5394,-5.2,1.012,-0.099288,
0.595,-41.0357,-5.2,-3.368,-0.101511,
0.6,-41.5258,-5.2,2.328,-0.099288,
0.605,-42.0232,-5.2,1.192,-0.099288,
0.61,-42.5176,-5.2,2.897,-0.097688,
0.615,-43.0028,-5.2,-3.27,-0.096533,
0.62,-43.4942,-5.2,5.476,-0.096088,
0.625,-43.9696,-5.2,1.661,-0.096,
0.63,-44.4439,-5.2,4.884,-0.090666,
0.635,-44.9169,-5.2,3.116,-0.095466,
0.64,-45.382,-5.2,3.577,-0.092266,
0.645,-45.8416,-5.2,-1.229,-0.092266,
0.65,-46.2999,-5.2,1.269,-0.091111,
0.655,-46.7492,-5.2,1.564,-0.088977,
0.66,-47.1929,-5.2,1.347,-0.086844,
0.665,-47.6384,-5.2,-0.493,-0.086755,
0.67,-48.087,-5.2,3.506,-0.088977,
0.675,-48.5326,-5.2,-2.738,-0.091111,
0.68,-48.9812,-5.2,-0.397,-0.091644,
0.685,-49.4219,-5.2,-3.706,-0.088977,
0.69,-49.8613,-5.2,1.624,-0.086755,
0.695,-50.2953,-5.2,-1.747,-0.087911,
0.7,-50.7219,-5.2,0.059,-0.085155,
0.705,-51.1412,-5.3,-5.885,-0.085155,
0.71,-51.5569,-5.2,-0.055,-0.082488,
0.715,-51.9689,-5.2,-6.226,-0.083555,
0.72,-52.3778,-5.2,4.924,-0.084622,
0.725,-52.7752,-5.2,1.049,-0.080888,
0.73,-53.1707,-5.2,-0.358,-0.076533,
0.735,-53.5613,-5.2,-1.05,-0.078133,
0.74,-53.9513,-5.2,1.038,-0.076533,
0.745,-54.337,-5.2,2.865,-0.073155,
0.75,-54.7234,-5.2,-1.342,-0.078133,
0.755,-55.1012,-5.2,0.91,-0.073244,
