Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3246,-5.2,-0.077,-0.001688,
0.005,-0.2355,-4.2,8.694,0.030311,
0.01,-0.1489,-6,-19.494,-0.013599,
0.015,-0.1666,-5.1,3.832,0.006488,
0.02,-0.1666,-4.7,2.414,-0.001688,
0.025,-0.1629,-5,0.51,0.003822,
0.03,-0.1684,-5.1,0.721,-0.003822,
0.035,-0.1678,-5.1,4.493,0.003822,
0.04,-0.1696,-5.1,-0.882,-0.003733,
0.045,-0.1709,-5.2,-0.509,-0.001155,
0.05,-0.1733,-5.1,-0.503,-0.003288,
0.055,-0.169,-5.1,2.35,0.001688,
0.06,-0.18,-5.1,-0.743,-0.004888,
0.065,-0.1909,-5.2,1.325,-0.003288,
0.07,-0.1994,-5.1,-3.948,-0.005955,
0.075,-0.2092,-5.3,0.607,-0.0016,
0.08,-0.2513,-5.3,-1.935,-0.013511,
0.085,-0.3362,-5.3,-0.144,-0.017955,
0.09,-0.4582,-5.2,2.348,-0.024355,
0.095,-0.6035,-5.3,-2.04,-0.028177,
0.1,-0.7689,-5.1,-4.946,-0.037955,
0.105,-0.9343,-5.1,2.317,-0.029866,
0.11,-1.1003,-5.1,1.521,-0.034666,
0.115,-1.2547,-5.1,0.798,-0.027644,
0.12,-1.4061,-5.1,1.29,-0.029866,
0.125,-1.5581,-5.2,-0.044,-0.031466,
0.13,-1.7119,-5.2,-1.408,-0.032533,
0.135,-1.8779,-5.2,4.467,-0.031466,
0.14,-2.0537,-5.2,1.887,-0.037955,
0.145,-2.2423,-5.2,0.534,-0.037955,
0.15,-2.4498,-5.1,-2.103,-0.045066,
0.155,-2.661,-5.2,1.213,-0.042311,
0.16,-2.8752,-5.2,1.25,-0.041777,
0.165,-3.098,-5.2,-5.701,-0.045066,
0.17,-3.3373,-5.1,-0.857,-0.051555,
0.175,-3.5826,-5.2,-2.523,-0.053155,
0.18,-3.8274,-5.2,3.724,-0.047733,
0.185,-4.077,-5.2,-3.683,-0.049333,
0.19,-4.3382,-5.2,-4.274,-0.055288,
0.195,-4.605,-5.2,-0.389,-0.053244,
0.2,-4.8882,-5.1,-0.582,-0.057511,
0.205,-5.1671,-5.2,2.153,-0.052622,
0.21,-5.4619,-5.1,1.916,-0.058577,
0.215,-5.7585,-5.2,-1.441,-0.060177,
0.22,-6.0631,-5.1,-3.33,-0.065155,
0.225,-6.3756,-5.2,-1.54,-0.062933,
0.23,-6.6985,-5.2,-0.361,-0.065688,
0.235,-7.0305,-5.2,-2.498,-0.067288,
0.24,-7.3656,-5.2,-2,-0.068888,
0.245,-7.711,-5.2,0.604,-0.069955,
0.25,-8.0687,-5.2,-0.38,-0.073777,
0.255,-8.4349,-5.2,-0.311,-0.073777,
0.26,-8.8097,-5.1,-2.353,-0.078133,
0.265,-9.1844,-5.2,1.097,-0.072711,
0.27,-9.5671,-5.2,-2.314,-0.076444,
0.275,-9.9596,-5.2,0.717,-0.080888,
0.28,-10.3581,-5.2,-0.266,-0.083555,
0.285,-10.7579,-5.2,4.132,-0.078133,
0.29,-11.1699,-5.2,-4.028,-0.088977,
0.295,-11.5819,-5.1,1.329,-0.080888,
0.3,-12.0055,-5.2,0.335,-0.087911,
0.305,-12.426,-5.2,-0.293,-0.084088,
0.31,-12.8557,-5.2,1.326,-0.088444,
0.315,-13.2964,-5.2,3.765,-0.088444,
0.32,-13.745,-5.2,2.885,-0.090044,
0.325,-14.1966,-5.3,-0.318,-0.090044,
0.33,-14.6532,-5.2,-1.087,-0.0928,
0.335,-15.1097,-5.2,4.871,-0.086755,
0.34,-15.5699,-5.3,0.245,-0.093866,
0.345,-16.0301,-5.2,1.731,-0.090044,
0.35,-16.4964,-5.3,-4.124,-0.094933,
0.355,-16.9597,-5.2,0.153,-0.092266,
0.36,-17.4266,-5.2,1.478,-0.094933,
0.365,-17.888,-5.2,2.772,-0.090577,
0.37,-18.3543,-5.3,-2.167,-0.095466,
0.375,-18.8268,-5.3,-2.093,-0.096088,
0.38,-19.3053,-5.3,-0.785,-0.096088,
0.385,-19.7832,-5.3,-2.488,-0.0928,
0.39,-20.2666,-5.2,0.398,-0.096622,
0.395,-20.7536,-5.3,-3.48,-0.097066,
0.4,-21.2364,-5.2,3.994,-0.0944,
0.405,-21.729,-5.2,1.638,-0.097688,
0.41,-22.2136,-5.2,4.239,-0.093866,
0.415,-22.7025,-5.3,3.311,-0.097688,
0.42,-23.1841,-5.3,0.214,-0.097155,
0.425,-23.662,-5.2,1.815,-0.093333,
0.43,-24.1344,-5.4,-1.232,-0.090044,
0.435,-24.6105,-5.3,1.643,-0.093866,
0.44,-25.1018,-5.3,1.366,-0.100355,
0.445,-25.5888,-5.4,1.979,-0.095466,
0.45,-26.0832,-5.4,-1.971,-0.101955,
0.455,-26.5825,-5.3,0.609,-0.097155,
0.46,-27.0848,-5.3,3.738,-0.096533,
0.465,-27.5853,-5.4,3.677,-0.098222,
0.47,-28.0864,-5.4,-0.601,-0.100888,
0.475,-28.5906,-5.4,-1.09,-0.099911,
0.48,-29.0984,-5.3,-3.602,-0.100977,
0.485,-29.6056,-5.2,1.202,-0.100977,
0.49,-30.1091,-5.3,0.935,-0.100888,
0.495,-30.6175,-5.3,4.5,-0.0976,
0.5,-31.1382,-5.3,-3.203,-0.104711,
0.505,-31.6655,-5.3,-2.951,-0.107999,
0.51,-32.1916,-5.2,-0.872,-0.103022,
0.515,-32.7263,-5.3,-1.775,-0.105777,
0.52,-33.2573,-5.2,0.088,-0.104711,
0.525,-33.7901,-5.2,-5.475,-0.109599,
0.53,-34.3089,-5.2,-0.87,-0.100888,
0.535,-34.8332,-5.3,-3.716,-0.106311,
0.54,-35.3508,-5.3,-5.825,-0.105244,
0.545,-35.8653,-5.2,0.527,-0.100888,
0.55,-36.3768,-5.3,0.894,-0.101422,
0.555,-36.8907,-5.2,-1.307,-0.103644,
0.56,-37.4095,-5.3,-3.422,-0.104711,
0.565,-37.9265,-5.2,-0.152,-0.104177,
0.57,-38.4447,-5.3,2.01,-0.105244,
0.575,-38.9616,-5.2,0.67,-0.104088,
0.58,-39.4737,-5.2,0.436,-0.100888,
0.585,-39.9809,-5.2,0.094,-0.100888,
0.59,-40.4875,-5.2,-2.986,-0.101955,
0.595,-40.9898,-5.2,1.901,-0.098666,
0.6,-41.4903,-5.2,1.897,-0.102488,
0.605,-41.9737,-5.2,0.171,-0.095466,
0.61,-42.4602,-5.2,2.786,-0.098755,
