Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1532,-5.1,4.594,0.003822,
0.005,-0.152,-5,1.686,0.004888,
0.01,-0.1575,-5.2,-5.489,-0.002222,
0.015,-0.1556,-5,2.24,0.000533,
0.02,-0.1587,-5.2,-0.578,-0.002755,
0.025,-0.1568,-5,0.229,0.000622,
0.03,-0.1587,-5.2,-2.582,-0.000533,
0.035,-0.1568,-5.1,2.042,0.002755,
0.04,-0.1593,-5.2,-6.254,-0.0016,
0.045,-0.1587,-5,3,0.001066,
0.05,-0.1611,-5.1,-2.327,-0.0016,
0.055,-0.1599,-5.1,5.233,0.001066,
0.06,-0.1697,-5.1,-5.097,-0.003822,
0.065,-0.1745,-5.1,1.086,-0.000533,
0.07,-0.1758,-5.1,2.3,0.002133,
0.075,-0.1812,-5.1,1.409,-0.002133,
0.08,-0.1928,-5.2,-1.759,-0.000622,
0.085,-0.255,-5.5,-0.158,-0.015199,
0.09,-0.3936,-5.4,-4.369,-0.034222,
0.095,-0.573,-5.2,-1.795,-0.037955,
0.1,-0.775,-5.2,-2.08,-0.043911,
0.105,-0.9716,-5,-0.896,-0.040711,
0.11,-1.1559,-5,1.66,-0.035822,
0.115,-1.3134,-4.9,2.468,-0.031466,
0.12,-1.4623,-5.1,-0.632,-0.028177,
0.125,-1.6008,-5.2,3.733,-0.025422,
0.13,-1.7431,-5.1,-0.461,-0.027199,
0.135,-1.8956,-5.2,2.413,-0.028711,
0.14,-2.0659,-5.2,-2.036,-0.039022,
0.145,-2.2515,-5.2,1.965,-0.036888,
0.15,-2.459,-5.2,-1.864,-0.045066,
0.155,-2.6763,-5.2,-2.023,-0.045066,
0.16,-2.9088,-5.2,-4.187,-0.049333,
0.165,-3.1408,-5.1,6.737,-0.041244,
0.17,-3.3776,-5.2,-5.038,-0.047733,
0.175,-3.6174,-5.2,-0.231,-0.044444,
0.18,-3.8634,-5.2,-3.978,-0.0488,
0.185,-4.1143,-5.1,0.161,-0.048355,
0.19,-4.3743,-5.2,-5.881,-0.056977,
0.195,-4.6447,-5.2,6.057,-0.053777,
0.2,-4.926,-5.1,-5.164,-0.060177,
0.205,-5.2111,-5.1,4.529,-0.055911,
0.21,-5.504,-5.2,-0.649,-0.060711,
0.215,-5.8001,-5.1,1.918,-0.060266,
0.22,-6.1071,-5.1,-3.393,-0.063466,
0.225,-6.4141,-5.1,5.695,-0.058577,
0.23,-6.7333,-5.2,-1.488,-0.062399,
0.235,-7.0623,-5.2,3.798,-0.064088,
0.24,-7.3998,-5.2,-2.14,-0.066755,
0.245,-7.7501,-5.2,0.235,-0.068888,
0.25,-8.1066,-5.2,-3.828,-0.073244,
