Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.3222,-5.2,-5.589,0.005422,
0.005,-0.2233,-4.4,11.036,0.033155,
0.01,-0.1465,-5.4,-15.385,-0.012444,
0.015,-0.1612,-5.3,4.835,0.005955,
0.02,-0.1648,-4.9,-2.756,-0.003733,
0.025,-0.1624,-5.1,3.423,0.000533,
0.03,-0.1636,-5.2,-2.29,-0.002666,
0.035,-0.1655,-5.1,1.931,-0.001155,
0.04,-0.1667,-5.2,-4.326,-0.003288,
0.045,-0.1655,-5.2,1.187,-0.001688,
0.05,-0.1667,-5.2,-3.29,-0.003288,
0.055,-0.1679,-5.1,0.147,0.001066,
0.06,-0.1752,-5.1,-1.107,-0.0016,
0.065,-0.1855,-5.2,4.705,0.000533,
0.07,-0.1977,-5.2,-3.284,-0.004355,
0.075,-0.2038,-5.3,3.015,0,
0.08,-0.2502,-5.4,-5.847,-0.015199,
0.085,-0.3393,-5.4,0.249,-0.019022,
0.09,-0.4687,-5.4,-1.528,-0.027111,
0.095,-0.6188,-5.3,-0.503,-0.030311,
0.1,-0.7812,-5.2,-3.394,-0.033066,
0.105,-0.9509,-5.2,-5.599,-0.036355,
0.11,-1.112,-5.2,-3.124,-0.030399,
0.115,-1.2652,-5.2,0.488,-0.029866,
0.12,-1.4172,-5.2,-2.616,-0.030933,
0.125,-1.5679,-5.2,5.663,-0.025422,
0.13,-1.7279,-5.2,2.593,-0.032622,
0.135,-1.8884,-5.3,0.307,-0.036355,
0.14,-2.0635,-5.3,-3.878,-0.036266,
0.145,-2.2503,-5.2,4.24,-0.034133,
0.15,-2.4591,-5.2,-6.373,-0.043466,
0.155,-2.6635,-5.2,3.156,-0.034666,
0.16,-2.8906,-5.2,-5.495,-0.048266,
0.165,-3.1158,-5.2,2.45,-0.044533,
0.17,-3.3569,-5.2,-5.635,-0.052088,
0.175,-3.5961,-5.2,3.528,-0.0472,
0.18,-3.8446,-5.2,-5.194,-0.053777,
0.185,-4.0875,-5.2,4.383,-0.047733,
0.19,-4.3493,-5.2,-1.604,-0.057511,
0.195,-4.6142,-5.2,2.88,-0.052622,
0.2,-4.898,-5.2,-3.033,-0.058577,
0.205,-5.1812,-5.2,3.766,-0.052622,
0.21,-5.4803,-5.2,0.688,-0.060266,
0.215,-5.7806,-5.2,3.682,-0.059111,
0.22,-6.0888,-5.2,-6.553,-0.062933,
0.225,-6.4019,-5.2,1.745,-0.060177,
0.23,-6.7266,-5.3,-2.807,-0.065066,
0.235,-7.0538,-5.2,3.158,-0.065155,
0.24,-7.387,-5.2,-1.589,-0.066666,
0.245,-7.7294,-5.2,1.923,-0.066666,
0.25,-8.0847,-5.3,-2.212,-0.072177,
0.255,-8.4454,-5.2,2.359,-0.071111,
0.26,-8.8177,-5.3,-3.802,-0.076,
0.265,-9.1979,-5.2,-0.194,-0.075377,
0.27,-9.5806,-5.2,-1.207,-0.074844,
0.275,-9.9682,-5.2,4.083,-0.075911,
0.28,-10.3643,-5.2,-3.943,-0.0808,
0.285,-10.7672,-5.2,2.98,-0.078133,
0.29,-11.1804,-5.3,-5.113,-0.082488,
0.295,-11.6021,-5.2,5.158,-0.079733,
0.3,-12.0306,-5.2,0.039,-0.084088,
0.305,-12.4591,-5.2,2.589,-0.085244,
0.31,-12.8942,-5.3,-8.678,-0.093244,
0.315,-13.3276,-5.3,3.254,-0.085777,
0.32,-13.7725,-5.3,-1.572,-0.092177,
0.325,-14.2217,-5.3,3.045,-0.088355,
0.33,-14.6691,-5.3,-3.892,-0.090044,
0.335,-15.1245,-5.4,-1.445,-0.0928,
0.34,-15.581,-5.3,0.186,-0.093333,
0.345,-16.0369,-5.3,0.569,-0.091644,
0.35,-16.5002,-5.4,-2.973,-0.0944,
0.355,-16.9659,-5.3,0.489,-0.092266,
0.36,-17.4371,-5.3,-2.612,-0.093866,
0.365,-17.9107,-5.3,0.453,-0.093866,
0.37,-18.3905,-5.3,2.755,-0.096622,
0.375,-18.8702,-5.3,-1.919,-0.096622,
0.38,-19.3487,-5.3,0.842,-0.096,
0.385,-19.8248,-5.3,1.107,-0.093866,
0.39,-20.3045,-5.3,0.047,-0.095466,
0.395,-20.7842,-5.3,0.358,-0.094933,
0.4,-21.2676,-5.3,-0.766,-0.097066,
0.405,-21.7401,-5.2,6.12,-0.090666,
0.41,-22.218,-5.4,-3.281,-0.0944,
0.415,-22.7008,-5.3,1.544,-0.093866,
0.42,-23.1884,-5.4,-3.463,-0.097066,
0.425,-23.6761,-5.3,3.505,-0.096,
0.43,-24.1717,-5.3,3.414,-0.100888,
0.435,-24.6551,-5.4,1.756,-0.095466,
0.44,-25.1489,-5.4,-3.393,-0.097688,
0.445,-25.6365,-5.4,3.922,-0.093777,
0.45,-26.1315,-5.4,-4.211,-0.100888,
0.455,-26.6241,-5.4,-0.312,-0.099288,
0.46,-27.116,-5.4,2.056,-0.096,
0.465,-27.6098,-5.3,3.503,-0.098222,
0.47,-28.1036,-5.4,1.922,-0.097688,
0.475,-28.5967,-5.4,-1.718,-0.097066,
0.48,-29.1076,-5.4,-3.014,-0.102488,
0.485,-29.6179,-5.4,-1.663,-0.103111,
0.49,-30.1306,-5.3,0.097,-0.102577,
0.495,-30.6549,-5.3,2.985,-0.105333,
0.5,-31.1804,-5.3,-1.254,-0.107999,
0.505,-31.7095,-5.3,-0.322,-0.104088,
0.51,-32.2448,-5.3,0.3,-0.109066,
0.515,-32.7728,-5.3,-1.04,-0.104711,
0.52,-33.2958,-5.3,0.583,-0.103555,
0.525,-33.8183,-5.3,-2.979,-0.105244,
0.53,-34.3292,-5.4,1.557,-0.103111,
0.535,-34.8486,-5.4,3.902,-0.103111,
0.54,-35.3662,-5.3,-0.842,-0.106399,
0.545,-35.885,-5.3,3.542,-0.104711,
0.55,-36.4086,-5.3,2.159,-0.105777,
0.555,-36.9329,-5.3,0.867,-0.104711,
0.56,-37.4542,-5.3,0.827,-0.104711,
0.565,-37.9724,-5.3,1.278,-0.102577,
0.57,-38.4899,-5.2,0.243,-0.103555,
0.575,-39.0045,-5.3,3.115,-0.102044,
0.58,-39.5123,-5.3,-1.089,-0.101511,
0.585,-40.014,-5.2,-2.02,-0.100888,
0.59,-40.5114,-5.3,-2.567,-0.101422,
0.595,-41.0125,-5.3,-2.232,-0.101955,
0.6,-41.5075,-5.2,-1.645,-0.099822,
0.605,-42.0025,-5.2,-1.541,-0.099288,
0.61,-42.4993,-5.3,-1.011,-0.099822,
0.615,-42.9876,-5.2,-2.203,-0.0976,
0.62,-43.4692,-5.2,1.764,-0.092266,
0.625,-43.9501,-5.2,-4.577,-0.096,
0.63,-44.4219,-5.2,0.951,-0.090577,
0.635,-44.8937,-5.2,1.598,-0.092177,
0.64,-45.3576,-5.3,-0.504,-0.091644,
0.645,-45.8197,-5.2,-2.337,-0.091733,
0.65,-46.2762,-5.2,-2.519,-0.090577,
0.655,-46.7272,-5.3,-1.962,-0.088977,
0.66,-47.1752,-5.2,0.139,-0.087822,
0.665,-47.6245,-5.2,-1.328,-0.088977,
0.67,-48.07,-5.3,1.735,-0.088444,
0.675,-48.5174,-5.2,-2.863,-0.092266,
0.68,-48.9617,-5.2,1.953,-0.085688,
0.685,-49.4061,-5.2,0.581,-0.089511,
0.69,-49.8419,-5.2,3.767,-0.084622,
0.695,-50.2746,-5.3,-5.603,-0.086755,
0.7,-50.7043,-5.2,2.263,-0.084088,
0.705,-51.1267,-5.3,-2.43,-0.087377,
0.71,-51.5399,-5.2,2.387,-0.080888,
0.715,-51.9537,-5.2,-3.558,-0.085777,
0.72,-52.3522,-5.2,2.995,-0.076444,
0.725,-52.7532,-5.2,-5.321,-0.0824,
0.73,-53.1481,-5.2,4.657,-0.075377,
0.735,-53.5449,-5.3,1.071,-0.080355,
0.74,-53.9349,-5.2,0.24,-0.077066,
0.745,-54.3206,-5.3,4.409,-0.076444,
0.75,-54.7058,-5.2,-0.068,-0.074933,
0.755,-55.0884,-5.2,-1.749,-0.076444,
0.76,-55.4608,-5.2,-0.511,-0.071644,
0.765,-55.8221,-5.2,0.845,-0.071644,
0.77,-56.1767,-5.2,2.62,-0.068888,
0.775,-56.5222,-5.2,0.703,-0.067822,
0.78,-56.8591,-5.3,-1.925,-0.067822,
0.785,-57.1862,-5.3,-2.638,-0.064533,
0.79,-57.5097,-5.3,-1.116,-0.064533,
0.795,-57.8265,-5.2,1.643,-0.062399,
0.8,-58.128,-5.2,0.175,-0.060799,
0.805,-58.4228,-5.3,-1.773,-0.060799,
0.81,-58.7133,-5.3,1.378,-0.057511,
0.815,-59.0014,-5.3,-0.578,-0.057511,
0.82,-59.2803,-5.3,2.858,-0.052622,
0.825,-59.5574,-5.2,-2.887,-0.055822,
0.83,-59.8199,-5.3,-0.426,-0.051022,
0.835,-60.0793,-5.2,1.59,-0.052088,
0.84,-60.3295,-5.2,1.016,-0.049333,
0.845,-60.5688,-5.2,-0.949,-0.0472,
0.85,-60.8026,-5.3,-1.094,-0.047822,
0.855,-61.0302,-5.3,-3.045,-0.047733,
0.86,-61.2493,-5.3,-0.453,-0.043377,
0.865,-61.452,-5.3,1.17,-0.039111,
0.87,-61.6564,-5.3,2.972,-0.039022,
0.875,-61.8554,-5.3,-1.15,-0.038488,
0.88,-62.0404,-5.3,4.711,-0.035288,
0.885,-62.2265,-5.3,-5.106,-0.041244,
0.89,-62.395,-5.3,-0.237,-0.031999,
0.895,-62.5646,-5.3,-0.614,-0.031466,
0.9,-62.7197,-5.3,4.749,-0.031466,
0.905,-62.8686,-5.3,-1.87,-0.028711,
0.91,-62.9974,-5.3,1.176,-0.020622,
0.915,-63.1384,-5.4,-9.365,-0.030399,
0.92,-63.2653,-5.5,3.061,-0.021688,
0.925,-63.385,-5.8,1.857,-0.022844,
0.93,-63.4887,-6.6,5.487,-0.020088,
0.935,-63.5656,-6.5,0.418,-0.013511,
0.94,-63.6328,-6.4,4.267,-0.010844,
0.945,-63.7054,-6.5,0.245,-0.014666,
0.95,-63.7744,-6.6,-1.402,-0.010311,
0.955,-63.8415,-6.5,-1.008,-0.009777,
0.96,-63.9013,-6.7,3.349,-0.008711,
0.965,-63.952,-6.7,-3.368,-0.010844,
0.97,-63.9929,-6.6,4.787,-0.006577,
0.975,-64.0313,-6.6,-3.954,-0.010311,
0.98,-64.0588,-6.5,6.391,-0.004888,
0.985,-64.0795,-6.5,0.635,-0.003733,
0.99,-64.093,-6.5,0.706,-0.001155,
0.995,-64.1027,-6.5,-5.964,-0.004355,
1,-64.1052,-6.6,-4.584,-0.001688,
1.005,-64.1522,-6.7,-6.313,-0.015733,
1.01,-64.2797,-6.6,-2.57,-0.033066,
1.015,-64.5025,-6.6,-9.039,-0.049333,
1.02,-64.8272,-6.6,-3.171,-0.069955,
1.025,-65.2386,-6.6,-1.737,-0.086844,
1.03,-65.7244,-6.9,-3.314,-0.100355,
1.035,-66.275,-7.1,-2.395,-0.114488,
1.04,-66.8676,-7.3,-1.881,-0.121511,
1.045,-67.4847,-7.3,0.105,-0.125866,
1.05,-68.1085,-8,0.933,-0.124799,
1.055,-68.7359,-9,1.027,-0.122044,
1.06,-69.345,-10.4,3.437,-0.117688,
1.065,-69.9145,-11.9,1.456,-0.111199,
1.07,-70.4272,-20.6,4.97,-0.0944,
1.075,-70.7043,-33,15.723,-0.030399,
1.08,-70.708,-32.7,5.463,0.008088,
1.085,-70.6921,-31.1,-1.952,0,
1.09,-70.7073,-31.9,0.334,-0.003733,
1.095,-70.7208,-33.3,-0.136,0.0016,
1.1,-70.7275,-34,-2.796,-0.001066,
1.105,-70.7452,-35.3,-5.936,-0.009244,
1.11,-70.772,-37,5.246,-0.001066,
1.115,-70.783,-37.5,0.423,0,
1.12,-70.783,-37.1,-0.316,0,
1.125,-70.783,-36.8,0.924,0.000533,
1.13,-70.783,-36.4,0.265,0.003822,
1.135,-70.783,-36.4,-0.027,0,
1.14,-70.783,-36.6,-0.508,0.002222,
1.145,-70.783,-36.8,-0.245,0.001066,
1.15,-70.7879,-36.7,4.465,0.000533,
1.155,-70.7904,-36.5,-2.29,-0.002222,
1.16,-70.7885,-36.5,0.547,-0.001066,
1.165,-70.7879,-36.5,-0.004,-0.001066,
1.17,-70.7867,-36.5,3.718,0.003288,
1.175,-70.7904,-36.6,0.734,-0.001688,
1.18,-70.7879,-36.5,-2.303,0.002755,
1.185,-70.7879,-36.4,3.429,0.001066,
1.19,-70.7934,-36.3,2.024,0.000533,
1.195,-70.794,-36.5,2.48,0,
1.2,-70.7934,-36.6,-0.705,0.001066,
1.205,-70.794,-36.7,0.991,0,
1.21,-70.7946,-36.7,-0.647,-0.001066,
1.215,-70.7934,-36.6,1.041,0.000533,
1.22,-70.794,-36.5,-0.179,0.0016,
1.225,-70.7958,-36.4,0.851,-0.001066,
1.23,-70.7965,-36.5,-2.927,-0.001688,
1.235,-70.7977,-36.6,5.915,0.000533,
1.24,-70.7983,-36.7,0.528,-0.000533,
1.245,-70.7952,-36.8,-1.695,0.000533,
1.25,-70.7995,-36.7,-0.749,-0.001066,
1.255,-70.7946,-36.7,1.306,0.004355,
1.26,-70.8032,-36.6,1.102,-0.002222,
1.265,-70.8032,-36.7,0.222,-0.001066,
1.27,-70.7977,-36.7,4.106,0.001066,
1.275,-70.7989,-36.9,2.152,0.002755,
1.28,-70.7989,-36.9,3.411,0.003822,
1.285,-70.8007,-36.9,1.278,0.003288,
1.29,-70.8013,-36.8,6.768,0.002755,
1.295,-70.8032,-36.7,1.309,0,
1.3,-70.8026,-36.7,-4.032,-0.002222,
1.305,-70.805,-36.8,-1.01,-0.002133,
1.31,-70.8026,-36.8,0.669,0.002666,
1.315,-70.8032,-36.9,0.053,0.002133,
1.32,-70.8007,-36.9,-0.23,0.002222,
1.325,-70.805,-37,0.017,0.000533,
1.33,-70.805,-36.9,0.144,0.000533,
1.335,-70.8056,-37,0.312,0,
1.34,-70.805,-36.9,-1.299,0.000533,
1.345,-70.8056,-36.9,-0.186,0.000533,
1.35,-70.8099,-36.9,-1.483,-0.003822,
1.355,-70.8117,-36.9,-1.094,-0.004355,
1.36,-70.8056,-36.9,0.429,0.002755,
1.365,-70.805,-36.9,2.617,0.003288,
1.37,-70.8099,-36.9,0.982,-0.002755,
1.375,-70.8056,-36.9,2.484,0.002755,
1.38,-70.8099,-37,-0.126,-0.003822,
1.385,-70.8062,-37,0.4,0.004888,
1.39,-70.8062,-37.1,6.823,0.004355,
1.395,-70.8074,-37,-2.654,-0.001066,
1.4,-70.8117,-37.1,-1.55,-0.002133,
1.405,-70.8123,-37,-1.277,-0.001066,
1.41,-70.8117,-37,1.944,0.0016,
1.415,-70.8074,-37.1,-4.307,0.001688,
1.42,-70.8111,-37.1,-4.647,-0.002133,
1.425,-70.8111,-37.1,-3.223,-0.001066,
1.43,-70.8111,-37.1,2.041,0.002133,
1.435,-70.8099,-37.1,1.134,0.004888,
1.44,-70.8129,-37,-0.694,-0.0016,
1.445,-70.8074,-37,-0.79,0.004355,
1.45,-70.8129,-37.1,4.37,0.001688,
1.455,-70.8135,-37.1,2.062,0,
1.46,-70.8111,-37.1,4.449,0.0016,
1.465,-70.8111,-37.1,0.679,0.0016,
1.47,-70.8093,-37.1,-0.685,0.005422,
1.475,-70.8142,-37,-1.121,0.000533,
1.48,-70.8111,-37.1,-1.959,0.000533,
1.485,-70.8129,-37,-2.998,-0.000533,
1.49,-70.8135,-37.1,-0.524,0,
1.495,-70.8105,-37.1,3.392,0.002666,
1.5,-70.8129,-37.1,-0.142,-0.000533,
1.505,-70.8087,-37.1,-1.863,0.002133,
1.51,-70.8117,-37.1,-3.342,0.002222,
1.515,-70.8129,-37.1,2.838,0.001688,
1.52,-70.8166,-37.1,-0.361,-0.002755,
1.525,-70.8184,-37.1,-0.88,-0.002133,
1.53,-70.8142,-37.2,-2.025,0.000533,
1.535,-70.8154,-37.1,3.766,0.000533,
1.54,-70.8135,-37.1,1.866,0.002222,
1.545,-70.8142,-37,5.762,0.002666,
1.55,-70.8129,-37.1,1.988,0.002755,
1.555,-70.8148,-37.1,-3.482,-0.001155,
1.56,-70.8184,-37.1,0.769,-0.0016,
1.565,-70.8135,-37.1,-0.768,-0.000533,
1.57,-70.8135,-37.1,-0.391,0.000622,
1.575,-70.8178,-37.1,2.969,-0.0016,
1.58,-70.8166,-37.1,4.577,0.0016,
1.585,-70.8172,-37.1,1.13,0.000533,
1.59,-70.8178,-37.2,1.596,-0.000533,
1.595,-70.816,-37.1,1.972,0,
1.6,-70.8117,-37.1,8.947,0.005422,
1.605,-70.7977,-36.4,-0.21,-0.001688,
1.61,-70.7775,-34.5,2.782,0.004355,
1.615,-70.7037,-29.7,2.56,0.018933,
1.62,-70.5993,-23.9,-0.7,0.021688,
1.625,-70.4717,-18.7,1.487,0.028266,
1.63,-70.3149,-14.7,0.794,0.037955,
1.635,-70.0927,-13,4.66,0.050488,
1.64,-69.7338,-12.1,6.632,0.084088,
