Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1544,-5.2,-0.167,0.000622,
0.005,-0.1551,-5.2,-1.224,0.000533,
0.01,-0.1532,-5.2,-5.607,0,
0.015,-0.1538,-5.1,2.301,0.002222,
0.02,-0.1538,-5.2,-0.22,0.001155,
0.025,-0.1551,-5.2,2.426,0.000533,
0.03,-0.1569,-5.2,-1.023,0,
0.035,-0.1551,-5.2,2.603,0.002133,
0.04,-0.1593,-5.2,-2.308,-0.000533,
0.045,-0.1569,-5.1,3.359,0.0016,
0.05,-0.1581,-5.2,-3.438,-0.001066,
0.055,-0.1605,-5.1,4.705,0.001688,
0.06,-0.1673,-5.2,-5.178,-0.003288,
0.065,-0.1734,-5.2,2.733,0.000533,
0.07,-0.1758,-5.2,-0.423,0.001066,
0.075,-0.18,-5.3,3.657,-0.000533,
0.08,-0.1934,-5.5,-5.624,-0.004888,
0.085,-0.2618,-5.6,0.504,-0.015733,
0.09,-0.3991,-5.5,-6.073,-0.032533,
0.095,-0.5712,-5.3,0.705,-0.032533,
0.1,-0.7677,-5.2,-0.605,-0.036888,
0.105,-0.9661,-5.1,4.751,-0.035288,
0.11,-1.1492,-5,3.242,-0.035288,
0.115,-1.3097,-5.1,6.041,-0.029777,
0.12,-1.4568,-5.2,-2.295,-0.033066,
0.125,-1.5911,-5.2,2.442,-0.026577,
0.13,-1.7333,-5.2,3.414,-0.029777,
0.135,-1.8737,-5.3,7.186,-0.023822,
0.14,-2.0428,-5.3,-3.99,-0.036888,
0.145,-2.2295,-5.3,1.153,-0.036355,
0.15,-2.4413,-5.3,0.724,-0.043377,
0.155,-2.6653,-5.2,5.917,-0.041244,
0.16,-2.8979,-5.2,-3.217,-0.048888,
0.165,-3.1335,-5.2,2.577,-0.047733,
0.17,-3.3715,-5.2,-0.664,-0.054222,
0.175,-3.6114,-5.2,5.867,-0.048888,
0.18,-3.8567,-5.2,0.666,-0.053688,
0.185,-4.0972,-5.2,7.276,-0.046133,
0.19,-4.3487,-5.3,-4.642,-0.053155,
0.195,-4.6124,-5.3,1.956,-0.054311,
0.2,-4.8876,-5.3,-3.298,-0.055822,
0.205,-5.1745,-5.2,1.784,-0.055377,
0.21,-5.4717,-5.2,-1.841,-0.061244,
0.215,-5.772,-5.2,5.334,-0.061244,
0.22,-6.0754,-5.2,-4.515,-0.062399,
0.225,-6.3873,-5.3,-0.365,-0.061866,
0.23,-6.7089,-5.2,-3.081,-0.063466,
0.235,-7.0385,-5.2,-2.607,-0.067288,
0.24,-7.3779,-5.3,-3.604,-0.071644,
0.245,-7.7227,-5.2,1.38,-0.068888,
0.25,-8.081,-5.2,0.013,-0.073244,
0.255,-8.4417,-5.2,1.65,-0.072177,
0.26,-8.8152,-5.2,-2.072,-0.075911,
0.265,-9.1967,-5.2,1.816,-0.0776,
0.27,-9.5763,-5.2,-3.319,-0.075377,
0.275,-9.9682,-5.2,1.5,-0.077066,
0.28,-10.3692,-5.3,-0.666,-0.080266,
0.285,-10.7745,-5.2,8.644,-0.076533,
0.29,-11.1883,-5.3,-7.441,-0.087377,
