Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1538,-5.2,-1.867,0.001066,
0.005,-0.1562,-5.1,2.74,-0.002133,
0.01,-0.1513,-5.2,-2.346,0.004888,
0.015,-0.1562,-5.1,3.836,-0.001066,
0.02,-0.1556,-5.2,-0.606,-0.000533,
0.025,-0.1568,-5.2,3.182,-0.001066,
0.03,-0.1574,-5.2,-2.931,-0.000533,
0.035,-0.1568,-5.1,2.757,0,
0.04,-0.1581,-5.2,-2.701,-0.001155,
0.045,-0.1605,-5.1,0.425,-0.001066,
0.05,-0.1605,-5.2,-5.524,-0.001066,
0.055,-0.1629,-5.1,0.76,-0.002666,
0.06,-0.1642,-5.2,-1.663,0.000533,
0.065,-0.1721,-5.1,3.673,0.000533,
0.07,-0.1727,-5.2,-2.766,0.0016,
0.075,-0.1806,-5.2,0.98,-0.002133,
0.08,-0.2025,-5.6,-5.211,-0.007022,
0.085,-0.277,-5.5,-3.447,-0.021155,
0.09,-0.4167,-5.5,-7.292,-0.029244,
0.095,-0.5907,-5.3,1.754,-0.035288,
0.1,-0.7811,-5.2,-4.386,-0.035822,
0.105,-0.974,-5.1,5.948,-0.034755,
0.11,-1.1534,-5.1,-2.246,-0.0336,
0.115,-1.3146,-5.1,3.083,-0.029333,
0.12,-1.4623,-5.1,0.236,-0.025511,
0.125,-1.6057,-5.1,5.294,-0.027111,
0.13,-1.7522,-5.2,-0.216,-0.029866,
0.135,-1.9036,-5.2,5.405,-0.030399,
0.14,-2.0757,-5.3,-3.946,-0.034222,
0.145,-2.2667,-5.2,2.244,-0.041777,
0.15,-2.4694,-5.3,-3.943,-0.044,
0.155,-2.6866,-5.2,0.031,-0.041777,
0.16,-2.9125,-5.2,0.574,-0.040711,
0.165,-3.1523,-5.2,4.79,-0.0488,
0.17,-3.3879,-5.2,-2.137,-0.046666,
0.175,-3.6357,-5.2,3.502,-0.051466,
0.18,-3.8787,-5.2,-7.612,-0.050488,
0.185,-4.1295,-5.2,1.928,-0.0504,
0.19,-4.3828,-5.3,-3.417,-0.052622,
0.195,-4.6526,-5.2,4.417,-0.055911,
0.2,-4.9242,-5.3,-5.38,-0.056444,
0.205,-5.2098,-5.2,2.054,-0.058044,
0.21,-5.5059,-5.3,-2.883,-0.059199,
0.215,-5.8123,-5.2,0.694,-0.064088,
0.22,-6.1199,-5.3,-0.695,-0.063466,
0.225,-6.433,-5.2,2.781,-0.062933,
0.23,-6.7516,-5.2,-0.614,-0.063466,
0.235,-7.0769,-5.2,0.391,-0.066222,
0.24,-7.4089,-5.3,-4.765,-0.0656,
0.245,-7.7562,-5.2,0.094,-0.071555,
0.25,-8.1108,-5.2,-2.607,-0.071555,
0.255,-8.4789,-5.2,2.363,-0.071111,
0.26,-8.8536,-5.2,-0.994,-0.073244,
0.265,-9.2382,-5.2,3.712,-0.0776,
0.27,-9.6239,-5.3,-0.905,-0.0792,
0.275,-10.0212,-5.2,-0.396,-0.0808,
0.28,-10.4161,-5.3,-1.613,-0.0792,
0.285,-10.8232,-5.2,-1.287,-0.081866,
0.29,-11.2316,-5.2,-2.751,-0.079822,
0.295,-11.6466,-5.3,2.746,-0.080266,
0.3,-12.0641,-5.3,-0.094,-0.080888,
0.305,-12.4919,-5.2,4.125,-0.084088,
0.31,-12.9106,-5.3,0.795,-0.083555,
0.315,-13.347,-5.3,-0.986,-0.087288,
0.32,-13.7883,-5.3,-3.326,-0.087822,
0.325,-14.2406,-5.3,1.524,-0.0928,
0.33,-14.6953,-5.3,1.632,-0.088977,
0.335,-15.1604,-5.3,1.417,-0.097688,
0.34,-15.6212,-5.3,-2.523,-0.0944,
0.345,-16.0894,-5.3,-0.963,-0.095555,
0.35,-16.5532,-5.3,-3.78,-0.092177,
0.355,-17.0207,-5.3,2.694,-0.090577,
0.36,-17.4895,-5.3,2.015,-0.093866,
0.365,-17.9619,-5.3,0.42,-0.093333,
0.37,-18.4313,-5.3,-1.308,-0.094933,
0.375,-18.8964,-5.3,0.485,-0.093333,
0.38,-19.3663,-5.3,1.001,-0.093244,
0.385,-19.8406,-5.4,-0.04,-0.093333,
0.39,-20.3234,-5.3,-1.514,-0.095555,
0.395,-20.8123,-5.3,3.479,-0.096088,
0.4,-21.3042,-5.3,-0.406,-0.099288,
0.405,-21.7955,-5.3,-1.019,-0.099822,
0.41,-22.2826,-5.3,-3.663,-0.098755,
0.415,-22.7715,-5.3,5.841,-0.100355,
0.42,-23.2567,-5.3,0.219,-0.100355,
0.425,-23.7334,-5.3,0.584,-0.097155,
0.43,-24.2082,-5.4,-2.77,-0.098133,
0.435,-24.688,-5.3,1.599,-0.096622,
0.44,-25.1598,-5.4,5.293,-0.090577,
0.445,-25.6481,-5.4,1.696,-0.098755,
0.45,-26.1406,-5.4,-1.826,-0.099822,
0.455,-26.6436,-5.4,1.597,-0.099288,
0.46,-27.144,-5.4,0.34,-0.100355,
0.465,-27.6494,-5.4,1.992,-0.100888,
0.47,-28.1523,-5.4,-0.774,-0.099822,
0.475,-28.6632,-5.4,-0.682,-0.105244,
0.48,-29.1674,-5.4,-2.092,-0.099822,
0.485,-29.6709,-5.3,-0.846,-0.099822,
0.49,-30.1824,-5.4,0.182,-0.101511,
0.495,-30.6957,-5.3,3.142,-0.102577,
0.5,-31.2151,-5.4,-4.541,-0.106311,
0.505,-31.7382,-5.3,-1.877,-0.107466,
0.51,-32.2728,-5.3,-1.226,-0.109599,
0.515,-32.8008,-5.3,-3.162,-0.108533,
0.52,-33.3312,-5.3,-2.448,-0.107999,
0.525,-33.8567,-5.3,0.957,-0.102577,
0.53,-34.3828,-5.3,1.006,-0.105244,
0.535,-34.8998,-5.3,2.841,-0.100888,
0.54,-35.4222,-5.3,2.228,-0.104711,
