Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.1593,-5.1,-0.515,-0.001155,
0.005,-0.1562,-5.1,1.581,0.0016,
0.01,-0.1599,-5.1,-2.9,-0.003288,
0.015,-0.1599,-5.1,2.454,-0.001688,
0.02,-0.158,-5.2,-1.876,0.002222,
0.025,-0.1617,-5.1,2.799,0.000533,
0.03,-0.1599,-5.1,0.367,0.000533,
0.035,-0.1568,-5.1,2.503,0.004888,
0.04,-0.1611,-5.1,-1.023,0.001066,
0.045,-0.1617,-5.1,2.089,-0.0016,
0.05,-0.1635,-5.1,0.625,-0.000533,
0.055,-0.1623,-5.1,0.374,0.003822,
0.06,-0.1696,-5.1,-5.563,-0.004355,
0.065,-0.1794,-5.1,-0.735,-0.004355,
0.07,-0.1812,-5.1,-1.595,-0.000533,
0.075,-0.1806,-5.1,1.785,0.0032,
0.08,-0.1982,-5.5,-4.804,-0.005955,
0.085,-0.2666,-5.5,-3.211,-0.019022,
0.09,-0.407,-5.4,-3.948,-0.032622,
0.095,-0.584,-5.2,2.029,-0.035822,
0.1,-0.7781,-5.1,-3.81,-0.039644,
0.105,-0.9691,-5,3.758,-0.035288,
0.11,-1.1491,-5,-0.842,-0.0352,
0.115,-1.3109,-5,0.657,-0.029866,
0.12,-1.4568,-5,1.88,-0.027199,
0.125,-1.5947,-5.1,6.042,-0.026577,
0.13,-1.7375,-5.2,-5.486,-0.033066,
0.135,-1.8889,-5.2,-0.728,-0.029866,
0.14,-2.0635,-5.2,0.41,-0.037511,
0.145,-2.2508,-5.2,0.804,-0.036888,
0.15,-2.4626,-5.2,-4.462,-0.046133,
0.155,-2.675,-5.1,3.25,-0.041244,
0.16,-2.9009,-5.1,-6.267,-0.050488,
0.165,-3.1188,-5.2,7.825,-0.040177,
0.17,-3.3482,-5.2,-2.7,-0.0488,
0.175,-3.5863,-5.2,1.435,-0.047733,
0.18,-3.8408,-5.2,-6.488,-0.054222,
0.185,-4.0947,-5.2,2.344,-0.051022,
0.19,-4.3602,-5.1,3.279,-0.054222,
0.195,-4.6294,-5.2,3.276,-0.052088,
0.2,-4.9132,-5.1,-2.103,-0.059733,
0.205,-5.1921,-5.2,4.82,-0.053155,
0.21,-5.4839,-5.1,-1.507,-0.056444,
0.215,-5.7866,-5.2,-0.996,-0.060799,
0.22,-6.0936,-5.1,-2.881,-0.063466,
0.225,-6.4085,-5.2,4.987,-0.062311,
0.23,-6.7253,-5.2,-0.64,-0.063466,
0.235,-7.0537,-5.1,4.77,-0.063999,
0.24,-7.3906,-5.2,-5.299,-0.069955,
0.245,-7.7373,-5.1,2.483,-0.068355,
0.25,-8.0931,-5.2,-0.335,-0.073244,
0.255,-8.4569,-5.2,1.227,-0.073244,
0.26,-8.8255,-5.1,-2.198,-0.072622,
0.265,-9.1966,-5.1,1.891,-0.072088,
0.27,-9.5775,-5.2,1.065,-0.075377,
0.275,-9.9718,-5.2,2.082,-0.0792,
0.28,-10.3709,-5.2,-2.88,-0.078666,
0.285,-10.7823,-5.2,4.28,-0.084088,
0.29,-11.1919,-5.2,0.898,-0.080355,
0.295,-11.6081,-5.2,-1.286,-0.081333,
0.3,-12.0348,-5.2,-1.961,-0.085777,
0.305,-12.4651,-5.2,2.144,-0.085244,
0.31,-12.8929,-5.2,-5.417,-0.084088,
0.315,-13.3312,-5.3,1.092,-0.084711,
0.32,-13.7828,-5.2,1.868,-0.090044,
0.325,-14.2284,-5.2,1.675,-0.090666,
0.33,-14.6794,-5.3,-0.549,-0.091111,
0.335,-15.1335,-5.2,4.131,-0.088977,
0.34,-15.5846,-5.2,-0.497,-0.090666,
0.345,-16.0429,-5.3,-0.05,-0.091644,
0.35,-16.5062,-5.2,-0.954,-0.093333,
0.355,-16.9786,-5.2,1.559,-0.096533,
0.36,-17.451,-5.3,-0.334,-0.096,
0.365,-17.9247,-5.3,0.973,-0.091733,
0.37,-18.3977,-5.3,-0.813,-0.093333,
0.375,-18.875,-5.2,0.672,-0.096088,
0.38,-19.3492,-5.2,2.221,-0.095466,
0.385,-19.8247,-5.2,3.76,-0.0944,
0.39,-20.3032,-5.2,-0.308,-0.097688,
0.395,-20.7787,-5.2,-1.243,-0.094933,
0.4,-21.2596,-5.2,2.581,-0.090577,
0.405,-21.7418,-5.2,5.734,-0.090577,
0.41,-22.2301,-5.2,-2.205,-0.100888,
0.415,-22.7123,-5.2,5.878,-0.092266,
0.42,-23.2018,-5.3,-2.397,-0.099822,
0.425,-23.6864,-5.2,-0.184,-0.098222,
0.43,-24.1698,-5.3,-1.282,-0.099822,
0.435,-24.652,-5.3,6.902,-0.093866,
0.44,-25.1457,-5.3,0.465,-0.101955,
0.445,-25.6285,-5.3,1.577,-0.096533,
0.45,-26.1235,-5.3,-0.973,-0.101422,
0.455,-26.6155,-5.3,0.783,-0.097155,
0.46,-27.1166,-5.3,0.437,-0.099911,
0.465,-27.6115,-5.2,1.089,-0.099822,
0.47,-28.1078,-5.4,-0.479,-0.099288,
0.475,-28.6119,-5.3,2.966,-0.098222,
0.48,-29.1185,-5.3,1.54,-0.101422,
0.485,-29.6312,-5.3,2.568,-0.100888,
0.49,-30.1457,-5.3,0.058,-0.104177,
0.495,-30.6615,-5.3,-1.279,-0.106933,
0.5,-31.1827,-5.3,1.563,-0.103644,
0.505,-31.707,-5.3,-5.069,-0.104711,
0.51,-32.2417,-5.2,2.532,-0.106933,
0.515,-32.7684,-5.2,0.716,-0.105777,
0.52,-33.2933,-5.2,-0.678,-0.106311,
0.525,-33.8146,-5.2,2.129,-0.103644,
0.53,-34.3291,-5.2,-1.895,-0.101511,
0.535,-34.8497,-5.2,5.235,-0.100888,
0.54,-35.3697,-5.3,1.914,-0.105244,
0.545,-35.891,-5.3,-0.329,-0.104177,
0.55,-36.4104,-5.2,-3.321,-0.106399,
0.555,-36.931,-5.2,0.784,-0.105244,
0.56,-37.4486,-5.2,0.701,-0.102577,
0.565,-37.968,-5.2,0.309,-0.104711,
0.57,-38.4801,-5.2,1.755,-0.102577,
0.575,-38.9946,-5.2,3.039,-0.103111,
0.58,-39.5036,-5.1,-0.518,-0.099822,
0.585,-40.0029,-5.2,1.304,-0.096533,
0.59,-40.5071,-5.2,-0.235,-0.102044,
0.595,-41.0082,-5.2,-2.933,-0.102577,
0.6,-41.5062,-5.2,1.327,-0.101422,
0.605,-42.0055,-5.2,-2.221,-0.102044,
0.61,-42.4913,-5.2,1.852,-0.093866,
0.615,-42.9851,-5.1,-2.777,-0.103111,
0.62,-43.4605,-5.2,0.94,-0.093244,
0.625,-43.9391,-5.2,-3.679,-0.098222,
0.63,-44.4084,-5.2,5.475,-0.092711,
0.635,-44.8821,-5.2,-1.355,-0.096622,
0.64,-45.3502,-5.2,-1.891,-0.095466,
0.645,-45.8104,-5.2,-2.724,-0.091644,
0.65,-46.2669,-5.2,2.097,-0.091111,
0.655,-46.7198,-5.2,-2.269,-0.090577,
0.66,-47.1727,-5.2,1.773,-0.090044,
0.665,-47.6225,-5.2,-3.825,-0.088977,
0.67,-48.0675,-5.2,3.702,-0.086311,
0.675,-48.5167,-5.2,-0.447,-0.091644,
0.68,-48.9574,-5.2,1.625,-0.084622,
0.685,-49.4005,-5.2,0.313,-0.089511,
0.69,-49.832,-5.2,1.655,-0.086755,
0.695,-50.2611,-5.2,-1.242,-0.086844,
0.7,-50.6859,-5.2,2.636,-0.079733,
0.705,-51.1156,-5.2,-2.281,-0.087377,
0.71,-51.5355,-5.2,0.453,-0.086222,
0.715,-51.9426,-5.1,-1.294,-0.081333,
0.72,-52.3497,-5.2,1.796,-0.0792,
0.725,-52.7446,-5.2,-0.775,-0.077066,
0.73,-53.1499,-5.2,2.457,-0.078666,
0.735,-53.5436,-5.2,-1.077,-0.078666,
0.74,-53.9372,-5.2,4.647,-0.075911,
0.745,-54.3236,-5.2,-0.044,-0.073244,
0.75,-54.7057,-5.2,1.57,-0.074933,
0.755,-55.0823,-5.2,-4.168,-0.0776,
0.76,-55.4515,-5.2,0.563,-0.071644,
0.765,-55.8171,-5.2,0.094,-0.073777,
0.77,-56.1693,-5.2,0.224,-0.069422,
0.775,-56.5166,-5.2,-0.329,-0.070577,
0.78,-56.8523,-5.2,-0.695,-0.066222,
0.785,-57.1837,-5.2,2.203,-0.064533,
0.79,-57.5066,-5.2,0.314,-0.061866,
0.795,-57.8215,-5.1,3.028,-0.062399,
0.8,-58.1206,-5.2,0.264,-0.058577,
0.805,-58.4172,-5.2,0.371,-0.058577,
0.81,-58.7138,-5.2,1.881,-0.058577,
0.815,-59.005,-5.2,-0.351,-0.058577,
0.82,-59.2827,-5.2,5.475,-0.053155,
0.825,-59.561,-5.2,1.753,-0.056444,
0.83,-59.8216,-5.2,-1.356,-0.051555,
0.835,-60.0804,-5.2,-1.979,-0.053688,
0.84,-60.327,-5.2,1.254,-0.049333,
0.845,-60.565,-5.2,-2.692,-0.046577,
0.85,-60.7976,-5.2,3.216,-0.042844,
0.855,-61.0301,-5.2,-3.154,-0.052622,
0.86,-61.2395,-5.2,1.526,-0.039644,
0.865,-61.4494,-5.2,-1.479,-0.040622,
0.87,-61.6509,-5.2,-0.072,-0.038577,
0.875,-61.8517,-5.2,-1.504,-0.038577,
0.88,-62.0445,-5.2,4.296,-0.037422,
