Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.299,-5.2,5.316,0.025511,
0.005,-0.2075,-4.3,11.455,0.037955,
0.01,-0.1514,-4.4,-11.852,-0.011911,
0.015,-0.1606,-5.4,3.454,0.005955,
0.02,-0.1606,-4.9,-0.614,-0.001155,
0.025,-0.1618,-5.1,0.574,-0.002222,
0.03,-0.1599,-5.3,-2.662,0.000622,
0.035,-0.1648,-5.1,4.102,-0.001066,
0.04,-0.1624,-5.2,-2.36,0.001066,
0.045,-0.1606,-5.1,1.823,0.004266,
0.05,-0.1648,-5.3,-4.499,0,
0.055,-0.1654,-5.1,1.822,0.001688,
0.06,-0.1728,-5.3,-4.282,-0.001155,
0.065,-0.1849,-5.1,4.117,-0.002222,
0.07,-0.1904,-5.2,-4.576,0.000533,
0.075,-0.2014,-5.3,3.776,-0.001155,
0.08,-0.249,-5.5,-4.481,-0.011466,
0.085,-0.3417,-5.3,1.324,-0.021155,
0.09,-0.4656,-5.4,-0.918,-0.023288,
0.095,-0.6158,-5.2,4.88,-0.027111,
0.1,-0.783,-5.2,-2.395,-0.0336,
0.105,-0.9472,-5.1,1.354,-0.029333,
0.11,-1.1114,-5.2,-1.673,-0.030399,
0.115,-1.2615,-5.1,6.56,-0.027644,
0.12,-1.416,-5.2,-1.481,-0.032088,
0.125,-1.5612,-5.2,3.836,-0.025511,
0.13,-1.7187,-5.3,-1.91,-0.032533,
0.135,-1.8884,-5.2,6.918,-0.030399,
0.14,-2.0703,-5.2,0.234,-0.038044,
0.145,-2.2717,-5.2,4.118,-0.041777,
0.15,-2.4774,-5.2,-4.402,-0.042933,
0.155,-2.6873,-5.3,3.552,-0.039022,
0.16,-2.9028,-5.2,-3.981,-0.046666,
0.165,-3.1255,-5.2,4.227,-0.043911,
0.17,-3.3569,-5.2,-3.331,-0.046666,
0.175,-3.598,-5.2,2.517,-0.047822,
0.18,-3.8476,-5.2,-5.12,-0.053688,
0.185,-4.0997,-5.2,5.459,-0.048355,
0.19,-4.3633,-5.3,-1.053,-0.051466,
0.195,-4.6386,-5.2,4.642,-0.052622,
0.2,-4.9194,-5.2,-3.264,-0.058577,
0.205,-5.2044,-5.2,2.535,-0.056444,
0.21,-5.4986,-5.2,-3.385,-0.060266,
0.215,-5.7971,-5.2,0.524,-0.059733,
0.22,-6.1059,-5.2,-1.801,-0.062933,
0.225,-6.4172,-5.2,1.556,-0.060799,
0.23,-6.7382,-5.3,-3.712,-0.0656,
0.235,-7.0648,-5.2,1.756,-0.065155,
0.24,-7.3962,-5.3,-1.099,-0.066222,
0.245,-7.738,-5.2,-0.292,-0.069511,
0.25,-8.0908,-5.3,-3.338,-0.072711,
0.255,-8.4588,-5.2,1.347,-0.071644,
0.26,-8.8354,-5.3,-2.935,-0.077066,
0.265,-9.2138,-5.2,3.728,-0.072711,
0.27,-9.6032,-5.2,-1.02,-0.077066,
0.275,-9.9969,-5.2,4.759,-0.076533,
0.28,-10.3997,-5.3,-3.625,-0.082488,
0.285,-10.808,-5.2,1.888,-0.081866,
0.29,-11.2182,-5.3,-1.242,-0.083022,
0.295,-11.6387,-5.2,3.179,-0.084088,
0.3,-12.0587,-5.3,-0.853,-0.083555,
0.305,-12.481,-5.2,3.965,-0.085688,
0.31,-12.904,-5.3,-3.799,-0.083022,
0.315,-13.3392,-5.3,5.253,-0.084622,
0.32,-13.778,-5.3,-2.601,-0.087911,
0.325,-14.2217,-5.3,3.883,-0.088977,
0.33,-14.6752,-5.3,1.476,-0.090044,
0.335,-15.1287,-5.3,3.511,-0.090044,
0.34,-15.5895,-5.3,0.384,-0.090577,
0.345,-16.0571,-5.3,0.603,-0.0944,
0.35,-16.5301,-5.3,-0.978,-0.096622,
0.355,-17.0037,-5.3,-0.21,-0.096533,
0.36,-17.4749,-5.3,0.684,-0.095466,
0.365,-17.9473,-5.3,-1.918,-0.093333,
0.37,-18.4216,-5.3,0.872,-0.095555,
