Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Force Control - Actual Acceleration(m/s^2),MC SW Overview - Actual Velocity(m/s),
0,-0.155,-5.2,-0.841,-0.0016,
0.005,-0.1532,-5.1,1.269,0.0016,
0.01,-0.1544,-5.1,-1.416,0,
0.015,-0.155,-5.2,-0.283,0.0016,
0.02,-0.1526,-5.2,-2.833,0.0016,
0.025,-0.1562,-5.1,-1.304,0.000533,
0.03,-0.1593,-5.1,-0.147,-0.001155,
0.035,-0.1562,-5.2,0.633,0.0016,
0.04,-0.1593,-5.1,-3.642,-0.002222,
0.045,-0.1562,-5.1,0.076,0.0016,
0.05,-0.1587,-5.1,-2.926,0.0016,
0.055,-0.1605,-5.1,2.499,0,
0.06,-0.166,-5.1,-6.556,-0.004888,
0.065,-0.1733,-5.2,-1.776,-0.000533,
0.07,-0.1751,-5.1,-2.949,-0.0016,
0.075,-0.1788,-5.2,1.01,0.000533,
0.08,-0.1818,-5.2,-0.903,0.001066,
0.085,-0.2287,-5.7,-1.681,-0.014577,
0.09,-0.3496,-5.5,-5.269,-0.029333,
0.095,-0.529,-5.4,-2.722,-0.037422,
0.1,-0.739,-5.2,-0.683,-0.042311,
0.105,-0.9514,-5,0.87,-0.038488,
0.11,-1.151,-4.9,1.949,-0.036355,
0.115,-1.3231,-5,3.601,-0.030933,
0.12,-1.4739,-5,-0.28,-0.028799,
0.125,-1.6057,-5,8.62,-0.021155,
0.13,-1.7375,-5.2,0.585,-0.027111,
0.135,-1.8822,-5.2,2.175,-0.028799,
0.14,-2.0439,-5.2,-3.983,-0.031999,
0.145,-2.2319,-5.2,0.219,-0.037955,
0.15,-2.4382,-5.2,-2.654,-0.044977,
0.155,-2.6549,-5.2,1.255,-0.042311,
0.16,-2.8917,-5.2,-3.018,-0.050488,
0.165,-3.1297,-5.2,3.35,-0.0504,
0.17,-3.3653,-5.1,-1.079,-0.0504,
0.175,-3.6028,-5.2,0.726,-0.0472,
0.18,-3.8518,-5.2,-2.444,-0.053155,
0.185,-4.0935,-5.1,4.729,-0.0472,
0.19,-4.3505,-5.2,-1.551,-0.055377,
0.195,-4.6092,-5.2,2.738,-0.052622,
0.2,-4.8863,-5.2,-1.318,-0.060711,
0.205,-5.1695,-5.2,3.072,-0.052088,
0.21,-5.4723,-5.2,-2.121,-0.065688,
0.215,-5.7738,-5.2,1.54,-0.058577,
0.22,-6.0863,-5.1,-2.405,-0.065155,
0.225,-6.4006,-5.2,1.325,-0.060711,
0.23,-6.7253,-5.1,-1.267,-0.067288,
0.235,-7.05,-5.1,0.443,-0.0656,
0.24,-7.387,-5.2,-4.053,-0.071644,
0.245,-7.7269,-5.2,0.819,-0.068888,
0.25,-8.0791,-5.2,-0.343,-0.072177,
0.255,-8.4422,-5.2,-1.533,-0.072622,
