Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.158,1.2,-0.001066,
0.002,-0.158,1.3,0.000622,
0.004,-0.1568,1.1,0,
0.006,-0.1599,1.1,-0.002755,
0.008,-0.1587,1.2,0,
0.01,-0.1593,1.2,0.002666,
0.012,-0.166,1.1,-0.003288,
0.014,-0.1599,1.1,0,
0.016,-0.1641,1.1,0,
0.018,-0.1684,1.1,-0.002133,
0.02,-0.1745,1.1,-0.0032,
0.022,-0.1776,1.2,0,
0.024,-0.1837,1.1,-0.003288,
0.026,-0.1861,1.1,-0.002666,
0.028,-0.1909,1,-0.005333,
0.03,-0.2031,0.6,-0.005955,
0.032,-0.2318,0.4,-0.015199,
0.034,-0.2806,0.3,-0.024355,
0.036,-0.3575,0.3,-0.041244,
0.038,-0.4534,0.2,-0.049422,
0.04,-0.5687,0.3,-0.057511,
0.042,-0.7066,0.4,-0.071022,
0.044,-0.8666,0.4,-0.083555,
0.046,-1.0381,0.5,-0.091733,
0.048,-1.2212,0.6,-0.096622,
0.05,-1.4171,0.7,-0.097688,
0.052,-1.6319,0.8,-0.109511,
0.054,-1.8541,0.8,-0.113955,
0.056,-2.0806,0.9,-0.117244,
0.058,-2.3125,1,-0.118311,
0.06,-2.5444,1.1,-0.116088,
0.062,-2.7788,1.1,-0.115555,
0.064,-3.0168,1.1,-0.119288,
0.066,-3.2616,1.1,-0.119911,
0.068,-3.5039,1.1,-0.120444,
0.07,-3.7462,1,-0.120444,
0.072,-3.9989,1,-0.127466,
0.074,-4.2565,0.9,-0.128088,
0.076,-4.5104,0.9,-0.130222,
0.078,-4.7789,0.9,-0.135644,
0.08,-5.0578,0.8,-0.138311,
0.082,-5.3386,0.8,-0.1432,
0.084,-5.6285,0.7,-0.144266,
0.086,-5.9343,0.8,-0.151911,
0.088,-6.2486,0.7,-0.156177,
0.09,-6.5727,0.6,-0.162222,
0.092,-6.9103,0.7,-0.167644,
0.094,-7.2582,0.7,-0.174222,
0.096,-7.614,0.6,-0.179555,
0.098,-7.979,0.7,-0.186133,
0.1,-8.3623,0.7,-0.191555,
0.102,-8.7535,0.7,-0.195822,
0.104,-9.1612,0.7,-0.201244,
0.106,-9.5799,0.8,-0.211555,
0.108,-10.0108,0.8,-0.217511,
0.11,-10.4521,0.8,-0.218577,
0.112,-10.9087,0.8,-0.227911,
0.114,-11.3732,0.8,-0.233866,
0.116,-11.8443,0.8,-0.235999,
0.118,-12.3277,0.9,-0.239199,
0.12,-12.8166,0.9,-0.245155,
0.122,-13.3147,0.9,-0.249599,
0.124,-13.8085,0.8,-0.248533,
0.126,-14.3053,0.8,-0.249599,
0.128,-14.8107,0.9,-0.253422,
0.13,-15.3179,0.7,-0.256088,
0.132,-15.8244,0.7,-0.254933,
0.134,-16.3439,0.6,-0.259911,
0.136,-16.8706,0.6,-0.263644,
0.138,-17.4077,0.6,-0.270222,
0.14,-17.9576,0.6,-0.275555,
0.142,-18.5161,0.5,-0.282666,
0.144,-19.088,0.6,-0.284266,
0.146,-19.6715,0.6,-0.293511,
0.148,-20.2684,0.6,-0.3016,
0.15,-20.8818,0.8,-0.310844,
0.152,-21.5032,0.8,-0.313066,
0.154,-22.1459,0.9,-0.320711,
0.156,-22.8014,0.9,-0.3304,
0.158,-23.4599,1,-0.328177,
0.16,-24.121,1.1,-0.332622,
0.162,-24.7765,1.1,-0.327733,
0.164,-25.4253,1,-0.326044,
