Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1562,1.1,0.001066,
0.002,-0.1599,1.1,0.000533,
0.004,-0.1593,1.1,-0.006577,
0.006,-0.1574,1.1,0.000533,
0.008,-0.158,1.1,-0.0016,
0.01,-0.1617,1.1,-0.002666,
0.012,-0.1617,1.1,-0.000533,
0.014,-0.1648,1.1,-0.006044,
0.016,-0.1623,1.1,0,
0.018,-0.166,1.1,-0.004355,
0.02,-0.1672,1.1,-0.002133,
0.022,-0.1764,1.1,-0.001688,
0.024,-0.1806,1.1,-0.001066,
0.026,-0.1843,1.1,-0.002755,
0.028,-0.1867,1,-0.0032,
0.03,-0.1964,1,-0.004355,
0.032,-0.2135,0.4,-0.010844,
0.034,-0.2532,0.3,-0.019022,
0.036,-0.3215,0.2,-0.034666,
0.038,-0.407,0.3,-0.0472,
0.04,-0.5156,0.3,-0.056977,
0.042,-0.6493,0.3,-0.066755,
0.044,-0.7964,0.4,-0.074311,
0.046,-0.9667,0.5,-0.086311,
0.048,-1.1467,0.6,-0.090044,
0.05,-1.3426,0.6,-0.098133,
0.052,-1.5495,0.8,-0.105244,
0.054,-1.7674,0.9,-0.111199,
0.056,-1.9927,0.9,-0.112888,
0.058,-2.2209,1,-0.115555,
0.06,-2.459,1,-0.112888,
0.062,-2.7001,1.1,-0.120444,
0.064,-2.9332,1.1,-0.120444,
0.066,-3.1798,1.1,-0.121511,
0.068,-3.4221,1,-0.123733,
0.07,-3.6638,1,-0.121511,
0.072,-3.9177,1,-0.124799,
0.074,-4.1686,1,-0.122133,
0.076,-4.4206,1,-0.125333,
0.078,-4.6886,0.8,-0.134044,
0.08,-4.9584,0.7,-0.135644,
0.082,-5.2397,0.8,-0.1448,
0.084,-5.5296,0.7,-0.147022,
0.086,-5.8275,0.8,-0.150844,
0.088,-6.1376,0.7,-0.158488,
0.09,-6.4623,0.7,-0.163911,
0.092,-6.79,0.7,-0.165955,
0.094,-7.133,0.7,-0.173066,
0.096,-7.4858,0.6,-0.177955,
0.098,-7.8502,0.6,-0.184444,
0.1,-8.2286,0.7,-0.191466,
0.102,-8.6168,0.7,-0.196355,
0.104,-9.0209,0.7,-0.205155,
0.106,-9.4335,0.7,-0.208355,
0.108,-9.8607,0.7,-0.215377,
0.11,-10.2995,0.8,-0.220799,
0.112,-10.7494,0.8,-0.224088,
0.114,-11.212,0.8,-0.228355,
0.116,-11.6893,0.8,-0.239288,
0.118,-12.1715,0.9,-0.243022,
0.12,-12.6604,0.9,-0.243111,
0.122,-13.1523,0.9,-0.250044,
0.124,-13.6498,0.8,-0.250666,
0.126,-14.1454,0.8,-0.248533,
0.128,-14.6501,0.8,-0.252266,
0.13,-15.1524,0.7,-0.251733,
0.132,-15.6645,0.6,-0.253866,
0.134,-16.1815,0.6,-0.258755,
0.136,-16.7064,0.6,-0.262044,
0.138,-17.2374,0.6,-0.266933,
0.14,-17.7849,0.6,-0.274488,
0.142,-18.3385,0.6,-0.278311,
0.144,-18.9061,0.6,-0.2848,
0.146,-19.4872,0.7,-0.291377,
0.148,-20.0762,0.7,-0.292977,
0.15,-20.6804,0.8,-0.303822,
0.152,-21.2999,0.8,-0.311911,
0.154,-21.9347,0.9,-0.318488,
0.156,-22.5829,0.9,-0.326666,
0.158,-23.2408,1,-0.327644,
0.16,-23.9049,1,-0.332,
0.162,-24.5592,1.1,-0.324977,
0.164,-25.2098,1,-0.326044,
0.166,-25.8513,1,-0.317422,
0.168,-26.4879,0.9,-0.318488,
0.17,-27.119,0.9,-0.314666,
0.172,-27.7434,0.6,-0.310844,
0.174,-28.3721,0.6,-0.3104,
0.176,-29.0099,0.5,-0.317422,
0.178,-29.6568,0.5,-0.322222,
0.18,-30.3124,0.3,-0.329333,
0.182,-30.9886,0.3,-0.337955,
0.184,-31.6838,0.3,-0.3488,
0.186,-32.4162,0.3,-0.366133,
0.188,-33.1676,0.4,-0.378133,
0.19,-33.9409,0.4,-0.388444,
0.192,-34.7295,0.6,-0.391733,
0.194,-35.5223,0.5,-0.395466,
0.196,-36.3207,0.6,-0.396622,
0.198,-37.1208,0.6,-0.399288,
0.2,-37.9228,0.5,-0.403644,
0.202,-38.7309,0.5,-0.405777,
0.204,-39.5506,0.6,-0.4096,
0.206,-40.3819,0.6,-0.416088,
0.208,-41.2291,0.6,-0.422044,
0.21,-42.0958,0.7,-0.433511,
0.212,-42.9753,0.8,-0.445955,
0.214,-43.8646,0.8,-0.448088,
0.216,-44.7545,0.9,-0.444355,
0.218,-45.634,0.9,-0.441066,
0.22,-46.5184,0.9,-0.439999,
0.222,-47.3955,0.9,-0.436177,
0.224,-48.2726,0.8,-0.439999,
0.226,-49.1612,0.8,-0.443733,
0.228,-50.0609,0.8,-0.451377,
0.23,-50.9642,0.8,-0.453511,
0.232,-51.8913,0.7,-0.466044,
0.234,-52.8258,0.7,-0.466577,
0.236,-53.7718,0.8,-0.470933,
0.238,-54.7228,0.8,-0.474222,
0.24,-55.6676,0.7,-0.468177,
0.242,-56.6149,0.7,-0.472088,
0.244,-57.5688,0.5,-0.477955,
0.246,-58.5368,0.5,-0.486044,
0.248,-59.5268,0.5,-0.496355,
0.25,-60.5382,0.6,-0.507288,
0.252,-61.5691,0.7,-0.514844,
0.254,-62.6219,0.6,-0.526755,
0.256,-63.6669,-26,-0.518666,
0.258,-64.6666,0.1,-0.497511,
0.26,-65.5174,-0.1,-0.370488,
0.262,-66.3591,0.5,-0.397155,
0.264,-67.0311,1,-0.312533,
0.266,-67.5096,0.7,-0.221866,
0.268,-67.8105,-0.4,-0.129066,
0.27,-67.9387,0.3,-0.0472,
0.272,-67.9308,-1.5,0.016266,
0.274,-67.8203,-1,0.065066,
0.276,-67.6189,-1.9,0.107911,
0.278,-67.368,-3.3,0.131822,
0.28,-67.0842,-3.3,0.147022,
0.282,-66.7815,-4,0.151377,
0.284,-66.4873,-4.7,0.146488,
0.286,-66.2108,-4.9,0.136177,
0.288,-65.9728,-5.3,0.116622,
0.29,-65.7756,-5.6,0.093333,
0.292,-65.6334,-5.8,0.066222,
0.294,-65.5535,-5.8,0.032533,
0.296,-65.5376,-5.7,0.0016,
0.298,-65.5803,-5.4,-0.026044,
0.3,-65.6706,-5.4,-0.054222,
0.302,-65.8037,-5.6,-0.069955,
0.304,-65.9752,-5.6,-0.088444,
0.306,-66.1754,-5.8,-0.104177,
0.308,-66.4165,-5.9,-0.123733,
0.31,-66.693,-6.1,-0.140533,
0.312,-66.9939,-6.4,-0.153511,
0.314,-67.307,-6.8,-0.158933,
0.316,-67.625,-7.1,-0.158933,
0.318,-67.946,-7.4,-0.158933,
0.32,-68.2659,-7.9,-0.160088,
0.322,-68.5777,-8.4,-0.155111,
0.324,-68.8732,-9,-0.148711,
0.326,-69.1539,-9.6,-0.14,
0.328,-69.4212,-10.5,-0.131288,
0.33,-69.6733,-11.3,-0.122577,
0.332,-69.9071,-12.2,-0.116622,
0.334,-70.1372,-14.8,-0.112355,
0.336,-70.338,-22.5,-0.098755,
0.338,-70.4595,-27.4,-0.029333,
0.34,-70.5364,-29.9,-0.027733,
0.342,-70.5199,-27.7,0.015733,
0.344,-70.4436,-23,0.042311,
0.346,-70.3478,-18.7,0.0472,
0.348,-70.2507,-15.8,0.051555,
0.35,-70.1628,-13.9,0.042311,
0.352,-70.0829,-12,0.035822,
0.354,-70.0176,-12.2,0.030311,
0.356,-69.9614,-12,0.024977,
0.358,-69.9083,-11.7,0.023911,
0.36,-69.8564,-11.3,0.027111,
0.362,-69.8064,-11.1,0.027111,
0.364,-69.7557,-10.8,0.026044,
0.366,-69.6959,-10.5,0.031999,
0.368,-69.6318,-10.3,0.033155,
0.37,-69.5561,-10,0.038044,
0.372,-69.4731,-9.6,0.041777,
0.374,-69.3816,-9.4,0.045511,
0.376,-69.2796,-9.2,0.051022,
0.378,-69.1698,-8.9,0.057511,
0.38,-69.0428,-8.6,0.066222,
0.382,-68.9079,-8.5,0.067288,
0.384,-68.7529,-8.1,0.078133,
0.386,-68.5869,-7.8,0.082488,
0.388,-68.4068,-7.5,0.0896,
0.39,-68.2121,-7.3,0.098755,
0.392,-68.0095,-6.9,0.099288,
0.394,-67.7922,-6.5,0.110133,
0.396,-67.5731,-6.1,0.109599,
0.398,-67.3436,-5.6,0.112888,
0.4,-67.1098,-5.2,0.117244,
0.402,-66.8675,-4.7,0.120444,
0.404,-66.6234,-4.2,0.123111,
0.406,-66.3725,-3.7,0.124799,
