Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1574,1.2,0,
0.002,-0.1599,1.3,-0.002755,
0.004,-0.1587,1.2,0,
0.006,-0.1587,1.2,0.001066,
0.008,-0.1617,1.2,-0.0016,
0.01,-0.1587,1.3,0.002133,
0.012,-0.1617,1.3,-0.002133,
0.014,-0.1678,1.2,-0.005955,
0.016,-0.1666,1.2,-0.0016,
0.018,-0.1684,1.2,-0.002133,
0.02,-0.1764,1.2,-0.007644,
0.022,-0.1806,1.2,-0.004355,
0.024,-0.1825,1.2,-0.001688,
0.026,-0.1825,1.1,-0.000622,
0.028,-0.1903,1.1,-0.004266,
0.03,-0.194,1,-0.002755,
0.032,-0.2135,0.4,-0.010844,
0.034,-0.2556,0.3,-0.022755,
0.036,-0.3191,0.2,-0.036888,
0.038,-0.4131,0.2,-0.049422,
0.04,-0.5321,0.3,-0.060799,
0.042,-0.67,0.3,-0.071555,
0.044,-0.8318,0.5,-0.083022,
0.046,-1.0045,0.6,-0.085688,
0.048,-1.1937,0.6,-0.093866,
0.05,-1.3976,0.8,-0.098222,
0.052,-1.61,0.9,-0.105777,
0.054,-1.8273,0.9,-0.110755,
0.056,-2.061,1,-0.117155,
0.058,-2.2923,1,-0.115022,
0.06,-2.5383,1.1,-0.121511,
0.062,-2.7837,1.2,-0.122666,
0.064,-3.029,1.2,-0.125333,
0.066,-3.275,1.2,-0.123111,
0.068,-3.5234,1.2,-0.120444,
0.07,-3.7743,1.2,-0.124799,
0.072,-4.0233,1.1,-0.123733,
0.074,-4.2784,1,-0.127999,
0.076,-4.5323,1,-0.129599,
0.078,-4.7942,0.9,-0.132444,
0.08,-5.0652,0.9,-0.132977,
0.082,-5.3423,0.9,-0.137866,
0.084,-5.6316,0.8,-0.144888,
0.086,-5.9282,0.8,-0.150844,
0.088,-6.2377,0.7,-0.157333,
0.09,-6.5618,0.7,-0.162844,
0.092,-6.895,0.7,-0.166577,
0.094,-7.2423,0.7,-0.174666,
0.096,-7.5993,0.7,-0.1768,
0.098,-7.9717,0.6,-0.187733,
0.1,-8.3537,0.7,-0.193066,
0.102,-8.7523,0.7,-0.199644,
0.104,-9.1625,0.7,-0.208355,
0.106,-9.5806,0.8,-0.212711,
0.108,-10.0115,0.8,-0.216533,
0.11,-10.4546,0.8,-0.223555,
0.112,-10.9105,0.8,-0.225688,
0.114,-11.3805,0.9,-0.238755,
0.116,-11.8572,0.9,-0.239822,
0.118,-12.3473,0.9,-0.246311,
0.12,-12.8362,1,-0.247999,
0.122,-13.3348,0.9,-0.247377,
0.124,-13.8371,0.9,-0.250577,
0.126,-14.3364,0.9,-0.251199,
0.128,-14.843,0.8,-0.251199,
0.13,-15.3514,0.8,-0.251733,
0.132,-15.8653,0.8,-0.255466,
0.134,-16.3835,0.7,-0.257155,
0.136,-16.9109,0.7,-0.262044,
0.138,-17.4455,0.7,-0.265244,
0.14,-17.9949,0.6,-0.273511,
0.142,-18.5558,0.6,-0.282133,
0.144,-19.1252,0.7,-0.285333,
0.146,-19.7106,0.7,-0.294666,
0.148,-20.3038,0.7,-0.299466,
0.15,-20.9136,0.7,-0.307644,
0.152,-21.5373,0.9,-0.313511,
0.154,-22.1794,1,-0.322222,
0.156,-22.8276,1,-0.327111,
0.158,-23.4868,1.1,-0.328266,
0.16,-24.1448,1.1,-0.3272,
0.162,-24.7978,1.1,-0.326577,
0.164,-25.4436,1.1,-0.320622,
0.166,-26.0796,1,-0.318488,
0.168,-26.7143,0.9,-0.317333,
0.17,-27.3424,0.8,-0.312,
0.172,-27.9698,0.8,-0.311911,
0.174,-28.6022,0.6,-0.315822,
0.176,-29.2418,0.6,-0.318488,
0.178,-29.8918,0.4,-0.325511,
0.18,-30.5559,0.4,-0.332622,
0.182,-31.2425,0.3,-0.348266,
0.184,-31.9505,0.4,-0.353688,
0.186,-32.6891,0.4,-0.366222,
0.188,-33.4526,0.5,-0.381422,
0.19,-34.2296,0.5,-0.390044,
0.192,-35.0182,0.6,-0.395555,
0.194,-35.8165,0.6,-0.399822,
0.196,-36.6136,0.6,-0.400888,
0.198,-37.4114,0.6,-0.400444,
0.2,-38.2146,0.6,-0.401511,
0.202,-39.0251,0.6,-0.404711,
0.204,-39.8497,0.6,-0.413422,
0.206,-40.6859,0.6,-0.417244,
0.208,-41.5337,0.7,-0.425333,
0.21,-42.4053,0.7,-0.438933,
