Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1587,1.1,0.000533,
0.002,-0.158,1.3,0.001688,
0.004,-0.1605,1.1,-0.0016,
0.006,-0.158,1.1,0.000622,
0.008,-0.1599,1.1,-0.002755,
0.01,-0.1611,1.2,-0.001066,
0.012,-0.1599,1.2,0.0016,
0.014,-0.1635,1.1,-0.0016,
0.016,-0.1635,1.2,0,
0.018,-0.166,1.1,0.000533,
0.02,-0.1727,1.1,-0.003822,
0.022,-0.1794,1.1,-0.003288,
0.024,-0.1831,1.1,0.000533,
0.026,-0.1837,1,-0.002222,
0.028,-0.1879,1,-0.0032,
0.03,-0.1988,0.8,-0.005955,
0.032,-0.2239,0.5,-0.013599,
0.034,-0.2696,0.3,-0.023288,
0.036,-0.3404,0.3,-0.037955,
0.038,-0.4271,0.3,-0.043911,
0.04,-0.5406,0.3,-0.061244,
0.042,-0.6743,0.4,-0.067288,
0.044,-0.8232,0.4,-0.075911,
0.046,-0.9874,0.5,-0.086222,
0.048,-1.165,0.5,-0.087911,
0.05,-1.364,0.6,-0.103644,
0.052,-1.5636,0.7,-0.104177,
0.054,-1.7821,0.8,-0.112355,
0.056,-2.0006,0.9,-0.110666,
0.058,-2.2307,1,-0.117688,
0.06,-2.4663,1,-0.119377,
0.062,-2.7043,1.1,-0.118222,
0.064,-2.9418,1.1,-0.120444,
0.066,-3.1841,1.1,-0.119377,
0.068,-3.43,1.1,-0.120444,
0.07,-3.6723,1,-0.125244,
0.072,-3.9195,1,-0.120444,
0.074,-4.1722,1,-0.124177,
0.076,-4.4286,0.9,-0.128088,
0.078,-4.6904,1,-0.129155,
0.08,-4.9632,0.8,-0.136711,
0.082,-5.2397,0.7,-0.141066,
0.084,-5.5309,0.7,-0.147022,
0.086,-5.8306,0.7,-0.150844,
0.088,-6.1376,0.7,-0.154133,
0.09,-6.4623,0.7,-0.161155,
0.092,-6.798,0.7,-0.166044,
0.094,-7.1434,0.7,-0.174133,
0.096,-7.4986,0.7,-0.177955,
0.098,-7.8649,0.6,-0.185066,
0.1,-8.2439,0.7,-0.192088,
0.102,-8.6357,0.7,-0.198577,
0.104,-9.041,0.7,-0.202933,
0.106,-9.4554,0.7,-0.210488,
0.108,-9.8796,0.7,-0.212088,
0.11,-10.3246,0.8,-0.224088,
0.112,-10.7732,0.8,-0.223555,
0.114,-11.2352,0.8,-0.230577,
0.116,-11.7088,0.8,-0.241422,
0.118,-12.1929,0.8,-0.245777,
0.12,-12.6744,0.9,-0.240355,
0.122,-13.1761,0.8,-0.251199,
0.124,-13.6766,0.8,-0.253333,
0.126,-14.1741,0.8,-0.249066,
0.128,-14.6758,0.8,-0.249599,
0.13,-15.1836,0.8,-0.252266,
0.132,-15.6932,0.7,-0.254933,
0.134,-16.2102,0.6,-0.259911,
0.136,-16.7375,0.6,-0.263644,
0.138,-17.2728,0.7,-0.269066,
0.14,-17.8172,0.6,-0.272888,
0.142,-18.3727,0.6,-0.279466,
0.144,-18.9391,0.6,-0.2832,
0.146,-19.5177,0.6,-0.291377,
0.148,-20.1128,0.7,-0.298933,
0.15,-20.7134,0.7,-0.303288,
0.152,-21.3323,0.8,-0.310933,
0.154,-21.9676,0.8,-0.3184,
0.156,-22.6177,0.9,-0.327733,
0.158,-23.2738,0.9,-0.3288,
0.16,-23.9336,1,-0.327733,
0.162,-24.5897,1,-0.328266,
0.164,-25.2379,1,-0.323377,
0.166,-25.8812,0.9,-0.322755,
0.168,-26.5178,0.9,-0.319022,
0.17,-27.1501,0.8,-0.3168,
0.172,-27.7764,0.8,-0.314133,
0.174,-28.4081,0.6,-0.316355,
0.176,-29.0447,0.5,-0.318488,
0.178,-29.6947,0.4,-0.324977,
0.18,-30.3526,0.3,-0.333066,
0.182,-31.0295,0.3,-0.339644,
0.184,-31.729,0.3,-0.352622,
0.186,-32.4639,0.3,-0.367911,
0.188,-33.2182,0.3,-0.382488,
0.19,-33.9952,0.5,-0.391111,
0.192,-34.7832,0.5,-0.398222,
0.194,-35.5748,0.5,-0.396,
0.196,-36.3732,0.6,-0.396088,
0.198,-37.1745,0.5,-0.399288,
0.2,-37.9778,0.5,-0.402044,
0.202,-38.7871,0.6,-0.408,
0.204,-39.6062,0.5,-0.411822,
0.206,-40.4381,0.6,-0.418311,
0.208,-41.281,0.7,-0.423733,
0.21,-42.1459,0.7,-0.432977,
0.212,-43.026,0.7,-0.439999,
0.214,-43.9098,0.8,-0.442755,
0.216,-44.8003,0.9,-0.445422,
0.218,-45.6847,0.9,-0.442222,
0.22,-46.5611,1,-0.437244,
0.222,-47.4364,0.8,-0.435111,
0.224,-48.3129,0.8,-0.435733,
0.226,-49.2009,0.7,-0.445422,
0.228,-50.0951,0.8,-0.448711,
0.23,-51.0039,0.8,-0.453599,
0.232,-51.9328,0.7,-0.463822,
0.234,-52.8679,0.7,-0.468711,
0.236,-53.8213,0.7,-0.477422,
0.238,-54.7691,0.7,-0.471377,
0.24,-55.7201,0.6,-0.475822,
0.242,-56.6692,0.6,-0.477422,
0.244,-57.6244,0.6,-0.479644,
0.246,-58.5967,0.5,-0.486666,
0.248,-59.5867,0.6,-0.496977,
0.25,-60.6017,0.7,-0.508355,
0.252,-61.635,0.8,-0.522488,
0.254,-62.683,0.6,-0.524088,
0.256,-63.7273,-29.2,-0.514311,
0.258,-64.7228,0.4,-0.493777,
0.26,-65.5742,0.1,-0.369422,
0.262,-66.4073,0.4,-0.398222,
0.264,-67.0659,1.4,-0.306488,
0.266,-67.5353,0.8,-0.215377,
0.268,-67.824,-0.6,-0.124799,
0.27,-67.9424,0.1,-0.043466,
