Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1556,1.2,-0.000533,
0.002,-0.1587,1.1,-0.000622,
0.004,-0.1587,1.1,-0.002755,
0.006,-0.158,1.1,0.001688,
0.008,-0.1593,1.2,-0.001155,
0.01,-0.1599,1.1,0.001066,
0.012,-0.1599,1.2,-0.000533,
0.014,-0.1611,1.1,-0.002755,
0.016,-0.1629,1.1,-0.002133,
0.018,-0.1635,1.1,-0.001066,
0.02,-0.1696,1.1,-0.003733,
0.022,-0.1764,1.2,-0.000622,
0.024,-0.1794,1.1,-0.0016,
0.026,-0.1849,1.1,-0.004888,
0.028,-0.1855,1,-0.000533,
0.03,-0.194,0.9,-0.003822,
0.032,-0.2147,0.4,-0.013599,
0.034,-0.2556,0.3,-0.021688,
0.036,-0.3197,0.3,-0.033688,
0.038,-0.4051,0.3,-0.044977,
0.04,-0.515,0.3,-0.057511,
0.042,-0.6444,0.3,-0.067822,
0.044,-0.7915,0.4,-0.074311,
0.046,-0.9563,0.5,-0.082488,
0.048,-1.1388,0.6,-0.092266,
0.05,-1.331,0.6,-0.098133,
0.052,-1.5337,0.7,-0.106933,
0.054,-1.7504,0.8,-0.110755,
0.056,-1.9689,0.9,-0.109066,
0.058,-2.1996,1,-0.116088,
0.06,-2.4407,1.1,-0.117777,
0.062,-2.6775,1.1,-0.119911,
0.064,-2.918,1.1,-0.124799,
0.066,-3.1658,1.1,-0.125866,
0.068,-3.4068,1.1,-0.118755,
0.07,-3.6492,1,-0.119911,
0.072,-3.8994,1,-0.126399,
0.074,-4.1539,1,-0.127999,
0.076,-4.4066,0.9,-0.132355,
0.078,-4.6672,0.9,-0.132888,
0.08,-4.9388,0.8,-0.134488,
0.082,-5.2141,0.8,-0.137777,
0.084,-5.501,0.8,-0.142755,
0.086,-5.7982,0.7,-0.148622,
0.088,-6.1107,0.7,-0.156266,
0.09,-6.4281,0.7,-0.161155,
0.092,-6.7613,0.7,-0.169244,
0.094,-7.1044,0.7,-0.172,
0.096,-7.4571,0.7,-0.179022,
0.098,-7.8227,0.6,-0.184977,
0.1,-8.1963,0.6,-0.189955,
0.102,-8.5881,0.7,-0.197422,
0.104,-8.991,0.7,-0.204,
0.106,-9.4017,0.8,-0.206666,
0.108,-9.8277,0.7,-0.213688,
0.11,-10.2641,0.7,-0.219111,
0.112,-10.7158,0.8,-0.225688,
0.114,-11.1748,0.8,-0.231644,
0.116,-11.6503,0.8,-0.237688,
0.118,-12.1306,0.9,-0.241422,
0.12,-12.6152,0.9,-0.240355,
0.122,-13.1139,0.8,-0.251199,
0.124,-13.6107,0.8,-0.250666,
0.126,-14.1081,0.8,-0.249511,
0.128,-14.6111,0.8,-0.251733,
0.13,-15.117,0.7,-0.255999,
0.132,-15.6261,0.7,-0.254488,
0.134,-16.1394,0.7,-0.258222,
0.136,-16.6612,0.6,-0.263111,
0.138,-17.1941,0.7,-0.2648,
0.14,-17.7397,0.6,-0.272888,
0.142,-18.2903,0.6,-0.275644,
0.144,-18.8579,0.6,-0.288088,
0.146,-19.4383,0.6,-0.292977,
0.148,-20.0285,0.6,-0.297244,
0.15,-20.6285,0.7,-0.302755,
0.152,-21.2505,0.7,-0.310933,
0.154,-21.8834,0.9,-0.319555,
0.156,-22.5334,0.9,-0.327111,
0.158,-23.1926,1,-0.330933,
0.16,-23.8542,1,-0.329333,
0.162,-24.5097,1,-0.328177,
0.164,-25.1592,1,-0.322844,
0.166,-25.8013,1,-0.317422,
0.168,-26.4366,0.9,-0.314666,
0.17,-27.0702,0.8,-0.317422,
0.172,-27.6982,0.7,-0.314666,
0.174,-28.3244,0.6,-0.312444,
0.176,-28.9629,0.5,-0.321244,
