Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.2837,1.4,-0.000533,
0.002,-0.2886,1.5,-0.002755,
0.004,-0.2959,1.1,-0.006488,
0.006,-0.316,0.6,-0.012444,
0.008,-0.3539,0.6,-0.020088,
0.01,-0.4179,0.4,-0.033066,
0.012,-0.5058,0.4,-0.047733,
0.014,-0.6212,0.3,-0.057511,
0.016,-0.7652,0.3,-0.073244,
0.018,-0.93,0.3,-0.086222,
0.02,-1.1284,0.3,-0.100888,
0.022,-1.3493,0.3,-0.115022,
0.024,-1.599,0.3,-0.128622,
0.026,-1.8791,0.4,-0.145955,
0.028,-2.1794,0.5,-0.156266,
0.03,-2.5011,0.5,-0.161688,
0.032,-2.8526,0.5,-0.174666,
0.034,-3.2262,0.5,-0.190488,
0.036,-3.6186,0.5,-0.195288,
0.038,-4.0367,0.6,-0.206666,
0.04,-4.475,0.5,-0.219733,
0.042,-4.9364,0.5,-0.231644,
0.044,-5.4106,0.6,-0.238133,
0.046,-5.9111,0.5,-0.251199,
0.048,-6.4378,0.4,-0.264711,
0.05,-6.9878,0.5,-0.28,
0.052,-7.5542,0.4,-0.285955,
0.054,-8.1493,0.2,-0.300088,
0.056,-8.7767,0.3,-0.316266,
0.058,-9.4328,0.2,-0.331466,
0.06,-10.1219,0.3,-0.347733,
0.062,-10.8489,0.2,-0.370044,
0.064,-11.6039,0.3,-0.382488,
0.066,-12.3937,0.3,-0.398222,
0.068,-13.2073,0.4,-0.408,
0.07,-14.0416,0.3,-0.418311,
0.072,-14.8863,0.2,-0.425866,
0.074,-15.7445,0.2,-0.428622,
0.076,-16.6258,0.2,-0.442666,
0.078,-17.5328,0.1,-0.457866,
0.08,-18.4709,0.1,-0.474133,
0.082,-19.4426,0.2,-0.488799,
0.084,-20.4509,0.1,-0.510488,
0.086,-21.5074,0.3,-0.532177,
0.088,-22.6207,0.5,-0.558222,
0.09,-23.7785,0.7,-0.580977,
0.092,-24.9345,0.7,-0.580444,
0.094,-26.0771,0.9,-0.5664,
0.096,-27.2087,0.8,-0.562044,
0.098,-28.3293,0.7,-0.560444,
0.1,-29.4548,0.5,-0.563644,
0.102,-30.6035,0.4,-0.576711,
0.104,-31.7625,0.4,-0.576088,
0.106,-32.9912,1.7,-0.610933,
0.108,-34.2217,1.9,-0.613066,
0.11,-35.4369,1.9,-0.603911,
0.112,-36.61,1.9,-0.583288,
0.114,-37.7495,1.9,-0.565866,
0.116,-38.8597,1.9,-0.5528,
0.118,-39.9602,1.9,-0.547466,
0.12,-41.0478,1.9,-0.541955,
0.122,-42.1294,2,-0.538755,
0.124,-43.2073,2.3,-0.537688,
0.126,-44.2625,2.4,-0.522933,
0.128,-45.2824,2.5,-0.505599,
0.13,-46.2633,2.4,-0.489422,
0.132,-47.2026,2.5,-0.465511,
0.134,-48.1047,2.4,-0.445955,
0.136,-48.9812,2.5,-0.436177,
0.138,-49.8283,2.5,-0.419911,
0.14,-50.6566,2.5,-0.410666,
0.142,-51.4592,2.5,-0.400355,
0.144,-52.2447,2.5,-0.391644,
0.146,-53.0028,2.5,-0.380355,
0.148,-53.7383,2.4,-0.364088,
0.15,-54.442,2.3,-0.348355,
0.152,-55.1158,2.3,-0.331466,
0.154,-55.764,2.2,-0.320088,
0.156,-56.3786,2.2,-0.302133,
0.158,-56.9743,2.2,-0.295111,
0.16,-57.5462,2.1,-0.2848,
0.162,-58.0962,2.1,-0.272888,
0.164,-58.6308,2.1,-0.265777,
0.166,-59.1521,2.1,-0.260444,
0.168,-59.6452,2.2,-0.245155,
0.17,-60.125,2.2,-0.235999,
0.172,-60.5815,2.3,-0.226222,
0.174,-61.0167,2.3,-0.216444,
0.176,-61.425,2.4,-0.201244,
0.178,-61.8102,2.4,-0.189422,
0.18,-62.1672,2.4,-0.1752,
0.182,-62.4992,2.4,-0.162222,
0.184,-62.794,2.3,-0.145866,
0.186,-63.0675,2.4,-0.132355,
0.188,-63.3073,2.1,-0.113866,
0.19,-63.5204,-0.6,-0.102044,
0.192,-63.6931,0,-0.083022,
0.194,-63.8316,1,-0.067822,
0.196,-63.9439,0.3,-0.053688,
0.198,-64.0392,0,-0.045066,
0.2,-64.1057,-0.3,-0.030933,
0.202,-64.157,-0.2,-0.022311,
0.204,-64.1771,0,-0.007555,
0.206,-64.1759,-0.1,0.0016,
0.208,-64.1972,-0.5,-0.021155,
0.21,-64.1954,-0.9,-0.008088,
0.212,-64.2149,-0.9,-0.010844,
0.214,-64.2522,-1.1,-0.018488,
0.216,-64.3065,-1.4,-0.027644,
0.218,-64.373,-1.1,-0.036355,
0.22,-64.4634,-1.4,-0.047822,
0.222,-64.5763,-1.3,-0.062933,
0.224,-64.7142,-1.6,-0.073244,
0.226,-64.8753,-2,-0.084622,
0.228,-65.0646,-2.6,-0.096088,
0.23,-65.2849,-3.1,-0.112355,
0.232,-65.5229,-3.1,-0.119911,
0.234,-65.797,-3.9,-0.137866,
0.236,-66.0973,-4.4,-0.151377,
0.238,-66.4214,-5.1,-0.163911,
0.24,-66.768,-5.8,-0.175733,
0.242,-67.1397,-6.7,-0.186577,
0.244,-67.5273,-7.5,-0.195822,
0.246,-67.943,-8.4,-0.209422,
0.248,-68.3428,-7.4,-0.213244,
0.25,-68.7456,-8.2,-0.198577,
0.252,-69.1283,-9.3,-0.186133,
0.254,-69.4963,-10,-0.180622,
0.256,-69.8399,-10.9,-0.169244,
0.258,-70.1677,-12.4,-0.160622,
0.26,-70.4546,-25.5,-0.137866,
0.262,-70.6725,-36,-0.096088,
0.264,-70.7933,-43,-0.049866,
0.266,-70.8244,-44.5,-0.0032,
0.268,-70.7933,-41.6,0.020088,
0.27,-70.7347,-37.3,0.028799,
0.272,-70.6877,-33.9,0.020622,
0.274,-70.6548,-32.2,0.011911,
0.276,-70.6468,-31.7,0.004888,
0.278,-70.6554,-32,-0.001066,
0.28,-70.6682,-32.6,-0.002755,
0.282,-70.6773,-33.1,-0.005422,
0.284,-70.6792,-33.6,-0.001688,
0.286,-70.6773,-33.1,0.004355,
0.288,-70.6731,-33.7,0.0016,
0.29,-70.6676,-33.5,0.002133,
0.292,-70.6578,-33.1,0.005955,
0.294,-70.6444,-32.2,0.009244,
0.296,-70.6224,-30.6,0.013599,
0.298,-70.5907,-28.5,0.0168,
0.3,-70.5467,-26,0.020088,
0.302,-70.49,-23.1,0.026577,
0.304,-70.4234,-19.8,0.033688,
0.306,-70.3471,-16.4,0.040711,
0.308,-70.2562,-13.3,0.046133,
0.31,-70.1488,-10.7,0.052088,
0.312,-70.0218,-10.5,0.067288,
0.314,-69.8705,-9.4,0.080266,
0.316,-69.6819,-8.7,0.096,
0.318,-69.4591,-8.1,0.115022,
0.32,-69.1948,-7.5,0.135644,
0.322,-68.8854,-6.9,0.159466,
0.324,-68.5552,-6.7,0.163288,
0.326,-68.1816,-6.9,0.183911,
0.328,-67.8081,-6.4,0.188266,
0.33,-67.4376,-6.1,0.1872,
0.332,-67.0659,-5.5,0.183911,
0.334,-66.6966,-5,0.182311,
0.336,-66.331,-4.7,0.180711,
0.338,-65.9813,-4.3,0.1752,
0.34,-65.6548,-3.8,0.162222,
0.342,-65.3502,-3.4,0.150844,
0.344,-65.0737,-3.1,0.136177,
0.346,-64.8314,-2.7,0.117688,
0.348,-64.6239,-2.3,0.100888,
0.35,-64.4518,-1.9,0.081866,
0.352,-64.3218,-1.6,0.057511,
0.354,-64.2284,-1.3,0.043377,
0.356,-64.1704,-1.1,0.024444,
0.358,-64.149,-0.9,0.003288,
0.36,-64.1527,-0.2,-0.005422,
0.362,-64.1655,-0.2,-0.005422,
0.364,-64.2009,-0.3,-0.014133,
0.366,-64.2503,-0.4,-0.027111,
0.368,-64.3077,-0.6,-0.027644,
0.37,-64.3889,-0.8,-0.041777,
0.372,-64.4841,-0.9,-0.0472,
0.374,-64.6025,-1.2,-0.060711,
0.376,-64.7313,-1.5,-0.067822,
0.378,-64.8784,-1.9,-0.077066,
0.38,-65.0414,-2.3,-0.082488,
0.382,-65.2232,-2.8,-0.093777,
0.384,-65.4289,-3.2,-0.104711,
0.386,-65.6517,-3.8,-0.112266,
0.388,-65.9001,-4.4,-0.128533,
0.39,-66.1668,-5,-0.139377,
0.392,-66.4562,-5.7,-0.149244,
0.394,-66.7735,-6.5,-0.16,
0.396,-67.1159,-7.2,-0.171911,
0.398,-67.4815,-8.2,-0.187644,
0.4,-67.8685,-9.1,-0.197511,
0.402,-68.2597,-8.5,-0.212088,
0.404,-68.654,-9.2,-0.195288,
0.406,-69.0386,-9.8,-0.191555,
0.408,-69.4042,-10.5,-0.179644,
0.41,-69.7545,-11.1,-0.173066,
0.412,-70.0859,-12.1,-0.163822,
0.414,-70.3911,-21.8,-0.149244,
0.416,-70.6371,-33.5,-0.114488,
0.418,-70.7915,-42.5,-0.065688,
0.42,-70.8501,-45.9,-0.017955,
0.422,-70.8269,-43.7,0.016266,
0.424,-70.7738,-38.8,0.029244,
0.426,-70.7109,-34.8,0.028266,
0.428,-70.6749,-32.3,0.013599,
0.43,-70.659,-31.5,0.002755,
0.432,-70.6664,-31.6,-0.005422,
0.434,-70.6761,-32.4,-0.007555,
0.436,-70.6883,-33.2,-0.009155,
0.438,-70.6883,-33.6,0,
0.44,-70.6883,-33.5,0.013066,
0.442,-70.6841,-33.3,0.006488,
0.444,-70.6792,-33,0.003733,
0.446,-70.6719,-32.8,0.002666,
0.448,-70.6542,-32.1,0.008622,
0.45,-70.634,-30.5,0.008711,
