Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.2941,1.4,0,
0.002,-0.2977,1.5,0.001155,
0.004,-0.3057,1.1,-0.003822,
0.006,-0.3295,0.6,-0.014133,
0.008,-0.3734,0.6,-0.023288,
0.01,-0.4412,0.5,-0.037422,
0.012,-0.5321,0.3,-0.053155,
0.014,-0.6475,0.3,-0.063466,
0.016,-0.7879,0.3,-0.073866,
0.018,-0.9588,0.4,-0.085777,
0.02,-1.1541,0.4,-0.096088,
0.022,-1.3738,0.3,-0.113422,
0.024,-1.6234,0.4,-0.128533,
0.026,-1.8999,0.4,-0.142133,
0.028,-2.2014,0.4,-0.153511,
0.03,-2.5243,0.4,-0.163822,
0.032,-2.8753,0.4,-0.177955,
0.034,-3.247,0.5,-0.189955,
0.036,-3.6425,0.5,-0.2008,
0.038,-4.0612,0.6,-0.212177,
0.04,-4.4933,0.5,-0.220799,
0.042,-4.9559,0.5,-0.232177,
0.044,-5.4357,0.4,-0.241955,
0.046,-5.938,0.5,-0.254488,
0.048,-6.4592,0.4,-0.264177,
0.05,-7.0073,0.4,-0.275555,
0.052,-7.5774,0.3,-0.288088,
0.054,-8.1713,0.3,-0.3,
0.056,-8.7987,0.3,-0.317866,
0.058,-9.4536,0.3,-0.3304,
0.06,-10.1452,0.2,-0.350488,
0.062,-10.8715,0.2,-0.366755,
0.064,-11.6295,0.2,-0.383555,
0.066,-12.4199,0.4,-0.399822,
0.068,-13.2348,0.3,-0.409688,
0.07,-14.0703,0.3,-0.418311,
0.072,-14.9126,0.3,-0.422666,
0.074,-15.7738,0.2,-0.434044,
0.076,-16.657,0.1,-0.444888,
0.078,-17.5646,0.1,-0.457866,
0.08,-18.5015,0.1,-0.470399,
0.082,-19.478,0.1,-0.491466,
0.084,-20.4906,0.1,-0.508888,
0.086,-21.5526,0.4,-0.5344,
0.088,-22.6671,0.5,-0.564177,
0.09,-23.8213,0.8,-0.578311,
0.092,-24.9798,0.8,-0.5784,
0.094,-26.1236,0.8,-0.570755,
0.096,-27.2515,0.7,-0.562044,
0.098,-28.3727,0.6,-0.562577,
0.1,-29.5,0.5,-0.566933,
0.102,-30.6438,0.3,-0.572888,
0.104,-31.8303,0.3,-0.601066,
0.106,-33.0755,0.3,-0.623911,
0.108,-34.3633,0.3,-0.648888,
0.11,-35.6701,0.2,-0.652177,
0.112,-36.9872,0.1,-0.655377,
0.114,-38.3025,0,-0.658666,
0.116,-39.6502,0,-0.677688,
0.118,-41.0332,-0.1,-0.696622,
0.12,-42.4706,0,-0.727022,
0.122,-43.9611,0,-0.746577,
0.124,-45.4607,0.1,-0.750844,
0.126,-46.9701,0,-0.754133,
0.128,-48.4819,0.1,-0.759466,
0.13,-50.0249,0.2,-0.773066,
0.132,-51.6198,0.2,-0.803022,
0.134,-53.261,0.4,-0.821422,
0.136,-54.9254,0.4,-0.831111,
0.138,-56.5892,0.4,-0.828444,
0.14,-58.2586,0.2,-0.839911,
0.142,-59.9736,0.2,-0.864177,
0.144,-61.7577,0.4,-0.900622,
0.146,-63.5839,-0.6,-0.914755,
0.148,-65.0725,10.4,-0.603822,
0.15,-66.5209,11.8,-0.699377,
0.152,-67.6812,11.6,-0.547466,
0.154,-68.5259,4.8,-0.387377,
0.156,-69.0551,-1.6,-0.230044,
0.158,-69.3065,-0.9,-0.098133,
0.16,-69.334,1,0.007555,
0.162,-69.179,0.1,0.093333,
0.164,-68.8921,-1.7,0.154666,
0.166,-68.518,-3.5,0.193066,
0.168,-68.0962,-4.7,0.210488,
0.17,-67.6629,-5.9,0.215377,
0.172,-67.2545,-7.3,0.201866,
0.174,-66.8853,-8.3,0.181688,
0.176,-66.5777,-9,0.147022,
0.178,-66.3555,-9.6,0.101955,
0.18,-66.2383,-10.1,0.045066,
0.182,-66.2346,-10.1,-0.009777,
0.184,-66.3414,-10.8,-0.0656,
0.186,-66.5569,-10.9,-0.115555,
0.188,-66.8725,-11.4,-0.166577,
0.19,-67.2771,-12,-0.213777,
0.192,-67.7752,-12.7,-0.258311,
0.194,-68.3593,-13.4,-0.301155,
0.196,-69.027,-14,-0.342311,
0.198,-69.76,-14.9,-0.374311,
0.2,-70.5504,-25.9,-0.402577,
0.202,-71.2951,-52.1,-0.352711,
0.204,-71.6069,-52.1,-0.120977,
0.206,-71.325,-52.1,0.186044,
0.208,-70.8495,-43.2,0.237599,
0.21,-70.4784,-24.5,0.168711,
0.212,-70.263,-16.4,0.091644,
0.214,-70.1836,-16.5,0.027644,
0.216,-70.194,-14.1,-0.011377,
0.218,-70.241,-14.4,-0.023377,
0.22,-70.2929,-15.6,-0.027199,
0.222,-70.3277,-16.8,-0.015733,
0.224,-70.3203,-16.7,0.010311,
0.226,-70.2544,-14.1,0.040711,
0.228,-70.1445,-10.6,0.060266,
0.23,-69.9846,-10.8,0.084622,
0.232,-69.7637,-10.3,0.118844,
0.234,-69.5012,-9.3,0.134577,
0.236,-69.1979,-8.7,0.155733,
0.238,-68.864,-8.1,0.1704,
0.24,-68.5088,-7.3,0.176888,
0.242,-68.1475,-6,0.178488,
0.244,-67.7935,-5.3,0.180622,
0.246,-67.4108,-4.5,0.193688,
0.248,-67.0104,-3,0.202933,
0.25,-66.5764,-2.2,0.219199,
0.252,-66.1107,-1.1,0.239288,
0.254,-65.6133,-0.3,0.255022,
0.256,-65.0823,0,0.270133,
0.258,-64.6355,-0.3,0.163822,
