Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3283,1.3,-0.004355,
0.002,-0.3411,1.3,0.000533,
0.004,-0.3594,0.2,-0.009777,
0.006,-0.4241,0,-0.034222,
0.008,-0.5102,0,-0.0456,
0.01,-0.6414,0,-0.072711,
0.012,-0.808,0,-0.085155,
0.014,-1.0113,-0.1,-0.104177,
0.016,-1.256,-0.1,-0.129155,
0.018,-1.541,-0.1,-0.145866,
0.02,-1.867,-0.1,-0.166044,
0.022,-2.2436,-0.2,-0.192088,
0.024,-2.6519,-0.2,-0.210488,
0.026,-3.1096,-0.2,-0.233777,
0.028,-3.6046,-0.1,-0.247377,
0.03,-4.1454,-0.1,-0.272355,
0.032,-4.7204,-0.1,-0.287555,
0.034,-5.3417,-0.1,-0.314666,
0.036,-5.996,-0.2,-0.333155,
0.038,-6.6955,-0.2,-0.352711,
0.04,-7.4315,-0.2,-0.373777,
0.042,-8.2079,-0.1,-0.390577,
0.044,-9.0368,-0.2,-0.418311,
0.046,-9.9126,-0.2,-0.445955,
0.048,-10.8434,-0.2,-0.472533,
0.05,-11.8273,-0.3,-0.496977,
0.052,-12.8631,-0.2,-0.520355,
0.054,-13.933,-0.2,-0.536533,
0.056,-15.0219,-0.3,-0.547466,
0.058,-16.1352,-0.4,-0.557777,
0.06,-17.2857,-0.5,-0.577866,
0.062,-18.4844,-0.5,-0.602755,
0.064,-19.7381,-0.5,-0.632088,
0.066,-21.0631,-0.4,-0.670044,
0.068,-22.4755,-0.2,-0.716177,
0.07,-23.9635,0,-0.748711,
0.072,-25.4711,0.1,-0.752,
0.074,-26.9536,0,-0.740533,
0.076,-28.4258,0,-0.734577,
0.078,-29.9163,0,-0.746044,
0.08,-31.455,0,-0.774222,
0.082,-33.0492,2.9,-0.803466,
0.084,-34.6947,2.2,-0.821333,
0.086,-36.2908,2.3,-0.789955,
0.088,-37.8124,2.3,-0.752533,
0.09,-39.2827,2.4,-0.732888,
0.092,-40.7305,2.4,-0.719911,
0.094,-42.1587,2.5,-0.711288,
0.096,-43.5821,2.6,-0.709688,
0.098,-44.9645,3,-0.686311,
0.1,-46.2945,3.1,-0.657066,
0.102,-47.5542,3,-0.620622,
0.104,-48.7645,3.1,-0.601066,
0.106,-49.9315,3.2,-0.577244,
0.108,-51.0589,3.3,-0.559377,
0.11,-52.1508,3.2,-0.543644,
0.112,-53.2091,3.1,-0.525155,
0.114,-54.2113,3.3,-0.495288,
0.116,-55.1592,3.1,-0.466577,
0.118,-56.046,3,-0.438311,
0.12,-56.8822,3,-0.412266,
0.122,-57.6726,2.8,-0.389511,
0.124,-58.4246,2.8,-0.373244,
0.126,-59.146,2.8,-0.355911,
0.128,-59.8296,2.7,-0.335822,
0.13,-60.4815,2.8,-0.322311,
0.132,-61.093,2.7,-0.300533,
0.134,-61.6747,2.9,-0.284266,
0.136,-62.2179,2.8,-0.268,
0.138,-62.7135,2.8,-0.241955,
0.14,-63.1792,2.6,-0.226222,
0.142,-63.5906,-2.9,-0.198577,
0.144,-63.944,1,-0.172533,
0.146,-64.251,0,-0.149155,
0.148,-64.5116,0.3,-0.127466,
0.15,-64.7332,0,-0.110133,
0.152,-64.9114,0,-0.083555,
0.154,-65.0469,0,-0.063466,
0.156,-65.1409,-0.3,-0.040177,
0.158,-65.2001,-0.5,-0.026044,
0.16,-65.2202,0,-0.007555,
0.162,-65.2526,-0.9,-0.028799,
0.164,-65.2392,-2.8,-0.000622,
0.166,-65.263,-2.3,-0.015733,
0.168,-65.3167,-2.8,-0.032533,
0.17,-65.3917,-3.3,-0.040622,
0.172,-65.4967,-3.6,-0.052622,
0.174,-65.6371,-4.2,-0.071022,
0.176,-65.8098,-4.8,-0.090577,
0.178,-66.0235,-5.4,-0.112355,
0.18,-66.2743,-6,-0.129066,
0.182,-66.5716,-6.8,-0.153066,
0.184,-66.9103,-7.7,-0.173066,
0.186,-67.3046,-8.6,-0.204,
0.188,-67.683,-7,-0.214844,
0.19,-68.0816,-7.5,-0.198577,
0.192,-68.4618,-8.2,-0.1888,
0.194,-68.8262,-8.7,-0.180088,
0.196,-69.1729,-9.1,-0.169333,
0.198,-69.489,-9.6,-0.1568,
0.2,-69.779,-10,-0.138933,
0.202,-70.0261,-10.5,-0.120444,
0.204,-70.2288,-17.4,-0.093866,
0.206,-70.3588,-22.9,-0.055911,
0.208,-70.4082,-24.5,-0.015199,
0.21,-70.385,-23.1,0.019022,
0.212,-70.3161,-18.1,0.043377,
0.214,-70.2172,-14.4,0.051022,
0.216,-70.1073,-11.4,0.058044,
0.218,-69.9822,-11,0.058577,
0.22,-69.8455,-9.9,0.071555,
0.222,-69.6856,-9.6,0.077511,
0.224,-69.5031,-9.2,0.093333,
0.226,-69.2925,-8.7,0.107466,
0.228,-69.0514,-8.1,0.122666,
0.23,-68.781,-7.2,0.139466,
0.232,-68.4801,-6.5,0.154666,
0.234,-68.1395,-5.6,0.174222,
0.236,-67.7978,-7.8,0.154577,
0.238,-67.4279,-6.7,0.180622,
0.24,-67.0836,-6,0.169333,
0.242,-66.7614,-5.5,0.157333,
0.244,-66.4556,-5.1,0.151377,
0.246,-66.1687,-4.8,0.143288,
0.248,-65.9044,-4.4,0.130222,
0.25,-65.6658,-4.1,0.117155,
0.252,-65.4564,-4,0.100977,
0.254,-65.2807,-3.7,0.086222,
0.256,-65.1446,-3.7,0.065066,
0.258,-65.0493,-3.5,0.043466,
0.26,-65.0054,-2.7,0.016266,
0.262,-64.992,-3.5,0.001066,
0.264,-65.0304,-3.2,-0.020622,
0.266,-65.1067,-3.6,-0.046666,
0.268,-65.2154,-3.8,-0.059199,
0.27,-65.3716,-4.1,-0.078133,
0.272,-65.5669,-4.5,-0.103111,
0.274,-65.7995,-5,-0.119911,
0.276,-66.0711,-5.7,-0.138933,
0.278,-66.386,-6.3,-0.16,
0.28,-66.7357,-7.1,-0.180622,
0.282,-67.1264,-8,-0.2008,
0.284,-67.5176,-9,-0.189333,
0.286,-67.9473,-6.1,-0.211022,
0.288,-68.3556,-7,-0.199644,
0.29,-68.7291,-8.2,-0.183911,
0.292,-69.0832,-8.9,-0.173688,
0.294,-69.3987,-9.4,-0.154577,
0.296,-69.6862,-10.1,-0.139466,
0.298,-69.9383,-10.5,-0.122133,
0.3,-70.147,-12.9,-0.098755,
0.302,-70.3026,-19.6,-0.073777,
0.304,-70.3814,-23.4,-0.032622,
0.306,-70.3899,-23.6,0.003288,
0.308,-70.3429,-20.5,0.024444,
0.31,-70.2575,-17.3,0.037422,
0.312,-70.1635,-13.7,0.046133,
0.314,-70.0567,-10.4,0.055288,
0.316,-69.9352,-10.7,0.064533,
0.318,-69.8021,-10.7,0.068444,
0.32,-69.6496,-9.9,0.078666,
0.322,-69.4646,-9.3,0.096088,
0.324,-69.2541,-8.5,0.111733,
0.326,-69.0172,-8,0.122133,
0.328,-68.7444,-7.2,0.138933,
0.33,-68.435,-6.4,0.160533,
0.332,-68.0901,-5.5,0.177422,
0.334,-67.7398,-8.1,0.193155,
0.336,-67.3754,-6.6,0.182844,
0.338,-67.0348,-6.2,0.168177,
0.34,-66.7095,-5.5,0.161155,
0.342,-66.4049,-5,0.149244,
0.344,-66.1193,-4.8,0.139377,
0.346,-65.8507,-4.6,0.129688,
0.348,-65.6145,-4.2,0.116622,
0.35,-65.4101,-3.9,0.099822,
0.352,-65.2385,-3.9,0.081955,
0.354,-65.1146,-3.7,0.056444,
0.356,-65.0225,-3.7,0.037955,
0.358,-64.9853,-3.2,0.002666,
0.36,-64.9889,-3.1,-0.007022,
0.362,-65.0304,-3.4,-0.026044,
0.364,-65.1195,-3.7,-0.0488,
0.366,-65.2416,-4,-0.065688,
0.368,-65.4076,-4.3,-0.088444,
0.37,-65.6145,-4.7,-0.109066,
0.372,-65.8599,-5.3,-0.128622,
0.374,-66.148,-5.8,-0.149777,
0.376,-66.4739,-6.6,-0.169777,
0.378,-66.8352,-7.4,-0.188266,
0.38,-67.2307,-8.2,-0.204,
0.382,-67.6177,-8.7,-0.179555,
0.384,-68.0559,-7.5,-0.207199,
0.386,-68.4539,-8.1,-0.191555,
0.388,-68.8183,-8.6,-0.180177,
0.39,-69.1515,-9.2,-0.161155,
0.392,-69.4579,-9.7,-0.149688,
0.394,-69.7295,-10.3,-0.130222,
0.396,-69.9639,-10.8,-0.111199,
0.398,-70.1586,-13.7,-0.092266,
0.4,-70.3002,-19.5,-0.066755,
0.402,-70.3722,-22.9,-0.028711,
0.404,-70.3692,-22.9,0.007555,
0.406,-70.338,-19.8,0.013599,
0.408,-70.2477,-15.8,0.036888,
0.41,-70.1513,-12.8,0.049866,
0.412,-70.0475,-10.3,0.056977,
0.414,-69.9309,-10.5,0.059733,
0.416,-69.7948,-10.5,0.072177,
0.418,-69.6349,-9.9,0.081422,
0.42,-69.4445,-9.3,0.098222,
0.422,-69.2278,-8.5,0.114488,
0.424,-68.9806,-7.9,0.126399,
0.426,-68.7005,-7.1,0.143733,
0.428,-68.38,-6.3,0.164444,
0.43,-68.0266,-5.5,0.181244,
0.432,-67.6738,-6.6,0.2008,
0.434,-67.3137,-6.2,0.176355,
0.436,-66.9793,-5.7,0.165422,
0.438,-66.6601,-5.4,0.156177,
0.44,-66.3573,-5,0.150844,
0.442,-66.0766,-4.6,0.142666,
0.444,-65.8227,-4.5,0.124711,
0.446,-65.5926,-4.3,0.108444,
0.448,-65.393,-4,0.093866,
0.45,-65.2257,-4,0.078666,
0.452,-65.1012,-3.8,0.058577,
0.454,-65.0182,-3.8,0.037955,
0.456,-64.9846,-4.3,0.003288,
0.458,-64.9907,-3.5,-0.009155,
0.46,-65.0396,-3.6,-0.027111,
0.462,-65.1311,-3.9,-0.0504,
0.464,-65.2587,-4.1,-0.067822,
0.466,-65.4314,-4.5,-0.091644,
0.468,-65.6457,-5,-0.110133,
0.47,-65.8989,-5.5,-0.130133,
0.472,-66.1944,-6,-0.151377,
0.474,-66.5288,-6.7,-0.168177,
0.476,-66.895,-7.6,-0.187644,
0.478,-67.3015,-8.4,-0.207199,
0.48,-67.7007,-6.1,-0.182311,
0.482,-68.1255,-7.4,-0.206666,
0.484,-68.5161,-8.2,-0.191466,
0.486,-68.8762,-9,-0.1768,
0.488,-69.2083,-9.3,-0.164977,
