Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.302,1.3,0,
0.002,-0.3026,1.4,0.001066,
0.004,-0.3069,1.4,-0.000533,
0.006,-0.3075,1.3,-0.0016,
0.008,-0.3081,1.3,-0.002133,
0.01,-0.3093,1.3,0.000533,
0.012,-0.313,1.4,-0.004355,
0.014,-0.3179,1.3,-0.004355,
0.016,-0.3258,0.7,-0.006488,
0.018,-0.3527,0.6,-0.0168,
0.02,-0.3997,0.5,-0.027111,
0.022,-0.4638,0.5,-0.036888,
0.024,-0.5492,0.7,-0.046666,
0.026,-0.6438,0.7,-0.052088,
0.028,-0.7592,0.9,-0.059733,
0.03,-0.8849,0.9,-0.063466,
0.032,-1.0204,0.9,-0.071111,
0.034,-1.1602,1,-0.070044,
0.036,-1.306,1,-0.072622,
0.038,-1.4653,1.1,-0.0792,
0.04,-1.6277,1.2,-0.084088,
0.042,-1.7894,1.2,-0.084088,
0.044,-1.9597,1.3,-0.085688,
0.046,-2.1312,1.2,-0.088977,
0.048,-2.3027,1.2,-0.087822,
0.05,-2.4822,1.2,-0.090577,
0.052,-2.6592,1.2,-0.087911,
0.054,-2.8447,1.2,-0.094933,
0.056,-3.0364,1.1,-0.097155,
0.058,-3.225,1.1,-0.093866,
0.06,-3.4325,1.1,-0.104711,
0.062,-3.6358,1,-0.106399,
0.064,-3.8445,1.1,-0.107466,
0.066,-4.0654,1,-0.108977,
0.068,-4.2937,0.9,-0.116622,
0.07,-4.5342,0.9,-0.119911,
0.072,-4.7893,0.8,-0.126399,
0.074,-5.0463,0.9,-0.130755,
0.076,-5.3179,0.9,-0.134577,
0.078,-5.6011,0.9,-0.142133,
0.08,-5.8916,0.9,-0.147555,
0.082,-6.1931,0.9,-0.150222,
0.084,-6.5087,0.9,-0.1584,
0.086,-6.8328,0.9,-0.160088,
0.088,-7.1679,1,-0.167111,
0.09,-7.5084,0.9,-0.169777,
0.092,-7.8643,0.9,-0.178488,
0.094,-8.2274,1,-0.183377,
0.096,-8.604,0.9,-0.1904,
0.098,-8.9891,0.9,-0.193066,
0.1,-9.3822,1,-0.197511,
0.102,-9.7863,1.1,-0.201866,
0.104,-10.2019,1,-0.210488,
0.106,-10.6249,1,-0.212177,
