Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3222,1.3,0.001066,
0.002,-0.3319,0.3,-0.000533,
0.004,-0.3478,0.2,-0.010311,
0.006,-0.3979,0.1,-0.026044,
0.008,-0.4778,0.1,-0.0456,
0.01,-0.5974,0,-0.063466,
0.012,-0.7464,0,-0.0792,
0.014,-0.938,0,-0.097066,
0.016,-1.1645,-0.1,-0.115022,
0.018,-1.4397,0,-0.137244,
0.02,-1.7498,-0.1,-0.160622,
0.022,-2.1026,-0.2,-0.183377,
0.024,-2.4987,-0.2,-0.203466,
0.026,-2.9314,-0.2,-0.220266,
0.028,-3.413,-0.1,-0.240888,
0.03,-3.9385,-0.1,-0.266933,
0.032,-4.5,-0.1,-0.2864,
0.034,-5.1,-0.2,-0.307644,
0.036,-5.7165,0.7,-0.298933,
0.038,-6.3689,1.2,-0.327111,
0.04,-7.0293,1,-0.332533,
0.042,-7.6836,1,-0.329866,
0.044,-8.3459,1.2,-0.331555,
0.046,-9.0252,1.2,-0.339644,
0.048,-9.7057,1.3,-0.339644,
0.05,-10.4003,1.4,-0.346133,
0.052,-11.0955,1.4,-0.349422,
0.054,-11.7913,1.6,-0.348355,
0.056,-12.4871,1.6,-0.348355,
0.058,-13.1737,1.6,-0.343911,
0.06,-13.8457,1.7,-0.333066,
0.062,-14.4976,1.6,-0.323911,
0.064,-15.1354,1.5,-0.3168,
0.066,-15.7622,1.5,-0.311911,
0.068,-16.3738,1.4,-0.307022,
0.07,-16.9805,1.3,-0.302222,
0.072,-17.5841,1.3,-0.3,
0.074,-18.1835,1.4,-0.298933,
0.076,-18.7841,1.3,-0.298933,
0.078,-19.3865,1.3,-0.300533,
0.08,-19.9853,1.3,-0.300088,
0.082,-20.5913,1.3,-0.302133,
0.084,-21.1986,1.4,-0.303822,
0.086,-21.8114,1.4,-0.306488,
0.088,-22.4212,1.6,-0.307111,
0.09,-23.0303,1.6,-0.3016,
0.092,-23.6413,1.7,-0.302222,
0.094,-24.2351,1.6,-0.297244,
0.096,-24.807,1.7,-0.286933,
0.098,-25.368,1.6,-0.277244,
0.1,-25.9124,1.6,-0.272355,
0.102,-26.4397,1.5,-0.264711,
0.104,-26.9561,1.4,-0.256088,
0.106,-27.459,1.3,-0.251199,
0.108,-27.9565,1.3,-0.249599,
0.11,-28.446,1.2,-0.244711,
0.112,-28.9342,1.1,-0.243555,
0.114,-29.4189,1,-0.241511,
0.116,-29.9102,1,-0.241422,
0.118,-30.4003,0.9,-0.246844,
0.12,-30.9002,0.9,-0.252266,
0.122,-31.4049,1,-0.254933,
0.124,-31.9195,1.1,-0.259911,
0.126,-32.4413,1.1,-0.262577,
0.128,-32.9687,1.1,-0.2632,
0.13,-33.5033,1.2,-0.2664,
0.132,-34.0313,1.3,-0.262577,
0.134,-34.5598,1.3,-0.260888,
0.136,-35.0847,1.3,-0.260355,
0.138,-35.5956,1.4,-0.253333,
