Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.2813,1.1,-0.0016,
0.002,-0.285,1.2,-0.001066,
0.004,-0.2874,1.1,-0.002666,
0.006,-0.2899,1.1,-0.005422,
0.008,-0.288,1.1,-0.0016,
0.01,-0.2886,1.1,-0.0016,
0.012,-0.2935,1.1,-0.001066,
0.014,-0.2941,1.1,-0.002666,
0.016,-0.3063,0.5,-0.005422,
0.018,-0.3381,0.4,-0.019022,
0.02,-0.3771,0.4,-0.024355,
0.022,-0.4443,0.5,-0.035822,
0.024,-0.5248,0.5,-0.042844,
0.026,-0.6158,0.5,-0.0456,
0.028,-0.7244,0.6,-0.054222,
0.03,-0.8483,0.7,-0.063999,
0.032,-0.9735,0.7,-0.062399,
0.034,-1.1157,0.8,-0.069511,
0.036,-1.2609,0.9,-0.071555,
0.038,-1.4123,0.9,-0.074311,
0.04,-1.5728,0.9,-0.081333,
0.042,-1.7388,1,-0.084088,
0.044,-1.9055,1,-0.083555,
0.046,-2.0739,1,-0.088444,
0.048,-2.2509,1,-0.089511,
0.05,-2.4291,1,-0.086222,
0.052,-2.608,1,-0.087377,
0.054,-2.7941,1,-0.092711,
0.056,-2.987,0.9,-0.0944,
0.058,-3.1762,1,-0.093333,
0.06,-3.3782,0.8,-0.0976,
0.062,-3.5882,0.8,-0.104177,
0.064,-3.7994,0.9,-0.106933,
0.066,-4.0215,0.8,-0.109511,
0.068,-4.2553,0.8,-0.118844,
0.07,-4.4933,0.7,-0.122577,
0.072,-4.7418,0.7,-0.128088,
0.074,-4.9993,0.7,-0.130755,
0.076,-5.2685,0.6,-0.132355,
0.078,-5.5505,0.6,-0.141066,
0.08,-5.8386,0.7,-0.147022,
0.082,-6.1407,0.7,-0.152977,
0.084,-6.4507,0.7,-0.1584,
0.086,-6.7718,0.8,-0.161155,
0.088,-7.1026,0.7,-0.167111,
0.09,-7.4407,0.7,-0.170311,
0.092,-7.788,0.7,-0.172,
0.094,-8.1494,0.7,-0.180711,
0.096,-8.5192,0.7,-0.184444,
0.098,-8.9019,0.7,-0.193155,
0.1,-9.295,0.7,-0.199111,
0.102,-9.696,0.8,-0.204533,
0.104,-10.1061,0.8,-0.206666,
0.106,-10.5352,0.8,-0.212622,
0.108,-10.968,0.8,-0.220266,
0.11,-11.4099,0.7,-0.223555,
0.112,-11.8627,0.8,-0.230044,
0.114,-12.3254,0.8,-0.235999,
0.116,-12.7911,0.9,-0.233333,
0.118,-13.2617,0.8,-0.233333,
0.12,-13.742,0.8,-0.240355,
0.122,-14.2211,0.7,-0.240888,
0.124,-14.7033,0.6,-0.240888,
0.126,-15.1928,0.6,-0.244088,
0.128,-15.6927,0.7,-0.246844,
0.13,-16.1944,0.5,-0.250666,
0.132,-16.7126,0.5,-0.258222,
0.134,-17.2357,0.5,-0.262666,
0.136,-17.7722,0.6,-0.268088,
0.138,-18.3196,0.7,-0.275022,
0.14,-18.8751,0.6,-0.280533,
0.142,-19.4421,0.6,-0.285422,
0.144,-20.0189,0.6,-0.291377,
0.146,-20.6097,0.6,-0.295733,
0.148,-21.2139,0.8,-0.302133,
0.15,-21.8359,0.8,-0.312533,
0.152,-22.4682,0.9,-0.316266,
0.154,-23.1133,1,-0.324977,
0.156,-23.7615,1,-0.327644,
0.158,-24.4018,1.1,-0.321688,
0.16,-25.0396,1,-0.319555,
0.162,-25.6628,1,-0.311466,
0.164,-26.2817,0.9,-0.307111,
0.166,-26.903,0.8,-0.308711,
0.168,-27.5152,0.6,-0.305955,
0.17,-28.1286,0.6,-0.306488,
0.172,-28.7524,0.5,-0.310311,
0.174,-29.3835,0.4,-0.316888,
0.176,-30.0256,0.3,-0.321777,
0.178,-30.6841,0.3,-0.3304,
0.18,-31.3604,0.4,-0.340711,
0.182,-32.066,0.3,-0.355377,
0.184,-32.7947,0.3,-0.363466,
0.186,-33.5497,0.4,-0.375911,
0.188,-34.3212,0.5,-0.385155,
0.19,-35.1049,0.5,-0.391111,
0.192,-35.888,0.5,-0.3912,
0.194,-36.6796,0.4,-0.394933,
0.196,-37.4719,0.5,-0.397688,
