Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3246,1.3,-0.001066,
0.002,-0.3362,0.8,-0.000533,
0.004,-0.3557,0.2,-0.012977,
0.006,-0.4058,0.1,-0.030933,
0.008,-0.4943,0.1,-0.047733,
0.01,-0.6102,0,-0.061244,
0.012,-0.7689,0,-0.081866,
0.014,-0.9636,-0.1,-0.099822,
0.016,-1.1956,-0.1,-0.118311,
0.018,-1.4708,-0.1,-0.137777,
0.02,-1.7864,-0.2,-0.1584,
0.022,-2.1459,-0.2,-0.184977,
0.024,-2.5475,-0.1,-0.200711,
0.026,-2.99,-0.1,-0.225155,
0.028,-3.4795,-0.1,-0.250133,
0.03,-4.0026,-0.1,-0.2664,
0.032,-4.5702,-0.1,-0.285955,
0.034,-5.1769,-0.1,-0.308177,
0.036,-5.8214,-0.2,-0.327111,
0.038,-6.5093,-0.2,-0.348355,
0.04,-7.2368,-0.2,-0.370488,
0.042,-8.0016,-0.3,-0.387911,
0.044,-8.8158,-0.1,-0.414488,
0.046,-9.6819,-0.3,-0.438933,
0.048,-10.5974,-0.2,-0.463822,
0.05,-11.5746,-0.2,-0.494755,
0.052,-12.5914,-0.1,-0.512622,
0.054,-13.6608,-0.2,-0.536622,
0.056,-14.7472,-0.3,-0.544177,
0.058,-15.8538,-0.3,-0.555022,
0.06,-16.9945,-0.5,-0.574488,
0.062,-18.1792,-0.5,-0.598933,
0.064,-19.4176,-0.5,-0.623911,
0.066,-20.7201,-0.4,-0.6592,
0.068,-22.1141,-0.3,-0.703644,
0.07,-23.5875,0,-0.744888,
0.072,-25.0975,0.1,-0.757333,
0.074,-26.5831,0.1,-0.742133,
0.076,-28.0565,0,-0.735644,
0.078,-29.5409,0,-0.742222,
0.08,-31.057,-0.1,-0.762222,
0.082,-32.6232,0.2,-0.773688,
0.084,-34.2827,2.4,-0.8176,
0.086,-35.8971,2.4,-0.802933,
0.088,-37.4358,2.4,-0.758488,
0.09,-38.9159,2.2,-0.737866,
0.092,-40.3679,2.2,-0.7248,
0.094,-41.7998,2.6,-0.713955,
0.096,-43.2268,2.6,-0.712355,
0.098,-44.6239,2.8,-0.693866,
0.1,-45.9667,2.9,-0.664622,
0.102,-47.2466,3.1,-0.630933,
0.104,-48.4679,3.1,-0.604355,
0.106,-49.6459,3.2,-0.584355,
0.108,-50.7842,3.2,-0.5648,
0.11,-51.8847,3.2,-0.549066,
0.112,-52.9473,3.2,-0.520888,
0.114,-53.9684,3.2,-0.507822,
0.116,-54.9279,3.1,-0.470933,
0.118,-55.8281,3.1,-0.442133,
0.12,-56.6777,2.9,-0.418222,
0.122,-57.4767,2.9,-0.393866,
0.124,-58.2396,2.9,-0.375911,
0.126,-58.9647,2.7,-0.356444,
0.128,-59.6599,2.7,-0.343377,
0.13,-60.3179,2.7,-0.325511,
0.132,-60.9435,2.7,-0.309244,
0.134,-61.5258,2.7,-0.287022,
0.136,-62.0806,2.8,-0.271822,
0.138,-62.5927,2.8,-0.252355,
0.14,-63.0632,2.7,-0.232177,
0.142,-63.4923,-0.6,-0.209422,
0.144,-63.8628,0.8,-0.175733,
0.146,-64.182,-0.1,-0.1584,
0.148,-64.4536,0.1,-0.133422,
0.15,-64.6831,0.1,-0.111199,
0.152,-64.8748,-0.1,-0.090133,
0.154,-65.0255,0,-0.073244,
0.156,-65.1317,-0.5,-0.052622,
0.158,-65.1989,-0.3,-0.030399,
0.16,-65.2269,0,-0.011911,
0.162,-65.216,-0.8,0.011911,
0.164,-65.2184,-1.4,0.017333,
0.166,-65.2062,-1.3,0.004888,
