Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3185,1.3,0.000533,
0.002,-0.3289,0.9,0.005422,
0.004,-0.3502,0.2,-0.011377,
0.006,-0.4009,0.1,-0.026577,
0.008,-0.4821,0.1,-0.045066,
0.01,-0.606,0,-0.065688,
0.012,-0.761,0,-0.081422,
0.014,-0.9569,-0.1,-0.104711,
0.016,-1.1907,-0.2,-0.120977,
0.018,-1.4623,-0.1,-0.137244,
0.02,-1.7846,-0.2,-0.163377,
0.022,-2.1471,-0.2,-0.1872,
0.024,-2.5444,-0.2,-0.202311,
0.026,-2.9888,-0.2,-0.224088,
0.028,-3.4789,-0.1,-0.248444,
0.03,-4.0038,-0.1,-0.2664,
0.032,-4.569,-0.2,-0.287022,
0.034,-5.1757,-0.2,-0.308177,
0.036,-5.822,-0.1,-0.327644,
0.038,-6.5068,-0.1,-0.344444,
0.04,-7.2362,-0.1,-0.366755,
0.042,-7.9973,-0.2,-0.384622,
0.044,-8.8158,-0.3,-0.415022,
0.046,-9.6764,-0.2,-0.434577,
0.048,-10.5944,-0.3,-0.464977,
0.05,-11.5661,-0.2,-0.490488,
0.052,-12.5884,-0.3,-0.512177,
0.054,-13.6547,-0.2,-0.535466,
0.056,-14.7411,-0.3,-0.544711,
0.058,-15.8446,-0.4,-0.553333,
0.06,-16.9841,-0.5,-0.572355,
0.062,-18.1694,-0.5,-0.596177,
0.064,-19.4097,-0.5,-0.624977,
0.066,-20.7171,-0.5,-0.663555,
0.068,-22.108,-0.3,-0.708,
0.07,-23.5845,0,-0.748711,
0.072,-25.089,0,-0.757955,
0.074,-26.5801,0,-0.743288,
0.076,-28.0529,0,-0.734044,
0.078,-29.5385,0,-0.744888,
0.08,-31.0564,-0.1,-0.767644,
0.082,-32.6146,0.2,-0.769866,
0.084,-34.2809,2.4,-0.822488,
0.086,-35.8922,2.4,-0.796977,
0.088,-37.4328,2.5,-0.760711,
0.09,-38.9116,2.2,-0.734044,
0.092,-40.3716,2.2,-0.728622,
0.094,-41.8053,2.5,-0.718844,
0.096,-43.2299,2.6,-0.716177,
0.098,-44.619,2.7,-0.692266,
0.1,-45.9655,3,-0.665155,
0.102,-47.2417,3.1,-0.6304,
0.104,-48.4612,3.1,-0.602755,
0.106,-49.6398,3.2,-0.582133,
0.108,-50.7763,3.2,-0.5616,
0.11,-51.8804,3.2,-0.550133,
0.112,-52.9424,3.2,-0.529511,
0.114,-53.9629,3.2,-0.504533,
0.116,-54.9212,3.1,-0.474755,
0.118,-55.8239,3.1,-0.444355,
0.12,-56.6723,2.9,-0.419999,
0.122,-57.4724,2.8,-0.396533,
0.124,-58.2348,2.7,-0.375466,
0.126,-58.9623,2.7,-0.359733,
0.128,-59.6569,2.7,-0.339644,
0.13,-60.3142,2.7,-0.323911,
0.132,-60.9392,2.7,-0.308711,
0.134,-61.527,2.8,-0.292444,
0.136,-62.0818,2.9,-0.272888,
0.138,-62.5939,2.6,-0.252266,
0.14,-63.0614,2.7,-0.229511,
0.142,-63.4899,-0.7,-0.207288,
0.144,-63.8591,0.7,-0.177333,
0.146,-64.1747,-0.1,-0.1552,
0.148,-64.4506,0,-0.132444,
0.15,-64.6788,0.3,-0.110666,
0.152,-64.8674,-0.1,-0.087822,
0.154,-65.0151,0,-0.067733,
0.156,-65.1232,-0.5,-0.047733,
0.158,-65.1964,-0.4,-0.033066,
0.16,-65.2196,0,-0.012444,
0.162,-65.2123,-0.6,0.009244,
0.164,-65.2398,-2.5,0.014044,
0.166,-65.2526,-2.1,-0.007644,
0.168,-65.3002,-2.8,-0.027644,
0.17,-65.3734,-3.2,-0.039555,
0.172,-65.4668,-3.5,-0.050488,
0.174,-65.5974,-4,-0.069422,
0.176,-65.7579,-4.6,-0.084622,
0.178,-65.96,-5.3,-0.104711,
0.18,-66.2017,-5.9,-0.124799,
0.182,-66.4861,-6.7,-0.147022,
0.184,-66.8163,-7.6,-0.171466,
0.186,-67.1892,-8.4,-0.189866,
0.188,-67.5652,-7.1,-0.213777,
0.19,-67.9528,-7.5,-0.193155,
0.192,-68.3251,-8,-0.182844,
0.194,-68.6828,-8.4,-0.178577,
0.196,-69.0166,-8.8,-0.164355,
0.198,-69.3291,-9.3,-0.151911,
0.2,-69.6105,-9.7,-0.139466,
0.202,-69.8552,-10,-0.119911,
0.204,-70.0542,-10.8,-0.095466,
0.206,-70.2074,-16.6,-0.068888,
0.208,-70.2886,-19.8,-0.034222,
0.21,-70.3014,-20,-0.003288,
0.212,-70.255,-18,0.018488,
0.214,-70.172,-14.3,0.043377,
0.216,-70.0634,-10.5,0.057511,
0.218,-69.9376,-10.5,0.065688,
0.22,-69.7869,-9.8,0.076977,
0.222,-69.6105,-9.1,0.0928,
0.224,-69.4072,-8.7,0.106933,
0.226,-69.1729,-8.2,0.118755,
0.228,-68.9055,-7.6,0.136711,
0.23,-68.6077,-6.8,0.150844,
0.232,-68.275,-6,0.171466,
0.234,-67.9082,-5.2,0.184977,
0.236,-67.5487,-6.5,0.206222,
0.238,-67.1825,-5.9,0.181244,
0.24,-66.8401,-5.6,0.168711,
0.242,-66.5239,-5.2,0.156266,
0.244,-66.2236,-4.8,0.145422,
0.246,-65.9496,-4.5,0.135111,
0.248,-65.7055,-4.3,0.117155,
0.25,-65.4888,-4,0.101955,
0.252,-65.3112,-3.8,0.086222,
0.254,-65.1616,-3.6,0.072177,
0.256,-65.0591,-3.6,0.049333,
0.258,-64.9926,-3.5,0.033066,
0.26,-64.9865,-3.1,0.006488,
0.262,-65.009,-2.8,-0.012444,
0.264,-65.0737,-3.3,-0.031999,
0.266,-65.1757,-3.6,-0.055911,
0.268,-65.3185,-4,-0.074844,
0.27,-65.501,-4.4,-0.094933,
0.272,-65.7164,-4.9,-0.111199,
0.274,-65.9795,-5.4,-0.135111,
0.276,-66.2719,-6.1,-0.152444,
0.278,-66.6082,-6.9,-0.172,
0.28,-66.9793,-7.7,-0.189422,
0.282,-67.3912,-8.5,-0.212088,
0.284,-67.7788,-7,-0.218044,
0.286,-68.178,-7.5,-0.196977,
0.288,-68.5448,-8.3,-0.181777,
0.29,-68.8878,-8.8,-0.165422,
0.292,-69.2022,-9.2,-0.151911,
0.294,-69.4878,-9.8,-0.138311,
0.296,-69.7344,-10.2,-0.119377,
0.298,-69.9468,-10.5,-0.099288,
0.3,-70.1152,-12.5,-0.080266,
0.302,-70.2276,-17.4,-0.049422,
0.304,-70.2807,-19.3,-0.020088,
0.306,-70.2874,-18.6,-0.005955,
0.308,-70.2123,-16.3,0.023288,
0.31,-70.1281,-13.1,0.043911,
0.312,-70.0274,-9.8,0.051466,
0.314,-69.9041,-10,0.062399,
0.316,-69.7606,-10.1,0.078133,
0.318,-69.591,-9.5,0.086755,
0.32,-69.3908,-8.8,0.103022,
0.322,-69.1588,-8.3,0.120977,
0.324,-68.8945,-7.6,0.1368,
0.326,-68.601,-6.8,0.150222,
0.328,-68.2702,-6.1,0.167644,
0.33,-67.8911,-5.2,0.198577,
0.332,-67.5377,-6.8,0.206755,
0.334,-67.1727,-6.4,0.179644,
0.336,-66.8279,-5.7,0.172,
0.338,-66.5081,-5.3,0.157333,
0.34,-66.2053,-5,0.145955,
0.342,-65.9301,-4.5,0.136711,
0.344,-65.6829,-4.5,0.118755,
0.346,-65.4668,-4.2,0.103111,
0.348,-65.2868,-3.9,0.087822,
0.35,-65.1445,-3.8,0.064622,
0.352,-65.0414,-3.7,0.046133,
0.354,-64.9633,-3.6,0.040088,
0.356,-64.9712,-3.3,0.005422,
0.358,-65.0036,-3.1,-0.019555,
0.36,-65.0689,-3.5,-0.038044,
0.362,-65.1812,-3.8,-0.061866,
0.364,-65.3289,-4.1,-0.079822,
0.366,-65.5132,-4.6,-0.096533,
0.368,-65.747,-5.1,-0.119911,
0.37,-66.0088,-5.5,-0.137244,
0.372,-66.3189,-6.2,-0.159022,
0.374,-66.6582,-7,-0.177955,
0.376,-67.0342,-7.9,-0.194222,
0.378,-67.4511,-8.7,-0.214844,
0.38,-67.8356,-6.5,-0.214844,
0.382,-68.2317,-7.2,-0.194755,
0.384,-68.601,-8.3,-0.182311,
0.386,-68.9354,-8.9,-0.168177,
0.388,-69.2388,-9.3,-0.147555,
0.39,-69.5134,-9.9,-0.132355,
0.392,-69.7503,-10.4,-0.112888,
0.394,-69.9511,-10.7,-0.098222,
0.396,-70.1091,-12.1,-0.074844,
0.398,-70.2178,-16.9,-0.046666,
0.4,-70.266,-18.7,-0.017866,
0.402,-70.2752,-17.9,-0.008711,
0.404,-70.1989,-15.5,0.026577,
0.406,-70.1207,-12.6,0.039111,
0.408,-70.0243,-9.9,0.0472,
0.41,-69.9035,-9.8,0.062933,
0.412,-69.7606,-10,0.073777,
0.414,-69.5922,-9.5,0.089511,
0.416,-69.392,-8.9,0.103644,
0.418,-69.1588,-8.3,0.118844,
0.42,-68.8915,-7.6,0.136177,
0.422,-68.5949,-6.9,0.151911,
0.424,-68.2567,-6.1,0.171466,
0.426,-67.8783,-5.2,0.196444,
0.428,-67.5225,-7.6,0.200711,
0.43,-67.1569,-6.8,0.179555,
0.432,-66.8151,-5.9,0.169244,
0.434,-66.4953,-5.4,0.157866,
0.436,-66.1962,-4.9,0.148088,
0.438,-65.927,-4.6,0.131822,
0.44,-65.6841,-4.5,0.117155,
0.442,-65.4699,-4.2,0.104711,
0.444,-65.2935,-3.9,0.084622,
0.446,-65.1506,-3.8,0.066755,
0.448,-65.0469,-3.7,0.049866,
0.45,-64.9767,-3.7,0.039644,
0.452,-64.9804,-3.7,0.004888,
0.454,-65.0121,-3.3,-0.024444,
0.456,-65.0731,-3.6,-0.032533,
0.458,-65.186,-3.9,-0.061244,
0.46,-65.3338,-4.2,-0.080355,
0.462,-65.5181,-4.6,-0.096088,
0.464,-65.7457,-5.1,-0.117155,
0.466,-66.0155,-5.6,-0.14,
0.468,-66.3244,-6.3,-0.160622,
0.47,-66.6643,-7.1,-0.1752,
0.472,-67.044,-7.9,-0.194222,
