Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3203,1.2,0.001155,
0.002,-0.3216,1.2,0.001066,
0.004,-0.3222,1.2,0.0016,
0.006,-0.3222,1.2,0.001066,
0.008,-0.3216,1.3,0.000533,
0.01,-0.324,1.2,-0.003288,
0.012,-0.3228,1.2,0,
0.014,-0.324,1.2,-0.002666,
0.016,-0.3246,1.2,-0.003822,
0.018,-0.3222,1.1,0,
0.02,-0.3258,1.1,-0.000533,
0.022,-0.3271,1.2,-0.000622,
0.024,-0.3283,1.2,-0.004355,
0.026,-0.3301,1.2,-0.003822,
0.028,-0.3326,1.1,-0.005511,
0.03,-0.3344,1,-0.004355,
0.032,-0.3496,0.6,-0.009688,
0.034,-0.3795,0.6,-0.016266,
0.036,-0.4192,0.7,-0.019555,
0.038,-0.476,0.7,-0.024977,
0.04,-0.5486,0.8,-0.035822,
0.042,-0.617,0.9,-0.035822,
0.044,-0.6945,1,-0.039644,
0.046,-0.7818,1.1,-0.044,
0.048,-0.8691,1.1,-0.045066,
0.05,-0.9557,1.2,-0.044977,
0.052,-1.0424,1.2,-0.042311,
0.054,-1.1291,1.3,-0.040177,
0.056,-1.2176,1.3,-0.041244,
0.058,-1.3042,1.3,-0.046666,
0.06,-1.3787,1.3,-0.042311,
0.062,-1.4562,1.2,-0.040711,
0.064,-1.5325,1.3,-0.036888,
0.066,-1.6057,1.3,-0.035733,
0.068,-1.6802,1.2,-0.035822,
0.07,-1.7577,1.2,-0.040088,
0.072,-1.8273,1.2,-0.038488,
0.074,-1.8938,1.2,-0.034133,
0.076,-1.972,1.1,-0.038044,
0.078,-2.0482,1.1,-0.038488,
0.08,-2.127,1,-0.041244,
0.082,-2.2185,1,-0.043377,
0.084,-2.3034,1,-0.042311,
0.086,-2.3986,1,-0.049955,
0.088,-2.5024,1,-0.048888,
0.09,-2.611,1,-0.054844,
0.092,-2.7215,1,-0.056977,
0.094,-2.8368,1,-0.061866,
0.096,-2.9577,1,-0.065688,
0.098,-3.0834,1.1,-0.067288,
0.1,-3.2073,1,-0.066222,
0.102,-3.3398,1.1,-0.066755,
0.104,-3.4685,1.1,-0.066666,
0.106,-3.6053,1.1,-0.070044,
0.108,-3.7499,1.1,-0.072177,
0.11,-3.8915,1.1,-0.072177,
0.112,-4.0368,1.1,-0.074311,
0.114,-4.1839,1.1,-0.075466,
0.116,-4.331,1.1,-0.0744,
0.118,-4.4842,1.1,-0.0776,
0.12,-4.641,1.1,-0.079733,
0.122,-4.7936,1,-0.0792,
0.124,-4.9535,1.1,-0.079733,
0.126,-5.1183,1.1,-0.083022,
0.128,-5.2788,1.1,-0.0808,
0.13,-5.4424,1.1,-0.081866,
0.132,-5.609,1.1,-0.082933,
0.134,-5.7812,1,-0.083022,
0.136,-5.9539,1,-0.087377,
0.138,-6.1333,1.1,-0.090577,
0.14,-6.3122,1,-0.090133,
0.142,-6.4916,1,-0.091111,
0.144,-6.682,1,-0.094933,
0.146,-6.8731,1,-0.095466,
0.148,-7.0672,1,-0.099288,
0.15,-7.2625,1.1,-0.099822,
0.152,-7.4621,1,-0.099822,
0.154,-7.6678,1,-0.103644,
0.156,-7.8753,1.1,-0.105244,
0.158,-8.0852,1,-0.104711,
0.16,-8.2989,1,-0.107466,
0.162,-8.5222,1,-0.113333,
0.164,-8.7456,1,-0.112266,
0.166,-8.9727,1,-0.115022,
0.168,-9.2065,1,-0.117244,
0.17,-9.4433,1,-0.120977,
0.172,-9.6807,1,-0.119377,
0.174,-9.923,1,-0.123733,
0.176,-10.1726,1,-0.125333,
0.178,-10.4211,1,-0.125333,
0.18,-10.678,1,-0.129688,
0.182,-10.9362,1,-0.131822,
0.184,-11.1925,1.1,-0.128533,
0.186,-11.4574,1,-0.132355,
0.188,-11.7248,1,-0.132444,
0.19,-11.9909,1.1,-0.134044,
0.192,-12.2649,1,-0.134488,
0.194,-12.5402,1,-0.136711,
0.196,-12.8155,1.1,-0.135644,
0.198,-13.0968,1,-0.142133,
0.2,-13.3727,1,-0.138311,
0.202,-13.6577,1,-0.142666,
0.204,-13.9422,1,-0.147555,
0.206,-14.2217,1,-0.142666,
0.208,-14.5049,0.9,-0.139377,
0.21,-14.7936,0.9,-0.139377,
0.212,-15.0902,0.9,-0.149155,
0.214,-15.3814,0.9,-0.146488,
0.216,-15.6811,0.9,-0.151377,
0.218,-15.9844,0.9,-0.154577,
0.22,-16.292,0.9,-0.156266,
0.222,-16.6027,0.9,-0.155733,
0.224,-16.9176,0.8,-0.157333,
0.226,-17.235,0.9,-0.158933,
0.228,-17.5573,1,-0.162222,
0.23,-17.8795,0.9,-0.159466,
0.232,-18.2079,0.9,-0.164355,
0.234,-18.5381,1,-0.163822,
0.236,-18.8708,1,-0.165511,
0.238,-19.2095,1,-0.172533,
0.24,-19.5446,1,-0.169244,
0.242,-19.8815,1,-0.169244,
0.244,-20.2233,1,-0.168711,
0.246,-20.5657,1,-0.170933,
0.248,-20.9099,1,-0.170844,
0.25,-21.2615,1,-0.173066,
0.252,-21.6131,1,-0.174755,
0.254,-21.9671,1.1,-0.177422,
0.256,-22.3253,1,-0.1768,
0.258,-22.6855,1.1,-0.179111,
0.26,-23.0456,1,-0.178488,
0.262,-23.4075,1,-0.175822,
0.264,-23.7652,1,-0.175288,
0.266,-24.1265,1.1,-0.178488,
0.268,-24.486,1,-0.177955,
