Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.2983,1.2,-0.002666,
0.002,-0.2971,1.2,-0.000533,
0.004,-0.2959,1.2,0,
0.006,-0.2971,1.2,-0.000533,
0.008,-0.3014,1.2,-0.004355,
0.01,-0.3014,1.1,-0.000533,
0.012,-0.3044,1.2,0,
0.014,-0.3081,1.1,-0.002133,
0.016,-0.3209,0.5,-0.008622,
0.018,-0.3484,0.4,-0.017333,
0.02,-0.3978,0.4,-0.026044,
0.022,-0.4643,0.5,-0.0352,
0.024,-0.551,0.5,-0.043377,
0.026,-0.6456,0.5,-0.0504,
0.028,-0.7573,0.6,-0.056977,
0.03,-0.8824,0.7,-0.062933,
0.032,-1.0143,0.8,-0.065688,
0.034,-1.1553,0.9,-0.070577,
0.036,-1.3079,0.9,-0.074933,
0.038,-1.4623,1,-0.078133,
0.04,-1.624,1,-0.0808,
0.042,-1.7919,1,-0.082488,
0.044,-1.9597,1,-0.086222,
0.046,-2.1312,1,-0.085688,
0.048,-2.3088,1.1,-0.088977,
0.05,-2.4864,1.1,-0.091111,
0.052,-2.6622,1,-0.091111,
0.054,-2.8508,1,-0.093866,
0.056,-3.0406,1,-0.097066,
0.058,-3.2347,1,-0.100888,
0.06,-3.4362,0.9,-0.104177,
0.062,-3.6431,0.9,-0.104711,
0.064,-3.8628,0.9,-0.113955,
0.066,-4.0795,0.8,-0.112355,
0.068,-4.3169,0.8,-0.120444,
0.07,-4.5574,0.8,-0.123733,
0.072,-4.8094,0.7,-0.127466,
0.074,-5.0719,0.8,-0.131288,
0.076,-5.3435,0.8,-0.135111,
0.078,-5.6255,0.7,-0.140533,
0.08,-5.9227,0.8,-0.150844,
0.082,-6.2248,0.7,-0.151911,
0.084,-6.5361,0.8,-0.156266,
0.086,-6.8596,0.8,-0.16,
0.088,-7.1874,0.8,-0.163911,
0.09,-7.5286,0.7,-0.171466,
0.092,-7.8801,0.7,-0.174133,
0.094,-8.2427,0.7,-0.183377,
0.096,-8.615,0.8,-0.184444,
0.098,-9.0013,0.7,-0.195822,
0.1,-9.3981,0.9,-0.2008,
0.102,-9.8015,0.8,-0.201244,
0.104,-10.2196,0.8,-0.207288,
0.106,-10.6493,0.9,-0.215911,
0.108,-11.0869,0.8,-0.220799,
0.11,-11.5294,0.8,-0.224088,
0.112,-11.9951,0.9,-0.229511,
0.114,-12.4571,0.9,-0.231644,
0.116,-12.9228,0.9,-0.234311,
0.118,-13.3977,0.9,-0.235466,
0.12,-13.8756,0.8,-0.235466,
0.122,-14.3602,0.7,-0.240355,
0.124,-14.8418,0.7,-0.241422,
0.126,-15.335,0.6,-0.246933,
0.128,-15.8312,0.6,-0.251199,
0.13,-16.3353,0.6,-0.253333,
0.132,-16.8511,0.6,-0.258311,
0.134,-17.3778,0.5,-0.2664,
0.136,-17.9106,0.6,-0.268,
