Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1629,1.1,-0.003733,
0.002,-0.1629,1.1,0.000533,
0.004,-0.1623,1.1,0,
0.006,-0.1635,1.2,-0.001066,
0.008,-0.1617,1.1,0.0016,
0.01,-0.1642,1.1,0,
0.012,-0.1672,1.2,-0.002666,
0.014,-0.1678,1.2,-0.002133,
0.016,-0.169,1.1,-0.002133,
0.018,-0.169,1.1,-0.002133,
0.02,-0.1751,1.1,-0.002666,
0.022,-0.1794,1.1,-0.001066,
0.024,-0.1861,1.2,-0.0032,
0.026,-0.1903,1.2,-0.0048,
0.028,-0.1885,1.1,-0.0032,
0.03,-0.1982,0.9,-0.003733,
0.032,-0.2147,0.5,-0.010311,
0.034,-0.2513,0.3,-0.021155,
0.036,-0.3154,0.3,-0.036888,
0.038,-0.4027,0.3,-0.047733,
0.04,-0.5107,0.2,-0.055288,
0.042,-0.642,0.3,-0.067288,
0.044,-0.7921,0.4,-0.075377,
0.046,-0.9618,0.5,-0.086844,
0.048,-1.1431,0.6,-0.092266,
0.05,-1.3414,0.6,-0.099822,
0.052,-1.5471,0.7,-0.104711,
0.054,-1.7638,0.9,-0.111199,
0.056,-1.9908,1,-0.112799,
0.058,-2.2203,1,-0.113866,
0.06,-2.4571,1.1,-0.118222,
0.062,-2.6995,1.1,-0.120444,
0.064,-2.9344,1.1,-0.119822,
0.066,-3.1798,1.1,-0.122044,
0.068,-3.4258,1.1,-0.122666,
0.07,-3.6699,1.1,-0.122044,
0.072,-3.9177,1,-0.121511,
0.074,-4.1722,1,-0.125333,
0.076,-4.4274,0.9,-0.126399,
0.078,-4.6904,0.9,-0.131822,
0.08,-4.9651,0.8,-0.136711,
0.082,-5.2428,0.8,-0.142666,
0.084,-5.5278,0.7,-0.1432,
0.086,-5.8293,0.8,-0.151911,
0.088,-6.14,0.7,-0.158933,
0.09,-6.4623,0.7,-0.162755,
0.092,-6.7943,0.7,-0.170933,
0.094,-7.1373,0.7,-0.172533,
0.096,-7.4877,0.7,-0.178488,
0.098,-7.8533,0.7,-0.1856,
0.1,-8.2311,0.7,-0.192622,
0.102,-8.6162,0.7,-0.196355,
0.104,-9.0178,0.7,-0.204,
0.106,-9.431,0.7,-0.207733,
0.108,-9.8577,0.7,-0.214844,
0.11,-10.2971,0.7,-0.221866,
0.112,-10.75,0.7,-0.230577,
0.114,-11.2108,0.8,-0.233244,
0.116,-11.6808,0.9,-0.236533,
0.118,-12.166,0.8,-0.240888,
0.12,-12.6567,0.9,-0.240888,
0.122,-13.156,0.9,-0.251733,
0.124,-13.654,0.8,-0.250577,
0.126,-14.1527,0.9,-0.249599,
0.128,-14.6538,0.8,-0.248977,
0.13,-15.1622,0.7,-0.253866,
0.132,-15.6725,0.7,-0.256088,
0.134,-16.1888,0.6,-0.259288,
0.136,-16.7168,0.7,-0.264266,
0.138,-17.249,0.6,-0.264711,
0.14,-17.7953,0.6,-0.273422,
0.142,-18.3531,0.5,-0.281511,
0.144,-18.9183,0.7,-0.2832,
0.146,-19.4976,0.7,-0.287555,
0.148,-20.0902,0.6,-0.297866,
0.15,-20.6975,0.8,-0.304888,
0.152,-21.3109,0.8,-0.309777,
0.154,-21.9493,0.9,-0.3184,
0.156,-22.6,0.9,-0.3272,
0.158,-23.2561,1,-0.329866,
0.16,-23.9208,1.1,-0.329866,
0.162,-24.5769,1.1,-0.326577,
0.164,-25.2281,1,-0.324355,
0.166,-25.8672,0.9,-0.320622,
0.168,-26.5019,0.9,-0.314666,
0.17,-27.1343,0.9,-0.314666,
0.172,-27.7605,0.7,-0.314666,
0.174,-28.3898,0.6,-0.316888,
0.176,-29.0251,0.6,-0.317333,
0.178,-29.6703,0.4,-0.323911,
0.18,-30.3295,0.4,-0.331022,
0.182,-31.007,0.3,-0.341866,
0.184,-31.7052,0.4,-0.354311,
0.186,-32.4315,0.4,-0.365688,
0.188,-33.1798,0.4,-0.376,
0.19,-33.9562,0.4,-0.387911,
0.192,-34.7411,0.5,-0.3944,
0.194,-35.5339,0.5,-0.398755,
0.196,-36.3329,0.5,-0.399822,
0.198,-37.1343,0.6,-0.400444,
0.2,-37.9375,0.6,-0.402044,
0.202,-38.7468,0.6,-0.406844,
0.204,-39.5671,0.6,-0.412799,
0.206,-40.3966,0.5,-0.415555,
0.208,-41.2432,0.6,-0.424799,
0.21,-42.105,0.7,-0.432444,
0.212,-42.9851,0.8,-0.441599,
0.214,-43.8768,0.8,-0.445422,
0.216,-44.7582,0.8,-0.442755,
0.218,-45.6468,0.9,-0.438311,
0.22,-46.5306,1,-0.441066,
0.222,-47.4047,0.9,-0.437333,
0.224,-48.2842,0.8,-0.440533,
0.226,-49.1716,0.8,-0.443199,
0.228,-50.0652,0.9,-0.449244,
0.23,-50.9777,0.9,-0.458488,
0.232,-51.9023,0.7,-0.464355,
0.234,-52.838,0.8,-0.470399,
0.236,-53.7889,0.7,-0.476888,
0.238,-54.7325,0.7,-0.470844,
0.24,-55.6829,0.7,-0.471466,
0.242,-56.6301,0.6,-0.474666,
0.244,-57.581,0.5,-0.475733,
0.246,-58.5485,0.5,-0.482311,
0.248,-59.5403,0.5,-0.497511,
0.25,-60.5516,0.7,-0.507822,
0.252,-61.5825,0.6,-0.517599,
0.254,-62.6287,0.6,-0.528444,
0.256,-63.6736,-25.2,-0.515999,
0.258,-64.6733,0,-0.496888,
0.26,-65.5211,0,-0.369955,
0.262,-66.3646,0.5,-0.397155,
0.264,-67.0366,1.4,-0.312444,
0.266,-67.5194,0.8,-0.220799,
0.268,-67.8166,-0.6,-0.129066,
0.27,-67.9491,0.2,-0.051022,
0.272,-67.9418,-1.9,0.014577,
0.274,-67.8252,-1,0.070488,
0.276,-67.6299,-1.8,0.104711,
0.278,-67.3766,-3.1,0.130222,
0.28,-67.094,-3.4,0.145422,
0.282,-66.7925,-4,0.149155,
0.284,-66.4928,-4.7,0.147555,
0.286,-66.2194,-5,0.134488,
0.288,-65.9795,-5.4,0.116622,
0.29,-65.783,-5.6,0.091111,
0.292,-65.6414,-5.8,0.066133,
0.294,-65.5608,-5.8,0.033066,
0.296,-65.5449,-5.7,0.002755,
0.298,-65.5809,-5.4,-0.023288,
0.3,-65.6749,-5.5,-0.053155,
0.302,-65.8055,-5.7,-0.072088,
0.304,-65.9746,-5.6,-0.087911,
0.306,-66.1797,-5.9,-0.105777,
0.308,-66.4238,-6,-0.126399,
0.31,-66.6973,-6.2,-0.140533,
0.312,-67.0024,-6.4,-0.152444,
0.314,-67.3204,-6.8,-0.161066,
0.316,-67.6384,-7,-0.159466,
0.318,-67.9637,-7.4,-0.162222,
0.32,-68.2836,-7.9,-0.161155,
0.322,-68.5918,-8.4,-0.154044,
0.324,-68.8866,-9.1,-0.145422,
0.326,-69.1655,-9.8,-0.136711,
0.328,-69.4243,-10.5,-0.127466,
0.33,-69.6758,-11.3,-0.120977,
0.332,-69.9156,-12.3,-0.119822,
0.334,-70.1409,-15.2,-0.110133,
0.336,-70.3508,-22.7,-0.099288,
0.338,-70.4692,-27.9,-0.030311,
0.34,-70.5467,-30.4,-0.024888,
0.342,-70.5303,-28.1,0.017866,
0.344,-70.4497,-23,0.048266,
0.346,-70.3478,-18.4,0.053155,
0.348,-70.2477,-15.6,0.046666,
0.35,-70.1531,-13.6,0.046133,
0.352,-70.0731,-11.9,0.039111,
0.354,-70.0121,-12,0.025511,
0.356,-69.9541,-12,0.024444,
0.358,-69.8998,-11.7,0.024355,
0.36,-69.8509,-11.4,0.021244,
0.362,-69.8021,-11.1,0.023377,
0.364,-69.7508,-10.9,0.024444,
0.366,-69.691,-10.6,0.028799,
0.368,-69.6294,-10.3,0.030933,
0.37,-69.5543,-9.9,0.037422,
0.372,-69.4676,-9.6,0.042933,
0.374,-69.3785,-9.3,0.046666,
0.376,-69.2784,-9.1,0.051555,
0.378,-69.1716,-8.8,0.051555,
0.38,-69.0471,-8.6,0.061333,
0.382,-68.9147,-8.4,0.070488,
0.384,-68.7621,-8.1,0.075911,
0.386,-68.5961,-7.9,0.085688,
0.388,-68.4178,-7.5,0.088977,
0.39,-68.2237,-7.2,0.096088,
0.392,-68.0168,-6.8,0.104177,
0.394,-67.8014,-6.5,0.112266,
0.396,-67.5768,-6.1,0.113333,
0.398,-67.3473,-5.7,0.115555,
0.4,-67.1092,-5.2,0.118311,
0.402,-66.87,-4.7,0.118844,
0.404,-66.6228,-4.2,0.122044,
0.406,-66.3701,-3.7,0.126399,
0.408,-66.1186,-3.2,0.124266,
0.41,-65.858,-2.6,0.130755,
0.412,-65.5956,-2.2,0.130755,
0.414,-65.3282,-1.7,0.134577,
0.416,-65.1146,-3.6,0.082488,
0.418,-64.9034,-3.6,0.098755,
0.42,-64.7515,-3.6,0.066666,
0.422,-64.6642,-3.5,0.033066,
0.424,-64.6349,-3.1,0.007555,
0.426,-64.6532,-2.5,-0.013066,
0.428,-64.702,-2.7,-0.030399,
0.43,-64.7801,-2.5,-0.043911,
0.432,-64.8723,-2.4,-0.0456,
0.434,-64.9828,-2.4,-0.056444,
0.436,-65.1085,-2.6,-0.061866,
0.438,-65.2422,-2.7,-0.069422,
0.44,-65.382,-2.8,-0.0744,
0.442,-65.5321,-3,-0.074844,
0.444,-65.6957,-3.1,-0.082488,
0.446,-65.8617,-3.3,-0.084622,
0.448,-66.0332,-3.6,-0.086222,
0.45,-66.2053,-3.9,-0.084622,
0.452,-66.3683,-4.2,-0.079733,
0.454,-66.5312,-4.5,-0.079733,
0.456,-66.6814,-4.9,-0.073777,
0.458,-66.8236,-5.2,-0.072177,
0.46,-66.9548,-5.7,-0.066666,
0.462,-67.0818,-6.2,-0.061333,
0.464,-67.2118,-6.6,-0.062933,
0.466,-67.3387,-7.2,-0.064533,
0.468,-67.4736,-7.7,-0.067822,
0.47,-67.6189,-8.2,-0.074844,
0.472,-67.7733,-8.6,-0.0792,
0.474,-67.9448,-9,-0.086222,
0.476,-68.1334,-9.4,-0.096,
0.478,-68.3367,-9.9,-0.102577,
0.48,-68.5576,-10.4,-0.112799,
0.482,-68.7938,-10.9,-0.119911,
0.484,-69.0398,-11.3,-0.122666,
0.486,-69.2992,-11.9,-0.131822,
0.488,-69.5665,-12.4,-0.136177,
