Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1612,1.1,-0.001688,
0.002,-0.1618,1.1,-0.003822,
0.004,-0.163,1.1,0,
0.006,-0.1624,1.1,-0.001066,
0.008,-0.1618,1.1,0.000533,
0.01,-0.1605,1.1,0.001155,
0.012,-0.1624,1.1,0.000533,
0.014,-0.1618,1.1,0.000533,
0.016,-0.1642,1.1,-0.0016,
0.018,-0.1642,1.1,0,
0.02,-0.1636,1.1,-0.0016,
0.022,-0.1648,1.1,0.000533,
0.024,-0.1654,1.1,-0.001066,
0.026,-0.1654,1.1,0.000533,
0.028,-0.166,1.2,-0.0016,
0.03,-0.1679,1.1,-0.001688,
0.032,-0.1673,1,0.001066,
0.034,-0.1697,1.1,-0.002755,
0.036,-0.1697,1.1,-0.0016,
0.038,-0.1728,1.1,-0.006577,
0.04,-0.1795,1.1,-0.005955,
0.042,-0.1831,1.1,-0.004355,
0.044,-0.1831,1.1,-0.0016,
0.046,-0.1819,1.1,0.002133,
0.048,-0.1873,1.1,-0.000533,
0.05,-0.1904,1.1,0,
0.052,-0.2007,0.9,-0.007555,
0.054,-0.216,0.7,-0.010844,
0.056,-0.2441,0.6,-0.017422,
0.058,-0.2825,0.6,-0.020088,
0.06,-0.346,0.6,-0.0336,
0.062,-0.4101,0.7,-0.035822,
0.064,-0.4876,0.7,-0.037955,
0.066,-0.5743,0.8,-0.042311,
0.068,-0.6701,0.8,-0.047733,
0.07,-0.7708,0.9,-0.049955,
0.072,-0.8801,0.9,-0.054311,
0.074,-0.9917,1,-0.055288,
0.076,-1.1016,1.1,-0.053155,
0.078,-1.2225,1,-0.060266,
0.08,-1.339,1.1,-0.059644,
0.082,-1.4513,1.2,-0.056888,
0.084,-1.5673,1.2,-0.059111,
0.086,-1.6778,1.2,-0.055911,
0.088,-1.7864,1.2,-0.056444,
0.09,-1.8908,1.2,-0.051022,
0.092,-2.0025,1.1,-0.058577,
0.094,-2.1075,1.2,-0.054311,
0.096,-2.2118,1.1,-0.052088,
0.098,-2.3199,1.1,-0.053155,
0.1,-2.4267,1,-0.053688,
0.102,-2.5372,1,-0.054844,
0.104,-2.655,1,-0.057511,
0.106,-2.7703,1,-0.059111,
0.108,-2.8887,1,-0.060711,
0.11,-3.0151,1,-0.064622,
0.112,-3.142,1,-0.063466,
0.114,-3.2763,1,-0.066755,
0.116,-3.4142,1,-0.066133,
0.118,-3.5632,1,-0.072177,
0.12,-3.7084,0.9,-0.076977,
0.122,-3.8641,1,-0.078133,
0.124,-4.0234,1,-0.082488,
0.126,-4.1784,0.9,-0.0776,
0.128,-4.3487,1,-0.084088,
0.13,-4.5165,1,-0.081866,
0.132,-4.6911,1,-0.085688,
0.134,-4.8687,1,-0.087377,
0.136,-5.0475,1,-0.091111,
0.138,-5.2282,1.1,-0.088977,
0.14,-5.415,1,-0.096088,
0.142,-5.5987,1,-0.094933,
0.144,-5.7915,1.1,-0.0944,
0.146,-5.9808,1,-0.097155,
0.148,-6.1773,1,-0.099288,
0.15,-6.3744,1,-0.096533,
0.152,-6.5728,1,-0.097688,
0.154,-6.7724,1,-0.100355,
0.156,-6.9817,1,-0.103555,
0.158,-7.1844,1,-0.103644,
0.16,-7.3956,1,-0.107466,
0.162,-7.6104,0.9,-0.110133,
0.164,-7.8259,1,-0.107999,
0.166,-8.0444,1,-0.106933,
0.168,-8.269,0.9,-0.112355,
0.17,-8.4997,0.9,-0.116088,
0.172,-8.7286,1,-0.115555,
0.174,-8.9666,1,-0.119911,
0.176,-9.2071,1,-0.119377,
0.178,-9.4469,1,-0.121511,
0.18,-9.6935,1,-0.122044,
0.182,-9.9474,1,-0.126933,
0.184,-10.205,0.9,-0.129688,
0.186,-10.4675,0.9,-0.130755,
0.188,-10.7317,0.9,-0.131288,
0.19,-11.0009,1,-0.134577,
0.192,-11.2762,1,-0.142755,
0.194,-11.5502,1,-0.138311,
0.196,-11.834,1,-0.140533,
0.198,-12.1172,1,-0.140444,
0.2,-12.4059,1,-0.147022,
0.202,-12.6897,0.9,-0.143733,
0.204,-12.9772,0.9,-0.148622,
0.206,-13.2653,1,-0.144266,
0.208,-13.5595,1,-0.147022,
0.21,-13.8525,0.9,-0.147644,
0.212,-14.1412,0.9,-0.145422,
0.214,-14.4396,0.9,-0.147022,
0.216,-14.7399,0.9,-0.148622,
0.218,-15.0384,0.9,-0.150844,
