Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1599,1.1,0.004266,
0.002,-0.1641,1.3,0.002222,
0.004,-0.1641,1.1,0,
0.006,-0.1641,1.2,0,
0.008,-0.1672,1.1,-0.004888,
0.01,-0.1647,1.1,0.002755,
0.012,-0.166,1.1,-0.000533,
0.014,-0.1715,1.1,-0.002755,
0.016,-0.169,1.1,0.0016,
0.018,-0.1733,1.1,-0.002222,
0.02,-0.1812,1.1,-0.006488,
0.022,-0.1855,1.1,-0.003822,
0.024,-0.1861,1.1,0,
0.026,-0.1897,1,-0.0016,
0.028,-0.1982,1,-0.004888,
0.03,-0.211,0.6,-0.010311,
0.032,-0.2416,0.4,-0.017422,
0.034,-0.2904,0.4,-0.025511,
0.036,-0.3648,0.3,-0.039022,
0.038,-0.4546,0.4,-0.048888,
0.04,-0.5675,0.4,-0.056444,
0.042,-0.7011,0.4,-0.0672,
0.044,-0.8525,0.4,-0.078133,
0.046,-1.0155,0.5,-0.083022,
0.048,-1.1968,0.6,-0.090133,
0.05,-1.3896,0.6,-0.099288,
0.052,-1.5923,0.7,-0.105866,
0.054,-1.8053,0.8,-0.108533,
0.056,-2.0238,0.9,-0.109599,
0.058,-2.2484,0.9,-0.112888,
0.06,-2.487,1,-0.118755,
0.062,-2.7232,1,-0.117155,
0.064,-2.9631,1.1,-0.120977,
0.066,-3.2127,1,-0.126399,
0.068,-3.4563,1,-0.120977,
0.07,-3.7022,1.1,-0.124177,
0.072,-3.9549,1,-0.125866,
0.074,-4.207,1,-0.127466,
0.076,-4.467,0.9,-0.129688,
0.078,-4.7313,0.9,-0.134044,
0.08,-5.0084,0.8,-0.138933,
0.082,-5.2861,0.8,-0.142666,
0.084,-5.5736,0.7,-0.145955,
0.086,-5.8769,0.7,-0.152444,
0.088,-6.1845,0.8,-0.156177,
0.09,-6.5074,0.7,-0.161155,
0.092,-6.8449,0.7,-0.170844,
0.094,-7.1904,0.7,-0.175822,
0.096,-7.5414,0.7,-0.178577,
0.098,-7.9094,0.7,-0.183911,
0.1,-8.2909,0.6,-0.191555,
0.102,-8.6845,0.6,-0.198488,
0.104,-9.0874,0.7,-0.2024,
0.106,-9.5055,0.7,-0.208355,
0.108,-9.9321,0.7,-0.216977,
0.11,-10.3709,0.7,-0.218577,
0.112,-10.8244,0.8,-0.227822,
0.114,-11.2846,0.8,-0.229955,
0.116,-11.7601,0.8,-0.237066,
0.118,-12.2398,0.8,-0.237066,
0.12,-12.7312,0.9,-0.245244,
0.122,-13.2298,0.8,-0.248977,
0.124,-13.7267,0.7,-0.248533,
0.126,-14.2278,0.8,-0.250666,
0.128,-14.7313,0.7,-0.252266,
0.13,-15.2409,0.7,-0.252799,
0.132,-15.7518,0.6,-0.257688,
0.134,-16.2688,0.7,-0.257688,
0.136,-16.7986,0.6,-0.265333,
0.138,-17.3314,0.6,-0.267466,
0.14,-17.8795,0.5,-0.273955,
0.142,-18.4343,0.6,-0.279377,
0.144,-19.0056,0.6,-0.285422,
0.146,-19.5848,0.6,-0.290222,
0.148,-20.1793,0.7,-0.299466,
0.15,-20.7854,0.7,-0.306044,
0.152,-21.4104,0.7,-0.314666,
0.154,-22.0482,0.8,-0.321688,
0.156,-22.6946,1,-0.322311,
0.158,-23.355,1,-0.331022,
0.16,-24.0147,1,-0.327644,
0.162,-24.6678,1,-0.326044,
0.164,-25.3178,1,-0.328177,
0.166,-25.9557,0.9,-0.317955,
0.168,-26.5904,0.9,-0.3152,
0.17,-27.2209,0.8,-0.3152,
0.172,-27.8496,0.7,-0.313066,
0.174,-28.4801,0.6,-0.314666,
0.176,-29.1173,0.5,-0.317955,
0.178,-29.7691,0.4,-0.325511,
0.18,-30.4308,0.4,-0.334222,
0.182,-31.1046,0.3,-0.337511,
0.184,-31.8144,0.3,-0.354755,
0.186,-32.5487,0.3,-0.369511,
0.188,-33.3031,0.4,-0.378755,
0.19,-34.0855,0.5,-0.391644,
0.192,-34.8753,0.5,-0.397066,
0.194,-35.6676,0.6,-0.396622,
