Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1636,1.1,0,
0.002,-0.1624,1.2,-0.000533,
0.004,-0.1624,1.2,-0.000533,
0.006,-0.1618,1.2,0.003822,
0.008,-0.163,1.2,0.000533,
0.01,-0.1661,1.2,-0.000622,
0.012,-0.1624,1.1,0.001066,
0.014,-0.1642,1.1,-0.000533,
0.016,-0.163,1.2,0.001066,
0.018,-0.1661,1.1,0.000533,
0.02,-0.1673,1.2,-0.002222,
0.022,-0.1673,1.2,-0.001066,
0.024,-0.1654,1.2,0.000622,
0.026,-0.1648,1.1,0.001155,
0.028,-0.1679,1.2,-0.002755,
0.03,-0.1667,1.1,0.001066,
0.032,-0.1691,1.2,-0.0016,
0.034,-0.1673,1.1,0.001066,
0.036,-0.1697,1.2,0,
0.038,-0.1691,1.1,0.002755,
0.04,-0.1764,1.1,-0.002133,
0.042,-0.1825,1.2,-0.002133,
0.044,-0.1844,1.2,0.0016,
0.046,-0.1892,1.2,-0.003733,
0.048,-0.1856,1.1,0.001066,
0.05,-0.1892,1.1,-0.002133,
0.052,-0.1965,1,-0.005955,
0.054,-0.2038,0.8,-0.007022,
0.056,-0.2282,0.6,-0.013511,
0.058,-0.2618,0.6,-0.016266,
0.06,-0.3161,0.6,-0.027111,
0.062,-0.3826,0.6,-0.034666,
0.064,-0.4644,0.7,-0.041777,
0.066,-0.5523,0.8,-0.043377,
0.068,-0.6469,0.8,-0.049333,
0.07,-0.7482,0.9,-0.050933,
0.072,-0.8569,0.9,-0.056444,
0.074,-0.9698,1.1,-0.058044,
0.076,-1.0815,1.1,-0.052088,
0.078,-1.2042,1.1,-0.060799,
0.08,-1.3195,1.2,-0.059644,
0.082,-1.4367,1.2,-0.059111,
0.084,-1.5508,1.2,-0.058044,
0.086,-1.6668,1.2,-0.056977,
0.088,-1.7748,1.2,-0.054755,
0.09,-1.8884,1.2,-0.054311,
0.092,-1.9958,1.2,-0.052622,
0.094,-2.1038,1.2,-0.053155,
0.096,-2.2106,1.2,-0.055288,
0.098,-2.315,1.1,-0.053688,
0.1,-2.4206,1.1,-0.051555,
0.102,-2.5292,1.1,-0.055288,
0.104,-2.6385,1.1,-0.052622,
0.106,-2.7496,1,-0.052088,
0.108,-2.8692,1,-0.059111,
0.11,-2.9937,1,-0.061866,
0.112,-3.1225,1,-0.063466,
0.114,-3.2568,1,-0.067822,
0.116,-3.3996,1,-0.070488,
0.118,-3.5449,1,-0.072711,
0.12,-3.6926,1,-0.076533,
0.122,-3.8476,1,-0.073244,
0.124,-4.0057,1,-0.080355,
0.126,-4.1638,1,-0.082488,
0.128,-4.3347,1,-0.085777,
0.13,-4.5031,1,-0.086222,
0.132,-4.6716,1.1,-0.085244,
0.134,-4.8522,1,-0.090044,
0.136,-5.0317,1,-0.0912,
0.138,-5.2087,1,-0.090577,
0.14,-5.3967,1.1,-0.092266,
0.142,-5.5847,1,-0.093333,
0.144,-5.772,1.1,-0.0944,
0.146,-5.9655,1.1,-0.099288,
0.148,-6.1596,1,-0.097688,
0.15,-6.3555,1.1,-0.098133,
0.152,-6.5533,1,-0.100355,
0.154,-6.7547,1.1,-0.099822,
0.156,-6.9567,1,-0.100355,
0.158,-7.1642,1.1,-0.104088,
0.16,-7.3712,1,-0.103111,
0.162,-7.5829,1,-0.103555,
0.164,-7.7978,1,-0.107466,
0.166,-8.0157,0.9,-0.109599,
0.168,-8.2397,1,-0.112888,
0.17,-8.4673,1,-0.113866,
0.172,-8.7005,1,-0.116622,
0.174,-8.9355,1,-0.118311,
0.176,-9.1772,1,-0.124266,
0.178,-9.4201,1,-0.122577,
0.18,-9.6697,1,-0.126399,
0.182,-9.9243,1,-0.131911,
0.184,-10.1806,1,-0.127999,
0.186,-10.4443,1,-0.129155,
0.188,-10.7079,1,-0.131288,
0.19,-10.9802,1,-0.135644,
0.192,-11.2518,1,-0.138933,
0.194,-11.527,1,-0.138844,
0.196,-11.8115,1.1,-0.139466,
0.198,-12.0928,1,-0.139377,
0.2,-12.376,1,-0.141066,
0.202,-12.6623,1,-0.14,
0.204,-12.9461,1,-0.1416,
0.206,-13.2379,1,-0.146488,
0.208,-13.5284,0.9,-0.145955,
0.21,-13.8159,0.9,-0.143822,
0.212,-14.1088,0.9,-0.145955,
0.214,-14.403,1,-0.146488,
0.216,-14.6972,1,-0.145955,
0.218,-14.9987,0.9,-0.149155,
0.22,-15.3008,0.9,-0.152977,
0.222,-15.6048,0.9,-0.151377,
0.224,-15.913,0.9,-0.152977,
0.226,-16.2298,0.8,-0.1584,
0.228,-16.5478,0.9,-0.161688,
0.23,-16.8694,0.9,-0.159466,
0.232,-17.1966,0.9,-0.164977,
0.234,-17.528,0.9,-0.165422,
0.236,-17.8637,0.9,-0.168711,
0.238,-18.1994,0.9,-0.168177,
0.24,-18.5424,0.9,-0.171377,
0.242,-18.8867,0.9,-0.172,
0.244,-19.2333,1,-0.173066,
0.246,-19.5794,1,-0.174133,
0.248,-19.9316,1,-0.176355,
0.25,-20.2831,1,-0.177955,
0.252,-20.6341,1,-0.176355,
0.254,-20.9869,1.1,-0.178488,
0.256,-21.3427,1.1,-0.1752,
0.258,-21.7016,1,-0.176888,
0.26,-22.0672,1,-0.181244,
0.262,-22.4359,1,-0.184533,
0.264,-22.799,1,-0.182311,
0.266,-23.1658,1,-0.182844,
0.268,-23.5345,1,-0.186133,
0.27,-23.9013,1,-0.180088,
0.272,-24.2639,1,-0.178488,
0.274,-24.6295,1,-0.181777,
0.276,-24.9938,0.8,-0.181155,
0.278,-25.3576,0.9,-0.1872,
0.28,-25.7147,0.9,-0.179644,
0.282,-26.0833,0.8,-0.184444,
0.284,-26.4471,0.8,-0.182844,
0.286,-26.8176,0.8,-0.185066,
0.288,-27.1881,0.7,-0.184533,
0.29,-27.561,0.7,-0.186666,
0.292,-27.9406,0.7,-0.189866,
0.294,-28.3245,0.6,-0.195822,
0.296,-28.717,0.6,-0.198044,
0.298,-29.1149,0.7,-0.200711,
0.3,-29.5196,0.7,-0.2024,
0.302,-29.9316,0.7,-0.206755,
0.304,-30.3485,0.7,-0.211111,
0.306,-30.7775,0.8,-0.213155,
0.308,-31.2115,0.7,-0.220266,
0.31,-31.657,0.9,-0.223999,
0.312,-32.1099,0.9,-0.227822,
0.314,-32.5677,0.9,-0.229511,
0.316,-33.0334,0.9,-0.230044,
0.318,-33.5046,0.9,-0.234933,
0.32,-33.9758,1,-0.234933,
0.322,-34.4451,1,-0.234933,
0.324,-34.9139,1,-0.234933,
0.326,-35.3826,1,-0.235999,
0.328,-35.8428,1,-0.231111,
0.33,-36.3061,0.9,-0.231111,
0.332,-36.7669,0.9,-0.228355,
0.334,-37.2259,0.9,-0.230044,
0.336,-37.6855,0.9,-0.227911,
0.338,-38.1469,0.9,-0.227288,
0.34,-38.6138,0.8,-0.231644,
0.342,-39.082,0.9,-0.233333,
0.344,-39.5574,0.8,-0.237066,
0.346,-40.0384,0.8,-0.240355,
0.348,-40.5236,0.8,-0.243022,
0.35,-41.0198,0.8,-0.245777,
0.352,-41.5209,0.9,-0.250577,
0.354,-42.03,0.9,-0.254488,
0.356,-42.5451,0.9,-0.257688,
0.358,-43.0676,0.9,-0.261511,
0.36,-43.59,1,-0.263111,
0.362,-44.1119,1,-0.262577,
0.364,-44.6374,1,-0.260444,
0.366,-45.1513,1.1,-0.259911,
0.368,-45.6683,1,-0.256088,
0.37,-46.184,1.1,-0.258755,
0.372,-46.6943,1,-0.256622,
0.374,-47.2058,1,-0.256088,
0.376,-47.7178,0.9,-0.257688,
0.378,-48.2287,0.9,-0.256622,
0.38,-48.742,0.9,-0.258755,
0.382,-49.2675,0.9,-0.260977,
0.384,-49.7936,0.9,-0.259288,
0.386,-50.3295,0.9,-0.270666,
0.388,-50.8685,0.9,-0.269688,
0.39,-51.4129,0.9,-0.272355,
0.392,-51.9665,0.9,-0.278311,
0.394,-52.5256,1,-0.2816,
0.396,-53.0883,1,-0.2848,
0.398,-53.6572,0.9,-0.284355,
0.4,-54.2254,1,-0.2832,
0.402,-54.7991,0.9,-0.286933,
0.404,-55.3674,0.9,-0.286488,
0.406,-55.9362,0.9,-0.2848,
0.408,-56.5124,0.9,-0.286488,
0.41,-57.0849,0.9,-0.286488,
0.412,-57.6623,0.9,-0.288622,
0.414,-58.2415,0.9,-0.288622,
0.416,-58.8323,0.9,-0.292355,
0.418,-59.4274,0.9,-0.296177,
0.42,-60.0262,0.9,-0.2968,
0.422,-60.6323,1.1,-0.302755,
0.424,-61.2402,1,-0.301688,
0.426,-61.8591,1,-0.308711,
0.428,-62.4694,1,-0.305955,
0.43,-63.081,-1.3,-0.305422,
0.432,-63.6761,-3.2,-0.292977,
0.434,-64.2492,0,-0.283733,
0.436,-64.8089,-0.6,-0.279911,
0.438,-65.3082,-1.6,-0.225688,
0.44,-65.7708,0.9,-0.222933,
0.442,-66.1572,0.3,-0.178488,
0.444,-66.4337,0.2,-0.126488,
0.446,-66.6052,-0.6,-0.073244,
0.448,-66.6754,-0.3,-0.024444,
0.45,-66.665,-1.4,0.010844,
0.452,-66.5985,-1.5,0.036266,
0.454,-66.4855,-1.6,0.061866,
0.456,-66.3421,-2.2,0.076533,
0.458,-66.1749,-2.2,0.084088,
0.46,-65.996,-2.6,0.089511,
0.462,-65.8209,-2.9,0.087822,
0.464,-65.6548,-3,0.083022,
0.466,-65.5053,-3.2,0.077066,
0.468,-65.3802,-3.3,0.061866,
0.47,-65.2825,-3.3,0.048888,
0.472,-65.2184,-3.3,0.030399,
0.474,-65.1849,-3.3,0.012444,
