Timestamp,17/04/2024 11:43:35
Interval,0,0002
Channel name,"1704SharinC1"
Unit,"V"
0,4896,-0,91128256925730966
0,4898,-0,85906389032606967
0,49,-0,64664346183417365
0,4902,-0,65341254984377883
0,4904,-0,86132025299593806
0,4906,-0,77235509629826993
0,4908,-0,74463406921131536
0,491,-0,50868300144793466
0,4912,-0,49707885057432577
0,4914,-0,6882250024646055
0,4916,-0,63503931096056476
0,4918,-0,57991959431092255
0,492,-0,30851139887818135
0,4922,-0,32237191242165864
0,4924,-0,57766323164105415
0,4926,-0,60925230901921168
0,4928,-0,81909403731697239
0,493,-0,8026548235793598
0,4932,-1,2471582695434336
0,4934,-1,532426978519652
0,4936,-1,5930264330818318
0,4938,-1,2697218962421175
0,494,-0,76429665819159709
0,4942,-1,0892128826526459
0,4944,-1,6014072087127715
0,4946,-0,96285657314001583
0,4948,-0,59249075775733218
0,495,-0,1547563998028636
0,4952,-0,053542417183052748
0,4954,-0,28465842208242975
0,4956,-0,25629271994694136
0,4958,-0,23243974315118976
0,496,0,099890244367998093
0,4962,0,079905317863449454
0,4964,-0,19569326538476162
0,4966,-0,20890910387970507
0,4968,-0,19601560290902853
0,497,0,11729647067841142
0,4972,0,11923049582401291
0,4974,-0,20181767834583297
0,4976,-0,19698261548182927
0,4978,-0,17474132630741224
0,498,0,152431260823505
0,4982,0,12954529660055414
0,4984,-0,16055847523966804
0,4986,-0,18215508936555125
0,4988,-0,18215508936555125
0,499,0,16339073664858006
0,4992,0,16113437397871166
0,4994,-0,12477901004604064
0,4996,-0,19633794043329544
0,4998,-0,18699015222955495
0,5,0,15178658577497117
0,5002,0,15758866121177562
0,5004,-0,11929927213350311
0,5006,-0,19375924023916014
0,5008,-0,18763482727808878
0,501,0,18466501325019635
0,5012,0,16242372407577932
0,5014,-0,13444913577404805
0,5016,-0,2047187160642352
0,5018,-0,18118807679275051
0,502,0,20948500261874869
0,5022,0,19143410125980154
0,5024,-0,11317485917243175
0,5026,-0,20794209130690433
0,5028,-0,18956885242369026
0,503,0,22495720378356054
0,5032,0,19078942621126771
0,5034,-0,092545257619349286
0,5036,-0,1953709278604947
0,5038,-0,1857008021324873
0,504,0,17789592524059117
0,5042,0,17370553742512129
0,5044,-0,055798779852921143
0,5046,-0,21148780407384038
0,5048,-0,18312210193835199
0,505,0,19207877630833536
0,5052,0,16081203645444475
0,5054,-0,0084151637856848538
0,5056,-0,2263153301901184
0,5058,-0,20697507873410359
0,506,0,21625409062835388
0,5062,0,23237096684169956
0,5064,0,068945842038374394
0,5066,-0,22115792980184779
0,5068,-0,20761975378263742
0,507,0,20561695232754573
0,5072,0,20271591460914351
0,5074,0,065400129271438345
0,5076,-0,20761975378263742
0,5078,-0,19246989014209248
0,508,0,23043694169609807
0,5082,0,19626916412380524
0,5084,0,13695905965869315
0,5086,-0,2072974162583705
0,5088,-0,2047187160642352
0,509,0,21560941557982005
0,5092,0,1882107260171324
0,5094,0,096022194076795131
0,5096,-0,21857922960771248
0,5098,-0,19794962805463001
0,51,0,21045201519154944
0,5102,0,18756605096859857
0,5104,0,1501748981536366
0,5106,-0,19601560290902853
0,5108,-0,1953709278604947
0,511,0,20884032757021487
0,5112,0,20207123956060968
0,5114,0,21883279082248919
0,5116,-0,24210986887919717
0,5118,-0,22212494237464853
0,512,0,22656889140489511
0,5122,0,1930457888811361
0,5124,0,21174136528861709
0,5126,-0,21793455455917865
0,5128,-0,21277715417090803
0,513,0,23914005485130474
0,5132,0,21883279082248919
0,5134,0,20271591460914351
0,5136,-0,2285716928599868
0,5138,-0,21825689208344556
0,514,0,21012967766728252
0,5142,0,19143410125980154
0,5144,0,21077435271581635
0,5146,-0,23501844334532507
0,5148,-0,19666027795756236
0,515,0,2214114910166245
0,5152,0,20207123956060968
0,5154,0,20142656451207586
0,5156,-0,22083559227758087
0,5158,-0,19633794043329544
0,516,0,24429745523957536
0,5162,0,23688369218143634
0,5164,0,19949253936647438
0,5166,-0,23179506810265593
0,5168,-0,20375170349143445
0,517,0,22463486625929363
0,5172,0,21528707805555314
0,5174,0,18595436334726401
0,5176,-0,22083559227758087
0,5178,-0,20278469091863371
0,518,0,22495720378356054
0,5182,0,19562448907527141
0,5184,0,18563202582299709
0,5186,-0,20794209130690433
0,5188,-0,21116546654957347
0,519,0,2191551283467561
0,5192,0,20174890203634277
0,5194,0,19272345135686919
0,5196,-0,1976272905303631
0,5198,-0,19988365320023149
0,52,0,23656135465716943
0,5202,0,21528707805555314
0,5204,0,20916266509448178
0,5206,-0,2214802673261147
0,5208,-0,20536339111276902
0,521,0,23688369218143634
0,5212,0,21851045329822227
0,5214,0,20368292718194425
0,5216,-0,23050571800558828
0,5218,-0,23147273057838902
0,522,0,23688369218143634
0,5222,0,22334551616222598
0,5224,0,19562448907527141
0,5226,-0,20181767834583297
0,5228,-0,20633040368556976
0,523,0,19691383917233907
0,5232,0,18853306354139931
0,5234,0,1762842376192566
0,5236,-0,24694493174320087
0,5238,-0,21471117931650952
0,524,0,22237850358942524
0,5242,0,19659150164807215
0,5244,0,20303825213341042
0,5246,-0,19956131567596458
0,5248,-0,19311456519062631
0,525,0,21625409062835388
0,5252,0,21399772795848548
0,5254,0,17692891266779043
0,5256,-0,18634547718102112
0,5258,-0,20923144140397198
0,526,0,2023935770848766
0,5262,0,21689876567688771
0,5264,0,18530968829873018
0,5266,-0,22953870543278754
0,5268,-0,20923144140397198
0,527,0,23301564189023338
0,5272,0,21947746587102301
0,5274,0,19917020184220746
0,5276,-0,22728234276291914
0,5278,-0,22438130504451692
0,528,0,22237850358942524
0,5282,0,22012214091955684
0,5284,0,20110422698780894
0,5286,-0,2404981812578626
0,5288,-0,20568572863703594
0,529,0,21141902776435018
0,5292,0,20690630242461339
0,5294,0,18595436334726401
0,5296,-0,21761221703491174
0,5298,-0,20794209130690433
0,53,0,2430081051425077
0,5302,0,22850291655049659
0,5304,0,22979226664756425
0,5306,-0,25790440756827593
0,5308,-0,22889403038425371
0,531,0,21625409062835388
0,5312,0,21045201519154944
0,5314,0,20561695232754573
0,5316,-0,23179506810265593
0,5318,-0,22438130504451692
0,532,0,2310816167446319
0,5322,0,21496474053128622
0,5324,0,21657642815262079
0,5326,-0,21793455455917865
0,5328,-0,23115039305412211
0,533,0,21399772795848548
0,5332,0,18917773858993314
0,5334,0,17306086237658747
0,5336,-0,23082805552985519
0,5338,-0,21761221703491174
0,534,0,19659150164807215
0,5342,0,19917020184220746
0,5344,0,17821826276485808
0,5346,-0,22180260485038161
0,5348,-0,20826442883117124
0,535,0,21399772795848548
0,5352,0,18305332562886178
0,5354,0,18015228791045956
0,5356,-0,22083559227758087
0,5358,-0,20181767834583297
0,536,0,19111176373553462
0,5362,0,18917773858993314
0,5364,0,19143410125980154
0,5366,-0,19923897815169767
0,5368,-0,19021352747222409
0,537,0,19659150164807215
0,5372,0,1714491747552529
0,5374,0,16210138655151241
0,5376,-0,21793455455917865
0,5378,-0,16345951295807026
0,538,0,21883279082248919
0,5382,0,18595436334726401
0,5384,0,17048216218245216
0,5386,-0,2143888417922426
0,5388,-0,21890156713197939
0,539,0,22431252873502672
0,5392,0,21045201519154944
0,5394,0,17982995038619265
0,5396,-0,2024623533943668
0,5398,-0,20761975378263742
0,54,0,1953021515510045
0,5402,0,18015228791045956
0,5404,0,1811193004832603
0,5406,-0,21084312902530655
0,5408,-0,2072974162583705
0,541,0,18015228791045956
0,5412,0,17467254999792203
0,5414,0,14888554805656895
0,5416,-0,17474132630741224
0,5418,-0,17441898878314532
0,542,0,16564709931844845
0,5422,0,16661411189124919
0,5424,0,14598451033816673
0,5426,-0,18054340174421668
0,5428,-0,16861691334634088
0,543,0,15920034883311018
0,5432,0,14082710994989611
0,5434,0,11117205771734007
0,5436,-0,17345197621034458
0,5438,-0,1618478253367357
0,544,0,14985256062936969
0,5442,0,13051230917335488
0,5444,0,11310608286294155
0,5446,-0,15926912514260039
0,5448,-0,13154809805564582
0,545,0,14308347261976451
0,5452,0,12503257126081735
0,5454,0,11181673276587389
0,5456,-0,1357384858711157
0,5458,-0,11027382145402953
0,546,0,10343595713493414
0,5462,0,094732843979727477
0,5464,0,093121156358392909
0,5466,-0,12445667252177373
0,5468,-0,10640577116282657
0,547,0,1095603700960055
0,5472,0,084418043203186244
0,5474,0,080872330436250195
0,5476,-0,11091849650256336
0,5478,-0,10543875859002583
0,548,0,097633881698129699
0,5482,0,087641418445855379
0,5484,0,079582980339182541
0,5486,-0,095123957813484594
0,5488,-0,084809157036943361
0,549,0,080549992911983281
0,5492,0,070557529659708962
0,5494,0,066689479368505999
0,5496,-0,083519806939875707
0,5498,-0,075783706357469782
0,55,0,080549992911983281
0,5502,0,072813892329577357
0,5504,0,064755454222904518
0,5506,-0,079007081600138918
0,5508,-0,07288266863906756
0,551,0,071846879756776616
0,5512,0,066044804319972172
0,5514,0,060565066407434642
0,5516,-0,071593318541999906
0,5518,-0,060311505192657933
0,552,0,067978829465573654
0,5522,0,054118315922096372
0,5524,0,049283253058092669
0,5526,-0,06095618024119176
0,5528,-0,053864754707319662
0,553,0,057664028689032421
0,5532,0,053151303349295631
0,5534,0,049605590582359582
0,5536,-0,055798779852921143
0,5538,-0,053220079658785835
0,554,0,057019353640498593
0,5542,0,051861953252227977
0,5544,0,044125852669822052
0,5546,-0,05096371698891744
0,5548,-0,047740341746248305
0,555,0,052506628300761804
0,5552,0,045415202766889706
0,5554,0,044448190194088966
0,5556,-0,050641379464650527
0,5558,-0,046450991649180651
0,556,0,049605590582359582
0,5562,0,045415202766889706
0,5564,0,041547152475686744
0,5566,-0,045806316600646824
0,5568,-0,040326578688109294
0,557,0,047349227912491187
0,5572,0,043803515145555139
0,5574,0,04025780237861909
0,5576,-0,044194628979312256
0,5578,-0,042260603833710775
0,558,0,040580139902886003
0,5582,0,038646114757284522
0,5584,0,036389752087416127
0,5586,-0,041293591260910034
0,5588,-0,036780865921173245
0,559,0,043481177621288225
0,5592,0,038968452281551436
0,5594,0,036712089611683041
0,5596,-0,039359566115308553
0,5598,-0,035491515824105591
0,56,0,040902477427152917
0,5602,0,036389752087416127
0,5604,0,031232351699145511
0,5606,-0,039037228591041639
0,5608,-0,03452450325130485
0,561,0,037679102184483781
0,5612,0,03477806446608156
0,5614,0,030910014174878597
0,5616,-0,036458528396906331
0,5618,-0,032590478105703369
0,562,0,035422739514615387
0,5622,0,033811051893280819
0,5624,0,031877026747679338
0,5626,-0,035491515824105591
0,5628,-0,030656452960101888
0,563,0,031554689223412424
0,5632,0,030587676650611684
0,5634,0,028008976456476375
0,5636,-0,032268140581436455
0,5638,-0,031301128008635715
0,564,0,035422739514615387
0,5642,0,031554689223412424
0,5644,0,02929832655354403
0,5646,-0,032912815629970282
0,5648,-0,031945803057169542
0,565,0,033811051893280819
0,5652,0,028008976456476375
0,5654,0,025107938738074154
0,5656,-0,034846840775571764
0,5658,-0,030334115435834974
0,566,0,029943001602077857
0,5662,0,027686638932209462
0,5664,0,024140926165273413
0,5666,-0,025176715047564358
0,5668,-0,028400090290233493
0,567,0,025752613786607981
0,5672,0,02478560121380724
0,5674,0,021884563495405018
0,5676,-0,031301128008635715
0,5678,-0,028400090290233493
0,568,0,026397288835141808
0,5682,0,027364301407942548
0,5684,0,023496251116739586
0,5686,-0,030011777911568061
0,5688,-0,028400090290233493
0,569,0,022206901019671932
0,5692,0,025430276262341067
0,5694,0,021562225971138105
0,5696,-0,02904476533876732
0,5698,-0,026143727620365098
0,57,0,027041963883675635
0,5702,0,023173913592472672
0,5704,0,01930586330126971
0,5706,-0,029367102863034233
0,5708,-0,025499052571831271
0,571,0,027041963883675635
0,5712,0,02478560121380724
0,5714,0,022851576068205759
0,5716,-0,026788402668898925
0,5718,-0,02356502742622979
0,572,0,017371838155668229
0,5722,0,023173913592472672
0,5724,0,021562225971138105
0,5726,-0,025821390096098185
0,5728,-0,022920352377695963
0,573,0,017049500631401315
0,5732,0,0238185886410065
0,5734,0,021239888446871191
0,5736,-0,024209702474763617
0,5738,-0,022598014853429049
0,574,0,022529238543938845
0,5742,0,022851576068205759
0,5744,0,020917550922604278
0,5746,-0,023887364950496703
0,5748,-0,021953339804895222
0,575,0,020272875874070451
0,5752,0,020595213398337364
0,5754,0,020595213398337364
0,5756,-0,022598014853429049
0,5758,-0,020986327232094482
0,576,0,028653651505010203
0,5762,0,022206901019671932
0,5764,0,020272875874070451
0,5766,-0,020341652183560655
0,5768,-0,019696977135026827
0,577,0,026074951310874894
0,5772,0,021562225971138105
0,5774,0,019628200825536624
0,5776,-0,020986327232094482
0,5778,-0,020341652183560655
0,578,0,014470800437266007
0,5782,0,020917550922604278
0,5784,0,020272875874070451
0,5786,-0,019696977135026827
0,5788,-0,016151264368090779
0,579,0,01382612538873218
0,5792,0,020595213398337364
0,5794,0,016082488058600575
0,5796,-0,018729964562226087
0,5798,-0,020019314659293741
0,58,0,0067346998548600823
0,5802,0,018661188252735883
0,5804,0,018983525777002797
0,5806,-0,019696977135026827
0,5808,-0,019052302086493
0,581,0,01382612538873218
0,5812,0,019950538349803537
0,5814,0,017694175679935142
0,5816,-0,018407627037959173
0,5818,-0,017762951989425346
0,582,0,015437813010066748
0,5822,0,018661188252735883
0,5824,0,017049500631401315
0,5826,-0,018729964562226087
0,5828,-0,017118276940891519
0,583,0,0057676872820593417
0,5832,0,018338850728468969
0,5834,0,016727163107134402
0,5836,-0,019374639610759914
0,5838,-0,015184251795290038
0,584,-0,0019684133003465831
0,5842,0,015115475485799834
0,5844,0,015437813010066748
0,5846,-0,017118276940891519
0,5848,-0,016151264368090779
0,585,-0,0039024384459480643
0,5852,0,016404825582867488
0,5854,0,013503787864465266
0,5856,-0,020019314659293741
0,5858,-0,01808528951369226
0,586,-3,4388154745101929E-05
0,5862,0,015437813010066748
0,5864,0,01382612538873218
0,5866,-0,018729964562226087
0,5868,-0,015506589319556952
0,587,-3,4388154745101929E-05
0,5872,0,016082488058600575
0,5874,0,01382612538873218
0,5876,-0,018407627037959173
0,5878,-0,016795939416624606
0,588,0,0025443120393902063
0,5882,0,014148462912999094
0,5884,0,011569762718863785
0,5886,-0,01808528951369226
0,5888,-0,016151264368090779
0,589,0,0012549619423225522
0,5892,0,01382612538873218
0,5894,0,013181450340198353
0,5896,-0,017118276940891519
0,5898,-0,014861914271023124
0,59,-0,0010014007275458425
0,5902,0,014793137961532921
0,5904,0,012859112815931439
0,5906,-0,017440614465158433
0,5908,-0,015506589319556952
0,591,-0,005514126067282632
0,5912,0,01382612538873218
0,5914,0,012859112815931439
0,5916,-0,017440614465158433
0,5918,-0,015184251795290038
0,592,-0,0022907508246134967
0,5922,0,01382612538873218
0,5924,0,013181450340198353
0,5926,-0,016473601892357692
0,5928,-0,014861914271023124
0,593,0,0070570373791269958
0,5932,0,014148462912999094
0,5934,0,01382612538873218
0,5936,-0,01357256417395547
0,5938,-0,01357256417395547
0,594,-0,0032577633974142373
0,5942,0,015115475485799834
0,5944,0,013181450340198353
0,5946,-0,01357256417395547
0,5948,-0,012283214076887816
0,595,-0,0039024384459480643
0,5952,0,014793137961532921
0,5954,0,01382612538873218
0,5956,-0,014217239222489297
0,5958,-0,012283214076887816
0,596,-0,0035801009216811508
0,5962,0,014793137961532921
0,5964,0,014148462912999094
0,5966,-0,014217239222489297
0,5968,-0,011960876552620903
0,597,-0,0064811386400833726
0,5972,0,014148462912999094
0,5974,0,012859112815931439
0,5976,-0,01260555160115473
0,5978,-0,01260555160115473
0,598,-0,0019684133003465831
0,5982,0,011892100243130699
0,5984,0,012214437767397612
0,5986,-0,01260555160115473
0,5988,-0,010671526455553249
0,599,-0,0022907508246134967
0,5992,0,014148462912999094
0,5994,0,014470800437266007
0,5996,-0,013894901698222384
0,5998,-0,012927889125421643
0,6,-0,0093821763584855944
0,6002,0,014470800437266007
0,6004,0,012536775291664526
0,6006,-0,013250226649688557
0,6008,-0,01260555160115473
0,601,-0,01357256417395547
0,6012,0,012859112815931439
0,6014,0,012214437767397612
0,6016,-0,01357256417395547
0,6018,-0,01260555160115473
0,602,-0,013894901698222384
0,6022,0,012859112815931439
0,6024,0,011569762718863785
0,6026,-0,011638539028353989
0,6028,-0,012927889125421643
0,603,-0,0032577633974142373
0,6032,0,011569762718863785
0,6034,0,011569762718863785
0,6036,-0,01357256417395547
0,6038,-0,014217239222489297
0,604,-0,0013237382518127561
0,6042,0,011892100243130699
0,6044,0,011247425194596872
0,6046,-0,013894901698222384
0,6048,-0,01260555160115473
0,605,-0,0090598388342186809
0,6052,0,010602750146063045
0,6054,0,0099580750975292176
0,6056,-0,014539576746756211
0,6058,-0,01260555160115473
0,606,-0,013250226649688557
0,6062,0,010280412621796131
0,6064,0,010280412621796131
0,6066,-0,01357256417395547
0,6068,-0,012283214076887816
0,607,-0,010993863979820162
0,6072,0,0093134000489953905
0,6074,0,0093134000489953905
0,6076,-0,012283214076887816
0,6078,-0,011960876552620903
0,608,-0,010671526455553249
0,6082,0,0099580750975292176
0,6084,0,0093134000489953905
0,6086,-0,013250226649688557
0,6088,-0,012927889125421643
0,609,-0,012283214076887816
0,6092,0,0096357375732623041
0,6094,0,0077017124276608229
0,6096,-0,012927889125421643
0,6098,-0,010671526455553249
0,61,-0,010993863979820162
0,6102,0,0099580750975292176
0,6104,0,0077017124276608229
0,6106,-0,011638539028353989
0,6108,-0,010993863979820162
0,611,-0,010349188931286335
0,6112,0,0093134000489953905
0,6114,0,008991062524728477
0,6116,-0,011638539028353989
0,6118,-0,010993863979820162
0,612,-0,0093821763584855944
0,6122,0,0096357375732623041
0,6124,0,008991062524728477
0,6126,-0,011316201504087076
0,6128,-0,010671526455553249
0,613,-0,0090598388342186809
0,6132,0,0096357375732623041
0,6134,0,0096357375732623041
0,6136,-0,012283214076887816
0,6138,-0,010349188931286335
0,614,-0,0077704887371510267
0,6142,0,0099580750975292176
0,6144,0,008991062524728477
0,6146,-0,011960876552620903
0,6148,-0,0093821763584855944
0,615,-0,0087375013099517673
0,6152,0,010280412621796131
0,6154,0,0096357375732623041
0,6156,-0,0093821763584855944
0,6158,-0,0084151637856848538
0,616,-0,0097045138827525079
0,6162,0,010602750146063045
0,6164,0,0096357375732623041
0,6166,-0,0093821763584855944
0,6168,-0,0090598388342186809
0,617,-0,0074481512128841132
0,6172,0,0099580750975292176
0,6174,0,0083463874761946499
0,6176,-0,0097045138827525079
0,6178,-0,0087375013099517673
0,618,-0,010026851407019421
0,6182,0,0099580750975292176
0,6184,0,0080240499519277364
0,6186,-0,0093821763584855944
0,6188,-0,0087375013099517673
0,619,-0,0064811386400833726
0,6192,0,010280412621796131
0,6194,0,0096357375732623041
0,6196,-0,0093821763584855944
0,6198,-0,0093821763584855944
0,62,-0,0084151637856848538
0,6202,0,008991062524728477
0,6204,0,0080240499519277364
0,6206,-0,0090598388342186809
0,6208,-0,0080928262614179403
0,621,-0,0080928262614179403
0,6212,0,0080240499519277364
0,6214,0,0077017124276608229
0,6216,-0,0090598388342186809
0,6218,-0,0087375013099517673
0,622,-0,0077704887371510267
0,6222,0,008991062524728477
0,6224,0,0086687250004615635
0,6226,-0,0080928262614179403
0,6228,-0,011316201504087076
0,623,-0,0074481512128841132
0,6232,0,0083463874761946499
0,6234,0,0083463874761946499
0,6236,-0,0093821763584855944
0,6238,-0,0097045138827525079
0,624,-0,0084151637856848538
0,6242,0,0083463874761946499
0,6244,0,0086687250004615635
0,6246,-0,010026851407019421
0,6248,-0,0090598388342186809
0,625,-0,0084151637856848538
0,6252,0,0073793749033939093
0,6254,0,0057676872820593417
0,6256,-0,0097045138827525079
0,6258,-0,010349188931286335
0,626,-0,0074481512128841132
0,6262,0,0064123623305931687
0,6264,0,0070570373791269958
0,6266,-0,0093821763584855944
0,6268,-0,0068034761643502861
0,627,-0,0093821763584855944
0,6272,0,0064123623305931687
0,6274,0,0070570373791269958
0,6276,-0,0087375013099517673
0,6278,-0,0064811386400833726
0,628,-0,0064811386400833726
0,6282,0,0064123623305931687
0,6284,0,0051230122335255146
0,6286,-0,0097045138827525079
0,6288,-0,0090598388342186809
0,629,-0,010349188931286335
0,6292,0,0070570373791269958
0,6294,0,0057676872820593417
0,6296,-0,0097045138827525079
0,6298,-0,0077704887371510267
0,63,-0,0084151637856848538
0,6302,0,0064123623305931687
0,6304,0,0054453497577924281
0,6306,-0,0090598388342186809
0,6308,-0,0087375013099517673
0,631,-0,0071258136886171997
0,6312,0,0064123623305931687
0,6314,0,0054453497577924281
0,6316,-0,0090598388342186809
0,6318,-0,0093821763584855944
0,632,-0,0074481512128841132
0,6322,0,0073793749033939093
0,6324,0,0064123623305931687
0,6326,-0,0077704887371510267
0,6328,-0,0071258136886171997
0,633,-0,0068034761643502861
0,6332,0,0067346998548600823
0,6334,0,0051230122335255146
0,6336,-0,0087375013099517673
0,6338,-0,0064811386400833726
0,634,-0,0068034761643502861
0,6342,0,004155999660724774
0,6344,0,0064123623305931687
0,6346,-0,0084151637856848538
0,6348,-0,0074481512128841132
0,635,-0,0068034761643502861
0,6352,0,0073793749033939093
0,6354,0,0080240499519277364
0,6356,-0,0084151637856848538
0,6358,-0,0058364635915495455
0,636,-0,0074481512128841132
0,6362,0,0064123623305931687
0,6364,0,0083463874761946499
0,6366,-0,0080928262614179403
0,6368,-0,005514126067282632
0,637,-0,0061588011158164591
0,6372,0,0064123623305931687
0,6374,0,0060900248063262552
0,6376,-0,0071258136886171997
0,6378,-0,0068034761643502861
0,638,-0,0064811386400833726
0,6382,0,0080240499519277364
0,6384,0,0064123623305931687
0,6386,-0,0074481512128841132
0,6388,-0,0061588011158164591
0,639,-0,0048694510187488049
0,6392,0,0077017124276608229
0,6394,0,0070570373791269958
0,6396,-0,0058364635915495455
0,6398,-0,0071258136886171997
0,64,-0,005514126067282632
0,6402,0,0067346998548600823
0,6404,0,0073793749033939093
0,6406,-0,0087375013099517673
0,6408,-0,0058364635915495455
0,641,-0,0051917885430157185
0,6412,0,0064123623305931687
0,6414,0,0067346998548600823
0,6416,-0,0080928262614179403
0,6418,-0,0071258136886171997
0,642,-0,0058364635915495455
0,6422,0,0064123623305931687
0,6424,0,0070570373791269958
0,6426,-0,0080928262614179403
0,6428,-0,0061588011158164591
0,643,-0,0068034761643502861
0,6432,0,0067346998548600823
0,6434,0,0064123623305931687
0,6436,-0,0080928262614179403
0,6438,-0,0064811386400833726
0,644,-0,005514126067282632
0,6442,0,0060900248063262552
0,6444,0,0051230122335255146
0,6446,-0,0080928262614179403
0,6448,-0,0061588011158164591
0,645,-0,0064811386400833726
0,6452,0,0051230122335255146
0,6454,0,0031889870879240334
0,6456,-0,0068034761643502861
0,6458,-0,0071258136886171997
0,646,-0,0071258136886171997
0,6462,0,0048006747092586011
0,6464,0,0044783371849916875
0,6466,-0,0045471134944818914
0,6468,-0,0084151637856848538
0,647,-0,0068034761643502861
0,6472,0,0044783371849916875
0,6474,0,0044783371849916875
0,6476,-0,0084151637856848538
0,6478,-0,0061588011158164591
0,648,-0,0074481512128841132
0,6482,0,0031889870879240334
0,6484,0,0025443120393902063
0,6486,-0,0087375013099517673
0,6488,-0,0071258136886171997
0,649,-0,0080928262614179403
0,6492,0,0048006747092586011
0,6494,0,0051230122335255146
0,6496,-0,0093821763584855944
0,6498,-0,0068034761643502861
0,65,-0,0068034761643502861
0,6502,0,0044783371849916875
0,6504,0,0038336621364578605
0,6506,-0,0093821763584855944
0,6508,-0,0090598388342186809
0,651,-0,0068034761643502861
0,6512,0,0051230122335255146
0,6514,0,0048006747092586011
0,6516,-0,0090598388342186809
0,6518,-0,0071258136886171997
0,652,-0,0058364635915495455
0,6522,0,0051230122335255146
0,6524,0,0044783371849916875
0,6526,-0,0045471134944818914
0,6528,-0,0077704887371510267
0,653,-0,0064811386400833726
0,6532,0,0048006747092586011
0,6534,0,0044783371849916875
0,6536,-0,0074481512128841132
0,6538,-0,0058364635915495455
0,654,-0,0045471134944818914
0,6542,0,0044783371849916875
0,6544,0,0048006747092586011
0,6546,-0,0058364635915495455
0,6548,-0,005514126067282632
0,655,-0,0048694510187488049
0,6552,0,0057676872820593417
0,6554,0,0051230122335255146
0,6556,-0,0022907508246134967
0,6558,-0,0045471134944818914
0,656,-0,0039024384459480643
0,6562,0,0067346998548600823
0,6564,0,0048006747092586011
0,6566,-0,000679063203278929
0,6568,-0,0048694510187488049
0,657,-0,0051917885430157185
0,6572,0,0064123623305931687
0,6574,0,0048006747092586011
0,6576,-0,000679063203278929
0,6578,-0,0051917885430157185
0,658,-0,0061588011158164591
0,6582,0,0073793749033939093
0,6584,0,0038336621364578605
0,6586,-0,0013237382518127561
0,6588,-0,0048694510187488049
0,659,-0,0042247759702149779
0,6592,0,0070570373791269958
0,6594,0,004155999660724774
0,6596,-0,0051917885430157185
0,6598,-0,005514126067282632
0,66,-0,0039024384459480643
0,6602,0,0044783371849916875
0,6604,0,0051230122335255146
0,6606,-0,015828926843823865
0,6608,-0,0045471134944818914
0,661,-0,0048694510187488049
0,6612,0,0057676872820593417
0,6614,0,004155999660724774
0,6616,-0,016795939416624606
0,6618,-0,0051917885430157185
0,662,-0,0048694510187488049
0,6622,0,0048006747092586011
0,6624,0,0038336621364578605
0,6626,-0,0051917885430157185
0,6628,-0,005514126067282632
0,663,-0,0058364635915495455
0,6632,0,0044783371849916875
0,6634,0,0051230122335255146
0,6636,0,012214437767397612
0,6638,-0,0064811386400833726
0,664,-0,005514126067282632
0,6642,0,004155999660724774
0,6644,0,0048006747092586011
0,6646,0,0054453497577924281
0,6648,-0,0064811386400833726
0,665,-0,0061588011158164591
0,6652,0,0038336621364578605
0,6654,0,0035113246121909469
0,6656,-0,0090598388342186809
0,6658,-0,005514126067282632
0,666,-0,0048694510187488049
0,6662,0,004155999660724774
0,6664,0,0031889870879240334
0,6666,-0,020663989707827568
0,6668,-0,0061588011158164591
0,667,-0,0068034761643502861
0,6672,0,0038336621364578605
0,6674,0,0038336621364578605
0,6676,-0,011638539028353989
0,6678,-0,0064811386400833726
0,668,-0,0068034761643502861
0,6682,0,004155999660724774
0,6684,0,0035113246121909469
0,6686,-0,01260555160115473
0,6688,-0,0077704887371510267
0,669,-0,0064811386400833726
0,6692,0,0031889870879240334
0,6694,0,0025443120393902063
0,6696,0,0028666495636571199
0,6698,-0,0068034761643502861
0,67,-0,005514126067282632
0,6702,0,0028666495636571199
0,6704,0,0031889870879240334
0,6706,0,0028666495636571199
0,6708,-0,0071258136886171997
0,671,-0,0058364635915495455
0,6712,0,0035113246121909469
0,6714,0,004155999660724774
0,6716,0,0048006747092586011
0,6718,-0,005514126067282632
0,672,-0,0048694510187488049
0,6722,0,0051230122335255146
0,6724,0,0044783371849916875
0,6726,0,0070570373791269958
0,6728,-0,0048694510187488049
0,673,-0,0051917885430157185
0,6732,0,0044783371849916875
0,6734,0,0044783371849916875
0,6736,0,0067346998548600823
0,6738,-0,005514126067282632
0,674,-0,0051917885430157185
0,6742,0,0051230122335255146
0,6744,0,0048006747092586011
0,6746,0,0038336621364578605
0,6748,-0,0042247759702149779
0,675,-0,0035801009216811508
0,6752,0,0048006747092586011
0,6754,0,0048006747092586011
0,6756,0,0048006747092586011
0,6758,-0,0051917885430157185
0,676,-0,0042247759702149779
0,6762,0,0044783371849916875
0,6764,0,0031889870879240334
0,6766,0,004155999660724774
0,6768,-0,0048694510187488049
0,677,-0,0039024384459480643
0,6772,0,0060900248063262552
0,6774,0,0051230122335255146
0,6776,0,0054453497577924281
0,6778,-0,0045471134944818914
0,678,-0,0039024384459480643
0,6782,0,0051230122335255146
0,6784,0,004155999660724774
0,6786,0,0051230122335255146
0,6788,-0,0022907508246134967
0,679,-0,0032577633974142373
0,6792,0,0060900248063262552
0,6794,0,0038336621364578605
0,6796,0,0044783371849916875
