Timestamp,17/04/2024 11:43:35
Interval,0,0002
Channel name,"1704SharinC1"
Unit,"V"
0,114,-0,0035801009216811508
0,1142,-0,0010014007275458425
0,1144,0,0028666495636571199
0,1146,0,00093262441805563867
0,1148,0,0012549619423225522
0,115,-0,0042247759702149779
0,1152,-0,0029354258731473237
0,1154,0,0064123623305931687
0,1156,0,00061028689378872514
0,1158,0,0025443120393902063
0,116,-0,0022907508246134967
0,1162,-0,0013237382518127561
0,1164,0,0067346998548600823
0,1166,0,0035113246121909469
0,1168,0,0018996369908563793
0,117,-0,0022907508246134967
0,1172,-0,0013237382518127561
0,1174,0,0018996369908563793
0,1176,0,0028666495636571199
0,1178,0,0015772994665894657
0,118,-0,0035801009216811508
0,1182,-0,0013237382518127561
0,1184,-0,0016460757760796696
0,1186,0,0002879493695218116
0,1188,0,0025443120393902063
0,119,-0,0016460757760796696
0,1192,-3,4388154745101929E-05
0,1194,-0,0090598388342186809
0,1196,0,0028666495636571199
0,1198,0,0022219745151232928
0,12,-0,0039024384459480643
0,1202,-0,000679063203278929
0,1204,-0,0032577633974142373
0,1206,0,004155999660724774
0,1208,0,0028666495636571199
0,121,-0,0022907508246134967
0,1212,-0,0019684133003465831
0,1214,0,0002879493695218116
0,1216,0,0025443120393902063
0,1218,0,0031889870879240334
0,122,-0,0032577633974142373
0,1222,-0,0022907508246134967
0,1224,-3,4388154745101929E-05
0,1226,0,0022219745151232928
0,1228,0,00093262441805563867
0,123,-0,0032577633974142373
0,1232,-0,0010014007275458425
0,1234,0,0044783371849916875
0,1236,0,0002879493695218116
0,1238,0,0012549619423225522
0,124,-0,0032577633974142373
0,1242,-0,0051917885430157185
0,1244,0,0035113246121909469
0,1246,0,0022219745151232928
0,1248,0,00061028689378872514
0,125,-0,0039024384459480643
0,1252,-0,0048694510187488049
0,1254,0,00093262441805563867
0,1256,0,0035113246121909469
0,1258,0,0015772994665894657
0,126,-0,0035801009216811508
0,1262,-0,0045471134944818914
0,1264,-3,4388154745101929E-05
0,1266,-3,4388154745101929E-05
0,1268,0,0018996369908563793
0,127,-0,0039024384459480643
0,1272,-0,005514126067282632
0,1274,-0,0039024384459480643
0,1276,-0,0010014007275458425
0,1278,0,0002879493695218116
0,128,-0,0039024384459480643
0,1282,-0,0039024384459480643
0,1284,-0,0029354258731473237
0,1286,0,0022219745151232928
0,1288,0,0012549619423225522
0,129,-0,0048694510187488049
0,1292,-0,0058364635915495455
0,1294,-0,005514126067282632
0,1296,0,00061028689378872514
0,1298,-3,4388154745101929E-05
0,13,-0,0045471134944818914
0,1302,-0,0058364635915495455
0,1304,-0,005514126067282632
0,1306,0,0028666495636571199
0,1308,0,0018996369908563793
0,131,-0,0048694510187488049
0,1312,-0,0022907508246134967
0,1314,-0,0042247759702149779
0,1316,0,00093262441805563867
0,1318,0,00093262441805563867
0,132,-0,0035801009216811508
0,1322,-0,0029354258731473237
0,1324,-0,0048694510187488049
0,1326,0,0018996369908563793
0,1328,0,0018996369908563793
0,133,-0,0039024384459480643
0,1332,-0,0032577633974142373
0,1334,-0,0026130883488804102
0,1336,0,0022219745151232928
0,1338,0,0044783371849916875
0,134,-0,0032577633974142373
0,1342,-0,0022907508246134967
0,1344,-0,0035801009216811508
0,1346,0,0054453497577924281
0,1348,0,0015772994665894657
0,135,-0,0029354258731473237
0,1352,-0,0026130883488804102
0,1354,-0,0032577633974142373
0,1356,0,0028666495636571199
0,1358,0,0015772994665894657
0,136,-0,0016460757760796696
0,1362,-0,0016460757760796696
0,1364,-0,0019684133003465831
0,1366,0,0025443120393902063
0,1368,0,0038336621364578605
0,137,-0,0026130883488804102
0,1372,-0,0039024384459480643
0,1374,-0,0013237382518127561
0,1376,0,0031889870879240334
0,1378,0,0012549619423225522
0,138,-0,0022907508246134967
0,1382,-0,0019684133003465831
0,1384,-0,0022907508246134967
0,1386,0,0025443120393902063
0,1388,0,0028666495636571199
0,139,-0,0013237382518127561
0,1392,-0,000679063203278929
0,1394,-0,0022907508246134967
0,1396,0,0038336621364578605
0,1398,0,0035113246121909469
0,14,-0,0019684133003465831
0,1402,-0,0022907508246134967
0,1404,-0,0032577633974142373
0,1406,0,0028666495636571199
0,1408,0,0018996369908563793
0,141,-0,0016460757760796696
0,1412,-0,0032577633974142373
0,1414,-0,0026130883488804102
0,1416,0,0038336621364578605
0,1418,0,0028666495636571199
0,142,-0,0029354258731473237
0,1422,-0,0016460757760796696
0,1424,-0,0022907508246134967
0,1426,0,0022219745151232928
0,1428,0,0031889870879240334
0,143,-0,0026130883488804102
0,1432,-0,0010014007275458425
0,1434,-0,0032577633974142373
0,1436,0,0031889870879240334
0,1438,0,0038336621364578605
0,144,-0,0042247759702149779
0,1442,-0,0035801009216811508
0,1444,-0,0013237382518127561
0,1446,0,0025443120393902063
0,1448,0,0015772994665894657
0,145,-0,0032577633974142373
0,1452,-0,0029354258731473237
0,1454,-0,0035801009216811508
0,1456,0,0025443120393902063
0,1458,0,0025443120393902063
0,146,-0,0071258136886171997
0,1462,-0,0068034761643502861
0,1464,-0,0039024384459480643
0,1466,-3,4388154745101929E-05
0,1468,0,0012549619423225522
0,147,-0,0026130883488804102
0,1472,-0,0042247759702149779
0,1474,-0,0042247759702149779
0,1476,0,00061028689378872514
0,1478,-0,000679063203278929
0,148,-0,0022907508246134967
0,1482,-0,0061588011158164591
0,1484,-0,0032577633974142373
0,1486,0,00093262441805563867
0,1488,0,0015772994665894657
0,149,-0,0022907508246134967
0,1492,-0,0022907508246134967
0,1494,-0,0051917885430157185
0,1496,0,0025443120393902063
0,1498,0,0018996369908563793
0,15,-0,0042247759702149779
0,1502,-0,0048694510187488049
0,1504,-0,0035801009216811508
0,1506,0,0002879493695218116
0,1508,0,00061028689378872514
0,151,-0,0080928262614179403
0,1512,-0,0029354258731473237
0,1514,-0,0045471134944818914
0,1516,0,00093262441805563867
0,1518,0,0031889870879240334
0,152,-0,0077704887371510267
0,1522,-0,0039024384459480643
0,1524,-0,0042247759702149779
0,1526,0,0025443120393902063
0,1528,-0,00035672567901201546
0,153,-0,0035801009216811508
0,1532,-0,0032577633974142373
0,1534,-0,0039024384459480643
0,1536,0,0025443120393902063
0,1538,0,0028666495636571199
0,154,0,00093262441805563867
0,1542,-0,0051917885430157185
0,1544,-0,0029354258731473237
0,1546,0,0025443120393902063
0,1548,0,0002879493695218116
0,155,-0,0032577633974142373
0,1552,-0,0026130883488804102
0,1554,-0,0026130883488804102
0,1556,0,0038336621364578605
0,1558,0,0035113246121909469
0,156,-0,0019684133003465831
0,1562,-0,0039024384459480643
0,1564,-0,0048694510187488049
0,1566,0,0031889870879240334
0,1568,0,0018996369908563793
0,157,-0,0045471134944818914
0,1572,-0,0029354258731473237
0,1574,-0,0032577633974142373
0,1576,0,0025443120393902063
0,1578,0,0035113246121909469
0,158,-0,0090598388342186809
0,1582,-0,0039024384459480643
0,1584,-0,0019684133003465831
0,1586,0,0031889870879240334
0,1588,0,0031889870879240334
0,159,-0,00035672567901201546
0,1592,-0,0026130883488804102
0,1594,-0,0026130883488804102
0,1596,0,0028666495636571199
0,1598,0,0035113246121909469
0,16,-0,0010014007275458425
0,1602,-0,0019684133003465831
0,1604,-0,0016460757760796696
0,1606,0,0035113246121909469
0,1608,0,0035113246121909469
0,161,-0,0010014007275458425
0,1612,-0,0032577633974142373
0,1614,-0,0042247759702149779
0,1616,0,0025443120393902063
0,1618,0,0028666495636571199
0,162,0,0002879493695218116
0,1622,-0,0042247759702149779
0,1624,-0,0029354258731473237
0,1626,0,0044783371849916875
0,1628,0,0025443120393902063
0,163,-0,0016460757760796696
0,1632,-0,0051917885430157185
0,1634,-0,0026130883488804102
0,1636,0,0044783371849916875
0,1638,0,0015772994665894657
0,164,-0,0032577633974142373
0,1642,-0,0045471134944818914
0,1644,-0,0026130883488804102
0,1646,0,0022219745151232928
0,1648,0,0012549619423225522
0,165,-0,0019684133003465831
0,1652,-0,0029354258731473237
0,1654,-0,0039024384459480643
0,1656,0,0031889870879240334
0,1658,0,0022219745151232928
0,166,-0,0042247759702149779
0,1662,-0,0029354258731473237
0,1664,-0,0045471134944818914
0,1666,0,0022219745151232928
0,1668,0,0035113246121909469
0,167,-0,0032577633974142373
0,1672,-0,0058364635915495455
0,1674,-0,0045471134944818914
0,1676,0,0035113246121909469
0,1678,0,0031889870879240334
0,168,-0,0022907508246134967
0,1682,-0,0026130883488804102
0,1684,-0,0061588011158164591
0,1686,0,0022219745151232928
0,1688,0,00093262441805563867
0,169,-0,0032577633974142373
0,1692,-0,0045471134944818914
0,1694,-0,0058364635915495455
0,1696,0,0015772994665894657
0,1698,0,0022219745151232928
0,17,-0,0051917885430157185
0,1702,-0,0042247759702149779
0,1704,-0,0042247759702149779
0,1706,0,00093262441805563867
0,1708,0,0015772994665894657
0,171,-0,0051917885430157185
0,1712,-0,0048694510187488049
0,1714,-0,0045471134944818914
0,1716,0,0028666495636571199
0,1718,0,00061028689378872514
0,172,-0,00035672567901201546
0,1722,-0,0042247759702149779
0,1724,-0,0026130883488804102
0,1726,0,0031889870879240334
0,1728,0,0012549619423225522
0,173,0,0015772994665894657
0,1732,-0,0042247759702149779
0,1734,-0,0029354258731473237
0,1736,0,0025443120393902063
0,1738,0,0028666495636571199
0,174,-0,0048694510187488049
0,1742,-0,0042247759702149779
0,1744,-0,0035801009216811508
0,1746,0,0044783371849916875
0,1748,0,00061028689378872514
0,175,-0,0068034761643502861
0,1752,-0,0039024384459480643
0,1754,-0,0045471134944818914
0,1756,0,0038336621364578605
0,1758,0,0035113246121909469
0,176,0,00061028689378872514
0,1762,-0,0042247759702149779
0,1764,-0,0051917885430157185
0,1766,0,004155999660724774
0,1768,0,0038336621364578605
0,177,0,0022219745151232928
0,1772,-0,0022907508246134967
0,1774,-0,0042247759702149779
0,1776,0,0022219745151232928
0,1778,0,0038336621364578605
0,178,0,00093262441805563867
0,1782,-0,0035801009216811508
0,1784,-0,0032577633974142373
0,1786,0,0048006747092586011
0,1788,0,0012549619423225522
0,179,0,0002879493695218116
0,1792,-0,0029354258731473237
0,1794,-0,0048694510187488049
0,1796,0,0051230122335255146
0,1798,0,0018996369908563793
0,18,0,0018996369908563793
0,1802,-0,0035801009216811508
