Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.163,1.2,0,
0.002,-0.1667,1.3,-0.002222,
0.004,-0.1654,1.1,-0.0016,
0.006,-0.1673,1.2,-0.001155,
0.008,-0.1654,1.1,0.001155,
0.01,-0.1715,1.1,-0.002666,
0.012,-0.1679,1.1,0.000533,
0.014,-0.1691,1.1,0,
0.016,-0.1728,1.2,-0.001688,
0.018,-0.1746,1.1,-0.000533,
0.02,-0.1813,1.1,-0.004888,
0.022,-0.1892,1.1,-0.007022,
0.024,-0.1911,1.1,-0.004888,
0.026,-0.1911,1.1,-0.003288,
0.028,-0.1971,1,-0.004266,
0.03,-0.2062,0.9,-0.006488,
0.032,-0.2331,0.3,-0.015199,
0.034,-0.2844,0.3,-0.029866,
0.036,-0.3509,0.3,-0.034222,
0.038,-0.4504,0.3,-0.050488,
0.04,-0.5682,0.3,-0.062399,
0.042,-0.7073,0.3,-0.074844,
0.044,-0.8617,0.4,-0.079733,
0.046,-1.0326,0.5,-0.088977,
0.048,-1.2127,0.6,-0.092266,
0.05,-1.4123,0.7,-0.102577,
0.052,-1.6155,0.7,-0.102488,
0.054,-1.831,0.8,-0.107466,
0.056,-2.0586,1,-0.115555,
0.058,-2.2912,1,-0.117777,
0.06,-2.5243,1.1,-0.118755,
0.062,-2.7648,1.1,-0.118222,
0.064,-3.0077,1,-0.120977,
0.066,-3.2482,1,-0.118222,
0.068,-3.5027,1.1,-0.125333,
0.07,-3.7505,1.1,-0.123111,
0.072,-4.0014,1,-0.125333,
0.074,-4.2571,1,-0.124177,
0.076,-4.5141,0.9,-0.129155,
0.078,-4.7784,0.9,-0.131288,
0.08,-5.0542,0.8,-0.137777,
0.082,-5.3332,0.8,-0.14,
0.084,-5.6243,0.8,-0.145955,
0.086,-5.9277,0.8,-0.151377,
0.088,-6.2371,0.7,-0.156266,
0.09,-6.5643,0.7,-0.165511,
0.092,-6.8981,0.7,-0.168177,
0.094,-7.2448,0.7,-0.175822,
0.096,-7.6049,0.7,-0.182844,
0.098,-7.9736,0.7,-0.186133,
0.1,-8.3532,0.7,-0.192622,
0.102,-8.7524,0.7,-0.200266,
0.104,-9.1576,0.7,-0.205599,
0.106,-9.577,0.8,-0.210577,
0.108,-10.0097,0.7,-0.217599,
0.11,-10.4522,0.8,-0.223555,
0.112,-10.9057,0.8,-0.224622,
0.114,-11.3738,0.8,-0.236533,
0.116,-11.8499,0.9,-0.239822,
0.118,-12.3315,0.8,-0.241422,
0.12,-12.8259,0.9,-0.248533,
0.122,-13.3178,0.8,-0.246311,
0.124,-13.8189,0.8,-0.249066,
0.126,-14.3212,0.8,-0.250666,
0.128,-14.8241,0.7,-0.252799,
0.13,-15.332,0.7,-0.254488,
0.132,-15.8453,0.6,-0.259377,
0.134,-16.3653,0.7,-0.262044,
0.136,-16.8926,0.6,-0.264177,
0.138,-17.4297,0.6,-0.2696,
0.14,-17.9778,0.6,-0.275555,
0.142,-18.5357,0.6,-0.281066,
0.144,-19.1082,0.7,-0.285333,
0.146,-19.6923,0.6,-0.294577,
0.148,-20.2856,0.7,-0.297333,
0.15,-20.8978,0.7,-0.307111,
0.152,-21.5215,0.8,-0.313511,
0.154,-22.16,0.9,-0.322844,
0.156,-22.813,1,-0.326577,
0.158,-23.4722,1,-0.326044,
0.16,-24.1314,1,-0.328266,
0.162,-24.7887,1.1,-0.326577,
0.164,-25.4351,1,-0.321688,
0.166,-26.0766,0.9,-0.319022,
0.168,-26.7083,0.9,-0.315733,
0.17,-27.3382,0.8,-0.315733,
0.172,-27.9668,0.7,-0.311911,
0.174,-28.5955,0.6,-0.314666,
0.176,-29.2376,0.6,-0.320088,
0.178,-29.8834,0.5,-0.321777,
0.18,-30.5492,0.3,-0.336888,
0.182,-31.2359,0.3,-0.347733,
0.184,-31.9488,0.3,-0.3624,
0.186,-32.6818,0.4,-0.371644,
0.188,-33.4435,0.4,-0.387377,
0.19,-34.2168,0.5,-0.386222,
0.192,-35.0054,0.5,-0.393866,
0.194,-35.8013,0.5,-0.399822,
0.196,-36.5972,0.5,-0.398755,
0.198,-37.3949,0.5,-0.399288,
0.2,-38.1988,0.5,-0.400977,
0.202,-39.0136,0.6,-0.408,
0.204,-39.84,0.5,-0.413955,
0.206,-40.678,0.7,-0.422044,
0.208,-41.5276,0.7,-0.424799,
0.21,-42.3968,0.7,-0.438399,
0.212,-43.2812,0.8,-0.442222,
0.214,-44.1686,0.8,-0.444266,
0.216,-45.0549,0.9,-0.444355,
0.218,-45.938,0.9,-0.439999,
