Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1667,1.1,-0.002755,
0.002,-0.1667,1.2,0,
0.004,-0.1679,1,0.001066,
0.006,-0.1691,1.1,0,
0.008,-0.1673,1.1,-0.000533,
0.01,-0.174,1.1,-0.004888,
0.012,-0.1715,1.1,0.001155,
0.014,-0.1734,1.1,-0.000533,
0.016,-0.1728,1.1,0.000533,
0.018,-0.174,1.1,0.001066,
0.02,-0.1819,1.1,-0.003288,
0.022,-0.185,1.1,-0.001688,
0.024,-0.1923,1,-0.002755,
0.026,-0.1941,1,-0.0016,
0.028,-0.2007,0.8,-0.0032,
0.03,-0.2203,0.5,-0.009777,
0.032,-0.249,0.3,-0.019022,
0.034,-0.3008,0.3,-0.028711,
0.036,-0.3759,0.2,-0.040177,
0.038,-0.4662,0.3,-0.048266,
0.04,-0.5822,0.3,-0.059111,
0.042,-0.7171,0.3,-0.068888,
0.044,-0.8648,0.5,-0.076533,
0.046,-1.0351,0.5,-0.085777,
0.048,-1.2115,0.6,-0.090666,
0.05,-1.4019,0.7,-0.098222,
0.052,-1.6058,0.7,-0.103111,
0.054,-1.8243,0.8,-0.106933,
0.056,-2.0446,0.8,-0.112266,
0.058,-2.2753,1,-0.117155,
0.06,-2.5073,0.9,-0.116711,
0.062,-2.7404,1,-0.114488,
0.064,-2.9833,1,-0.118222,
0.066,-3.2275,0.9,-0.124266,
0.068,-3.471,0.9,-0.124266,
0.07,-3.7225,0.9,-0.127022,
0.072,-3.9715,0.9,-0.125333,
0.074,-4.2272,0.9,-0.128533,
0.076,-4.4854,0.8,-0.129688,
0.078,-4.7552,0.8,-0.136177,
0.08,-5.0286,0.8,-0.136711,
0.082,-5.3179,0.7,-0.1448,
0.084,-5.6078,0.6,-0.148622,
0.086,-5.9087,0.7,-0.151911,
0.088,-6.2243,0.7,-0.156266,
0.09,-6.5484,0.6,-0.163822,
0.092,-6.8823,0.6,-0.168266,
0.094,-7.2302,0.6,-0.172533,
0.096,-7.5854,0.6,-0.179555,
0.098,-7.954,0.6,-0.184977,
0.1,-8.3306,0.6,-0.189866,
0.102,-8.7261,0.6,-0.199111,
0.104,-9.132,0.6,-0.204533,
0.106,-9.5513,0.6,-0.210488,
0.108,-9.9816,0.7,-0.216977,
0.11,-10.4205,0.7,-0.219733,
0.112,-10.877,0.7,-0.230577,
0.114,-11.339,0.7,-0.234311,
0.116,-11.8182,0.7,-0.239822,
0.118,-12.3064,0.7,-0.245155,
0.12,-12.7935,0.8,-0.246844,
0.122,-13.2891,0.8,-0.247377,
0.124,-13.7951,0.7,-0.252799,
0.126,-14.2938,0.8,-0.250133,
0.128,-14.8003,0.8,-0.254399,
0.13,-15.3082,0.6,-0.255555,
0.132,-15.8196,0.6,-0.257688,
