Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.1605,1.1,0,
0.002,-0.1654,1.3,0.001155,
0.004,-0.1648,1.1,0.001688,
0.006,-0.1642,1.1,0,
0.008,-0.166,1.1,0.000622,
0.01,-0.1667,1.1,-0.001688,
0.012,-0.1648,1.2,0.001688,
0.014,-0.1673,1.2,-0.000533,
0.016,-0.1709,1.1,-0.0016,
0.018,-0.1703,1.2,-0.001066,
0.02,-0.1795,1.1,-0.004355,
0.022,-0.1819,1.1,-0.002666,
0.024,-0.1892,1.2,0,
0.026,-0.1898,1.1,0,
0.028,-0.1947,1,-0.002666,
0.03,-0.205,0.9,-0.008088,
0.032,-0.2282,0.3,-0.015199,
0.034,-0.2715,0.3,-0.022222,
0.036,-0.346,0.2,-0.039022,
0.038,-0.4418,0.2,-0.052622,
0.04,-0.556,0.3,-0.059733,
0.042,-0.6933,0.3,-0.073244,
0.044,-0.8483,0.4,-0.080266,
0.046,-1.021,0.5,-0.087288,
0.048,-1.2035,0.6,-0.092711,
0.05,-1.4019,0.7,-0.101422,
0.052,-1.6131,0.8,-0.105244,
0.054,-1.8292,0.8,-0.111822,
0.056,-2.0525,0.9,-0.115555,
0.058,-2.282,1,-0.113333,
0.06,-2.5213,1.1,-0.121511,
0.062,-2.7605,1,-0.121511,
0.064,-3.0035,1.1,-0.119911,
0.066,-3.25,1.1,-0.120977,
0.068,-3.5003,1.1,-0.125866,
0.07,-3.7444,1.1,-0.123111,
0.072,-3.9965,1,-0.125333,
0.074,-4.2486,1,-0.124266,
0.076,-4.5074,0.9,-0.130222,
0.078,-4.7704,0.9,-0.131288,
0.08,-5.042,0.8,-0.137777,
0.082,-5.3234,0.7,-0.145422,
0.084,-5.6109,0.7,-0.145422,
0.086,-5.9106,0.7,-0.152444,
0.088,-6.2237,0.7,-0.160088,
0.09,-6.5459,0.7,-0.163288,
0.092,-6.881,0.7,-0.168177,
0.094,-7.2277,0.6,-0.1752,
0.096,-7.5866,0.7,-0.179022,
0.098,-7.9552,0.7,-0.185511,
0.1,-8.3404,0.7,-0.193688,
0.102,-8.7377,0.7,-0.199111,
0.104,-9.1467,0.7,-0.206755,
0.106,-9.5678,0.8,-0.212088,
0.108,-9.9975,0.8,-0.217599,
0.11,-10.44,0.7,-0.223022,
0.112,-10.8978,0.8,-0.228977,
0.114,-11.3628,0.8,-0.234311,
0.116,-11.8395,0.9,-0.239733,
0.118,-12.3254,0.8,-0.240888,
0.12,-12.8173,1,-0.244711,
0.122,-13.3129,0.8,-0.246844,
0.124,-13.8195,0.8,-0.255022,
0.126,-14.3157,0.8,-0.248977,
0.128,-14.8248,0.8,-0.253955,
