Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),MC SW Overview - Actual Velocity(m/s),
0,-0.3149,1.2,0.0032,
0.002,-0.3167,1.3,0,
0.004,-0.3136,1.2,0,
0.006,-0.3185,1.2,-0.0032,
0.008,-0.3161,1.2,0,
0.01,-0.3216,1.2,-0.004888,
0.012,-0.3246,1.2,-0.002133,
0.014,-0.3271,1.2,-0.002222,
0.016,-0.3295,1,-0.004355,
0.018,-0.3442,0.4,-0.006577,
0.02,-0.3802,0.3,-0.023377,
0.022,-0.4327,0.4,-0.027733,
0.024,-0.509,0.5,-0.040177,
0.026,-0.6036,0.6,-0.049422,
0.028,-0.711,0.6,-0.054844,
0.03,-0.8276,0.7,-0.060799,
0.032,-0.9588,0.8,-0.063999,
0.034,-1.1047,0.8,-0.071111,
0.036,-1.2542,0.9,-0.076533,
0.038,-1.4129,0.9,-0.082488,
0.04,-1.5765,1,-0.081955,
0.042,-1.7504,1,-0.089511,
0.044,-1.9268,1.1,-0.091111,
0.046,-2.1044,1.1,-0.089511,
0.048,-2.2875,1.2,-0.090577,
0.05,-2.4694,1.1,-0.090044,
0.052,-2.6519,1.1,-0.0928,
0.054,-2.8399,1.1,-0.092266,
0.056,-3.0285,1.1,-0.0944,
0.058,-3.2208,1,-0.096088,
0.06,-3.4142,1,-0.096533,
0.062,-3.6205,0.9,-0.100888,
0.064,-3.8366,0.9,-0.109599,
0.066,-4.0472,0.9,-0.107999,
0.068,-4.2791,0.8,-0.116088,
0.07,-4.5153,0.8,-0.118844,
0.072,-4.7631,0.7,-0.124266,
0.074,-5.0237,0.8,-0.132888,
0.076,-5.2923,0.8,-0.135111,
0.078,-5.5755,0.8,-0.143822,
0.08,-5.8605,0.7,-0.145422,
0.082,-6.1645,0.8,-0.151911,
0.084,-6.4782,0.8,-0.159466,
0.086,-6.7986,0.7,-0.161066,
0.088,-7.1288,0.8,-0.166488,
0.09,-7.4712,0.8,-0.172533,
0.092,-7.8228,0.7,-0.176888,
0.094,-8.1799,0.7,-0.181777,
0.096,-8.5522,0.8,-0.1856,
0.098,-8.9336,0.9,-0.191466,
0.1,-9.3255,0.9,-0.196977,
0.102,-9.7277,0.9,-0.2024,
0.104,-10.1397,0.9,-0.206133,
0.106,-10.5615,0.9,-0.211111,
0.108,-10.996,0.9,-0.218666,
0.11,-11.4379,0.9,-0.223466,
0.112,-11.892,0.9,-0.226222,
0.114,-12.3541,0.9,-0.229511,
0.116,-12.8198,0.9,-0.231199,
0.118,-13.2934,0.9,-0.235999,
0.12,-13.7719,0.8,-0.239288,
0.122,-14.2498,0.8,-0.237599,
0.124,-14.7369,0.8,-0.239822,
0.126,-15.2239,0.7,-0.246311,
0.128,-15.7153,0.7,-0.246933,
0.13,-16.22,0.7,-0.253333,
0.132,-16.726,0.7,-0.254488,
0.134,-17.2472,0.6,-0.259822,
0.136,-17.7825,0.6,-0.269066,
0.138,-18.3257,0.6,-0.273955,
0.14,-18.8854,0.6,-0.281511,
0.142,-19.4494,0.7,-0.2816,
0.144,-20.0292,0.7,-0.289688,
0.146,-20.6225,0.7,-0.297333,
0.148,-21.2316,0.9,-0.305955,
0.15,-21.8523,0.9,-0.312444,
0.152,-22.4841,1,-0.319555,
0.154,-23.1298,1.1,-0.324977,
0.156,-23.7786,1.1,-0.326577,
0.158,-24.4213,1.1,-0.322222,
0.16,-25.0604,1.1,-0.319022,
0.162,-25.6896,1.1,-0.314133,
0.164,-26.3134,0.9,-0.313066,
0.166,-26.9329,0.9,-0.311377,
0.168,-27.5494,0.8,-0.308711,
0.17,-28.1652,0.7,-0.308177,
0.172,-28.7859,0.6,-0.314666,
0.174,-29.4146,0.4,-0.3168,
0.176,-30.0542,0.3,-0.321155,
0.178,-30.714,0.3,-0.3304,
0.18,-31.3964,0.3,-0.344,
0.182,-32.1026,0.4,-0.353777,
0.184,-32.8393,0.4,-0.368977,
0.186,-33.5986,0.5,-0.383022,
0.188,-34.3713,0.6,-0.389066,
0.19,-35.1537,0.6,-0.391644,
0.192,-35.9429,0.6,-0.395466,
0.194,-36.7358,0.6,-0.397688,
0.196,-37.5243,0.6,-0.394933,
0.198,-38.3178,0.6,-0.396088,
0.2,-39.1235,0.6,-0.403644,
0.202,-39.9407,0.6,-0.411199,
0.204,-40.7677,0.8,-0.416088,
0.206,-41.6088,0.6,-0.422577,
0.208,-42.4725,0.8,-0.437866,
0.21,-43.3422,0.8,-0.438933,
0.212,-44.2168,0.9,-0.438311,
0.214,-45.0951,0.9,-0.438311,
0.216,-45.9655,0.8,-0.435111,
0.218,-46.8383,0.9,-0.436177,
0.22,-47.7001,0.8,-0.431822,
0.222,-48.5699,0.8,-0.436177,
0.224,-49.4482,0.8,-0.438933,
0.226,-50.3399,0.8,-0.444355,
0.228,-51.2444,0.8,-0.454577,
0.23,-52.1636,0.8,-0.459466,
0.232,-53.0981,0.8,-0.469866,
0.234,-54.0392,0.8,-0.467644,
0.236,-54.981,0.8,-0.470399,
0.238,-55.9191,0.7,-0.469777,
0.24,-56.8627,0.7,-0.471466,
0.242,-57.8161,0.6,-0.478488,
0.244,-58.7817,0.6,-0.488888,
0.246,-59.7674,0.6,-0.493688,
0.248,-60.7806,0.7,-0.507288,
0.25,-61.8139,0.8,-0.518666,
0.252,-62.8564,0.4,-0.524622,
0.254,-63.8854,-17.4,-0.506133,
0.256,-64.8711,0.7,-0.489866,
0.258,-65.6982,1,-0.381422,
0.26,-66.4904,0.6,-0.383022,
0.262,-67.113,3.4,-0.289777,
0.264,-67.5494,0.5,-0.199111,
0.266,-67.8069,0,-0.112799,
0.268,-67.8997,0,-0.030399,
0.27,-67.8716,-2.1,0.029866,
0.272,-67.7435,-1.1,0.072622,
0.274,-67.5359,-2,0.109066,
0.276,-67.2863,-3.1,0.128622,
0.278,-67.0037,-3.4,0.142666,
0.28,-66.7095,-3.9,0.145955,
0.282,-66.4245,-4.6,0.137244,
0.284,-66.1626,-4.9,0.130222,
0.286,-65.9405,-5.3,0.104711,
0.288,-65.7598,-5.4,0.084622,
0.29,-65.6365,-5.6,0.055911,
0.292,-65.573,-5.6,0.027733,
0.294,-65.5718,-5.1,-0.005422,
0.296,-65.6249,-5.3,-0.030933,
0.298,-65.7183,-5.4,-0.049866,
0.3,-65.8563,-5.3,-0.072177,
0.302,-66.0284,-5.6,-0.088444,
0.304,-66.2359,-5.7,-0.106311,
0.306,-66.4813,-5.8,-0.127022,
0.308,-66.7577,-5.9,-0.143733,
0.31,-67.0562,-6.3,-0.147555,
0.312,-67.3644,-6.7,-0.154044,
0.314,-67.6824,-7,-0.159466,
0.316,-67.9968,-7.3,-0.159555,
0.318,-68.3135,-7.8,-0.156266,
0.32,-68.6187,-8.3,-0.151377,
0.322,-68.9117,-9,-0.146488,
0.324,-69.1924,-9.6,-0.141066,
0.326,-69.4573,-10.5,-0.128533,
0.328,-69.7082,-11.2,-0.123199,
0.33,-69.9535,-12.1,-0.124177,
0.332,-70.1794,-17.3,-0.113955,
0.334,-70.3899,-23.8,-0.101955,
0.336,-70.5022,-28.1,-0.061244,
0.338,-70.5517,-30.2,-0.0168,
0.34,-70.5199,-27,0.019022,
0.342,-70.4382,-21.9,0.041155,
0.344,-70.335,-17.8,0.051555,
0.346,-70.2343,-15.5,0.049333,
0.348,-70.1434,-13.3,0.045511,
0.35,-70.0671,-11.9,0.034133,
0.352,-69.9993,-11.8,0.029866,
0.354,-69.9371,-11.9,0.031999,
0.356,-69.8815,-11.6,0.027644,
0.358,-69.8315,-11.3,0.027644,
0.36,-69.7796,-10.9,0.026577,
0.362,-69.7216,-10.7,0.029333,
0.364,-69.6612,-10.4,0.029244,
0.366,-69.5922,-10.1,0.035288,
0.368,-69.5098,-9.9,0.039644,
0.37,-69.425,-9.6,0.042311,
0.372,-69.331,-9.3,0.049333,
0.374,-69.2315,-8.9,0.051022,
0.376,-69.121,-8.8,0.055377,
0.378,-68.9953,-8.5,0.063466,
0.38,-68.8573,-8.3,0.072711,
0.382,-68.7023,-8,0.081955,
0.384,-68.5369,-7.8,0.086311,
0.386,-68.3544,-7.4,0.0928,
0.388,-68.1603,-7.1,0.098222,
0.39,-67.9559,-6.7,0.104711,
0.392,-67.7422,-6.3,0.107999,
0.394,-67.517,-5.9,0.112355,
0.396,-67.2887,-5.4,0.115022,
0.398,-67.0507,-5,0.119911,
0.4,-66.8108,-4.5,0.120977,
0.402,-66.5618,-4.1,0.124799,
0.404,-66.3049,-3.5,0.129066,
0.406,-66.0473,-3,0.127466,
0.408,-65.7824,-2.5,0.131822,
0.41,-65.5193,-2,0.132444,
0.412,-65.2508,-1.5,0.134488,
0.414,-65.042,-3.7,0.117777,
0.416,-64.8492,-3.5,0.094933,
0.418,-64.7131,-3.6,0.060711,
0.42,-64.6453,-3.3,0.024977,
0.422,-64.6331,-2.7,0.000533,
0.424,-64.6612,-2.5,-0.0168,
0.426,-64.7179,-2.4,-0.0336,
0.428,-64.8016,-2.3,-0.043466,
0.43,-64.9017,-2.3,-0.049422,
0.432,-65.014,-2.3,-0.058666,
0.434,-65.1366,-2.4,-0.061244,
0.436,-65.2734,-2.5,-0.067822,
0.438,-65.4131,-2.7,-0.067822,
0.44,-65.5615,-2.8,-0.076,
0.442,-65.722,-3,-0.077066,
0.444,-65.8868,-3.2,-0.0792,
0.446,-66.0564,-3.5,-0.084622,
0.448,-66.2219,-3.7,-0.084177,
0.45,-66.3799,-4,-0.081333,
0.452,-66.5337,-4.4,-0.076444,
0.454,-66.679,-4.8,-0.072177,
0.456,-66.8157,-5.2,-0.067822,
0.458,-66.9476,-5.7,-0.064622,
0.46,-67.0776,-6.2,-0.063466,
0.462,-67.2063,-6.6,-0.063999,
0.464,-67.3388,-7.1,-0.065688,
0.466,-67.4816,-7.6,-0.071555,
0.468,-67.6287,-8,-0.076444,
0.47,-67.7905,-8.4,-0.080888,
0.472,-67.9711,-8.8,-0.091111,
0.474,-68.1707,-9.3,-0.101422,
0.476,-68.3794,-9.7,-0.108444,
0.478,-68.601,-10.2,-0.112266,
0.48,-68.8427,-10.7,-0.120977,
0.482,-69.0936,-11.2,-0.127555,
0.484,-69.353,-11.8,-0.131911,
0.486,-69.6227,-12.4,-0.135022,
0.488,-69.8943,-13,-0.137244,
0.49,-70.1812,-15,-0.140533,
0.492,-70.3844,-22.5,-0.118222,
0.494,-70.5419,-29.2,-0.069955,
0.496,-70.5889,-31.1,-0.012444,
0.498,-70.5505,-27.2,0.024355,
0.5,-70.4491,-21.8,0.049955,
0.502,-70.3417,-17.3,0.058577,
0.504,-70.2288,-15.2,0.058044,
0.506,-70.1269,-12.7,0.0504,
0.508,-70.0414,-12.3,0.039111,
0.51,-69.9554,-11.7,0.043911,
0.512,-69.887,-11.7,0.031466,
0.514,-69.8162,-11.5,0.034222,
0.516,-69.746,-11.3,0.034755,
0.518,-69.6709,-11,0.038577,
0.52,-69.5977,-10.7,0.037955,
0.522,-69.5068,-10.5,0.042844,
0.524,-69.4128,-10.2,0.047733,
0.526,-69.3169,-9.9,0.051022,
0.528,-69.2193,-9.5,0.051022,
0.53,-69.1113,-9.2,0.055288,
0.532,-69.0032,-8.9,0.053155,
0.534,-68.8897,-8.6,0.059644,
0.536,-68.767,-8.3,0.060266,
0.538,-68.6327,-8,0.068977,
0.54,-68.4844,-7.7,0.0776,
0.542,-68.327,-7.4,0.080266,
0.544,-68.1542,-7,0.086311,
0.546,-67.9711,-6.6,0.090044,
0.548,-67.774,-6.1,0.098755,
0.55,-67.561,-5.7,0.107911,
0.552,-67.3364,-5.4,0.114399,
0.554,-67.0971,-4.9,0.120444,
0.556,-66.8456,-4.5,0.125866,
0.558,-66.5838,-4.1,0.132888,
0.56,-66.3201,-3.5,0.136177,
0.562,-66.0503,-3.1,0.132444,
0.564,-65.7739,-2.6,0.137777,
0.566,-65.4955,-2.1,0.137866,
0.568,-65.2136,-1.5,0.142666,
0.57,-65.0085,-3.8,0.117155,
0.572,-64.804,-3.9,0.095466,
0.574,-64.6624,-3.6,0.065688,
0.576,-64.594,-3.5,0.026666,
0.578,-64.5818,-3,0,
0.58,-64.6069,-2.7,-0.015733,
0.582,-64.6691,-2.5,-0.035288,
0.584,-64.7576,-2.6,-0.0488,
0.586,-64.8675,-2.5,-0.054844,
0.588,-64.9957,-2.4,-0.064622,
0.59,-65.1366,-2.5,-0.072088,
0.592,-65.2837,-2.6,-0.076977,
0.594,-65.4327,-2.8,-0.075466,
0.596,-65.5944,-3,-0.084622,
0.598,-65.7616,-3.1,-0.082933,
0.6,-65.9295,-3.4,-0.084622,
0.602,-66.0973,-3.6,-0.084622,
0.604,-66.264,-3.9,-0.081955,
0.606,-66.4245,-4.2,-0.0776,
0.608,-66.5832,-4.6,-0.077066,
0.61,-66.7303,-5,-0.074311,
0.612,-66.87,-5.4,-0.069955,
0.614,-67.0104,-5.9,-0.068355,
0.616,-67.1465,-6.3,-0.069955,
0.618,-67.2808,-6.9,-0.069955,
0.62,-67.4145,-7.3,-0.067288,
0.622,-67.5573,-7.8,-0.069422,
0.624,-67.7068,-8.3,-0.075377,
0.626,-67.8649,-8.7,-0.081866,
0.628,-68.0376,-9.2,-0.088355,
0.63,-68.2269,-9.6,-0.096088,
0.632,-68.4283,-9.9,-0.103111,
0.634,-68.6419,-10.4,-0.110666,
0.636,-68.8714,-10.9,-0.118311,
0.638,-69.1125,-11.4,-0.120977,
0.64,-69.3676,-12,-0.130755,
0.642,-69.6319,-12.7,-0.135111,
0.644,-69.9078,-13.4,-0.139466,
0.646,-70.1678,-15.3,-0.125333,
0.648,-70.3881,-22.1,-0.114488,
0.65,-70.5401,-28.8,-0.066755,
0.652,-70.5822,-30.6,-0.014133,
0.654,-70.5358,-26.7,0.031999,
0.656,-70.443,-21.5,0.048355,
0.658,-70.3344,-17.2,0.053688,
0.66,-70.2233,-15.1,0.052622,
0.662,-70.1177,-12.6,0.051555,
0.664,-70.0329,-12.4,0.041777,
0.666,-69.956,-11.8,0.039022,
0.668,-69.8821,-11.6,0.036355,
0.67,-69.8113,-11.5,0.038044,
0.672,-69.7436,-11.3,0.034666,
0.674,-69.6709,-11,0.034755,
0.676,-69.5922,-10.6,0.040177,
0.678,-69.5055,-10.4,0.043466,
0.68,-69.4079,-10.2,0.046666,
0.682,-69.306,-10,0.053688,
0.684,-69.2059,-9.5,0.051466,
0.686,-69.1045,-9.2,0.053244,
0.688,-68.9977,-8.8,0.054311,
0.69,-68.8848,-8.6,0.054311,
0.692,-68.7609,-8.3,0.060266,
0.694,-68.6218,-8,0.071022,
0.696,-68.4698,-7.7,0.076977,
0.698,-68.3031,-7.4,0.085244,
0.7,-68.1237,-7.1,0.093866,
0.702,-67.929,-6.6,0.098755,
0.704,-67.7239,-6.3,0.104177,
0.706,-67.5036,-5.8,0.112266,
0.708,-67.2686,-5.3,0.120977,
0.71,-67.0239,-5,0.123644,
0.712,-66.7663,-4.5,0.130222,
0.714,-66.5032,-4,0.135111,
0.716,-66.2359,-3.5,0.135111,
0.718,-65.96,-3.1,0.138311,
0.72,-65.6878,-2.6,0.137244,
0.722,-65.415,-2,0.136711,
0.724,-65.1641,-1.5,0.110133,
0.726,-64.9383,-4.2,0.111199,
0.728,-64.7509,-4.3,0.084622,
0.73,-64.6362,-3.8,0.049866,
0.732,-64.5806,-3.4,0.020622,
0.734,-64.5824,-2.6,-0.008088,
0.736,-64.6294,-2.7,-0.024888,
0.738,-64.6984,-2.6,-0.039555,
0.74,-64.7973,-2.6,-0.054222,
0.742,-64.9139,-2.4,-0.060266,
0.744,-65.0439,-2.5,-0.065155,
0.746,-65.1843,-2.6,-0.072711,
0.748,-65.3277,-2.7,-0.072711,
0.75,-65.4784,-2.9,-0.076444,
0.752,-65.6402,-3.1,-0.0792,
0.754,-65.8086,-3.3,-0.086755,
0.756,-65.9795,-3.5,-0.087288,
0.758,-66.1535,-3.8,-0.088444,
0.76,-66.3201,-4,-0.083022,
0.762,-66.4831,-4.3,-0.079733,
0.764,-66.6338,-4.7,-0.074311,
0.766,-66.7791,-5.1,-0.073244,
0.768,-66.9164,-5.6,-0.067822,
0.77,-67.0434,-6,-0.062933,
0.772,-67.1716,-6.4,-0.066222,
0.774,-67.2979,-7,-0.063999,
0.776,-67.4273,-7.5,-0.065066,
0.778,-67.5616,-7.9,-0.068355,
0.78,-67.7099,-8.4,-0.073777,
0.782,-67.8704,-8.8,-0.081955,
0.784,-68.045,-9.3,-0.085244,
0.786,-68.2366,-9.8,-0.096,
0.788,-68.4466,-10.2,-0.104177,
0.79,-68.6688,-10.7,-0.112888,
0.792,-68.9056,-11.3,-0.121599,
0.794,-69.1564,-11.7,-0.126399,
0.796,-69.4177,-12.3,-0.130222,
0.798,-69.688,-12.8,-0.136177,
0.8,-69.967,-13.6,-0.1416,
0.802,-70.205,-18.5,-0.100888,
0.804,-70.4382,-24.5,-0.103111,
0.806,-70.5645,-30.4,-0.050488,
0.808,-70.5907,-30.9,0.001688,
0.81,-70.5285,-25.9,0.036888,
0.812,-70.4296,-20.6,0.053155,
0.814,-70.3149,-16.6,0.053688,
0.816,-70.2062,-14.6,0.049422,
0.818,-70.108,-12.1,0.0472,
0.82,-70.0213,-12.5,0.038488,
0.822,-69.9389,-12.1,0.036888,
0.824,-69.8681,-11.6,0.036888,
0.826,-69.7967,-11.4,0.036888,
0.828,-69.7277,-11.2,0.037422,
0.83,-69.6563,-11,0.034755,
0.832,-69.5739,-10.7,0.043911,
0.834,-69.4872,-10.4,0.044533,
0.836,-69.3902,-10.2,0.0488,
0.838,-69.2858,-9.9,0.054844,
0.84,-69.1802,-9.6,0.052088,
0.842,-69.0734,-9.3,0.052088,
0.844,-68.9642,-8.9,0.054222,
0.846,-68.8427,-8.6,0.060177,
0.848,-68.7121,-8.3,0.067822,
0.85,-68.5741,-8,0.072177,
0.852,-68.4222,-7.6,0.076444,
0.854,-68.2543,-7.3,0.084088,
0.856,-68.0749,-7,0.090577,
0.858,-67.8814,-6.6,0.098755,
