Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1586,1.2,
0.002,-0.1641,1.7,
0.004,-0.1641,1.2,
0.006,-0.1696,1.2,
0.008,-0.1776,1.2,
0.01,-0.1854,1.3,
0.012,-0.1903,1.2,
0.014,-0.2013,0.8,
0.016,-0.2257,0.3,
0.018,-0.2806,0,
0.02,-0.3691,0,
0.022,-0.4949,-0.1,
0.024,-0.656,-0.2,
0.026,-0.8647,-0.2,
0.028,-1.1101,-0.3,
0.03,-1.3976,-0.1,
0.032,-1.7235,-0.1,
0.034,-2.0848,0,
0.036,-2.4852,0,
0.038,-2.9106,0.1,
0.04,-3.3659,0.2,
0.042,-3.8481,0.3,
0.044,-4.3541,0.3,
0.046,-4.8753,0.4,
0.048,-5.4198,0.4,
0.05,-5.9819,0.4,
0.052,-6.5678,0.4,
0.054,-7.1739,0.4,
0.056,-7.7959,0.3,
0.058,-8.4404,0.3,
0.06,-9.1161,0.3,
0.062,-9.821,0.3,
0.064,-10.5547,0.2,
0.066,-11.3231,0.3,
0.068,-12.1233,0.2,
0.07,-12.9485,0.3,
0.072,-13.7914,0.2,
0.074,-14.6489,0.1,
0.076,-15.5187,0,
0.078,-16.4067,0,
0.08,-17.3204,0,
0.082,-18.264,0,
0.084,-19.2455,0,
0.086,-20.2623,0,
0.088,-21.3231,0,
0.09,-22.4474,0.2,
0.092,-23.6119,0.4,
0.094,-24.7948,0.6,
0.096,-25.9618,0.5,
0.098,-27.1196,0.5,
0.1,-28.2567,0.4,
0.102,-29.384,1.5,
0.104,-30.5022,1.6,
0.106,-31.6191,1.6,
0.108,-32.7446,1.8,
0.11,-33.8847,1.9,
0.112,-35.0066,2.1,
0.114,-36.0893,2,
0.116,-37.1355,2.1,
0.118,-38.1438,2,
0.12,-39.1185,2.1,
0.122,-40.0761,2,
0.124,-41.0069,1.9,
0.126,-41.9219,1.9,
0.128,-42.8337,2.2,
0.13,-43.7199,2.3,
0.132,-44.5781,2.2,
0.134,-45.4027,2.3,
0.136,-46.1919,2.2,
0.138,-46.9438,2.2,
