Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1599,1.3,
0.002,-0.1654,1.4,
0.004,-0.1647,1.3,
0.006,-0.1678,1.3,
0.008,-0.1806,1.2,
0.01,-0.1842,1.3,
0.012,-0.1891,1.1,
0.014,-0.2007,0.8,
0.016,-0.2251,0.2,
0.018,-0.2824,0,
0.02,-0.3709,-0.1,
0.022,-0.4991,-0.2,
0.024,-0.67,-0.3,
0.026,-0.8824,-0.3,
0.028,-1.1339,-0.2,
0.03,-1.4305,-0.2,
0.032,-1.7644,-0.1,
0.034,-2.133,0,
0.036,-2.5346,0,
0.038,-2.9717,0.2,
0.04,-3.438,0.2,
0.042,-3.9195,0.3,
0.044,-4.4231,0.4,
0.046,-4.9535,0.4,
0.048,-5.4979,0.4,
0.05,-6.0631,0.4,
0.052,-6.6496,0.4,
0.054,-7.2527,0.4,
0.056,-7.8783,0.3,
0.058,-8.5271,0.3,
0.06,-9.2076,0.3,
0.062,-9.915,0.2,
0.064,-10.6529,0.2,
0.066,-11.4256,0.2,
0.068,-12.2282,0.3,
0.07,-13.0565,0.3,
0.072,-13.9,0.2,
0.074,-14.7582,0,
0.076,-15.6285,0,
0.078,-16.5202,0,
0.08,-17.44,0,
0.082,-18.3824,0,
0.084,-19.3663,0,
0.086,-20.3899,0,
0.088,-21.4635,0,
0.09,-22.5926,0.3,
0.092,-23.7615,0.5,
0.094,-24.9455,0.5,
0.096,-26.1107,0.6,
0.098,-27.2618,0.5,
0.1,-28.383,0.4,
0.102,-29.525,1.8,
0.104,-30.6444,1.7,
0.106,-31.7626,1.7,
0.108,-32.8911,1.8,
0.11,-34.0312,2,
0.112,-35.1439,2,
0.114,-36.2279,2.1,
0.116,-37.2649,2.2,
0.118,-38.2683,2,
0.12,-39.2418,1.9,
0.122,-40.1964,2,
0.124,-41.1229,2,
0.126,-42.0433,2,
0.128,-42.9521,2.1,
0.13,-43.8353,2.1,
0.132,-44.6843,2.2,
0.134,-45.5089,2.3,
0.136,-46.2914,2.3,
0.138,-47.0415,2.1,
0.14,-47.7599,2.2,
0.142,-48.4514,2.2,
0.144,-49.1148,2.2,
0.146,-49.7563,2.1,
0.148,-50.3819,2.1,
0.15,-50.9831,2.1,
0.152,-51.5587,2.1,
0.154,-52.1172,2.1,
0.156,-52.661,2.1,
0.158,-53.1786,2,
0.16,-53.6736,2.1,
0.162,-54.1411,2,
0.164,-54.5836,2,
