Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.156,-52.4938,2.1,
0.158,-53.018,2,
0.16,-53.5173,2,
0.162,-53.9983,2.1,
0.164,-54.4469,2,
0.166,-54.8766,2,
0.168,-55.2757,2,
0.17,-55.659,2,
0.172,-56.0161,2,
0.174,-56.3518,2,
0.176,-56.6631,2,
0.178,-56.9518,2,
0.18,-57.2185,2,
0.182,-57.4614,2.1,
0.184,-57.6811,2,
0.186,-57.8777,2.1,
0.188,-58.051,2.1,
0.19,-58.1981,2.1,
0.192,-58.3196,2.1,
0.194,-58.419,2.1,
0.196,-58.4911,2.1,
0.198,-58.5387,2.2,
0.2,-58.5594,2.2,
0.202,-58.5729,1,
0.204,-58.5899,0.8,
0.206,-58.6162,0.8,
0.208,-58.6516,0.6,
0.21,-58.6998,0.4,
0.212,-58.7608,0.3,
0.214,-58.8438,0.3,
0.216,-58.9476,0.2,
0.218,-59.0709,0.1,
0.22,-59.218,0,
0.222,-59.3938,0,
0.224,-59.5958,0,
0.226,-59.8235,0,
0.228,-60.0786,0,
0.23,-60.3612,0,
0.232,-60.6694,0,
0.234,-61.0033,0.1,
0.236,-61.3603,0.2,
0.238,-61.743,0.2,
0.24,-62.1501,0.2,
0.242,-62.5768,0.3,
0.244,-63.0199,-1.3,
0.246,-63.4789,-0.2,
0.248,-63.9415,-0.8,
0.25,-64.4048,-0.4,
0.252,-64.8833,-2.1,
0.254,-65.3648,-2.3,
0.256,-65.836,-1.7,
0.258,-66.3048,-3.1,
0.26,-66.7577,-4.1,
0.262,-67.191,-5.2,
0.264,-67.6024,-6,
0.266,-67.9949,-6.9,
0.268,-68.3739,-7.8,
0.27,-68.7285,-8.6,
0.272,-69.0666,-9.6,
0.274,-69.381,-10.4,
0.276,-69.677,-11.1,
0.278,-69.9486,-12,
0.28,-70.1994,-12.9,
0.282,-70.4302,-20.6,
0.284,-70.6133,-28.9,
0.286,-70.7286,-34.5,
0.288,-70.7835,-37.1,
0.29,-70.7793,-36,
0.292,-70.7628,-33.5,
0.294,-70.7408,-31.9,
0.296,-70.7384,-31.6,
0.298,-70.7384,-32,
0.3,-70.7451,-33,
0.302,-70.75,-33.5,
0.304,-70.7512,-33.7,
0.306,-70.7536,-33.8,
0.308,-70.75,-33.8,
0.31,-70.7396,-34.2,
0.312,-70.7402,-33.3,
0.314,-70.7347,-32.4,
0.316,-70.7304,-31.5,
0.318,-70.7158,-30.7,
0.32,-70.6993,-29.4,
0.322,-70.6712,-27.5,
0.324,-70.6328,-24.8,
0.326,-70.5821,-21.9,
0.328,-70.5211,-18.8,
0.33,-70.4546,-15.9,
0.332,-70.3807,-13.2,
0.334,-70.2892,-10.6,
0.336,-70.1775,-10.3,
0.338,-70.0426,-9.6,
0.34,-69.8705,-9,
0.342,-69.6544,-8.4,
0.344,-69.3938,-7.9,
0.346,-69.0874,-7.2,
0.348,-68.7413,-6.5,
0.35,-68.3464,-5.5,
0.352,-67.907,-4.5,
0.354,-67.4248,-3.8,
0.356,-66.9005,-2.9,
0.358,-66.3341,-2,
0.36,-65.7658,-1.8,
0.362,-65.164,-2.2,
0.364,-64.5744,-1.5,
0.366,-64.0074,-0.8,
0.368,-63.4624,0,
0.37,-62.9527,0.2,
0.372,-62.4779,-0.2,
0.374,-62.0421,-0.1,
0.376,-61.6356,-0.3,
0.378,-61.27,-0.1,
0.38,-60.9337,-0.1,
0.382,-60.6267,0,
0.384,-60.3569,0,
0.386,-60.1109,0,
0.388,-59.8924,0.2,
0.39,-59.6922,0.2,
0.392,-59.5238,0.2,
0.394,-59.3657,0.2,
0.396,-59.2265,0.3,
0.398,-59.1051,0.3,
0.4,-59.0038,0.1,
0.402,-58.9214,0,
0.404,-58.853,0,
0.406,-58.8048,0,
0.408,-58.7743,-0.1,
0.41,-58.7639,0.2,
0.412,-58.7651,0.3,
0.414,-58.7798,0.3,
0.416,-58.7975,0.2,
0.418,-58.8298,0.1,
0.42,-58.8768,0,
0.422,-58.9446,0,
0.424,-59.0288,0,
0.426,-59.1393,0,
0.428,-59.2693,0,
0.43,-59.4188,0,
0.432,-59.5982,-0.1,
0.434,-59.7954,-0.1,
0.436,-60.0218,-0.1,
0.438,-60.2757,-0.1,
0.44,-60.5589,0,
0.442,-60.8696,0,
0.444,-61.2077,0,
0.446,-61.563,0,
0.448,-61.9481,0,
0.45,-62.3589,0,
0.452,-62.7879,0,
0.454,-63.2311,-1.1,
0.456,-63.6888,-2.4,
0.458,-64.149,-0.7,
0.46,-64.6172,-0.7,
0.462,-65.0957,-2.5,
0.464,-65.5705,-2.9,
0.466,-66.0515,-2.7,
0.468,-66.5135,-3.7,
0.47,-66.9566,-4.8,
0.472,-67.3802,-5.7,
0.474,-67.7818,-6.7,
0.476,-68.1682,-7.6,
0.478,-68.5356,-8.4,
0.48,-68.8847,-9.3,
0.482,-69.2156,-10.1,
0.484,-69.5226,-10.9,
0.486,-69.8106,-11.7,
0.488,-70.0743,-12.5,
0.49,-70.3178,-14.5,
0.492,-70.529,-24.7,
0.494,-70.6828,-31.9,
0.496,-70.7707,-36.4,
0.498,-70.7939,-37.3,
0.5,-70.7799,-34.8,
0.502,-70.7561,-32.5,
0.504,-70.739,-31.5,
0.506,-70.7433,-31.4,
0.508,-70.7488,-32.4,
0.51,-70.7512,-33.3,
0.512,-70.7524,-33.6,
0.514,-70.7542,-33.8,
0.516,-70.7518,-33.9,
0.518,-70.7506,-33.9,
0.52,-70.742,-33.4,
0.522,-70.7433,-32.8,
0.524,-70.7329,-32.1,
0.526,-70.725,-31.2,
0.528,-70.7115,-30.3,
0.53,-70.695,-28.6,
0.532,-70.6615,-26.4,
0.534,-70.6151,-23.6,
0.536,-70.5632,-20.5,
0.538,-70.5022,-17.4,
0.54,-70.4277,-14.6,
0.542,-70.3435,-11.9,
0.544,-70.2452,-9.7,
0.546,-70.1238,-10.2,
0.548,-69.9718,-9.6,
0.55,-69.7765,-8.9,
0.552,-69.5433,-8.2,
0.554,-69.2644,-7.5,
0.556,-68.9409,-6.8,
0.558,-68.5674,-6.1,
0.56,-68.1517,-5.1,
0.562,-67.6939,-4.1,
0.564,-67.1953,-3.4,
0.566,-66.6515,-2.6,
0.568,-66.0667,-1.8,
0.57,-65.4887,-3,
0.572,-64.8991,-1.9,
0.574,-64.3242,-1.3,
0.576,-63.7663,-0.5,
0.578,-63.2439,0,
0.58,-62.7495,-0.3,
0.582,-62.299,-0.2,
0.584,-61.8791,-0.4,
0.586,-61.4964,-0.2,
0.588,-61.1424,-0.1,
0.59,-60.8232,-0.1,
0.592,-60.5376,0,
0.594,-60.2733,0,
0.596,-60.0359,0,
0.598,-59.8259,0.1,
0.6,-59.6355,0.1,
0.602,-59.4682,0.1,
0.604,-59.3163,0,
0.606,-59.1832,0,
0.608,-59.0666,-0.1,
0.61,-58.9708,0,
0.612,-58.889,-0.1,
0.614,-58.8274,-0.1,
0.616,-58.7853,0,
0.618,-58.7663,-0.1,
0.62,-58.7621,0,
0.622,-58.7688,0.3,
0.624,-58.7779,0.2,
0.626,-58.8054,0.2,
0.628,-58.8469,0,
0.63,-58.9006,0,
0.632,-58.9763,0,
0.634,-59.0721,0,
0.636,-59.1917,0,
0.638,-59.3291,-0.1,
0.64,-59.4951,-0.1,
0.642,-59.6831,-0.1,
0.644,-59.8949,-0.1,
0.646,-60.1354,-0.2,
0.648,-60.4033,-0.1,
0.65,-60.6999,-0.1,
0.652,-61.0198,-0.1,
0.654,-61.3701,0,
0.656,-61.7418,0,
0.658,-62.1355,0,
0.66,-62.5487,0,
0.662,-62.9851,-0.3,
0.664,-63.4288,-0.7,
0.666,-63.8841,-2.1,
0.668,-64.3468,-0.5,
0.67,-64.8222,-1.5,
0.672,-65.3044,-2.4,
0.674,-65.7726,-2.2,
0.676,-66.2523,-3.2,
0.678,-66.7064,-4.4,
0.68,-67.141,-5.3,
0.682,-67.5554,-6.2,
0.684,-67.9521,-7.1,
0.686,-68.3305,-8.1,
0.688,-68.6925,-8.9,
0.69,-69.0318,-9.7,
0.692,-69.3572,-10.4,
0.694,-69.6556,-11.3,
0.696,-69.9327,-12.2,
0.698,-70.1909,-13,
0.7,-70.4247,-19.6,
0.702,-70.6151,-28.4,
0.704,-70.7365,-34.6,
0.706,-70.7976,-37.7,
0.708,-70.8006,-36.6,
0.71,-70.7738,-33.8,
0.712,-70.7561,-31.8,
0.714,-70.7408,-31.2,
0.716,-70.7439,-31.7,
0.718,-70.7524,-32.8,
0.72,-70.7555,-33.4,
0.722,-70.7573,-33.8,
0.724,-70.7567,-33.9,
0.726,-70.7549,-33.9,
0.728,-70.7451,-34.1,
0.73,-70.7408,-33.2,
0.732,-70.7353,-32.5,
0.734,-70.7298,-31.8,
0.736,-70.7243,-30.9,
0.738,-70.7073,-29.7,
0.74,-70.6853,-27.8,
0.742,-70.648,-25.3,
0.744,-70.5949,-22.3,
0.746,-70.5394,-19.1,
0.748,-70.4704,-16.2,
0.75,-70.3941,-13.5,
0.752,-70.3063,-10.8,
0.754,-70.2001,-10.2,
0.756,-70.0688,-9.7,
0.758,-69.8991,-9.2,
0.76,-69.6861,-8.6,
0.762,-69.4334,-8,
0.764,-69.135,-7.3,
0.766,-68.7907,-6.6,
0.768,-68.3977,-5.8,
0.77,-67.9625,-4.8,
0.772,-67.4864,-4,
0.774,-66.964,-3.2,
0.776,-66.4024,-2.2,
0.778,-65.8354,-1.4,
0.78,-65.2245,-2.6,
0.782,-64.6361,-1.9,
0.784,-64.0648,-1,
0.786,-63.5118,-0.2,
0.788,-63.0022,0.1,
0.79,-62.5237,-0.3,
0.792,-62.0897,-0.3,
0.794,-61.6905,-0.3,
0.796,-61.3255,-0.3,
0.798,-60.9923,-0.2,
0.8,-60.6896,0,
0.802,-60.4149,0,
0.804,-60.1671,0,
0.806,-59.9474,0,
0.808,-59.7435,0,
0.81,-59.5683,0,
0.812,-59.4072,0,
0.814,-59.2644,0,
0.816,-59.138,-0.1,
0.818,-59.0276,0,
0.82,-58.9372,-0.1,
0.822,-58.8677,-0.1,
0.824,-58.8146,-0.1,
0.826,-58.7816,-0.1,
0.828,-58.7657,0,
0.83,-58.7657,0.2,
0.832,-58.7816,0.3,
0.834,-58.7956,0.2,
0.836,-58.8261,0.1,
0.838,-58.8719,0,
0.84,-58.9324,0,
0.842,-59.0166,-0.1,
0.844,-59.1222,0,
0.846,-59.2503,-0.1,
0.848,-59.398,0,
0.85,-59.5683,-0.2,
0.852,-59.7698,-0.2,
0.854,-59.9962,-0.2,
0.856,-60.2477,-0.1,
0.858,-60.5309,-0.2,
0.86,-60.8366,-0.1,
0.862,-61.1675,-0.1,
0.864,-61.5239,-0.1,
0.866,-61.9072,0,
0.868,-62.3143,0,
0.87,-62.7361,0,
0.872,-63.1773,-1.1,
0.874,-63.6321,-1.4,
0.876,-64.0892,-0.8,
0.878,-64.5574,-0.7,
0.88,-65.0353,-2.6,
0.882,-65.5284,-2.7,
0.884,-65.9929,-2.7,
0.886,-66.4568,-3.7,
0.888,-66.9066,-4.6,
0.89,-67.3332,-5.6,
0.892,-67.7379,-6.6,
0.894,-68.1249,-7.6,
0.896,-68.4941,-8.4,
0.898,-68.8493,-9.3,
0.9,-69.1802,-10.1,
0.902,-69.4865,-10.9,
0.904,-69.7728,-11.7,
0.906,-70.0438,-12.5,
0.908,-70.2928,-13.8,
0.91,-70.5107,-23.6,
0.912,-70.6773,-31.4,
0.914,-70.7744,-36.5,
0.916,-70.8098,-38.1,
0.918,-70.7933,-35.5,
0.92,-70.7671,-33.1,
0.922,-70.7542,-31.7,
0.924,-70.7488,-31.6,
0.926,-70.7567,-32.5,
0.928,-70.7561,-33.3,
0.93,-70.7591,-33.7,
0.932,-70.7591,-33.9,
0.934,-70.7591,-34,
0.936,-70.7573,-34.1,
0.938,-70.7512,-33.1,
0.94,-70.7512,-33,
0.942,-70.7408,-32.3,
0.944,-70.7335,-31.6,
0.946,-70.7256,-30.7,
0.948,-70.7011,-29.2,
0.95,-70.6749,-27,
0.952,-70.6322,-24.2,
0.954,-70.5754,-21.1,
0.956,-70.5138,-17.9,
0.958,-70.4411,-15,
0.96,-70.3563,-12.3,
0.962,-70.266,-9.9,
0.964,-70.1482,-10.4,
0.966,-70.0023,-9.6,
0.968,-69.8125,-9.1,
0.97,-69.5848,-8.3,
0.972,-69.3114,-7.7,
0.974,-68.9891,-7,
0.976,-68.6247,-6.2,
0.978,-68.2176,-5.3,
0.98,-67.7617,-4.4,
0.982,-67.2679,-3.5,
0.984,-66.729,-2.7,
0.986,-66.1443,-2,
0.988,-65.5681,-3.6,
0.99,-64.9663,-2,
0.992,-64.3938,-1.4,
0.994,-63.831,-0.7,
0.996,-63.3025,0,
0.998,-62.8081,-0.3,
1,-62.3534,-0.4,
1.002,-61.9402,-0.4,
1.004,-61.563,-0.3,
1.006,-61.2212,-0.2,
1.008,-60.9038,-0.1,
1.01,-60.6108,0,
1.012,-60.3563,0,
1.014,-60.1097,0,
1.016,-59.8955,0,
1.018,-59.7014,0,
1.02,-59.5232,0,
1.022,-59.3608,0,
1.024,-59.2198,-0.1,
1.026,-59.0923,-0.1,
1.028,-58.9873,-0.1,
1.03,-58.9,-0.1,
1.032,-58.8304,-0.1,
1.034,-58.7834,-0.1,
1.036,-58.7578,-0.1,
1.038,-58.7499,-0.1,
1.04,-58.7535,0.2,
1.042,-58.7724,0.2,
1.044,-58.7956,0.1,
1.046,-58.831,0,
1.048,-58.886,0,
1.05,-58.9598,0,
1.052,-59.0538,-0.1,
1.054,-59.171,-0.1,
1.056,-59.3083,-0.1,
1.058,-59.4713,-0.2,
1.06,-59.6587,-0.2,
1.062,-59.8711,-0.2,
1.064,-60.1097,-0.2,
1.066,-60.3697,-0.2,
1.068,-60.6657,-0.1,
1.07,-60.9819,-0.1,
1.072,-61.3255,0,
1.074,-61.6942,0,
1.076,-62.0866,0,
1.078,-62.4992,0,
1.08,-62.9265,-0.1,
1.082,-63.3708,-0.8,
1.084,-63.8243,-2.6,
1.086,-64.2894,-0.6,
1.088,-64.7624,-1.2,
1.09,-65.2434,-2.5,
1.092,-65.7085,-2.8,
1.094,-66.1907,-3.1,
1.096,-66.6496,-4.3,
1.098,-67.0885,-5.2,
1.1,-67.5047,-6,
1.102,-67.9039,-7,
1.104,-68.2872,-8,
1.106,-68.6467,-8.8,
1.108,-68.9922,-9.7,
1.11,-69.3138,-10.5,
1.112,-69.6159,-11.3,
1.114,-69.8961,-12.1,
1.116,-70.1579,-13,
1.118,-70.3954,-18.2,
1.12,-70.5962,-27.4,
1.122,-70.7311,-34.1,
1.124,-70.7958,-37.8,
1.126,-70.8037,-37.4,
1.128,-70.7848,-34.2,
1.13,-70.7622,-32.2,
1.132,-70.7488,-31.4,
1.134,-70.7488,-31.5,
1.136,-70.7542,-32.7,
1.138,-70.7555,-33.4,
1.14,-70.7585,-33.7,
1.142,-70.7591,-33.9,
1.144,-70.7573,-34,
1.146,-70.764,-33.9,
1.148,-70.7518,-33.4,
1.15,-70.7439,-32.7,
1.152,-70.739,-32,
1.154,-70.7268,-31.2,
1.156,-70.7146,-30.1,
1.158,-70.692,-28.2,
1.16,-70.6566,-25.8,
1.162,-70.6102,-22.7,
1.164,-70.5492,-19.6,
1.166,-70.4851,-16.5,
1.168,-70.4112,-13.8,
1.17,-70.3209,-11.1,
1.172,-70.2178,-10,
1.174,-70.092,-9.7,
1.176,-69.9272,-9.3,
1.178,-69.724,-8.8,
1.18,-69.4737,-8.1,
1.182,-69.1777,-7.5,
1.184,-68.8377,-6.7,
1.186,-68.452,-5.9,
1.188,-68.0235,-5,
1.19,-67.5481,-4.1,
1.192,-67.0348,-3.3,
1.194,-66.4763,-2.4,
1.196,-65.9044,-1.5,
1.198,-65.3063,-2.5,
1.2,-64.7087,-2,
1.202,-64.1368,-1.3,
1.204,-63.5887,-0.4,
1.206,-63.0681,0.1,
1.208,-62.5884,-0.3,
1.21,-62.1397,-0.3,
1.212,-61.7314,-0.4,
1.214,-61.3573,-0.4,
1.216,-61.0136,-0.2,
1.218,-60.7042,-0.2,
1.22,-60.4271,0,
1.222,-60.1787,0,
1.224,-59.9504,0,
1.226,-59.7527,0,
1.228,-59.5732,0,
1.23,-59.4133,0,
1.232,-59.2699,0,
1.234,-59.146,-0.1,
1.236,-59.0373,-0.1,
1.238,-58.9446,-0.1,
1.24,-58.8744,-0.1,
1.242,-58.8237,-0.1,
1.244,-58.7907,-0.1,
1.246,-58.7761,0,
1.248,-58.7779,0.1,
1.25,-58.7846,0.3,
1.252,-58.8011,0.2,
1.254,-58.8323,0,
1.256,-58.8731,0,
1.258,-58.9299,0,
1.26,-59.0093,-0.1,
1.262,-59.1087,-0.1,
1.264,-59.2351,-0.1,
1.266,-59.3773,-0.2,
1.268,-59.5494,-0.2,
1.27,-59.7441,-0.3,
1.272,-59.9669,-0.3,
1.274,-60.2116,-0.2,
1.276,-60.4906,-0.2,
1.278,-60.7958,-0.2,
1.28,-61.1229,-0.2,
1.282,-61.4775,-0.1,
1.284,-61.862,0,
1.286,-62.2649,0,
1.288,-62.6848,0,
1.29,-63.1261,-1.2,
1.292,-63.5777,-0.9,
1.294,-64.0392,-0.8,
1.296,-64.503,-0.6,
1.298,-64.9803,-2.3,
1.3,-65.4649,-2.6,
1.302,-65.938,-2.4,
1.304,-66.4067,-3.7,
1.306,-66.8517,-4.6,
1.308,-67.2789,-5.6,
1.31,-67.6878,-6.7,
1.312,-68.0785,-7.5,
1.314,-68.4477,-8.5,
1.316,-68.8017,-9.3,
1.318,-69.1399,-10.1,
1.32,-69.4511,-10.9,
1.322,-69.7392,-11.7,
1.324,-70.0102,-12.4,
1.326,-70.2623,-13.5,
1.328,-70.4863,-22.3,
1.33,-70.659,-30.4,
1.332,-70.7665,-35.9,
1.334,-70.8025,-38.1,
1.336,-70.7982,-35.7,
1.338,-70.7744,-33.4,
1.34,-70.7567,-31.9,
1.342,-70.7506,-31.6,
1.344,-70.7542,-32.2,
1.346,-70.7591,-33.2,
1.348,-70.761,-33.6,
1.35,-70.7579,-33.8,
1.352,-70.7622,-33.9,
1.354,-70.7585,-33.9,
1.356,-70.7524,-33.5,
1.358,-70.7427,-33.3,
1.36,-70.7365,-32.5,
1.362,-70.7335,-31.8,
1.364,-70.7219,-30.9,
1.366,-70.7085,-29.4,
1.368,-70.6798,-27.4,
1.37,-70.6371,-24.7,
1.372,-70.5858,-21.5,
1.374,-70.5223,-18.3,
1.376,-70.4533,-15.3,
1.378,-70.3722,-12.6,
1.38,-70.2812,-10.2,
1.382,-70.1689,-10.6,
1.384,-70.0224,-9.7,
1.386,-69.8375,-9.1,
1.388,-69.6135,-8.5,
1.39,-69.3462,-7.9,
1.392,-69.0331,-7.2,
1.394,-68.6736,-6.4,
1.396,-68.2665,-5.5,
1.398,-67.8197,-4.6,
1.4,-67.3296,-3.7,
1.402,-66.7955,-2.8,
1.404,-66.2218,-2,
1.406,-65.6407,-3.3,
1.408,-65.0444,-2.2,
1.41,-64.4609,-1.4,
1.412,-63.8982,-0.8,
1.414,-63.3647,-0.1,
1.416,-62.863,-0.2,
1.418,-62.4016,-0.4,
1.42,-61.9841,-0.4,
1.422,-61.6026,-0.4,
1.424,-61.2547,-0.2,
1.426,-60.941,-0.1,
1.428,-60.6511,-0.1,
1.43,-60.3868,0,
1.432,-60.1482,0,
1.434,-59.9291,0,
1.436,-59.7313,0,
1.438,-59.5506,0,
1.44,-59.3877,0,
1.442,-59.2424,-0.1,
1.444,-59.113,-0.1,
1.446,-59.005,-0.2,
1.448,-58.9116,-0.2,
1.45,-58.842,-0.1,
1.452,-58.7938,-0.2,
1.454,-58.7615,-0.2,
1.456,-58.7492,0,
1.458,-58.7547,0.2,
1.46,-58.7669,0.2,
1.462,-58.7907,0.1,
1.464,-58.828,0,
1.466,-58.8786,0,
1.468,-58.9476,0,
1.47,-59.041,-0.1,
1.472,-59.1539,-0.1,
1.474,-59.2888,-0.2,
1.476,-59.4475,-0.2,
1.478,-59.6306,-0.2,
1.48,-59.8381,-0.2,
1.482,-60.0743,-0.3,
1.484,-60.3362,-0.2,
1.486,-60.6273,-0.2,
1.488,-60.9398,-0.1,
1.49,-61.2792,-0.1,
1.492,-61.6448,0,
1.494,-62.036,0,
1.496,-62.4431,0,
1.498,-62.8703,-0.1,
1.5,-63.3196,-0.9,
1.502,-63.7724,-3.1,
1.504,-64.2363,-0.6,
1.506,-64.702,-1,
1.508,-65.186,-2.7,
1.51,-65.6456,-3.2,
1.512,-66.1339,-3,
1.514,-66.5971,-4.1,
1.516,-67.036,-5.1,
1.518,-67.4559,-6,
1.52,-67.8545,-7,
1.522,-68.2384,-7.9,
1.524,-68.6028,-8.8,
1.526,-68.9488,-9.7,
1.528,-69.2754,-10.5,
1.53,-69.5793,-11.3,
1.532,-69.8625,-12.1,
1.534,-70.1256,-12.8,
1.536,-70.3661,-16.3,
1.538,-70.5699,-26.3,
1.54,-70.7213,-33.3,
1.542,-70.7951,-37.7,
1.544,-70.808,-37.9,
1.546,-70.7903,-34.7,
1.548,-70.7671,-32.6,
1.55,-70.7494,-31.5,
1.552,-70.7512,-31.5,
1.554,-70.7561,-32.6,
1.556,-70.761,-33.4,
1.558,-70.7628,-33.7,
1.56,-70.7579,-33.9,
1.562,-70.7579,-34,
1.564,-70.7677,-34,
1.566,-70.7524,-34.2,
1.568,-70.7451,-33.2,
1.57,-70.7408,-32.3,
1.572,-70.7323,-31.4,
1.574,-70.7176,-30.3,
1.576,-70.6999,-28.6,
1.578,-70.6627,-26.2,
1.58,-70.6175,-23.2,
1.582,-70.5589,-20,
1.584,-70.4949,-16.9,
1.586,-70.421,-14.1,
1.588,-70.3331,-11.4,
1.59,-70.2336,-9.9,
1.592,-70.1085,-10,
1.594,-69.9492,-9.5,
1.596,-69.7478,-8.9,
1.598,-69.5049,-8.3,
1.6,-69.218,-7.6,
1.602,-68.8792,-7,
1.604,-68.4996,-6,
1.606,-68.0766,-5.2,
1.608,-67.6097,-4.1,
1.61,-67.1013,-3.3,
1.612,-66.5501,-2.5,
1.614,-65.9526,-1.7,
1.616,-65.3813,-2.5,
1.618,-64.7893,-2.1,
1.62,-64.2101,-1.3,
1.622,-63.6644,-0.5,
1.624,-63.1426,0.1,
1.626,-62.6543,-0.4,
1.628,-62.2069,-0.3,
1.63,-61.7943,-0.4,
1.632,-61.4092,-0.4,
1.634,-61.0643,-0.3,
1.636,-60.7518,-0.2,
1.638,-60.4692,-0.1,
1.64,-60.2116,0,
1.642,-59.9846,0,
1.644,-59.7801,0,
1.646,-59.5952,0,
1.648,-59.431,0,
1.65,-59.2839,0,
1.652,-59.1582,-0.1,
1.654,-59.0483,-0.1,
1.656,-58.9537,-0.2,
1.658,-58.8829,-0.1,
1.66,-58.8255,-0.1,
1.662,-58.7907,-0.1,
1.664,-58.7706,-0.1,
1.666,-58.7749,0,
1.668,-58.7834,0.3,
1.67,-58.7993,0.2,
1.672,-58.8261,0,
1.674,-58.8634,0,
1.676,-58.9232,0,
1.678,-58.9989,-0.1,
1.68,-59.0996,-0.1,
1.682,-59.2174,-0.2,
1.684,-59.3633,-0.2,
1.686,-59.5274,-0.2,
1.688,-59.7191,-0.3,
1.69,-59.9352,-0.2,
1.692,-60.183,-0.3,
1.694,-60.4527,-0.3,
1.696,-60.7518,-0.2,
1.698,-61.0832,-0.1,
1.7,-61.4366,-0.1,
1.702,-61.8095,0,
1.704,-62.2093,0,
1.706,-62.6341,0,
1.708,-63.0699,-1,
1.71,-63.5204,-0.7,
1.712,-63.9818,-1,
1.714,-64.4444,-0.5,
1.716,-64.9254,-2,
1.718,-65.4076,-2.4,
1.72,-65.8782,-2.1,
1.722,-66.3487,-3.6,
1.724,-66.8004,-4.5,
1.726,-67.2282,-5.6,
1.728,-67.6384,-6.5,
1.73,-68.029,-7.4,
1.732,-68.4068,-8.3,
1.734,-68.7608,-9.2,
1.736,-69.0959,-10.1,
1.738,-69.4133,-10.8,
1.74,-69.7075,-11.6,
1.742,-69.9797,-12.4,
1.744,-70.23,-13.3,
1.746,-70.4576,-20.9,
1.748,-70.6432,-29.3,
1.75,-70.7579,-35.5,
1.752,-70.8061,-38.2,
1.754,-70.8037,-36.3,
1.756,-70.7835,-33.9,
1.758,-70.7573,-32,
1.76,-70.7518,-31.5,
1.762,-70.7555,-32,
1.764,-70.7597,-33.1,
1.766,-70.7604,-33.6,
1.768,-70.7634,-33.8,
1.77,-70.7591,-34,
1.772,-70.7567,-34,
1.774,-70.7488,-34.4,
1.776,-70.75,-33.6,
1.778,-70.7457,-32.8,
1.78,-70.7341,-31.9,
1.782,-70.728,-31,
1.784,-70.7079,-29.6,
1.786,-70.6834,-27.6,
1.788,-70.6462,-25,
1.79,-70.5943,-21.9,
1.792,-70.5321,-18.6,
1.794,-70.4625,-15.7,
1.796,-70.3862,-13,
1.798,-70.294,-10.4,
1.8,-70.183,-10.6,
1.802,-70.045,-9.8,
1.804,-69.868,-9.2,
1.806,-69.6513,-8.6,
1.808,-69.3852,-8,
1.81,-69.0794,-7.3,
1.812,-68.7242,-6.6,
1.814,-68.3232,-5.6,
1.816,-67.8813,-4.7,
1.818,-67.3937,-3.9,
1.82,-66.8645,-3,
1.822,-66.2956,-2.2,
1.824,-65.7213,-2.3,
1.826,-65.1177,-2.4,
1.828,-64.5323,-1.5,
1.83,-63.9598,-0.9,
