Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1611,1.2,
0.002,-0.1617,1.4,
0.004,-0.1641,1.3,
0.006,-0.169,1.3,
0.008,-0.1794,1.2,
0.01,-0.1872,1.2,
0.012,-0.1903,1,
0.014,-0.2043,0.7,
0.016,-0.2367,0.2,
0.018,-0.2977,0,
0.02,-0.3911,0,
0.022,-0.5193,-0.1,
0.024,-0.6883,-0.2,
0.026,-0.8965,-0.2,
0.028,-1.1504,-0.2,
0.03,-1.4433,-0.1,
0.032,-1.7693,-0.1,
0.034,-2.1397,0,
0.036,-2.5377,0,
0.038,-2.968,0.1,
0.04,-3.4264,0.2,
0.042,-3.9092,0.3,
0.044,-4.4115,0.4,
0.046,-4.9376,0.3,
0.048,-5.4833,0.4,
0.05,-6.0509,0.4,
0.052,-6.6368,0.4,
0.054,-7.2441,0.4,
0.056,-7.8703,0.3,
0.058,-8.5198,0.3,
0.06,-9.2015,0.2,
0.062,-9.9065,0.3,
0.064,-10.6487,0.2,
0.066,-11.4214,0.2,
0.068,-12.2258,0.3,
0.07,-13.0534,0.2,
0.072,-13.9012,0.2,
0.074,-14.7606,0.1,
0.076,-15.6316,0,
0.078,-16.5239,0,
0.08,-17.4419,0,
0.082,-18.391,-0.1,
0.084,-19.3718,0,
0.086,-20.3954,0,
0.088,-21.469,0,
0.09,-22.5938,0.2,
0.092,-23.7639,0.3,
0.094,-24.9461,0.6,
0.096,-26.1076,0.5,
0.098,-27.2612,0.5,
0.1,-28.383,0.3,
0.102,-29.5213,1.7,
0.104,-30.6389,1.6,
0.106,-31.7571,1.7,
0.108,-32.8905,1.8,
0.11,-34.0288,1.8,
0.112,-35.1451,2,
0.114,-36.2267,2.1,
0.116,-37.2673,2.1,
0.118,-38.2683,2,
0.12,-39.2455,2,
0.122,-40.197,2,
0.124,-41.1284,1.9,
0.126,-42.0421,2.1,
0.128,-42.9503,2.2,
0.13,-43.8347,2.2,
0.132,-44.6849,2.1,
0.134,-45.5046,2.4,
0.136,-46.2914,2.3,
0.138,-47.0445,2.2,
0.14,-47.7599,2.2,
0.142,-48.4514,2.2,
0.144,-49.1161,2.1,
0.146,-49.7588,2.1,
0.148,-50.3813,2.2,
0.15,-50.9795,2.1,
0.152,-51.5599,2.1,
0.154,-52.1227,2,
0.156,-52.6579,2,
0.158,-53.1755,2.1,
0.16,-53.6693,2.1,
0.162,-54.1393,2.1,
0.164,-54.583,2,
0.166,-55.006,2,
0.168,-55.4051,2,
0.17,-55.7738,2,
0.172,-56.1247,2,
0.174,-56.4519,2,
0.176,-56.7571,2,
0.178,-57.0409,2,
0.18,-57.2972,2.1,
0.182,-57.531,2,
0.184,-57.7422,2.1,
0.186,-57.9314,2.1,
0.188,-58.0968,2.1,
0.19,-58.2353,2.1,
0.192,-58.3507,2.1,
0.194,-58.4435,2.1,
0.196,-58.51,2.1,
0.198,-58.5509,2.1,
0.2,-58.5747,1.6,
