Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.324,-70.6218,-23.9,
0.326,-70.5663,-20.8,
0.328,-70.504,-17.7,
0.33,-70.4302,-14.9,
0.332,-70.3478,-12.1,
0.334,-70.2513,-9.8,
0.336,-70.1347,-10.3,
0.338,-69.984,-9.6,
0.34,-69.7972,-8.9,
0.342,-69.5702,-8.2,
0.344,-69.2937,-7.6,
0.346,-68.9702,-6.9,
0.348,-68.604,-6,
0.35,-68.1932,-5.1,
0.352,-67.7385,-4.2,
0.354,-67.2356,-3.4,
0.356,-66.6936,-2.6,
0.358,-66.1119,-1.7,
0.36,-65.5296,-3.1,
0.362,-64.9339,-1.9,
0.364,-64.3535,-1.2,
0.366,-63.7926,-0.4,
0.368,-63.2549,0.1,
0.37,-62.7562,-0.1,
0.372,-62.2887,-0.1,
0.374,-61.8645,-0.4,
0.376,-61.4702,-0.3,
0.378,-61.118,-0.3,
0.38,-60.7982,-0.3,
0.382,-60.515,-0.1,
0.384,-60.2696,0,
0.386,-60.0475,0,
0.388,-59.8534,0.2,
0.39,-59.6751,0.2,
0.392,-59.514,0.2,
0.394,-59.3718,0,
0.396,-59.2442,0,
0.398,-59.1277,0,
0.4,-59.0276,0,
0.402,-58.9452,0,
0.404,-58.8774,0,
0.406,-58.8298,0,
0.408,-58.8017,0,
0.41,-58.7871,0,
0.412,-58.7889,0.4,
0.414,-58.8017,0.4,
0.416,-58.8255,0.2,
0.418,-58.8609,0.1,
0.42,-58.9146,0.1,
0.422,-58.9842,0,
0.424,-59.0752,0,
0.426,-59.1881,0,
0.428,-59.3224,-0.1,
0.43,-59.4853,-0.1,
0.432,-59.6678,-0.1,
0.434,-59.8753,-0.2,
0.436,-60.1109,-0.1,
0.438,-60.3746,-0.1,
0.44,-60.6664,-0.1,
0.442,-60.9807,-0.1,
0.444,-61.3249,0,
0.446,-61.6972,0,
0.448,-62.0915,0,
0.45,-62.5078,0,
0.452,-62.943,-0.1,
0.454,-63.3977,-0.8,
0.456,-63.8585,-2.5,
0.458,-64.3254,-0.5,
0.46,-64.8033,-1.4,
0.462,-65.2886,-2.4,
0.464,-65.764,-2.5,
0.466,-66.2425,-3.1,
0.468,-66.6991,-4.3,
0.47,-67.1361,-5.2,
0.472,-67.5499,-6,
0.474,-67.9424,-7,
0.476,-68.3189,-8,
0.478,-68.6754,-8.8,
0.48,-69.0141,-9.7,
0.482,-69.334,-10.5,
0.484,-69.6336,-11.3,
0.486,-69.9059,-12.1,
0.488,-70.1683,-13,
0.49,-70.399,-18.8,
0.492,-70.5956,-27.7,
0.494,-70.7268,-34.1,
0.496,-70.789,-37.5,
0.498,-70.7976,-37.1,
0.5,-70.775,-34,
0.502,-70.7567,-32.2,
0.504,-70.7433,-31.7,
0.506,-70.7463,-31.9,
0.508,-70.7555,-32.9,
0.51,-70.7555,-33.6,
0.512,-70.7591,-33.8,
0.514,-70.7573,-33.9,
0.516,-70.7573,-34,
0.518,-70.7549,-34.1,
0.52,-70.7433,-33.3,
0.522,-70.739,-32.6,
0.524,-70.7359,-31.9,
0.526,-70.7262,-31.1,
0.528,-70.7109,-29.9,
0.53,-70.6859,-28,
0.532,-70.6505,-25.6,
0.534,-70.6023,-22.6,
0.536,-70.5443,-19.5,
0.538,-70.4771,-16.5,
0.54,-70.4045,-13.8,
0.542,-70.3117,-11.1,
0.544,-70.2092,-9.9,
0.546,-70.0816,-9.6,
0.548,-69.9156,-9.2,
0.55,-69.7105,-8.7,
0.552,-69.456,-8,
0.554,-69.1643,-7.3,
0.556,-68.82,-6.7,
0.558,-68.4319,-5.8,
0.56,-67.9991,-4.8,
0.562,-67.523,-4,
0.564,-67,-3.2,
0.566,-66.4409,-2.2,
0.568,-65.8727,-1.4,
0.57,-65.266,-2.6,
0.572,-64.6733,-2,
0.574,-64.1014,-1,
0.576,-63.5515,-0.2,
0.578,-63.0309,0.1,
0.58,-62.5475,-0.3,
0.582,-62.0989,-0.3,
0.584,-61.6869,-0.4,
0.586,-61.3084,-0.3,
0.588,-60.9679,-0.2,
0.59,-60.6621,-0.2,
0.592,-60.3844,-0.1,
0.594,-60.1433,0,
0.596,-59.926,0,
0.598,-59.7313,0,
0.6,-59.5574,0,
0.602,-59.4054,0.1,
0.604,-59.2693,0,
0.606,-59.1478,0,
0.608,-59.0459,0,
0.61,-58.9586,0,
0.612,-58.8902,0,
0.614,-58.8365,0,
0.616,-58.8054,0,
0.618,-58.7889,0,
0.62,-58.7889,0.2,
0.622,-58.795,0.3,
0.624,-58.8146,0.3,
0.626,-58.842,0.1,
0.628,-58.886,0,
0.63,-58.9452,0,
0.632,-59.0215,0,
0.634,-59.1228,0,
0.636,-59.2479,-0.1,
0.638,-59.3932,-0.1,
0.64,-59.5622,-0.1,
0.642,-59.7575,-0.1,
0.644,-59.9791,-0.2,
0.646,-60.2269,-0.2,
0.648,-60.5028,-0.2,
0.65,-60.8104,-0.2,
0.652,-61.1443,0,
0.654,-61.4958,0,
0.656,-61.8785,0,
0.658,-62.2838,0,
0.66,-62.7055,0,
0.662,-63.1487,-1.2,
0.664,-63.6034,-1,
0.666,-64.0617,-0.9,
0.668,-64.5348,-0.7,
0.67,-65.0139,-2.5,
0.672,-65.5046,-2.7,
0.674,-65.9734,-2.4,
0.676,-66.4421,-3.7,
0.678,-66.8865,-4.5,
0.68,-67.3143,-5.5,
0.682,-67.7214,-6.6,
0.684,-68.1065,-7.6,
0.686,-68.4752,-8.4,
0.688,-68.8274,-9.3,
0.69,-69.1606,-10.1,
0.692,-69.467,-10.9,
0.694,-69.7582,-11.6,
0.696,-70.0273,-12.5,
0.698,-70.2757,-13.6,
0.7,-70.4949,-23,
0.702,-70.6676,-30.9,
0.704,-70.7707,-36.2,
0.706,-70.8031,-37.9,
0.708,-70.7927,-35.4,
0.71,-70.7683,-33.2,
0.712,-70.75,-31.7,
0.714,-70.742,-31.6,
0.716,-70.7506,-32.3,
0.718,-70.753,-33.2,
0.72,-70.7573,-33.7,
0.722,-70.7573,-33.8,
0.724,-70.7573,-33.9,
0.726,-70.7561,-34,
0.728,-70.75,-33.1,
0.73,-70.7427,-33,
0.732,-70.7372,-32.4,
0.734,-70.7341,-31.6,
0.736,-70.7207,-30.6,
0.738,-70.7005,-29.2,
0.74,-70.6755,-27,
0.742,-70.6322,-24.3,
0.744,-70.576,-21.3,
0.746,-70.5193,-18.1,
0.748,-70.446,-15.2,
0.75,-70.3667,-12.5,
0.752,-70.2739,-10.1,
0.754,-70.1628,-10.5,
0.756,-70.0151,-9.6,
0.758,-69.8308,-9,
0.76,-69.6056,-8.4,
0.762,-69.337,-7.8,
0.764,-69.0196,-7,
0.766,-68.6571,-6.2,
0.768,-68.2469,-5.3,
0.77,-67.7965,-4.5,
0.772,-67.3003,-3.6,
0.774,-66.7613,-2.8,
0.776,-66.1791,-1.9,
0.778,-65.5986,-3.6,
0.78,-65.0005,-2,
0.782,-64.4188,-1.3,
0.784,-63.8542,-0.6,
0.786,-63.3153,-0.1,
0.788,-62.8105,-0.3,
0.79,-62.343,-0.2,
0.792,-61.9121,-0.4,
0.794,-61.5154,-0.4,
0.796,-61.1577,-0.3,
0.798,-60.8354,-0.3,
0.8,-60.5467,-0.2,
0.802,-60.2904,-0.1,
0.804,-60.0621,0,
0.806,-59.8589,0,
0.808,-59.6825,0.1,
0.81,-59.5219,0,
0.812,-59.3761,0,
0.814,-59.2516,0,
0.816,-59.135,0,
0.818,-59.0367,0,
0.82,-58.9555,0,
0.822,-58.8902,0,
0.824,-58.8408,0,
0.826,-58.8139,0,
0.828,-58.8036,0,
0.83,-58.8054,0.2,
0.832,-58.8127,0.2,
0.834,-58.8316,0.1,
0.836,-58.8658,0.1,
0.838,-58.9128,0,
0.84,-58.9763,0,
0.842,-59.0666,-0.1,
0.844,-59.1722,-0.1,
0.846,-59.3022,-0.1,
0.848,-59.4566,-0.2,
0.85,-59.6379,-0.2,
0.852,-59.8442,-0.1,
0.854,-60.0713,-0.2,
0.856,-60.3374,-0.2,
0.858,-60.6188,-0.1,
0.86,-60.938,-0.2,
0.862,-61.2767,-0.1,
0.864,-61.6435,-0.1,
0.866,-62.0335,0,
0.868,-62.4529,0,
0.87,-62.8862,-0.1,
0.872,-63.3415,-1,
0.874,-63.8005,-3,
0.876,-64.2674,-0.6,
0.878,-64.7429,-1.1,
0.88,-65.2275,-2.6,
0.882,-65.7018,-3,
0.884,-66.187,-3,
0.886,-66.6509,-4.1,
0.888,-67.0897,-5.1,
0.89,-67.5053,-6,
0.892,-67.9009,-7,
0.894,-68.2799,-8,
0.896,-68.6363,-8.8,
0.898,-68.98,-9.7,
0.9,-69.2986,-10.5,
0.902,-69.597,-11.3,
0.904,-69.8741,-12.2,
0.906,-70.1292,-12.9,
0.908,-70.3697,-16.7,
0.91,-70.5742,-26.3,
0.912,-70.714,-33.3,
0.914,-70.7915,-37.5,
0.916,-70.8012,-37.7,
0.918,-70.7866,-34.7,
0.92,-70.7622,-32.6,
0.922,-70.75,-31.6,
0.924,-70.7494,-31.7,
0.926,-70.7555,-32.7,
0.928,-70.7604,-33.5,
0.93,-70.7585,-33.8,
0.932,-70.7585,-33.9,
0.934,-70.7567,-34,
0.936,-70.7658,-34,
0.938,-70.7518,-33.8,
0.94,-70.7445,-33.1,
0.942,-70.7378,-32.2,
0.944,-70.7298,-31.3,
0.946,-70.7146,-30.2,
0.948,-70.695,-28.4,
0.95,-70.6584,-26,
0.952,-70.6108,-22.9,
0.954,-70.5541,-19.8,
0.956,-70.4887,-16.7,
0.958,-70.4137,-13.9,
0.96,-70.3313,-11.4,
0.962,-70.2269,-9.9,
0.964,-70.1012,-9.8,
0.966,-69.94,-9.4,
0.968,-69.738,-8.8,
0.97,-69.4933,-8.1,
0.972,-69.204,-7.5,
0.974,-68.8683,-6.8,
0.976,-68.4844,-5.9,
0.978,-68.0559,-5,
0.98,-67.5871,-4.1,
0.982,-67.0726,-3.3,
0.984,-66.5147,-2.5,
0.986,-65.93,-1.6,
0.988,-65.3435,-2.5,
0.99,-64.7484,-2.1,
0.992,-64.1747,-1.1,
0.994,-63.6211,-0.3,
0.996,-63.0937,0.1,
0.998,-62.6085,-0.4,
1,-62.152,-0.2,
1.002,-61.7394,-0.5,
1.004,-61.3591,-0.4,
1.006,-61.0118,-0.3,
1.008,-60.7024,-0.2,
1.01,-60.4222,-0.2,
1.012,-60.1762,0,
1.014,-59.9571,0,
1.016,-59.7588,0,
1.018,-59.5824,0,
1.02,-59.4261,0,
1.022,-59.2906,0,
1.024,-59.1673,0,
1.026,-59.0636,-0.1,
1.028,-58.9708,0,
1.03,-58.8994,0,
1.032,-58.8469,-0.1,
1.034,-58.8121,-0.1,
1.036,-58.7914,0,
1.038,-58.7975,0,
1.04,-58.8054,0.3,
1.042,-58.8194,0.2,
1.044,-58.8445,0,
1.046,-58.8866,0,
1.048,-58.9409,0,
1.05,-59.0184,-0.1,
1.052,-59.113,-0.1,
1.054,-59.2345,-0.1,
1.056,-59.3724,-0.2,
1.058,-59.5396,-0.3,
1.06,-59.7307,-0.3,
1.062,-59.9468,-0.2,
1.064,-60.1915,-0.2,
1.066,-60.4649,-0.2,
1.068,-60.7671,-0.2,
1.07,-61.0912,-0.1,
1.072,-61.4439,0,
1.074,-61.8205,-0.1,
1.076,-62.2209,0,
1.078,-62.6457,0,
1.08,-63.0901,-1.1,
1.082,-63.5417,-0.7,
1.084,-64.0074,-1,
1.086,-64.4713,-0.6,
1.088,-64.9565,-2.2,
1.09,-65.446,-2.5,
1.092,-65.9166,-2.2,
1.094,-66.3908,-3.6,
1.096,-66.8407,-4.5,
1.098,-67.2691,-5.5,
1.1,-67.675,-6.5,
1.102,-68.0638,-7.5,
1.104,-68.4325,-8.3,
1.106,-68.7859,-9.2,
1.108,-69.1179,-10.1,
1.11,-69.4243,-10.8,
1.112,-69.7179,-11.7,
1.114,-69.9864,-12.4,
1.116,-70.2385,-13.3,
1.118,-70.4613,-21.1,
1.12,-70.6371,-29.6,
1.122,-70.7585,-35.5,
1.124,-70.8049,-38.1,
1.126,-70.7994,-36.3,
1.128,-70.7762,-33.9,
1.13,-70.7597,-32.2,
1.132,-70.7518,-31.8,
1.134,-70.7518,-32.3,
1.136,-70.7555,-33.2,
1.138,-70.761,-33.7,
1.14,-70.7597,-33.9,
1.142,-70.7628,-34,
1.144,-70.7579,-34.1,
1.146,-70.7506,-34.2,
1.148,-70.7494,-33.6,
1.15,-70.7433,-32.8,
1.152,-70.7359,-31.9,
1.154,-70.725,-31,
1.156,-70.7054,-29.6,
1.158,-70.6859,-27.5,
1.16,-70.6413,-24.9,
1.162,-70.5901,-21.8,
1.164,-70.5303,-18.6,
1.166,-70.4588,-15.6,
1.168,-70.3783,-12.9,
1.17,-70.2886,-10.3,
1.172,-70.1787,-10.5,
1.174,-70.0389,-9.7,
1.176,-69.8576,-9.1,
1.178,-69.6355,-8.5,
1.18,-69.3724,-7.9,
1.182,-69.0605,-7.2,
1.184,-68.7035,-6.5,
1.186,-68.3012,-5.5,
1.188,-67.8551,-4.6,
1.19,-67.3619,-3.8,
1.192,-66.8309,-2.9,
1.194,-66.2578,-2.1,
1.196,-65.6798,-2.8,
1.198,-65.0798,-2.2,
1.2,-64.4933,-1.4,
1.202,-63.9256,-0.8,
1.204,-63.3836,-0.1,
1.206,-62.8789,-0.1,
1.208,-62.4016,-0.2,
1.21,-61.9652,-0.4,
1.212,-61.5648,-0.4,
1.214,-61.2035,-0.3,
1.216,-60.8708,-0.3,
1.218,-60.5742,-0.3,
1.22,-60.3136,-0.1,
1.222,-60.0755,0,
1.224,-59.868,0,
1.226,-59.6825,0,
1.228,-59.511,0,
1.23,-59.3639,0,
1.232,-59.2333,0,
1.234,-59.1173,0,
1.236,-59.0178,-0.1,
1.238,-58.9385,-0.1,
1.24,-58.875,0,
1.242,-58.8286,-0.1,
1.244,-58.8036,-0.1,
1.246,-58.792,0,
1.248,-58.8005,0.3,
1.25,-58.806,0.3,
1.252,-58.8274,0.2,
1.254,-58.8542,0,
1.256,-58.8994,0,
1.258,-58.9665,0,
1.26,-59.052,-0.1,
1.262,-59.1588,-0.1,
1.264,-59.2857,-0.2,
1.266,-59.4389,-0.2,
1.268,-59.6166,-0.3,
1.27,-59.8235,-0.3,
1.272,-60.0505,-0.2,
1.274,-60.3099,-0.3,
1.276,-60.5925,-0.2,
1.278,-60.9074,-0.2,
1.28,-61.2468,-0.1,
1.282,-61.6155,-0.1,
1.284,-62.0012,-0.1,
1.286,-62.4156,-0.1,
1.288,-62.8453,-0.1,
1.29,-63.2939,-1,
1.292,-63.7547,-3,
1.294,-64.2125,-0.6,
1.296,-64.6874,-1,
1.298,-65.1683,-2.7,
1.3,-65.6413,-3.1,
1.302,-66.1241,-2.9,
1.304,-66.591,-3.9,
1.306,-67.0287,-5,
1.308,-67.4461,-6,
1.31,-67.8441,-6.9,
1.312,-68.2274,-7.8,
1.314,-68.5912,-8.8,
1.316,-68.933,-9.7,
1.318,-69.2528,-10.5,
1.32,-69.5598,-11.2,
1.322,-69.8332,-12.1,
1.324,-70.1024,-12.8,
1.326,-70.3374,-15.2,
1.328,-70.5516,-25.2,
1.33,-70.6969,-32.6,
1.332,-70.7866,-37.4,
1.334,-70.8104,-38,
1.336,-70.7915,-35.3,
1.338,-70.7689,-32.8,
1.34,-70.7518,-31.8,
1.342,-70.7555,-31.6,
1.344,-70.7573,-32.7,
1.346,-70.7622,-33.4,
1.348,-70.7597,-33.8,
1.35,-70.7573,-33.9,
1.352,-70.7573,-34.1,
1.354,-70.7616,-34.1,
1.356,-70.7518,-34.4,
1.358,-70.7439,-33.4,
1.36,-70.7402,-32.5,
1.362,-70.7317,-31.6,
1.364,-70.7195,-30.5,
1.366,-70.6999,-28.8,
1.368,-70.6676,-26.4,
1.37,-70.6224,-23.5,
1.372,-70.5657,-20.2,
1.374,-70.5003,-17.1,
1.376,-70.424,-14.3,
1.378,-70.3404,-11.7,
1.38,-70.2409,-9.8,
1.382,-70.1231,-10.1,
1.384,-69.9651,-9.6,
1.386,-69.7661,-8.9,
1.388,-69.5281,-8.2,
1.39,-69.2424,-7.7,
1.392,-68.911,-6.9,
1.394,-68.5338,-6.1,
1.396,-68.112,-5.1,
1.398,-67.6463,-4.2,
1.4,-67.1379,-3.4,
1.402,-66.5849,-2.6,
1.404,-65.9905,-1.8,
1.406,-65.4173,-2.5,
1.408,-64.8229,-2.1,
1.41,-64.2442,-1.2,
1.412,-63.687,-0.5,
1.414,-63.1596,0.1,
1.416,-62.6616,-0.4,
1.418,-62.2093,-0.3,
1.42,-61.7931,-0.5,
1.422,-61.4079,-0.4,
1.424,-61.0606,-0.3,
1.426,-60.753,-0.3,
1.428,-60.4765,-0.2,
1.43,-60.233,-0.1,
1.432,-60.0163,0,
1.434,-59.8229,0,
1.436,-59.6513,0,
1.438,-59.4957,0,
1.44,-59.3553,0,
1.442,-59.2302,-0.1,
1.444,-59.1167,-0.1,
1.446,-59.019,0,
1.448,-58.9439,-0.1,
1.45,-58.8786,-0.1,
1.452,-58.8353,-0.1,
1.454,-58.8054,-0.1,
1.456,-58.8036,0,
1.458,-58.8078,0.3,
1.46,-58.8194,0.2,
1.462,-58.8408,0,
1.464,-58.8792,0,
1.466,-58.9299,0,
1.468,-59.0007,-0.1,
1.47,-59.0953,-0.1,
1.472,-59.2107,-0.2,
1.474,-59.3486,-0.2,
1.476,-59.5097,-0.3,
1.478,-59.699,-0.3,
1.48,-59.9138,-0.2,
1.482,-60.1561,-0.3,
1.484,-60.4198,-0.2,
1.486,-60.7146,-0.2,
1.488,-61.0375,-0.1,
1.49,-61.3823,-0.1,
1.492,-61.7534,-0.1,
1.494,-62.152,-0.1,
1.496,-62.5737,0,
1.498,-63.015,-0.5,
1.5,-63.4667,-0.8,
1.502,-63.933,-1.7,
1.504,-64.4029,-0.5,
1.506,-64.8814,-1.7,
1.508,-65.3764,-2.4,
1.51,-65.8531,-2,
1.512,-66.331,-3.4,
1.514,-66.7864,-4.5,
1.516,-67.2197,-5.4,
1.518,-67.6299,-6.4,
1.52,-68.0205,-7.3,
1.522,-68.3928,-8.3,
1.524,-68.7468,-9.2,
1.526,-69.0825,-10,
1.528,-69.3968,-10.8,
1.53,-69.6855,-11.6,
1.532,-69.9584,-12.3,
1.534,-70.2098,-13.3,
1.536,-70.4356,-20.2,
1.538,-70.6255,-28.6,
1.54,-70.7457,-35,
1.542,-70.8019,-38,
1.544,-70.8019,-36.8,
1.546,-70.7817,-34,
1.548,-70.7591,-32.1,
1.55,-70.7518,-31.7,
1.552,-70.7555,-32,
1.554,-70.7585,-33.1,
1.556,-70.7604,-33.6,
1.558,-70.7579,-33.9,
1.56,-70.7622,-34,
1.562,-70.7579,-34,
1.564,-70.7494,-34.6,
1.566,-70.7542,-33.7,
1.568,-70.7445,-33,
1.57,-70.7372,-32.1,
1.572,-70.7298,-31.1,
1.574,-70.7121,-29.9,
1.576,-70.6853,-27.8,
1.578,-70.6468,-25.2,
1.58,-70.5968,-22.2,
1.582,-70.537,-18.9,
1.584,-70.468,-15.9,
1.586,-70.3911,-13.2,
1.588,-70.3038,-10.6,
1.59,-70.197,-10.5,
1.592,-70.0591,-9.7,
1.594,-69.8851,-9.2,
1.596,-69.669,-8.6,
1.598,-69.4103,-8,
1.6,-69.1051,-7.3,
1.602,-68.7523,-6.6,
1.604,-68.3525,-5.7,
1.606,-67.9131,-4.7,
1.608,-67.4291,-4,
1.61,-66.9011,-3.1,
1.612,-66.3292,-2.3,
1.614,-65.7591,-1.9,
1.616,-65.15,-2.5,
1.618,-64.5647,-1.6,
1.62,-63.9958,-1,
1.622,-63.4508,-0.2,
1.624,-62.935,0,
1.626,-62.462,-0.3,
1.628,-62.0219,-0.5,
1.63,-61.6179,-0.4,
1.632,-61.2438,-0.4,
1.634,-60.9129,-0.3,
1.636,-60.6114,-0.3,
1.638,-60.3453,-0.2,
1.64,-60.1,0,
1.642,-59.8863,0,
1.644,-59.6959,0,
1.646,-59.5207,0,
1.648,-59.3706,0,
1.65,-59.2387,0,
1.652,-59.1216,0,
1.654,-59.0227,-0.1,
1.656,-58.9385,-0.1,
1.658,-58.8738,-0.1,
1.66,-58.8286,-0.1,
1.662,-58.7987,-0.1,
1.664,-58.7932,0.1,
1.666,-58.7944,0.3,
1.668,-58.8048,0.2,
1.67,-58.8261,0.1,
1.672,-58.8567,0,
1.674,-58.8982,0,
1.676,-58.9604,-0.1,
1.678,-59.0459,-0.1,
1.68,-59.1448,-0.2,
1.682,-59.2693,-0.2,
1.684,-59.4231,-0.2,
1.686,-59.5964,-0.3,
1.688,-59.7942,-0.3,
1.69,-60.0218,-0.3,
1.692,-60.2757,-0.3,
1.694,-60.5589,-0.2,
1.696,-60.8714,-0.2,
1.698,-61.2077,-0.1,
1.7,-61.5703,-0.1,
1.702,-61.9548,-0.1,
1.704,-62.3619,-0.1,
1.706,-62.7922,-0.1,
1.708,-63.242,-1,
1.71,-63.6992,-2.6,
1.712,-64.1576,-0.6,
1.714,-64.6294,-0.8,
1.716,-65.114,-3,
1.718,-65.5852,-3,
1.72,-66.0704,-2.8,
1.722,-66.5337,-3.8,
1.724,-66.9792,-4.8,
1.726,-67.3991,-5.9,
1.728,-67.7965,-6.9,
1.73,-68.1798,-7.8,
1.732,-68.5436,-8.7,
1.734,-68.8866,-9.6,
1.736,-69.2131,-10.4,
1.738,-69.5171,-11.3,
1.74,-69.8003,-12,
1.742,-70.067,-12.8,
1.744,-70.3105,-14.2,
1.746,-70.5266,-24,
1.748,-70.6883,-31.8,
1.75,-70.7811,-36.9,
1.752,-70.8135,-38.3,
1.754,-70.7958,-35.6,
1.756,-70.7738,-33.1,
1.758,-70.7536,-31.8,
1.76,-70.75,-31.6,
1.762,-70.7518,-32.5,
1.764,-70.7622,-33.3,
1.766,-70.7591,-33.8,
1.768,-70.7604,-33.9,
1.77,-70.7573,-34.1,
1.772,-70.7555,-34.1,
1.774,-70.7555,-33.8,
1.776,-70.7463,-33.3,
1.778,-70.739,-32.5,
1.78,-70.7347,-31.6,
1.782,-70.7231,-30.6,
1.784,-70.7048,-29,
1.786,-70.6706,-26.7,
1.788,-70.6285,-23.9,
1.79,-70.5675,-20.7,
1.792,-70.5107,-17.6,
1.794,-70.4387,-14.6,
1.796,-70.3539,-12,
1.798,-70.258,-9.8,
1.8,-70.1433,-10.4,
1.802,-69.9876,-9.7,
1.804,-69.796,-9.1,
1.806,-69.5641,-8.3,
1.808,-69.2845,-7.7,
1.81,-68.9574,-7.1,
1.812,-68.5851,-6.2,
1.814,-68.1651,-5.3,
1.816,-67.7074,-4.4,
1.818,-67.2051,-3.5,
1.82,-66.657,-2.8,
1.822,-66.0722,-1.9,
1.824,-65.49,-3.1,
1.826,-64.8955,-2,
1.828,-64.3157,-1.4,
1.83,-63.7578,-0.6,
1.832,-63.225,0,
1.834,-62.7275,-0.3,
1.836,-62.2624,-0.4,
