Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1586,1.2,
0.002,-0.166,1.6,
0.004,-0.1654,1.2,
0.006,-0.1715,1.2,
0.008,-0.1806,1.1,
0.01,-0.1842,1.2,
0.012,-0.197,1.1,
0.014,-0.2074,0.6,
0.016,-0.2397,0.3,
0.018,-0.305,0,
0.02,-0.3996,0,
0.022,-0.5309,-0.1,
0.024,-0.6963,-0.2,
0.026,-0.9062,-0.2,
0.028,-1.154,-0.1,
0.03,-1.4397,-0.2,
0.032,-1.7693,-0.1,
0.034,-2.13,0,
0.036,-2.5261,0,
0.038,-2.9503,0,
0.04,-3.3995,0.2,
0.042,-3.8829,0.2,
0.044,-4.3846,0.3,
0.046,-4.904,0.4,
0.048,-5.4485,0.4,
0.05,-6.0112,0.3,
0.052,-6.5923,0.3,
0.054,-7.1983,0.3,
0.056,-7.8227,0.3,
0.058,-8.4679,0.3,
0.06,-9.1466,0.2,
0.062,-9.8546,0.2,
0.064,-10.5943,0.3,
0.066,-11.3652,0.2,
0.068,-12.169,0.3,
0.07,-12.9991,0.2,
0.072,-13.842,0.2,
0.074,-14.702,0.1,
0.076,-15.5748,0,
0.078,-16.4665,0,
0.08,-17.3814,0,
0.082,-18.3251,0,
0.084,-19.3065,0,
0.086,-20.327,0,
0.088,-21.3957,0,
0.09,-22.5206,0.2,
0.092,-23.6894,0.4,
0.094,-24.8705,0.5,
0.096,-26.0332,0.6,
0.098,-27.1898,0.5,
0.1,-28.3153,0.4,
0.102,-29.4511,1.7,
0.104,-30.5669,1.7,
0.106,-31.6832,1.6,
0.108,-32.8142,1.7,
0.11,-33.9568,1.8,
0.112,-35.0694,2.1,
0.114,-36.1534,2,
0.116,-37.1971,2,
0.118,-38.1993,2,
0.12,-39.1765,2,
0.122,-40.1305,2,
0.124,-41.0637,1.9,
0.126,-41.9823,1.9,
0.128,-42.8899,2.1,
0.13,-43.7743,2.1,
0.132,-44.6324,2.2,
0.134,-45.454,2.2,
0.136,-46.2401,2.2,
0.138,-46.9945,2.2,
0.14,-47.7147,2.1,
0.142,-48.4056,2.2,
0.144,-49.0752,2.2,
0.146,-49.7173,2,
0.148,-50.3404,2.1,
0.15,-50.9422,2.1,
0.152,-51.5239,2.1,
0.154,-52.0873,2,
0.156,-52.6244,2,
0.158,-53.1444,2.1,
0.16,-53.6388,2.1,
0.162,-54.1094,2,
0.164,-54.5555,2,
0.166,-54.9785,2,
0.168,-55.3777,2,
