Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.37,-62.8789,0.1,
0.372,-62.4077,-0.1,
0.374,-61.9756,-0.4,
0.376,-61.5849,-0.4,
0.378,-61.2291,-0.2,
0.38,-60.9093,-0.1,
0.382,-60.6249,0,
0.384,-60.3691,0,
0.386,-60.136,0.2,
0.388,-59.9223,0.2,
0.39,-59.7319,0.3,
0.392,-59.5598,0.3,
0.394,-59.406,0.3,
0.396,-59.2656,0.2,
0.398,-59.1423,0.2,
0.4,-59.0288,0.2,
0.402,-58.9415,0,
0.404,-58.8652,0,
0.406,-58.8139,-0.1,
0.408,-58.7792,0,
0.41,-58.7608,0.1,
0.412,-58.7627,0.1,
0.414,-58.7737,0.3,
0.416,-58.7944,0.2,
0.418,-58.828,0.1,
0.42,-58.8774,0,
0.422,-58.9476,0,
0.424,-59.0349,0,
0.426,-59.1429,0,
0.428,-59.2754,0,
0.43,-59.4353,-0.1,
0.432,-59.6105,-0.1,
0.434,-59.8167,-0.2,
0.436,-60.0505,-0.2,
0.438,-60.3081,-0.1,
0.44,-60.5907,-0.1,
0.442,-60.9013,0,
0.444,-61.2395,0,
0.446,-61.6008,0,
0.448,-61.9823,0,
0.45,-62.3924,0,
0.452,-62.8197,0,
0.454,-63.2622,-1,
0.456,-63.7248,-3,
0.458,-64.1905,-0.6,
0.46,-64.6672,-0.9,
0.462,-65.1531,-2.1,
0.464,-65.6206,-3,
0.466,-66.1131,-2.8,
0.468,-66.577,-3.7,
0.47,-67.0213,-4.7,
0.472,-67.4425,-5.7,
0.474,-67.8429,-6.6,
0.476,-68.2274,-7.6,
0.478,-68.5869,-8.5,
0.48,-68.9372,-9.4,
0.482,-69.2613,-10.2,
0.484,-69.5653,-10.9,
0.486,-69.8448,-11.7,
0.488,-70.1073,-12.5,
0.49,-70.3514,-15.9,
0.492,-70.5522,-25.9,
0.494,-70.7018,-32.9,
0.496,-70.7823,-37.1,
0.498,-70.7964,-37.5,
0.5,-70.7793,-34.8,
0.502,-70.7591,-32.6,
0.504,-70.7433,-31.6,
0.506,-70.7433,-31.6,
0.508,-70.7488,-32.6,
0.51,-70.7536,-33.4,
0.512,-70.7604,-33.8,
0.514,-70.7573,-34,
0.516,-70.7561,-34.1,
0.518,-70.7555,-34,
0.52,-70.7488,-34.2,
0.522,-70.7414,-33.3,
0.524,-70.7353,-32.3,
0.526,-70.7262,-31.4,
0.528,-70.714,-30.3,
0.53,-70.6896,-28.6,
0.532,-70.6578,-26.2,
0.534,-70.6169,-23.4,
0.536,-70.5595,-20.4,
0.538,-70.4967,-17.4,
0.54,-70.4228,-14.6,
0.542,-70.3392,-11.8,
0.544,-70.2422,-9.7,
0.546,-70.1177,-10.1,
0.548,-69.959,-9.5,
0.55,-69.7624,-8.9,
0.552,-69.5195,-8.2,
0.554,-69.2345,-7.5,
0.556,-68.9012,-6.8,
0.558,-68.5228,-6,
0.56,-68.1004,-5.1,
0.562,-67.6335,-4.1,
0.564,-67.1257,-3.3,
0.566,-66.5721,-2.5,
0.568,-65.977,-1.7,
0.57,-65.4045,-2.5,
0.572,-64.8125,-1.9,
0.574,-64.2363,-1.2,
0.576,-63.6784,-0.3,
0.578,-63.1523,0.2,
0.58,-62.6585,-0.3,
0.582,-62.2038,-0.2,
0.584,-61.7925,-0.5,
0.586,-61.4183,-0.5,
0.588,-61.0844,-0.3,
0.59,-60.7835,-0.1,
0.592,-60.5162,0,
0.594,-60.277,0,
0.596,-60.0584,0.1,
0.598,-59.8534,0.1,
0.6,-59.6764,0.1,
0.602,-59.5079,0.1,
0.604,-59.3608,0.1,
0.606,-59.2259,0,
0.608,-59.1045,0,
0.61,-59.0032,0,
0.612,-58.9201,-0.1,
0.614,-58.8542,0,
0.616,-58.8072,0,
0.618,-58.7694,0,
0.62,-58.7663,0,
0.622,-58.7706,0.3,
0.624,-58.7846,0.2,
0.626,-58.8066,0.1,
0.628,-58.8487,0,
0.63,-58.9018,0,
0.632,-58.9787,0,
0.634,-59.074,0,
0.636,-59.193,-0.1,
0.638,-59.3395,-0.1,
0.64,-59.5055,-0.1,
0.642,-59.699,-0.2,
0.644,-59.9168,-0.2,
0.646,-60.1622,-0.1,
0.648,-60.4356,-0.1,
0.65,-60.7329,-0.1,
0.652,-61.06,0,
0.654,-61.4067,0,
0.656,-61.7754,0,
0.658,-62.169,0,
0.66,-62.5884,0,
0.662,-63.0229,-0.8,
0.664,-63.4715,-0.5,
0.666,-63.9324,-1.5,
0.668,-64.3962,-0.7,
0.67,-64.8814,-1.9,
0.672,-65.3703,-2.4,
0.674,-65.8446,-1.9,
0.676,-66.32,-3.4,
0.678,-66.7754,-4.4,
0.68,-67.2069,-5.3,
0.682,-67.6189,-6.2,
0.684,-68.0107,-7.1,
0.686,-68.3861,-8.1,
0.688,-68.7395,-8.9,
0.69,-69.074,-9.8,
0.692,-69.3938,-10.5,
0.694,-69.6867,-11.3,
0.696,-69.959,-12.1,
0.698,-70.2141,-13.1,
0.7,-70.4466,-20.5,
0.702,-70.6273,-29.1,
0.704,-70.7488,-35.3,
0.706,-70.8012,-38,
0.708,-70.8006,-36.4,
0.71,-70.7787,-33.8,
0.712,-70.753,-31.9,
0.714,-70.7408,-31.4,
0.716,-70.7469,-31.8,
0.718,-70.753,-32.9,
0.72,-70.7561,-33.6,
0.722,-70.7591,-33.9,
0.724,-70.7573,-34,
0.726,-70.7573,-34.1,
0.728,-70.7469,-34.5,
0.73,-70.75,-33.6,
0.732,-70.7402,-32.8,
0.734,-70.7329,-31.9,
0.736,-70.7292,-31,
0.738,-70.7066,-29.7,
0.74,-70.6792,-27.7,
0.742,-70.6444,-25.1,
0.744,-70.5937,-22.2,
0.746,-70.5351,-19.1,
0.748,-70.4686,-16.1,
0.75,-70.3886,-13.3,
0.752,-70.3001,-10.6,
0.754,-70.1897,-10.4,
0.756,-70.0536,-9.8,
0.758,-69.8802,-9.2,
0.76,-69.6623,-8.6,
0.762,-69.4035,-7.9,
0.764,-69.0959,-7.3,
0.766,-68.7456,-6.5,
0.768,-68.3464,-5.6,
0.77,-67.9027,-4.7,
0.772,-67.4193,-3.8,
0.774,-66.8889,-3,
0.776,-66.32,-2.1,
0.778,-65.7518,-1.8,
0.78,-65.1451,-2.4,
0.782,-64.5555,-1.5,
0.784,-63.9873,-0.9,
0.786,-63.4477,-0.1,
0.788,-62.9326,0,
0.79,-62.459,-0.2,
0.792,-62.0219,-0.5,
0.794,-61.6301,-0.5,
0.796,-61.2712,-0.4,
0.798,-60.9551,-0.4,
0.8,-60.6731,-0.1,
0.802,-60.4216,0,
0.804,-60.1952,0,
0.806,-59.9834,0.1,
0.808,-59.7923,0,
0.81,-59.6184,0.1,
0.812,-59.4609,0,
0.814,-59.3169,-0.1,
0.816,-59.1887,0,
0.818,-59.0758,-0.1,
0.82,-58.9787,0,
0.822,-58.9018,0,
0.824,-58.8432,0,
0.826,-58.8042,0,
0.828,-58.781,0.1,
0.83,-58.7779,0,
0.832,-58.7865,0.2,
0.834,-58.8023,0.2,
0.836,-58.8298,0,
0.838,-58.8768,0,
0.84,-58.9372,0,
0.842,-59.0202,-0.1,
0.844,-59.1258,-0.1,
0.846,-59.2516,-0.1,
0.848,-59.406,-0.1,
0.85,-59.5781,-0.2,
0.852,-59.7826,-0.2,
0.854,-60.0121,-0.2,
0.856,-60.2715,-0.2,
0.858,-60.5504,-0.1,
0.86,-60.8623,-0.1,
0.862,-61.1955,0,
0.864,-61.5538,0,
0.866,-61.9298,0,
0.868,-62.3363,0,
0.87,-62.7623,0,
0.872,-63.2048,-1.2,
0.874,-63.6607,-2,
0.876,-64.1234,-0.7,
0.878,-64.6013,-1,
0.88,-65.0896,-2.4,
0.882,-65.5632,-2.9,
0.884,-66.0503,-2.7,
0.886,-66.5178,-3.7,
0.888,-66.9664,-4.6,
0.89,-67.3937,-5.6,
0.892,-67.794,-6.6,
0.894,-68.1792,-7.5,
0.896,-68.5448,-8.5,
0.898,-68.8884,-9.4,
0.9,-69.2162,-10.2,
0.902,-69.5232,-11,
0.904,-69.8039,-11.9,
0.906,-70.0719,-12.5,
0.908,-70.3111,-14.2,
0.91,-70.5272,-24.3,
0.912,-70.6889,-31.9,
0.914,-70.7793,-36.9,
0.916,-70.8074,-38,
0.918,-70.7921,-35.4,
0.92,-70.7671,-33,
0.922,-70.7488,-31.7,
0.924,-70.7469,-31.5,
0.926,-70.7542,-32.4,
0.928,-70.7561,-33.3,
0.93,-70.7597,-33.7,
0.932,-70.7585,-33.9,
0.934,-70.7573,-34,
0.936,-70.7555,-33.9,
0.938,-70.75,-33.7,
0.94,-70.7439,-33.2,
0.942,-70.7384,-32.5,
0.944,-70.7317,-31.6,
0.946,-70.7219,-30.6,
0.948,-70.6993,-28.9,
0.95,-70.667,-26.8,
0.952,-70.6261,-23.9,
0.954,-70.5675,-20.8,
0.956,-70.5107,-17.7,
0.958,-70.4375,-14.9,
0.96,-70.3532,-12.1,
0.962,-70.2568,-9.8,
0.964,-70.1354,-10.4,
0.966,-69.9828,-9.6,
0.968,-69.7936,-9,
0.97,-69.5574,-8.3,
0.972,-69.2754,-7.7,
0.974,-68.947,-7,
0.976,-68.5741,-6.2,
0.978,-68.1578,-5.2,
0.98,-67.7001,-4.2,
0.982,-67.1935,-3.5,
0.984,-66.6466,-2.7,
0.986,-66.0594,-1.8,
0.988,-65.4802,-3,
0.99,-64.8845,-1.9,
0.992,-64.3022,-1.3,
0.994,-63.7474,-0.5,
0.996,-63.2182,0,
0.998,-62.7232,-0.3,
1,-62.2618,-0.3,
1.002,-61.848,-0.6,
1.004,-61.469,-0.4,
1.006,-61.129,-0.4,
1.008,-60.8318,-0.3,
1.01,-60.5614,-0.1,
1.012,-60.3227,0,
1.014,-60.1073,0.1,
1.016,-59.9071,0.1,
1.018,-59.7246,0,
1.02,-59.5586,0.1,
1.022,-59.4054,0,
1.024,-59.2662,-0.1,
1.026,-59.1435,-0.1,
1.028,-59.0373,-0.1,
1.03,-58.9464,-0.1,
1.032,-58.8762,-0.1,
1.034,-58.8237,-0.1,
1.036,-58.7944,-0.1,
1.038,-58.7773,-0.1,
1.04,-58.7785,0.2,
1.042,-58.7907,0.2,
1.044,-58.8139,0.1,
1.046,-58.8463,0,
1.048,-58.9006,0,
1.05,-58.972,0,
1.052,-59.066,-0.1,
1.054,-59.1771,-0.1,
1.056,-59.3157,-0.2,
1.058,-59.4811,-0.2,
1.06,-59.6703,-0.2,
1.062,-59.8839,-0.2,
1.064,-60.1262,-0.2,
1.066,-60.3948,-0.1,
1.068,-60.6883,-0.1,
1.07,-61.0021,-0.1,
1.072,-61.3536,-0.1,
1.074,-61.7168,0,
1.076,-62.1129,0,
1.078,-62.5267,0,
1.08,-62.9601,-0.3,
1.082,-63.4148,-0.7,
1.084,-63.8768,-2.3,
1.086,-64.3419,-0.5,
1.088,-64.8204,-1.6,
1.09,-65.3099,-2.5,
1.092,-65.7842,-2.2,
1.094,-66.2663,-3.2,
1.096,-66.7229,-4.3,
1.098,-67.1587,-5.2,
1.1,-67.5719,-6.1,
1.102,-67.9686,-6.9,
1.104,-68.3409,-8,
1.106,-68.6992,-8.8,
1.108,-69.0361,-9.8,
1.11,-69.3553,-10.5,
1.112,-69.6495,-11.4,
1.114,-69.926,-12.1,
1.116,-70.1793,-13,
1.118,-70.4149,-19,
1.12,-70.6065,-28,
1.122,-70.7365,-34.5,
1.124,-70.7988,-38,
1.126,-70.8037,-37.3,
1.128,-70.7848,-34.3,
1.13,-70.7591,-32.2,
1.132,-70.7433,-31.6,
1.134,-70.75,-31.8,
1.136,-70.7549,-32.9,
1.138,-70.7597,-33.5,
1.14,-70.7616,-33.8,
1.142,-70.7622,-33.8,
1.144,-70.7573,-34,
1.146,-70.7463,-34.2,
1.148,-70.7463,-33.4,
1.15,-70.7439,-33,
1.152,-70.7378,-32.2,
1.154,-70.7286,-31.3,
1.156,-70.7146,-30,
1.158,-70.6889,-28.1,
1.16,-70.6493,-25.6,
1.162,-70.6041,-22.6,
1.164,-70.5522,-19.5,
1.166,-70.4778,-16.5,
1.168,-70.4051,-13.7,
1.17,-70.3136,-10.9,
1.172,-70.2086,-10.2,
1.174,-70.0761,-9.8,
1.176,-69.9059,-9.3,
1.178,-69.6953,-8.7,
1.18,-69.4414,-8.1,
1.182,-69.1405,-7.4,
1.184,-68.7938,-6.7,
1.186,-68.3971,-5.8,
1.188,-67.9625,-4.9,
1.19,-67.4834,-4.1,
1.192,-66.9597,-3.2,
1.194,-66.3951,-2.4,
1.196,-65.8281,-1.5,
1.198,-65.2208,-2.7,
1.2,-64.6318,-1.9,
1.202,-64.0617,-1.1,
1.204,-63.5173,-0.2,
1.206,-62.9973,0,
1.208,-62.5194,-0.3,
1.21,-62.0799,-0.5,
1.212,-61.6777,-0.5,
1.214,-61.3231,-0.4,
1.216,-61.0039,-0.3,
1.218,-60.7182,-0.2,
1.22,-60.4637,0,
1.222,-60.2293,0,
1.224,-60.0188,0,
1.226,-59.8247,0.1,
1.228,-59.6483,0,
1.23,-59.4859,0,
1.232,-59.3376,0,
1.234,-59.204,-0.1,
1.236,-59.0837,-0.1,
1.238,-58.9848,-0.1,
1.24,-58.9055,-0.1,
1.242,-58.8408,-0.1,
1.244,-58.8005,-0.1,
1.246,-58.7743,0,
1.248,-58.7694,0,
1.25,-58.7767,0.2,
1.252,-58.7914,0.1,
1.254,-58.8231,0,
1.256,-58.864,0,
1.258,-58.9256,0,
1.26,-59.0074,-0.1,
1.262,-59.1087,-0.1,
1.264,-59.2369,-0.2,
1.266,-59.3846,-0.2,
1.268,-59.5592,-0.3,
1.27,-59.7594,-0.2,
1.272,-59.9864,-0.2,
1.274,-60.2409,-0.3,
1.276,-60.5248,-0.2,
1.278,-60.8287,-0.1,
1.28,-61.1614,-0.1,
1.282,-61.5209,-0.1,
1.284,-61.8999,0,
1.286,-62.2997,0,
1.288,-62.7257,0,
1.29,-63.17,-1.2,
1.292,-63.6205,-1.4,
1.294,-64.0849,-0.7,
1.296,-64.5549,-0.8,
1.298,-65.0389,-2.5,
1.3,-65.5309,-2.8,
1.302,-65.9959,-2.6,
1.304,-66.4647,-3.6,
1.306,-66.9115,-4.6,
1.308,-67.3363,-5.6,
1.31,-67.744,-6.6,
1.312,-68.1303,-7.5,
1.314,-68.4953,-8.4,
1.316,-68.8432,-9.3,
1.318,-69.1734,-10.2,
1.32,-69.4847,-11,
1.322,-69.7679,-11.7,
1.324,-70.0371,-12.5,
1.326,-70.2855,-13.7,
1.328,-70.5052,-23.2,
1.33,-70.6755,-31.2,
1.332,-70.7738,-36.7,
1.334,-70.8074,-38.4,
1.336,-70.7994,-35.8,
1.338,-70.7726,-33.2,
1.34,-70.7524,-31.7,
1.342,-70.7494,-31.4,
1.344,-70.7536,-32.2,
1.346,-70.7604,-33.2,
1.348,-70.7604,-33.6,
1.35,-70.7604,-34,
1.352,-70.761,-34.1,
1.354,-70.7579,-34.1,
1.356,-70.7506,-33.1,
1.358,-70.7469,-33.2,
1.36,-70.742,-32.7,
1.362,-70.7353,-31.8,
1.364,-70.7219,-30.8,
1.366,-70.7042,-29.2,
1.368,-70.6755,-27,
1.37,-70.6316,-24.3,
1.372,-70.5785,-21.3,
1.374,-70.5187,-18.1,
1.376,-70.4466,-15.2,
1.378,-70.3667,-12.5,
1.38,-70.2721,-10,
1.382,-70.1561,-10.5,
1.384,-70.0066,-9.8,
1.386,-69.8192,-9.1,
1.388,-69.5903,-8.5,
1.39,-69.315,-7.8,
1.392,-68.9916,-7.1,
1.394,-68.6235,-6.3,
1.396,-68.214,-5.3,
1.398,-67.7586,-4.5,
1.4,-67.2563,-3.7,
1.402,-66.7192,-2.9,
1.404,-66.1382,-2,
1.406,-65.5565,-3.6,
1.408,-64.962,-2,
1.41,-64.3785,-1.4,
1.412,-63.8207,-0.6,
1.414,-63.289,0,
1.416,-62.7892,-0.3,
1.418,-62.3204,-0.3,
1.42,-61.8926,-0.5,
1.422,-61.5032,-0.5,
1.424,-61.1534,-0.4,
1.426,-60.8403,-0.4,
1.428,-60.5626,-0.1,
1.43,-60.3191,0,
1.432,-60.0993,0,
1.434,-59.8967,0,
1.436,-59.7148,0.1,
1.438,-59.55,0,
1.44,-59.398,0,
1.442,-59.2619,0,
1.444,-59.1417,-0.1,
1.446,-59.0404,-0.1,
1.448,-58.9513,-0.1,
1.45,-58.8805,-0.1,
1.452,-58.8304,-0.1,
1.454,-58.7975,-0.1,
1.456,-58.7834,-0.1,
1.458,-58.7846,0.1,
1.46,-58.7944,0.2,
1.462,-58.8176,0.1,
1.464,-58.8493,0,
1.466,-58.8976,0,
1.468,-58.9647,-0.1,
1.47,-59.0532,-0.1,
1.472,-59.1618,-0.1,
1.474,-59.2986,-0.2,
1.476,-59.4573,-0.2,
1.478,-59.6404,-0.3,
1.48,-59.8479,-0.3,
1.482,-60.0865,-0.3,
1.484,-60.3508,-0.2,
1.486,-60.6407,-0.2,
1.488,-60.9605,-0.1,
1.49,-61.3036,-0.1,
1.492,-61.6728,-0.1,
1.494,-62.0622,-0.1,
1.496,-62.4736,0,
1.498,-62.9149,-0.1,
1.5,-63.3605,-0.9,
1.502,-63.8225,-3,
1.504,-64.287,-0.6,
1.506,-64.7655,-1.3,
1.508,-65.2525,-2.4,
1.51,-65.7207,-2.9,
1.512,-66.2059,-3.1,
1.514,-66.6692,-4.2,
1.516,-67.1031,-5.2,
1.518,-67.5194,-5.9,
1.52,-67.9149,-7,
1.522,-68.2951,-8,
1.524,-68.6504,-8.8,
1.526,-68.9873,-9.7,
1.528,-69.3108,-10.5,
1.53,-69.6074,-11.2,
1.532,-69.8814,-12.1,
1.534,-70.1451,-12.9,
1.536,-70.3728,-17,
1.538,-70.5803,-26.7,
1.54,-70.7231,-33.7,
1.542,-70.7933,-37.9,
1.544,-70.8074,-37.9,
1.546,-70.7896,-34.7,
1.548,-70.7658,-32.6,
1.55,-70.7512,-31.6,
1.552,-70.7524,-31.7,
1.554,-70.7555,-32.6,
1.556,-70.7579,-33.5,
1.558,-70.7573,-33.8,
1.56,-70.7597,-33.9,
1.562,-70.7573,-34,
1.564,-70.7634,-34,
1.566,-70.7524,-33.5,
1.568,-70.7427,-33,
1.57,-70.742,-32.2,
1.572,-70.7286,-31.3,
1.574,-70.7176,-30.1,
1.576,-70.692,-28.4,
1.578,-70.6566,-25.9,
1.58,-70.6084,-23,
1.582,-70.5559,-19.9,
1.584,-70.4894,-16.9,
1.586,-70.4186,-14.1,
1.588,-70.3325,-11.3,
1.59,-70.2263,-10,
1.592,-70.0957,-9.9,
1.594,-69.9333,-9.4,
1.596,-69.727,-8.8,
1.598,-69.4774,-8.2,
1.6,-69.1802,-7.6,
1.602,-68.8396,-6.8,
1.604,-68.4538,-6,
1.606,-68.0223,-5,
1.608,-67.545,-4.1,
1.61,-67.0268,-3.3,
1.612,-66.469,-2.5,
1.614,-65.8946,-1.6,
1.616,-65.2965,-2.7,
1.618,-64.7044,-2.1,
1.62,-64.1289,-1.1,
1.622,-63.582,-0.3,
1.624,-63.0614,0.1,
1.626,-62.5798,-0.3,
1.628,-62.13,-0.3,
1.63,-61.7174,-0.5,
1.632,-61.35,-0.5,
1.634,-61.0191,-0.5,
1.636,-60.728,-0.3,
1.638,-60.4686,-0.1,
1.64,-60.2355,0,
1.642,-60.0267,0,
1.644,-59.8381,0,
1.646,-59.6623,0,
1.648,-59.5042,0,
1.65,-59.3608,0,
1.652,-59.2308,0,
1.654,-59.1124,-0.1,
1.656,-59.0117,-0.1,
1.658,-58.9311,-0.1,
1.66,-58.8658,-0.1,
1.662,-58.8194,-0.1,
1.664,-58.792,-0.1,
1.666,-58.7828,0,
1.668,-58.7883,0.2,
1.67,-58.8017,0.1,
1.672,-58.831,0,
1.674,-58.8683,0,
1.676,-58.9226,0,
1.678,-59.0032,-0.1,
1.68,-59.0971,-0.1,
1.682,-59.218,-0.2,
1.684,-59.3626,-0.3,
1.686,-59.5335,-0.3,
1.688,-59.7282,-0.2,
1.69,-59.951,-0.3,
1.692,-60.1994,-0.2,
1.694,-60.4747,-0.1,
1.696,-60.7726,-0.1,
1.698,-61.1009,-0.2,
1.7,-61.4543,-0.1,
1.702,-61.8327,-0.1,
1.704,-62.2301,0,
1.706,-62.6543,-0.1,
1.708,-63.1035,-1.3,
1.71,-63.5576,-0.8,
1.712,-64.0257,-0.9,
1.714,-64.492,-0.7,
1.716,-64.9754,-2.2,
1.718,-65.4698,-2.6,
1.72,-65.9459,-2.3,
1.722,-66.4159,-3.7,
1.724,-66.8651,-4.5,
1.726,-67.2966,-5.5,
1.728,-67.7031,-6.5,
1.73,-68.0882,-7.4,
1.732,-68.4575,-8.4,
1.734,-68.8054,-9.2,
1.736,-69.135,-10.1,
1.738,-69.4475,-10.9,
1.74,-69.7331,-11.6,
1.742,-70.0023,-12.4,
1.744,-70.2507,-13.4,
1.746,-70.4747,-21.7,
1.748,-70.6548,-30.2,
1.75,-70.7646,-36,
1.752,-70.8092,-38.5,
1.754,-70.8025,-36.2,
1.756,-70.7793,-33.8,
1.758,-70.7567,-32,
1.76,-70.7512,-31.5,
1.762,-70.7561,-32.1,
1.764,-70.7591,-33.1,
1.766,-70.761,-33.7,
1.768,-70.7628,-34,
1.77,-70.7579,-34.1,
1.772,-70.7579,-34.1,
1.774,-70.7494,-33.6,
1.776,-70.7524,-33.4,
1.778,-70.7427,-32.7,
1.78,-70.7341,-32,
1.782,-70.7262,-31,
1.784,-70.7085,-29.5,
1.786,-70.6773,-27.3,
1.788,-70.6371,-24.6,
1.79,-70.587,-21.6,
1.792,-70.5266,-18.4,
1.794,-70.4607,-15.6,
1.796,-70.3783,-12.8,
1.798,-70.2861,-10.2,
1.8,-70.1708,-10.5,
1.802,-70.0298,-9.8,
1.804,-69.8467,-9.1,
1.806,-69.6245,-8.6,
1.808,-69.3547,-7.9,
1.81,-69.0361,-7.2,
1.812,-68.6766,-6.5,
1.814,-68.2677,-5.5,
1.816,-67.8185,-4.6,
1.818,-67.3229,-3.8,
1.82,-66.7864,-2.9,
1.822,-66.209,-2.1,
1.824,-65.6303,-3.3,
1.826,-65.0346,-2.1,
1.828,-64.4505,-1.4,
