Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0.162,-38.3788,2.1,
0.164,-38.4051,0.8,
0.166,-38.4271,0.9,
0.168,-38.4643,0.8,
0.17,-38.5046,0.7,
0.172,-38.5534,0.5,
0.174,-38.6193,0.4,
0.176,-38.6987,0.3,
0.178,-38.7969,0.3,
0.18,-38.9123,0.1,
0.182,-39.0478,0.2,
0.184,-39.2144,0,
0.186,-39.4042,0,
0.188,-39.6197,0,
0.19,-39.8608,0,
0.192,-40.1336,0,
0.194,-40.4345,0,
0.196,-40.7592,0.1,
0.198,-41.1108,0,
0.2,-41.4886,0.1,
0.202,-41.8884,0.2,
0.204,-42.312,0.2,
0.206,-42.7575,0.3,
0.208,-43.2256,0.3,
0.21,-43.7109,0.4,
0.212,-44.2126,0.4,
0.214,-44.7277,0.3,
0.216,-45.2581,0.4,
0.218,-45.8007,0.4,
0.22,-46.3586,0.3,
0.222,-46.9341,0.3,
0.224,-47.5225,0.3,
0.226,-48.114,0.3,
0.228,-48.7225,1.4,
0.23,-49.3249,1.5,
0.232,-49.9151,-1.4,
0.234,-50.4815,0.8,
0.236,-51.0394,1.3,
0.238,-51.5862,1.8,
0.24,-52.1258,0.4,
0.242,-52.644,0.9,
0.244,-53.1506,-0.1,
0.246,-53.6248,1.1,
0.248,-54.0722,0.4,
0.25,-54.4964,0.1,
0.252,-54.887,0,
0.254,-55.2563,-0.1,
0.256,-55.5981,-0.2,
0.258,-55.9112,-0.3,
0.26,-56.2072,-0.2,
0.262,-56.4709,-0.3,
0.264,-56.7175,-0.4,
0.266,-56.9402,-0.8,
0.268,-57.1319,-26,
0.27,-57.2058,-48.3,
0.272,-57.1612,-17.4,
0.274,-57.1075,-7,
0.276,-57.0983,-6.5,
0.278,-57.1148,-12.5,
0.28,-57.1404,-19.3,
0.282,-57.1435,-18.2,
0.284,-57.1404,-15.8,
0.286,-57.1404,-17.6,
0.288,-57.138,-18.6,
0.29,-57.1331,-18,
0.292,-57.1295,-16.8,
0.294,-57.127,-14.3,
0.296,-57.1179,-12.2,
0.298,-57.1118,-10.2,
0.3,-57.1057,-9.3,
0.302,-57.0977,-7.2,
0.304,-57.077,-3.3,
0.306,-57.0538,-0.4,
0.308,-57.0208,0.3,
0.31,-56.9714,0.5,
0.312,-56.8963,0.4,
0.314,-56.7938,0.8,
0.316,-56.654,1.5,
0.318,-56.4605,1.7,
0.32,-56.2194,1.9,
0.322,-55.9277,2,
0.324,-55.5798,2.1,
0.326,-55.1879,2.2,
0.328,-54.7418,2.2,
0.33,-54.2474,2.3,
0.332,-53.7109,2.1,
0.334,-53.1347,2.1,
0.336,-52.5262,3.8,
0.338,-51.8798,-0.9,
0.34,-51.2048,0.1,
0.342,-50.5035,-0.3,
0.344,-49.7851,0.4,
0.346,-49.0478,1.7,
0.348,-48.3196,-0.2,
0.35,-47.5994,0,
0.352,-46.8981,0,
0.354,-46.2164,-0.1,
0.356,-45.5596,-0.2,
0.358,-44.934,-0.3,
0.36,-44.3316,-0.3,
0.362,-43.7646,-0.3,
0.364,-43.225,-0.4,
0.366,-42.7203,-0.4,
0.368,-42.2589,-0.3,
0.37,-41.8334,-0.3,
0.372,-41.4471,-0.3,
0.374,-41.0949,-0.1,
0.376,-40.7714,-0.1,
0.378,-40.4815,0,
0.38,-40.2184,0,
0.382,-39.9835,0.1,
0.384,-39.7662,0.1,
0.386,-39.5709,0.2,
0.388,-39.4,0.2,
0.39,-39.2492,0.2,
0.392,-39.1149,0.2,
0.394,-38.9977,0.2,
0.396,-38.8989,0.3,
0.398,-38.8165,0.3,
0.4,-38.7536,0.2,
0.402,-38.7066,0.2,
0.404,-38.6724,0.1,
0.406,-38.6712,0.2,
0.408,-38.6785,0.8,
0.41,-38.6926,0.7,
0.412,-38.7127,0.6,
0.414,-38.7469,0.4,
0.416,-38.7951,0.3,
0.418,-38.8635,0.2,
0.42,-38.9532,0.1,
0.422,-39.0637,0,
0.424,-39.1961,0,
0.426,-39.3579,0,
0.428,-39.5422,0,
0.43,-39.7546,0,
0.432,-39.9969,0,
0.434,-40.2667,0,
0.436,-40.559,0,
0.438,-40.8862,0,
0.44,-41.2396,0,
0.442,-41.6229,0.1,
0.444,-42.0269,0.1,
0.446,-42.4566,0.1,
0.448,-42.9095,0.2,
0.45,-43.3892,0.2,
0.452,-43.883,0.3,
0.454,-44.3871,0.3,
0.456,-44.909,0.3,
0.458,-45.4479,0.4,
0.46,-46.0003,0.4,
0.462,-46.5673,0.3,
0.464,-47.1423,0.3,
0.466,-47.738,0.2,
0.468,-48.3294,0.9,
0.47,-48.9404,1.6,
0.472,-49.5373,-1.7,
0.474,-50.1098,-0.7,
0.476,-50.6695,3.7,
0.478,-51.2194,1.9,
0.48,-51.7626,1.9,
0.482,-52.2912,3.2,
0.484,-52.8008,1.5,
0.486,-53.294,0.1,
0.488,-53.7621,0.2,
0.49,-54.1955,1,
0.492,-54.6075,0,
0.494,-54.9896,-0.1,
0.496,-55.3454,-0.2,
0.498,-55.678,-0.3,
0.5,-55.9869,-0.2,
0.502,-56.2725,-0.2,
0.504,-56.5356,-0.3,
0.506,-56.7791,-0.4,
0.508,-57.0007,-1,
0.51,-57.1728,-37.4,
0.512,-57.2003,-41.5,
0.514,-57.1398,-13,
0.516,-57.0928,-5.8,
0.518,-57.0965,-6.9,
0.52,-57.1227,-14.2,
0.522,-57.1472,-20.5,
0.524,-57.1459,-17.5,
0.526,-57.1423,-16.1,
0.528,-57.1417,-18.2,
0.53,-57.1398,-18.5,
0.532,-57.1356,-18.3,
0.534,-57.1295,-16.2,
0.536,-57.124,-13.7,
0.538,-57.1142,-11.4,
0.54,-57.1118,-9.7,
0.542,-57.1014,-8.7,
0.544,-57.0904,-6,
0.546,-57.0715,-2.1,
0.548,-57.0434,-0.2,
0.55,-57.0037,0.1,
0.552,-56.9457,0.5,
0.554,-56.8615,1.7,
0.556,-56.7455,1.3,
0.558,-56.5899,1.5,
0.56,-56.3854,1.7,
0.562,-56.1267,1.8,
0.564,-55.8196,2,
0.566,-55.4583,2.1,
0.568,-55.0451,2.2,
0.57,-54.5819,2.4,
0.572,-54.0759,2.1,
0.574,-53.5229,2,
0.576,-52.9339,-0.2,
0.578,-52.312,1.9,
0.58,-51.657,0,
0.582,-50.9716,3.7,
0.584,-50.2673,0.1,
0.586,-49.5446,1.8,
0.588,-48.8098,1.7,
0.59,-48.0792,0.3,
0.592,-47.3657,0,
0.594,-46.6711,0,
0.596,-46.0003,-0.2,
0.598,-45.3564,-0.3,
0.6,-44.7387,-0.3,
0.602,-44.1479,-0.3,
0.604,-43.59,-0.4,
0.606,-43.0645,-0.5,
0.608,-42.5762,-0.4,
0.61,-42.1246,-0.3,
0.612,-41.7101,-0.3,
0.614,-41.3391,-0.3,
0.616,-40.9905,-0.2,
0.618,-40.6793,0,
0.62,-40.3967,0,
0.622,-40.1422,0,
0.624,-39.9066,0,
0.626,-39.6984,0,
0.628,-39.5129,0.1,
0.63,-39.3499,0.2,
0.632,-39.1998,0.2,
0.634,-39.0765,0.2,
0.636,-38.9636,0.2,
0.638,-38.8708,0.3,
0.64,-38.7969,0.3,
0.642,-38.7383,0.2,
0.644,-38.7011,0.2,
0.646,-38.6828,0.4,
0.648,-38.681,0.4,
0.65,-38.6901,0.7,
0.652,-38.7029,0.6,
0.654,-38.7267,0.5,
0.656,-38.7634,0.3,
0.658,-38.8152,0.2,
0.66,-38.8891,0.2,
0.662,-38.9837,0,
0.664,-39.0972,0,
0.666,-39.2425,0,
0.668,-39.4073,0,
0.67,-39.5989,0,
0.672,-39.8248,0,
0.674,-40.0738,-0.1,
0.676,-40.3515,0,
0.678,-40.6603,0,
0.68,-40.9966,0,
0.682,-41.3568,0,
0.684,-41.7474,0,
0.686,-42.1618,0.1,
0.688,-42.6019,0.1,
0.69,-43.0663,0.2,
0.692,-43.5467,0.3,
0.694,-44.0441,0.3,
0.696,-44.5574,0.3,
0.698,-45.086,0.4,
0.7,-45.6262,0.3,
0.702,-46.1785,0.3,
0.704,-46.7498,0.3,
0.706,-47.3339,0.2,
0.708,-47.9302,0.2,
0.71,-48.5272,1.8,
0.712,-49.1314,1.3,
0.714,-49.721,-1.2,
0.716,-50.2911,0.5,
0.718,-50.8447,0,
0.72,-51.397,0.9,
0.722,-51.9341,0.2,
0.724,-52.4609,1.7,
0.726,-52.9675,2.3,
0.728,-53.4533,-0.2,
0.73,-53.9062,1,
0.732,-54.3334,-0.1,
0.734,-54.7357,0,
0.736,-55.1129,-0.1,
0.738,-55.4601,-0.2,
0.74,-55.7873,-0.3,
0.742,-56.0876,-0.2,
0.744,-56.3659,-0.2,
0.746,-56.6253,-0.3,
0.748,-56.8591,-0.4,
0.75,-57.069,-3.4,
0.752,-57.2015,-50.2,
0.754,-57.1819,-28.3,
0.756,-57.1203,-10,
0.758,-57.0898,-5,
0.76,-57.1032,-9.1,
0.762,-57.1325,-17.6,
0.764,-57.1496,-20.5,
0.766,-57.1465,-16.4,
0.768,-57.1423,-17,
0.77,-57.1404,-19.1,
0.772,-57.135,-18.9,
0.774,-57.1337,-17.6,
0.776,-57.1282,-15.5,
0.778,-57.1227,-13,
0.78,-57.1136,-10.8,
0.782,-57.1087,-9.5,
0.784,-57.0989,-8.2,
0.786,-57.0867,-4.9,
0.788,-57.0654,-1.4,
0.79,-57.0312,0,
0.792,-56.9885,0.1,
0.794,-56.9244,0.3,
0.796,-56.8304,1.2,
0.798,-56.7028,1.3,
0.8,-56.5319,1.6,
0.802,-56.3061,1.7,
0.804,-56.0333,1.9,
0.806,-55.7104,2.1,
0.808,-55.3338,2.1,
0.81,-54.9053,2.2,
0.812,-54.4262,2.2,
0.814,-53.9092,2.2,
0.816,-53.3434,2.1,
0.818,-52.7392,3.2,
0.82,-52.1111,0.2,
0.822,-51.4495,-0.3,
0.824,-50.7568,2.3,
0.826,-50.0463,4.6,
0.828,-49.3188,1.9,
0.83,-48.5986,1.1,
0.832,-47.8631,0,
0.834,-47.1533,-0.1,
0.836,-46.4715,-0.2,
0.838,-45.8019,-0.3,
0.84,-45.1672,-0.3,
0.842,-44.5532,-0.3,
0.844,-43.9746,-0.5,
0.846,-43.4271,-0.3,
0.848,-42.9095,-0.4,
0.85,-42.4322,-0.4,
0.852,-41.9933,-0.4,
0.854,-41.5881,-0.4,
0.856,-41.2255,-0.3,
0.858,-40.8886,-0.2,
0.86,-40.5895,0,
0.862,-40.3185,0,
0.864,-40.072,0,
0.866,-39.848,0,
0.868,-39.652,0.1,
0.87,-39.472,0.1,
0.872,-39.3121,0.2,
0.874,-39.176,0.3,
0.876,-39.0551,0.2,
0.878,-38.9501,0.3,
0.88,-38.8653,0.3,
0.882,-38.7951,0.2,
0.884,-38.7451,0.2,
0.886,-38.7127,0.1,
0.888,-38.7011,0.3,
0.89,-38.7017,0.6,
0.892,-38.7097,0.7,
0.894,-38.7225,0.6,
0.896,-38.7493,0.5,
0.898,-38.786,0.3,
0.9,-38.8409,0.2,
0.902,-38.9172,0,
0.904,-39.0148,0,
0.906,-39.1357,0,
0.908,-39.2877,0,
0.91,-39.4586,0,
0.912,-39.66,0,
0.914,-39.8895,0,
0.916,-40.1489,0,
0.918,-40.4345,-0.1,
0.92,-40.7525,0,
0.922,-41.0943,0,
0.924,-41.4684,0,
0.926,-41.867,0.1,
0.928,-42.293,0.1,
0.93,-42.7374,0.1,
0.932,-43.2086,0.2,
0.934,-43.6944,0.3,
0.936,-44.1973,0.3,
0.938,-44.7125,0.3,
0.94,-45.2496,0.3,
0.942,-45.7964,0.3,
0.944,-46.3574,0.3,
0.946,-46.9305,0.3,
0.948,-47.5189,0.2,
0.95,-48.1152,0.2,
0.952,-48.7176,1,
0.954,-49.3218,1.5,
0.956,-49.9023,-1.3,
0.958,-50.4687,0.8,
0.96,-51.0223,0.1,
0.962,-51.571,1.6,
0.964,-52.1087,0.3,
0.966,-52.6232,0.8,
0.968,-53.1213,1.9,
0.97,-53.5998,-1.1,
0.972,-54.0405,0.4,
0.974,-54.4586,-0.1,
0.976,-54.8516,0,
0.978,-55.2166,-0.2,
0.98,-55.5523,-0.2,
0.982,-55.8734,-0.2,
0.984,-56.1633,-0.2,
0.986,-56.4361,-0.3,
0.988,-56.6863,-0.4,
0.99,-56.9128,-0.6,
0.992,-57.1142,-14.8,
0.994,-57.2088,-51.9,
0.996,-57.1685,-20.8,
0.998,-57.1105,-8.3,
1,-57.0916,-5.6,
1.002,-57.1105,-10.8,
1.004,-57.1386,-19,
1.006,-57.1484,-19.5,
1.008,-57.1453,-16,
1.01,-57.1423,-17.4,
1.012,-57.1398,-18.9,
1.014,-57.1343,-18.5,
1.016,-57.1325,-17.2,
1.018,-57.1264,-14.6,
1.02,-57.1179,-12.3,
1.022,-57.1124,-10,
1.024,-57.1044,-9.1,
1.026,-57.0959,-7.3,
1.028,-57.0794,-3.6,
1.03,-57.0568,-0.8,
1.032,-57.0214,0,
1.034,-56.9689,0.4,
1.036,-56.8945,0.3,
1.038,-56.7919,0.8,
1.04,-56.6497,1.4,
1.042,-56.4648,1.6,
1.044,-56.2261,1.7,
1.046,-55.9374,1.9,
1.048,-55.5993,2.1,
1.05,-55.205,2.1,
1.052,-54.7637,2.3,
1.054,-54.2687,2.2,
1.056,-53.7341,2.1,
1.058,-53.164,-0.4,
1.06,-52.5591,0.5,
1.062,-51.9171,-0.3,
1.064,-51.2335,0.4,
1.066,-50.5389,0,
1.068,-49.8254,1,
1.07,-49.0905,1.6,
1.072,-48.3593,-0.2,
1.074,-47.6428,-0.2,
1.076,-46.9402,-0.1,
1.078,-46.2585,-0.1,
1.08,-45.5999,-0.2,
1.082,-44.9713,-0.3,
1.084,-44.3737,-0.4,
1.086,-43.803,-0.4,
1.088,-43.2635,-0.3,
1.09,-42.7593,-0.4,
1.092,-42.293,-0.4,
1.094,-41.8646,-0.4,
1.096,-41.4727,-0.3,
1.098,-41.1205,-0.3,
1.1,-40.7964,-0.2,
1.102,-40.5065,-0.1,
1.104,-40.2459,0,
1.106,-40.0097,0,
1.108,-39.7967,0,
1.11,-39.605,0.2,
1.112,-39.4317,0,
1.114,-39.2834,0.2,
1.116,-39.1522,0.2,
1.118,-39.035,0.2,
1.12,-38.9349,0.3,
1.122,-38.8531,0.3,
1.124,-38.7921,0.2,
1.126,-38.742,0.1,
1.128,-38.7127,0.2,
1.13,-38.7066,0.1,
1.132,-38.7097,0.8,
1.134,-38.7182,0.7,
1.136,-38.7359,0.6,
1.138,-38.7609,0.4,
1.14,-38.8055,0.3,
1.142,-38.8629,0.1,
1.144,-38.9434,0.1,
1.146,-39.0478,0,
1.148,-39.176,0,
1.15,-39.3316,0,
1.152,-39.5129,-0.1,
1.154,-39.7235,-0.1,
1.156,-39.9603,-0.1,
1.158,-40.227,-0.1,
1.16,-40.5255,0,
1.162,-40.852,0,
1.164,-41.209,0,
1.166,-41.5887,0,
1.168,-41.994,0,
1.17,-42.4261,0.1,
1.172,-42.8808,0.1,
1.174,-43.3593,0.2,
1.176,-43.8531,0.2,
1.178,-44.3572,0.2,
1.18,-44.8821,0.3,
1.182,-45.4199,0.2,
1.184,-45.9735,0.3,
1.186,-46.5356,0.2,
1.188,-47.1154,0.3,
1.19,-47.7087,0.2,
1.192,-48.2958,0.5,
1.194,-48.9117,1.5,
1.196,-49.5037,-0.4,
1.198,-50.0842,-0.7,
1.2,-50.6445,2.6,
1.202,-51.195,2.4,
1.204,-51.7468,1.3,
1.206,-52.2747,1.6,
1.208,-52.7899,1.4,
1.21,-53.2769,0.1,
1.212,-53.7438,0,
1.214,-54.1766,0,
1.216,-54.5892,0,
1.218,-54.9725,0,
1.22,-55.335,-0.2,
1.222,-55.6634,-0.2,
1.224,-55.9741,-0.2,
1.226,-56.2621,-0.2,
1.228,-56.5258,-0.2,
1.23,-56.7663,-0.4,
1.232,-56.9879,-0.8,
1.234,-57.1655,-36.4,
1.236,-57.2051,-45.4,
1.238,-57.1453,-13.9,
1.24,-57.0971,-6.1,
1.242,-57.0953,-6.5,
1.244,-57.1227,-13.7,
1.246,-57.1465,-20.8,
1.248,-57.1484,-18.3,
1.25,-57.1453,-16.2,
1.252,-57.1417,-18.2,
1.254,-57.138,-18.8,
1.256,-57.1356,-18.4,
1.258,-57.1307,-16.5,
1.26,-57.124,-14,
1.262,-57.1142,-11.6,
1.264,-57.1087,-9.6,
1.266,-57.1032,-8.8,
1.268,-57.0928,-6.3,
1.27,-57.0733,-2.5,
1.272,-57.0446,-0.4,
1.274,-57.0068,0,
1.276,-56.9494,0.5,
1.278,-56.8627,1.1,
1.28,-56.7517,1.2,
1.282,-56.5966,1.4,
1.284,-56.3946,1.6,
1.286,-56.1364,1.9,
1.288,-55.8306,2,
1.29,-55.4772,2.1,
1.292,-55.0665,2.2,
1.294,-54.6032,2.2,
1.296,-54.1052,2.1,
1.298,-53.5546,2,
1.3,-52.9699,1.1,
1.302,-52.3522,2.2,
1.304,-51.6967,-0.3,
1.306,-51.0156,3.8,
1.308,-50.3137,2,
1.31,-49.5971,1.2,
1.312,-48.8543,1.3,
1.314,-48.1371,0.3,
1.316,-47.4188,0,
1.318,-46.7266,-0.1,
1.32,-46.0522,-0.2,
1.322,-45.407,-0.3,
1.324,-44.7881,-0.3,
1.326,-44.1943,-0.3,
1.328,-43.6291,-0.4,
1.33,-43.1017,-0.5,
1.332,-42.6092,-0.4,
1.334,-42.1594,-0.4,
1.336,-41.7382,-0.3,
1.338,-41.3598,-0.3,
1.34,-41.0143,-0.2,
1.342,-40.7,-0.1,
1.344,-40.4174,0,
1.346,-40.1641,0,
1.348,-39.9255,0,
1.35,-39.7228,0,
1.352,-39.5324,0.1,
1.354,-39.3676,0.2,
1.356,-39.2193,0.1,
1.358,-39.0893,0.2,
1.36,-38.9794,0.2,
1.362,-38.8854,0.2,
1.364,-38.8079,0.2,
1.366,-38.7499,0.2,
1.368,-38.7121,0.1,
1.37,-38.692,0.3,
1.372,-38.6883,0.3,
1.374,-38.6956,0.6,
1.376,-38.7097,0.6,
1.378,-38.7322,0.5,
1.38,-38.764,0.3,
1.382,-38.8159,0.2,
1.384,-38.886,0.1,
1.386,-38.9788,0,
1.388,-39.0923,0,
1.39,-39.2315,0,
1.392,-39.3926,0,
1.394,-39.5886,0,
1.396,-39.8058,0,
1.398,-40.0549,-0.1,
1.4,-40.3326,0,
1.402,-40.6347,-0.1,
1.404,-40.9735,0,
1.406,-41.3342,0,
1.408,-41.7224,0,
1.41,-42.1343,0.1,
1.412,-42.572,0.1,
1.414,-43.0322,0.2,
1.416,-43.5156,0.2,
1.418,-44.0112,0.3,
1.42,-44.519,0.3,
1.422,-45.0439,0.3,
1.424,-45.5902,0.3,
1.426,-46.1437,0.3,
1.428,-46.7114,0.3,
1.43,-47.2918,0.2,
1.432,-47.8881,0.2,
1.434,-48.4863,1.9,
1.436,-49.093,1.2,
1.438,-49.6795,-0.9,
1.44,-50.2508,0.1,
1.442,-50.8111,0,
1.444,-51.3604,0.7,
1.446,-51.9042,-0.3,
1.448,-52.4316,-0.2,
1.45,-52.9363,1.3,
1.452,-53.4295,-0.7,
1.454,-53.883,0.1,
1.456,-54.3115,0.3,
1.458,-54.71,-0.1,
1.46,-55.0897,-0.1,
1.462,-55.4376,-0.1,
1.464,-55.7629,-0.3,
1.466,-56.0656,-0.2,
1.468,-56.3439,-0.2,
1.47,-56.6003,-0.3,
1.472,-56.8365,-0.5,
1.474,-57.0526,-2.2,
1.476,-57.1972,-46,
1.478,-57.1911,-31.9,
1.48,-57.1282,-10.8,
1.482,-57.0904,-5.6,
1.484,-57.1014,-8.5,
1.486,-57.1325,-16.7,
1.488,-57.1472,-20.7,
1.49,-57.1465,-17,
1.492,-57.1447,-16.8,
1.494,-57.1411,-18.9,
1.496,-57.1398,-18.7,
1.498,-57.1356,-17.9,
1.5,-57.1295,-15.9,
1.502,-57.1227,-13.4,
1.504,-57.1124,-11,
1.506,-57.1075,-9.6,
1.508,-57.1008,-8.5,
1.51,-57.0873,-5.3,
1.512,-57.066,-1.6,
1.514,-57.0385,-0.1,
1.516,-56.994,0.1,
1.518,-56.9268,0.3,
1.52,-56.8371,1.7,
1.522,-56.7144,1.2,
1.524,-56.5447,1.6,
1.526,-56.3268,1.7,
1.528,-56.0565,1.9,
1.53,-55.7348,2,
1.532,-55.3625,2,
1.534,-54.9371,2.1,
1.536,-54.4634,2.2,
1.538,-53.9428,2.1,
1.54,-53.3843,1.2,
1.542,-52.785,3.5,
1.544,-52.1514,-0.7,
1.546,-51.4874,0.2,
1.548,-50.8007,-0.1,
1.55,-50.0933,1,
1.552,-49.3682,2,
1.554,-48.6486,1.2,
1.556,-47.9119,0.1,
1.558,-47.1984,-0.1,
1.56,-46.5118,-0.2,
1.562,-45.8453,-0.2,
1.564,-45.205,-0.3,
1.566,-44.5947,-0.4,
1.568,-44.01,-0.4,
1.57,-43.4576,-0.4,
1.572,-42.9394,-0.5,
1.574,-42.4578,-0.4,
1.576,-42.0159,-0.4,
1.578,-41.6107,-0.3,
1.58,-41.2438,-0.2,
1.582,-40.9118,-0.2,
1.584,-40.6066,-0.1,
1.586,-40.3332,0,
1.588,-40.0817,0,
1.59,-39.8565,0,
1.592,-39.6514,0,
1.594,-39.4763,0,
1.596,-39.3151,0.1,
1.598,-39.1729,0.2,
1.6,-39.0502,0.2,
1.602,-38.9459,0.2,
1.604,-38.8586,0.2,
1.606,-38.7878,0.2,
1.608,-38.7383,0.1,
1.61,-38.7036,0.1,
1.612,-38.692,0.4,
1.614,-38.6907,0.5,
1.616,-38.6987,0.6,
1.618,-38.7164,0.6,
1.62,-38.7426,0.4,
1.622,-38.7817,0.2,
1.624,-38.8415,0.2,
1.626,-38.9141,0,
1.628,-39.013,0,
1.63,-39.1351,0,
1.632,-39.2797,0,
1.634,-39.4549,0,
1.636,-39.6557,0,
1.638,-39.8803,-0.1,
1.64,-40.1415,-0.1,
1.642,-40.4247,0,
1.644,-40.7372,0,
1.646,-41.079,0,
1.648,-41.4514,0,
1.65,-41.8456,0,
1.652,-42.2668,0,
1.654,-42.713,0.2,
1.656,-43.1817,0.2,
1.658,-43.6639,0.2,
1.66,-44.1625,0.2,
1.662,-44.6807,0.3,
1.664,-45.213,0.3,
1.666,-45.7592,0.2,
1.668,-46.3171,0.2,
1.67,-46.8902,0.2,
1.672,-47.4786,0.2,
1.674,-48.0834,0.2,
1.676,-48.6773,1,
1.678,-49.2809,1,
1.68,-49.862,-1.5,
1.682,-50.4296,4.1,
1.684,-50.9912,1.9,
1.686,-51.5411,0.3,
1.688,-52.0745,1.6,
1.69,-52.5958,0,
1.692,-53.1054,2.6,
1.694,-53.5748,-0.1,
1.696,-54.0215,1.8,
1.698,-54.4396,-0.1,
1.7,-54.8297,0,
1.702,-55.1965,-0.3,
1.704,-55.5401,-0.2,
1.706,-55.8526,-0.2,
1.708,-56.1498,-0.2,
1.71,-56.419,-0.2,
1.712,-56.6686,-0.4,
1.714,-56.8963,-0.5,
1.716,-57.105,-8.6,
1.718,-57.2088,-51.8,
1.72,-57.1746,-23.2,
1.722,-57.1173,-9.3,
1.724,-57.0928,-5.5,
1.726,-57.1093,-10.4,
1.728,-57.1386,-18.9,
1.73,-57.1508,-20.1,
1.732,-57.1441,-16.4,
1.734,-57.1435,-17.4,
1.736,-57.1417,-19.1,
1.738,-57.1374,-19,
1.74,-57.135,-17.6,
1.742,-57.127,-15.1,
1.744,-57.1227,-12.7,
1.746,-57.113,-10.4,
1.748,-57.1044,-9.3,
1.75,-57.0977,-7.7,
1.752,-57.0812,-4,
1.754,-57.0599,-1,
1.756,-57.0269,0,
1.758,-56.975,0.2,
1.76,-56.9012,0.2,
1.762,-56.8017,0.5,
1.764,-56.6644,1.3,
1.766,-56.4788,1.5,
1.768,-56.2414,1.6,
1.77,-55.9576,1.9,
1.772,-55.6207,2.1,
1.774,-55.2313,2.1,
1.776,-54.7869,2.2,
1.778,-54.2993,2.1,
1.78,-53.7683,2.1,
1.782,-53.1994,-0.2,
1.784,-52.5958,1.9,
1.786,-51.9506,-0.1,
1.788,-51.2731,3,
1.79,-50.5773,0.1,
1.792,-49.8687,2.2,
1.794,-49.1369,1.5,
1.796,-48.41,-0.2,
1.798,-47.6873,-0.1,
1.8,-46.9854,-0.1,
1.802,-46.3012,-0.1,
1.804,-45.6439,-0.3,
1.806,-45.0176,-0.3,
1.808,-44.4158,-0.3,
1.81,-43.8464,-0.4,
1.812,-43.3032,-0.4,
1.814,-42.7941,-0.4,
1.816,-42.3223,-0.4,
1.818,-41.8933,-0.4,
1.82,-41.502,-0.3,
1.822,-41.1413,-0.2,
1.824,-40.8166,-0.2,
1.826,-40.523,-0.1,
1.828,-40.2526,0,
1.83,-40.014,0,
1.832,-39.7949,0,
1.834,-39.6002,0.1,
1.836,-39.4213,0.1,
1.838,-39.2712,0.1,
1.84,-39.1339,0.2,
1.842,-39.0179,0.2,
1.844,-38.9147,0.2,
1.846,-38.8354,0.2,
1.848,-38.7689,0.2,
1.85,-38.7219,0.2,
1.852,-38.6968,0.1,
1.854,-38.6877,0.1,
1.856,-38.6901,0.7,
1.858,-38.7017,0.7,
1.86,-38.7188,0.5,
1.862,-38.7493,0.4,
1.864,-38.7951,0.2,
1.866,-38.8549,0.1,
