Time(s),MC SW Overview - Actual Position(mm),MC SW Force Control - Measured Force(N),
0,-0.1611,1.2,
0.002,-0.1666,1.5,
0.004,-0.166,1.2,
0.006,-0.1654,1.2,
0.008,-0.1782,1.1,
0.01,-0.1848,1.2,
0.012,-0.1872,1.1,
0.014,-0.2037,0.8,
0.016,-0.2293,0.3,
0.018,-0.2873,0,
0.02,-0.374,0,
0.022,-0.4967,-0.1,
0.024,-0.6627,-0.2,
0.026,-0.8672,-0.2,
0.028,-1.1113,-0.2,
0.03,-1.3921,-0.2,
0.032,-1.7149,-0.1,
0.034,-2.0726,0,
0.036,-2.4681,0,
0.038,-2.8893,0,
0.04,-3.344,0.2,
0.042,-3.8225,0.2,
0.044,-4.3211,0.3,
0.046,-4.8406,0.3,
0.048,-5.3838,0.3,
0.05,-5.9441,0.4,
0.052,-6.5251,0.4,
0.054,-7.1288,0.4,
0.056,-7.7477,0.3,
0.058,-8.3922,0.2,
0.06,-9.0666,0.3,
0.062,-9.7691,0.2,
0.064,-10.5077,0.2,
0.066,-11.27,0.2,
0.068,-12.072,0.3,
0.07,-12.8917,0.2,
0.072,-13.7376,0.1,
0.074,-14.6019,0.1,
0.076,-15.4686,0,
0.078,-16.3554,0,
0.08,-17.2679,0,
0.082,-18.2115,0,
0.084,-19.1905,0,
0.086,-20.2037,0,
0.088,-21.259,0,
0.09,-22.3821,0.2,
0.092,-23.5436,0.3,
0.094,-24.724,0.5,
0.096,-25.8946,0.6,
0.098,-27.0506,0.5,
0.1,-28.1993,0.4,
0.102,-29.312,1.2,
0.104,-30.4302,1.6,
0.106,-31.5483,1.5,
0.108,-32.6756,1.8,
0.11,-33.8182,2,
0.112,-34.94,2,
0.114,-36.0259,2,
0.116,-37.0714,2,
0.118,-38.0821,2,
0.12,-39.0581,2,
0.122,-40.0169,1.9,
0.124,-40.9508,2,
0.126,-41.87,2,
0.128,-42.7788,2,
0.13,-43.6711,2.2,
0.132,-44.5268,2.2,
0.134,-45.3508,2.2,
0.136,-46.1473,2.2,
0.138,-46.9078,2.2,
0.14,-47.6262,2.2,
0.142,-48.3226,2.1,
0.144,-48.9952,2.1,
0.146,-49.6416,2.1,
0.148,-50.2647,2,
0.15,-50.8708,2.1,
0.152,-51.4543,2.1,
0.154,-52.0165,2,
0.156,-52.5603,2.1,
0.158,-53.0815,2.1,
0.16,-53.5783,2,
0.162,-54.0532,2,
0.164,-54.5006,2,
0.166,-54.9254,2,
0.168,-55.3264,2,
0.17,-55.7024,2,
0.172,-56.0594,2,
0.174,-56.3915,2,
0.176,-56.7021,2,
0.178,-56.9853,2,
0.18,-57.2472,2.1,
0.182,-57.4876,2,
0.184,-57.7062,2.1,
0.186,-57.8966,2.1,
0.188,-58.0669,2.1,
0.19,-58.2091,2.1,
0.192,-58.3305,2.1,
0.194,-58.427,2.1,
0.196,-58.499,2.1,
0.198,-58.5442,2.1,
0.2,-58.5777,2.1,
0.202,-58.5838,0.9,
0.204,-58.6095,0.8,
0.206,-58.6406,0.7,
0.208,-58.6784,0.6,
0.21,-58.7303,0.5,
0.212,-58.795,0.4,
0.214,-58.8817,0.2,
0.216,-58.983,0.2,
0.218,-59.1081,0.1,
0.22,-59.2577,0,
0.222,-59.4328,0,
0.224,-59.6367,0,
0.226,-59.8625,0,
0.228,-60.1183,0,
0.23,-60.4015,0,
0.232,-60.7103,0,
0.234,-61.0429,0.1,
0.236,-61.4067,0.1,
0.238,-61.7925,0.2,
0.24,-62.199,0.2,
0.242,-62.6305,0.2,
0.244,-63.0785,-1.7,
0.246,-63.5332,-0.5,
0.248,-63.9983,-0.6,
0.25,-64.467,-0.4,
0.252,-64.9492,-2.1,
0.254,-65.4338,-2.5,
0.256,-65.905,-2,
0.258,-66.3725,-3.3,
0.26,-66.8254,-4.2,
0.262,-67.2545,-5.2,
0.264,-67.6622,-6.2,
0.266,-68.0553,-7.1,
0.268,-68.4288,-8,
0.27,-68.7822,-8.8,
0.272,-69.1148,-9.6,
0.274,-69.4237,-10.5,
0.276,-69.7148,-11.3,
0.278,-69.9828,-12.1,
0.28,-70.23,-13,
0.282,-70.4533,-21.9,
0.284,-70.6285,-29.8,
0.286,-70.739,-35.1,
0.288,-70.7811,-37.3,
0.29,-70.7787,-35.6,
0.292,-70.7604,-33.4,
0.294,-70.742,-32,
0.296,-70.7384,-31.7,
0.298,-70.739,-32.3,
0.3,-70.75,-33.3,
0.302,-70.75,-33.7,
0.304,-70.7555,-34,
0.306,-70.7542,-33.9,
0.308,-70.75,-34,
0.31,-70.7439,-34,
0.312,-70.7408,-33.3,
0.314,-70.7311,-32.3,
0.316,-70.7274,-31.6,
0.318,-70.7152,-30.6,
0.32,-70.6963,-29.3,
0.322,-70.6688,-27.2,
0.324,-70.6279,-24.6,
0.326,-70.5779,-21.5,
0.328,-70.5156,-18.4,
0.33,-70.4472,-15.6,
0.332,-70.3673,-12.9,
0.334,-70.2739,-10.3,
0.336,-70.1677,-10.4,
0.338,-70.0243,-9.6,
0.34,-69.8424,-9,
0.342,-69.6251,-8.4,
0.344,-69.3578,-7.8,
0.346,-69.0453,-7.1,
0.348,-68.69,-6.4,
0.35,-68.2878,-5.4,
0.352,-67.8423,-4.5,
0.354,-67.3552,-3.7,
0.356,-66.826,-2.7,
0.358,-66.2547,-1.9,
0.36,-65.6798,-2.7,
0.362,-65.0816,-2,
0.364,-64.4963,-1.2,
0.366,-63.9305,-0.6,
0.368,-63.3861,0,
0.37,-62.8801,0.2,
0.372,-62.4016,-0.1,
0.374,-61.967,-0.3,
0.376,-61.5666,-0.4,
0.378,-61.1992,-0.2,
0.38,-60.872,-0.2,
0.382,-60.5791,-0.1,
0.384,-60.3191,0,
0.386,-60.0871,0,
0.388,-59.8839,0.1,
0.39,-59.7057,0.2,
0.392,-59.5445,0.3,
0.394,-59.4035,0.3,
0.396,-59.2735,0.2,
0.398,-59.1582,0.1,
0.4,-59.0581,0,
0.402,-58.9732,0,
0.404,-58.9049,0,
0.406,-58.8548,0,
0.408,-58.82,0,
0.41,-58.8017,0.1,
0.412,-58.8005,0.1,
0.414,-58.8109,0.4,
0.416,-58.828,0.3,
0.418,-58.8554,0.1,
0.42,-58.9018,0,
0.422,-58.9671,0,
0.424,-59.0526,0,
0.426,-59.1588,0,
0.428,-59.2827,0,
0.43,-59.4371,0,
0.432,-59.6105,-0.1,
0.434,-59.8119,-0.1,
0.436,-60.0377,-0.1,
0.438,-60.2873,-0.2,
0.44,-60.5687,-0.1,
0.442,-60.88,-0.1,
0.444,-61.2169,-0.1,
0.446,-61.5813,0,
0.448,-61.9707,0,
0.45,-62.3882,0,
0.452,-62.827,0,
0.454,-63.2726,-1.1,
0.456,-63.7334,-2.9,
0.458,-64.2015,-0.7,
0.46,-64.6758,-0.9,
0.462,-65.1671,-2.4,
0.464,-65.631,-3.1,
0.466,-66.1253,-2.8,
0.468,-66.5904,-3.8,
0.47,-67.0299,-4.8,
0.472,-67.4504,-5.8,
0.474,-67.8508,-6.8,
0.476,-68.2317,-7.6,
0.478,-68.5948,-8.5,
0.48,-68.9391,-9.3,
0.482,-69.2632,-10.3,
0.484,-69.5653,-11.1,
0.486,-69.8448,-11.8,
0.488,-70.1048,-12.6,
0.49,-70.3447,-15.6,
0.492,-70.5486,-25.6,
0.494,-70.6963,-32.6,
0.496,-70.7756,-36.9,
0.498,-70.7994,-37.5,
0.5,-70.7774,-34.8,
0.502,-70.7597,-32.6,
0.504,-70.7427,-31.7,
0.506,-70.7427,-31.7,
0.508,-70.75,-32.7,
0.51,-70.7542,-33.5,
0.512,-70.7591,-33.8,
0.514,-70.7561,-34,
0.516,-70.7542,-34,
0.518,-70.7555,-34,
0.52,-70.7463,-34.3,
0.522,-70.739,-33.2,
0.524,-70.7341,-32.2,
0.526,-70.7256,-31.4,
0.528,-70.7121,-30.3,
0.53,-70.6914,-28.7,
0.532,-70.6621,-26.4,
0.534,-70.6139,-23.5,
0.536,-70.5577,-20.4,
0.538,-70.4955,-17.3,
0.54,-70.4216,-14.5,
0.542,-70.3392,-11.8,
0.544,-70.2416,-9.7,
0.546,-70.1164,-10.1,
0.548,-69.9577,-9.5,
0.55,-69.7594,-8.8,
0.552,-69.5207,-8.2,
0.554,-69.232,-7.5,
0.556,-68.9006,-6.8,
0.558,-68.5252,-6,
0.56,-68.0937,-5.1,
0.562,-67.6317,-4.1,
0.564,-67.1239,-3.3,
0.566,-66.574,-2.5,
0.568,-65.9813,-1.6,
0.57,-65.4076,-2.4,
0.572,-64.8113,-1.9,
0.574,-64.2369,-1.2,
0.576,-63.6827,-0.3,
0.578,-63.1554,0.2,
0.58,-62.6585,-0.3,
0.582,-62.2026,-0.2,
0.584,-61.7827,-0.4,
0.586,-61.3988,-0.3,
0.588,-61.0484,-0.2,
0.59,-60.7298,-0.1,
0.592,-60.4521,0,
0.594,-60.2049,0,
0.596,-59.9748,0,
0.598,-59.7728,0,
0.6,-59.5928,0.1,
0.602,-59.4353,0.1,
0.604,-59.2943,0,
0.606,-59.1716,0,
0.608,-59.0654,0,
0.61,-58.9739,0,
0.612,-58.9006,-0.1,
0.614,-58.8445,0,
0.616,-58.8072,0,
0.618,-58.7798,0,
0.62,-58.784,0,
0.622,-58.7926,0.3,
0.624,-58.8066,0.3,
0.626,-58.831,0.1,
0.628,-58.8677,0,
0.63,-58.922,0,
0.632,-58.9989,0,
0.634,-59.0929,0,
0.636,-59.2107,-0.1,
0.638,-59.3486,-0.1,
0.64,-59.514,-0.1,
0.642,-59.702,-0.2,
0.644,-59.9168,-0.2,
0.646,-60.161,-0.1,
0.648,-60.4289,-0.2,
0.65,-60.7317,-0.2,
0.652,-61.0613,-0.1,
0.654,-61.4085,0,
0.656,-61.7839,0,
0.658,-62.1794,0,
0.66,-62.6,0,
0.662,-63.0388,-0.8,
0.664,-63.4905,-0.6,
0.666,-63.9482,-1.4,
0.668,-64.4133,-0.6,
0.67,-64.89,-1.8,
0.672,-65.3764,-2.4,
0.674,-65.8495,-2,
0.676,-66.3231,-3.4,
0.678,-66.7766,-4.4,
0.68,-67.2081,-5.4,
0.682,-67.617,-6.3,
0.684,-68.0107,-7.2,
0.686,-68.3873,-8.1,
0.688,-68.7407,-9,
0.69,-69.0807,-9.8,
0.692,-69.3938,-10.6,
0.694,-69.6898,-11.5,
0.696,-69.962,-12.2,
0.698,-70.2153,-13.1,
0.7,-70.4448,-20.5,
0.702,-70.6261,-29,
0.704,-70.7457,-35.2,
0.706,-70.7964,-37.9,
0.708,-70.7976,-36.4,
0.71,-70.7744,-33.8,
0.712,-70.7549,-32,
0.714,-70.7402,-31.5,
0.716,-70.7439,-32,
0.718,-70.7536,-33.1,
0.72,-70.7604,-33.7,
0.722,-70.7591,-33.9,
0.724,-70.7549,-34,
0.726,-70.7549,-34.1,
0.728,-70.7457,-34.5,
0.73,-70.7494,-33.6,
0.732,-70.7378,-32.7,
0.734,-70.7329,-31.8,
0.736,-70.7256,-31,
0.738,-70.7066,-29.7,
0.74,-70.6822,-27.7,
0.742,-70.6401,-25.1,
0.744,-70.5925,-22.1,
0.746,-70.5345,-19,
0.748,-70.4656,-16,
0.75,-70.3886,-13.3,
0.752,-70.2977,-10.6,
0.754,-70.1897,-10.4,
0.756,-70.0542,-9.7,
0.758,-69.8772,-9.1,
0.76,-69.6617,-8.6,
0.762,-69.3999,-7.9,
0.764,-69.0917,-7.3,
0.766,-68.7407,-6.5,
0.768,-68.3421,-5.7,
0.77,-67.9015,-4.7,
0.772,-67.4162,-3.9,
0.774,-66.8913,-3,
0.776,-66.3219,-2.1,
0.778,-65.7506,-1.8,
0.78,-65.1451,-2.4,
0.782,-64.5586,-1.6,
0.784,-63.9891,-0.9,
0.786,-63.4441,-0.1,
0.788,-62.9326,0,
0.79,-62.4547,-0.3,
0.792,-62.0158,-0.4,
0.794,-61.6124,-0.4,
0.796,-61.245,-0.3,
0.798,-60.9117,-0.3,
0.8,-60.6157,-0.2,
0.802,-60.3557,-0.1,
0.804,-60.1164,0,
0.806,-59.9156,0,
0.808,-59.7368,0,
0.81,-59.5738,0.1,
0.812,-59.4334,0.1,
0.814,-59.3065,0,
0.816,-59.1924,0,
0.818,-59.0923,0,
0.82,-59.0093,0,
0.822,-58.9372,0,
0.824,-58.8872,0,
0.826,-58.8463,0,
0.828,-58.8298,0.2,
0.83,-58.8268,0,
0.832,-58.831,0.3,
0.834,-58.8463,0.3,
0.836,-58.8725,0.2,
0.838,-58.914,0,
0.84,-58.969,0,
0.842,-59.0471,-0.1,
0.844,-59.1454,-0.1,
0.846,-59.2662,-0.1,
0.848,-59.4096,-0.2,
0.85,-59.5793,-0.2,
0.852,-59.7728,-0.2,
0.854,-59.9962,-0.2,
0.856,-60.2446,-0.2,
0.858,-60.5187,-0.3,
0.86,-60.8275,-0.2,
0.862,-61.1614,-0.2,
0.864,-61.5257,-0.1,
0.866,-61.9133,-0.1,
0.868,-62.3277,0,
0.87,-62.7635,0,
0.872,-63.2164,-1.1,
0.874,-63.6748,-2.2,
0.876,-64.1411,-0.7,
0.878,-64.6178,-0.9,
0.88,-65.1054,-2.6,
0.882,-65.5797,-2.8,
0.884,-66.0686,-2.7,
0.886,-66.541,-3.7,
0.888,-66.9865,-4.8,
0.89,-67.4077,-5.8,
0.892,-67.8075,-6.7,
0.894,-68.1932,-7.6,
0.896,-68.5588,-8.6,
0.898,-68.9006,-9.4,
0.9,-69.2241,-10.3,
0.902,-69.525,-11.1,
0.904,-69.8082,-11.8,
0.906,-70.0682,-12.5,
0.908,-70.3111,-14.2,
0.91,-70.5217,-24.1,
0.912,-70.6822,-31.7,
0.914,-70.7744,-36.6,
0.916,-70.8019,-37.9,
0.918,-70.7939,-35.4,
0.92,-70.7695,-33.1,
0.922,-70.7518,-31.9,
0.924,-70.7494,-31.7,
0.926,-70.7506,-32.5,
0.928,-70.7549,-33.4,
0.93,-70.7591,-33.8,
0.932,-70.7567,-34,
0.934,-70.7573,-34.1,
0.936,-70.7536,-34,
0.938,-70.7512,-33.7,
0.94,-70.7433,-33.2,
0.942,-70.739,-32.3,
0.944,-70.7292,-31.6,
0.946,-70.7225,-30.5,
0.948,-70.6993,-28.9,
0.95,-70.6676,-26.7,
0.952,-70.6273,-23.9,
0.954,-70.5681,-20.8,
0.956,-70.5052,-17.6,
0.958,-70.4369,-14.7,
0.96,-70.3508,-12,
0.962,-70.255,-9.8,
0.964,-70.1347,-10.3,
0.966,-69.984,-9.6,
0.968,-69.7899,-9,
0.97,-69.5519,-8.3,
0.972,-69.2735,-7.6,
0.974,-68.9476,-7,
0.976,-68.5729,-6.2,
0.978,-68.156,-5.2,
0.98,-67.7001,-4.3,
0.982,-67.1971,-3.5,
0.984,-66.6496,-2.7,
0.986,-66.0625,-1.7,
0.988,-65.4839,-2.9,
0.99,-64.8906,-1.9,
0.992,-64.312,-1.3,
0.994,-63.7541,-0.5,
0.996,-63.2188,0,
0.998,-62.7202,-0.4,
1,-62.2606,-0.2,
1.002,-61.8321,-0.5,
1.004,-61.447,-0.4,
1.006,-61.0924,-0.3,
1.008,-60.7738,-0.2,
1.01,-60.4894,-0.1,
1.012,-60.2367,0,
1.014,-60.0047,0,
1.016,-59.8015,0,
1.018,-59.6208,0,
1.02,-59.4579,0,
1.022,-59.3132,0,
1.024,-59.1863,0,
1.026,-59.0788,0,
1.028,-58.9848,-0.1,
1.03,-58.9098,-0.1,
1.032,-58.853,0,
1.034,-58.8152,-0.1,
1.036,-58.7981,-0.1,
1.038,-58.7926,0,
1.04,-58.7981,0.3,
1.042,-58.8121,0.2,
1.044,-58.8347,0.1,
1.046,-58.8701,0,
1.048,-58.9214,0,
1.05,-58.9916,0,
1.052,-59.0831,-0.1,
1.054,-59.1948,-0.1,
1.056,-59.3309,-0.1,
1.058,-59.4914,-0.2,
1.06,-59.6727,-0.3,
1.062,-59.8857,-0.2,
1.064,-60.1244,-0.2,
1.066,-60.3905,-0.2,
1.068,-60.6877,-0.2,
1.07,-61.0088,-0.2,
1.072,-61.3548,-0.1,
1.074,-61.7259,-0.1,
1.076,-62.1263,0,
1.078,-62.5475,0,
1.08,-62.9833,-0.2,
1.082,-63.4319,-0.7,
1.084,-63.8908,-2,
1.086,-64.3572,-0.5,
1.088,-64.8351,-1.6,
1.09,-65.3191,-2.3,
1.092,-65.7939,-2.3,
1.094,-66.2718,-3.2,
1.096,-66.7271,-4.4,
1.098,-67.1593,-5.4,
1.1,-67.5713,-6.1,
1.102,-67.9637,-7.1,
1.104,-68.3409,-8.1,
1.106,-68.6961,-8.9,
1.108,-69.0343,-9.7,
1.11,-69.3541,-10.6,
1.112,-69.6483,-11.4,
1.114,-69.9223,-12.2,
1.116,-70.1769,-13.1,
1.118,-70.4088,-18.7,
1.12,-70.6059,-27.7,
1.122,-70.7365,-34.3,
1.124,-70.7988,-37.9,
1.126,-70.8049,-37.4,
1.128,-70.7817,-34.3,
1.13,-70.7585,-32.3,
1.132,-70.7469,-31.6,
1.134,-70.7457,-31.8,
1.136,-70.7555,-32.9,
1.138,-70.7555,-33.6,
1.14,-70.7579,-33.9,
1.142,-70.7579,-34,
1.144,-70.7573,-34.1,
1.146,-70.7518,-34.3,
1.148,-70.7469,-33.4,
1.15,-70.7427,-32.7,
1.152,-70.7353,-32,
1.154,-70.728,-31.2,
1.156,-70.7158,-29.9,
1.158,-70.6908,-28,
1.16,-70.6517,-25.5,
1.162,-70.6035,-22.5,
1.164,-70.5406,-19.4,
1.166,-70.4771,-16.3,
1.168,-70.4051,-13.5,
1.17,-70.3117,-10.8,
1.172,-70.2062,-10.2,
1.174,-70.0719,-9.8,
1.176,-69.904,-9.3,
1.178,-69.6904,-8.7,
1.18,-69.4359,-8,
1.182,-69.135,-7.4,
1.184,-68.7877,-6.6,
1.186,-68.3916,-5.8,
1.188,-67.9601,-4.9,
1.19,-67.4809,-4,
1.192,-66.9591,-3.2,
1.194,-66.3969,-2.3,
1.196,-65.8318,-1.5,
1.198,-65.2232,-2.7,
1.2,-64.6336,-1.9,
1.202,-64.0666,-1.1,
1.204,-63.513,-0.2,
1.206,-62.9991,0.1,
1.208,-62.5151,-0.3,
1.21,-62.0683,-0.3,
1.212,-61.6637,-0.5,
1.214,-61.2859,-0.4,
1.216,-60.9483,-0.3,
1.218,-60.6511,-0.2,
1.22,-60.3795,-0.2,
1.222,-60.1415,-0.1,
1.224,-59.9291,0,
1.226,-59.7478,0,
1.228,-59.5824,0,
1.23,-59.4328,0,
1.232,-59.3071,0,
1.234,-59.1948,0,
1.236,-59.0892,-0.1,
1.238,-59.005,0,
1.24,-58.9293,0,
1.242,-58.8792,0,
1.244,-58.842,0,
1.246,-58.8237,0,
1.248,-58.82,0,
1.25,-58.8261,0.2,
1.252,-58.839,0.2,
1.254,-58.8646,0.1,
1.256,-58.9037,0,
1.258,-58.9568,0,
1.26,-59.0312,-0.1,
1.262,-59.1313,-0.1,
1.264,-59.2503,-0.2,
1.266,-59.3889,-0.2,
1.268,-59.558,-0.2,
1.27,-59.7502,-0.2,
1.272,-59.9669,-0.3,
1.274,-60.2171,-0.2,
1.276,-60.4869,-0.3,
1.278,-60.7921,-0.3,
1.28,-61.1266,-0.2,
1.282,-61.4891,-0.1,
1.284,-61.87,-0.1,
1.286,-62.2838,0,
1.288,-62.7141,0,
1.29,-63.1627,-1.2,
1.292,-63.6223,-1.4,
1.294,-64.0862,-0.7,
1.296,-64.561,-0.7,
1.298,-65.0499,-2.7,
1.3,-65.5418,-2.7,
1.302,-66.0088,-2.7,
1.304,-66.4812,-3.7,
1.306,-66.9304,-4.6,
1.308,-67.3515,-5.6,
1.31,-67.758,-6.7,
1.312,-68.1444,-7.7,
1.314,-68.5118,-8.6,
1.316,-68.8615,-9.3,
1.318,-69.1869,-10.2,
1.32,-69.4945,-11,
1.322,-69.7746,-11.8,
1.324,-70.0401,-12.6,
1.326,-70.2831,-13.7,
1.328,-70.4991,-23.1,
1.33,-70.6694,-30.9,
1.332,-70.7701,-36.3,
1.334,-70.8061,-38.2,
1.336,-70.7958,-35.7,
1.338,-70.7744,-33.3,
1.34,-70.7518,-31.8,
1.342,-70.7445,-31.5,
1.344,-70.7506,-32.3,
1.346,-70.7542,-33.2,
1.348,-70.7591,-33.7,
1.35,-70.7585,-33.9,
1.352,-70.7573,-34,
1.354,-70.7579,-34.1,
1.356,-70.7494,-33,
1.358,-70.7469,-33,
1.36,-70.739,-32.4,
1.362,-70.7335,-31.6,
1.364,-70.7219,-30.7,
1.366,-70.7036,-29.1,
1.368,-70.6719,-27,
1.37,-70.631,-24.2,
1.372,-70.5791,-21.1,
1.374,-70.5174,-18,
1.376,-70.4454,-15.1,
1.378,-70.3648,-12.4,
1.38,-70.269,-9.9,
1.382,-70.1537,-10.4,
1.384,-70.0035,-9.6,
1.386,-69.8125,-9.1,
1.388,-69.5885,-8.4,
1.39,-69.3102,-7.8,
1.392,-68.9885,-7.1,
1.394,-68.6205,-6.3,
1.396,-68.2073,-5.4,
1.398,-67.7525,-4.6,
1.4,-67.2575,-3.6,
1.402,-66.7174,-2.8,
1.404,-66.1376,-1.9,
1.406,-65.562,-3.6,
1.408,-64.9632,-2,
1.41,-64.3816,-1.3,
1.412,-63.8225,-0.6,
1.414,-63.2866,0,
1.416,-62.7849,-0.3,
1.418,-62.3204,-0.3,
1.42,-61.8889,-0.5,
1.422,-61.497,-0.4,
1.424,-61.1376,-0.4,
1.426,-60.8147,-0.3,
1.428,-60.5278,-0.2,
1.43,-60.2721,-0.2,
1.432,-60.0414,0,
1.434,-59.8363,0,
1.436,-59.6562,0,
1.438,-59.4957,0,
1.44,-59.3523,0,
1.442,-59.229,0,
1.444,-59.1148,0,
1.446,-59.0227,-0.1,
1.448,-58.9433,-0.1,
1.45,-58.8829,-0.1,
1.452,-58.8377,-0.1,
1.454,-58.8146,-0.1,
1.456,-58.8042,0,
1.458,-58.8097,0.3,
1.46,-58.8207,0.2,
1.462,-58.8384,0.1,
1.464,-58.8731,0,
1.466,-58.9177,0,
1.468,-58.9855,-0.1,
1.47,-59.074,-0.2,
1.472,-59.1802,-0.1,
1.474,-59.3126,-0.2,
1.476,-59.4658,-0.3,
1.478,-59.6428,-0.3,
1.48,-59.8491,-0.2,
1.482,-60.081,-0.3,
1.484,-60.3435,-0.3,
1.486,-60.6334,-0.3,
1.488,-60.9514,-0.2,
1.49,-61.295,-0.2,
1.492,-61.6637,-0.1,
1.494,-62.061,-0.1,
1.496,-62.4803,-0.1,
1.498,-62.9125,-0.1,
1.5,-63.3666,-0.9,
1.502,-63.831,-3,
1.504,-64.2937,-0.6,
1.506,-64.7716,-1.3,
1.508,-65.258,-2.5,
1.51,-65.7298,-2.8,
1.512,-66.2157,-3.1,
1.514,-66.6765,-4.3,
1.516,-67.1153,-5.2,
1.518,-67.5304,-6,
1.52,-67.9271,-7,
1.522,-68.3049,-8,
1.524,-68.662,-8.9,
1.526,-69.0044,-9.6,
1.528,-69.3248,-10.6,
1.53,-69.6196,-11.3,
1.532,-69.8943,-12.2,
1.534,-70.1488,-13,
1.536,-70.3825,-17.3,
1.538,-70.5827,-26.8,
1.54,-70.7219,-33.7,
1.542,-70.7903,-37.7,
1.544,-70.8055,-37.7,
1.546,-70.7884,-34.6,
1.548,-70.7616,-32.6,
1.55,-70.7457,-31.5,
1.552,-70.7463,-31.6,
1.554,-70.7542,-32.8,
1.556,-70.7585,-33.5,
1.558,-70.7622,-33.9,
1.56,-70.7604,-34,
1.562,-70.7585,-34.1,
1.564,-70.7646,-34,
1.566,-70.7518,-33.5,
1.568,-70.7445,-33,
1.57,-70.7408,-32.2,
1.572,-70.7311,-31.3,
1.574,-70.7158,-30.1,
1.576,-70.692,-28.3,
1.578,-70.6572,-25.9,
1.58,-70.6065,-22.8,
1.582,-70.5522,-19.7,
1.584,-70.4869,-16.6,
1.586,-70.41,-13.9,
1.588,-70.3209,-11.2,
1.59,-70.222,-10.1,
1.592,-70.092,-9.8,
1.594,-69.9248,-9.4,
1.596,-69.7203,-8.8,
1.598,-69.4719,-8.2,
1.6,-69.1771,-7.5,
1.602,-68.8347,-6.7,
1.604,-68.4477,-6,
1.606,-68.0168,-5,
1.608,-67.5426,-4.2,
1.61,-67.0281,-3.3,
1.612,-66.4714,-2.4,
1.614,-65.8971,-1.5,
1.616,-65.3044,-2.7,
1.618,-64.713,-2.1,
1.62,-64.1368,-1.2,
1.622,-63.5918,-0.3,
1.624,-63.0644,0.2,
1.626,-62.578,-0.3,
1.628,-62.1288,-0.3,
